PredictiveFeature,TargetFeature,SHAP*R2
EIF4G1_S(1) EIF4G1_S(10) EIF4G1_S(1022) EIF4G1_S(1031) EIF4G1_S(1068) EIF4G1_S(1071) EIF4G1_S(1075) EIF4G1_S(1078) EIF4G1_S(1084) EIF4G1_S(1099) EIF4G1_S(1104) EIF4G1_S(1131) EIF4G1_S(1159) EIF4G1_S(1190) EIF4G1_S(1192) EIF4G1_S(1193) EIF4G1_S(1194) EIF4G1_S(1195) EIF4G1_S(1210) EIF4G1_S(1216) EIF4G1_S(1238) EIF4G1_S(1245) EIF4G1_S(1433) EIF4G1_S(1440) EIF4G1_S(146) EIF4G1_S(1597) EIF4G1_S(2) EIF4G1_S(21) EIF4G1_S(3) EIF4G1_S(4) EIF4G1_S(558) EIF4G1_S(6) EIF4G1_S(704) EIF4G1_S(8) EIF4G1_S(9) EIF4G1_S(934) EIF4G1_S(988) EIF4G1_T(1054) EIF4G1_T(1119) EIF4G1_T(1171) EIF4G1_T(1179) EIF4G1_T(1206) EIF4G1_T(1218) EIF4G1_T(202) EIF4G1_T(205) EIF4G1_T(207) EIF4G1_T(212) EIF4G1_T(230) EIF4G1_T(5) EIF4G1_T(6) EIF4G1_T(647),PSMD1_S(315) PSMD1_S,0.017192438094896713
USP10_C(226) USP10_S(14) USP10_S(16) USP10_S(226) USP10_S(274) USP10_S(341) USP10_S(363) USP10_S(375) USP10_S(403) USP10_S(556) USP10_S(563) USP10_S(718) USP10_S(88) USP10_T(205) USP10_Y(160),PSMD1_S(315) PSMD1_S,0.007136682326387663
AFDN_S(1) AFDN_S(10) AFDN_S(1066) AFDN_S(1082) AFDN_S(1090) AFDN_S(1114) AFDN_S(1171) AFDN_S(1179) AFDN_S(1180) AFDN_S(1201) AFDN_S(1238) AFDN_S(1269) AFDN_S(1272) AFDN_S(1282) AFDN_S(1287) AFDN_S(1328) AFDN_S(1333) AFDN_S(1455) AFDN_S(1500) AFDN_S(1501) AFDN_S(1502) AFDN_S(1508) AFDN_S(1512) AFDN_S(162) AFDN_S(1690) AFDN_S(1696) AFDN_S(1716) AFDN_S(1731) AFDN_S(1736) AFDN_S(1772) AFDN_S(1773) AFDN_S(1774) AFDN_S(1782) AFDN_S(1806) AFDN_S(1809) AFDN_S(213) AFDN_S(215) AFDN_S(222) AFDN_S(238) AFDN_S(246) AFDN_S(420) AFDN_S(423) AFDN_S(424) AFDN_S(556) AFDN_S(561) AFDN_S(562) AFDN_S(564) AFDN_S(589) AFDN_S(655) AFDN_T(1196) AFDN_T(1202) AFDN_T(1211) AFDN_T(1228) AFDN_T(1334) AFDN_T(1336) AFDN_T(1337) AFDN_T(1352) AFDN_T(1498) AFDN_T(160) AFDN_T(1727) AFDN_T(1815) AFDN_T(214) AFDN_T(248) AFDN_T(559) AFDN_Y(1228) AFDN_Y(1230) AFDN_Y(1252) AFDN_Y(1493),PSMD1_S(315) PSMD1_S,0.009686082845227388
MAP4K4_S(422) MAP4K4_S(438) MAP4K4_S(445) MAP4K4_S(456) MAP4K4_S(499) MAP4K4_S(5) MAP4K4_S(519) MAP4K4_S(550) MAP4K4_S(621) MAP4K4_S(623) MAP4K4_S(629) MAP4K4_S(631) MAP4K4_S(635) MAP4K4_S(656) MAP4K4_S(681) MAP4K4_S(692) MAP4K4_S(698) MAP4K4_S(700) MAP4K4_S(715) MAP4K4_S(716) MAP4K4_S(770) MAP4K4_S(777) MAP4K4_S(787) MAP4K4_S(792) MAP4K4_S(797) MAP4K4_S(811) MAP4K4_S(823) MAP4K4_S(825) MAP4K4_S(837) MAP4K4_S(852) MAP4K4_S(853) MAP4K4_S(855) MAP4K4_S(881) MAP4K4_S(885) MAP4K4_S(891) MAP4K4_S(9) MAP4K4_S(913) MAP4K4_S(923) MAP4K4_S(981) MAP4K4_T(627) MAP4K4_T(743) MAP4K4_T(809) MAP4K4_T(828) MAP4K4_T(834) MAP4K4_T(927),PSMD1_S(315) PSMD1_S,0.01793330960817743
MAP1S_C(598) MAP1S_C(603) MAP1S_C(608) MAP1S_M(759) MAP1S_M(762) MAP1S_M(763) MAP1S_S(3) MAP1S_S(452) MAP1S_S(6) MAP1S_S(743) MAP1S_S(759) MAP1S_S(786) MAP1S_S(790) MAP1S_S(809),UBR4_S(168) UBR4_S(1,0.0026892478897066127
EIF4B_C(459) EIF4B_S(1) EIF4B_S(200) EIF4B_S(3) EIF4B_S(453) EIF4B_S(459) EIF4B_S(462) EIF4B_S(464) EIF4B_S(5) EIF4B_S(502) EIF4B_S(509) EIF4B_S(52) EIF4B_S(597) EIF4B_S(7) EIF4B_S(8) EIF4B_T(4) EIF4B_T(500) EIF4B_Y(291),UBR4_S(168) UBR4_S(1,0.025368531660640178
SON_C(1556) SON_M(1556) SON_S(1378) SON_S(1556) SON_S(1690) SON_S(1692) SON_S(1694) SON_S(1697) SON_S(1737) SON_S(1816) SON_S(182) SON_S(1885) SON_S(1887) SON_S(1988) SON_S(1990) SON_S(1992) SON_S(2008) SON_S(2049) SON_S(2051) SON_S(2053) SON_S(2129) SON_S(2147) SON_S(2169) SON_S(283) SON_S(354) SON_S(966) SON_T(1555) SON_T(1592) SON_T(1596) SON_T(1933) SON_T(2022) SON_T(91) SON_Y(1581) SON_Y(2139),UBR4_S(168) UBR4_S(1,0.011355603584917485
SCAF11_C(352) SCAF11_C(731) SCAF11_S(1104) SCAF11_S(1109) SCAF11_S(1142) SCAF11_S(213) SCAF11_S(221) SCAF11_S(272) SCAF11_S(273) SCAF11_S(338) SCAF11_S(341) SCAF11_S(346) SCAF11_S(400) SCAF11_S(405) SCAF11_S(459) SCAF11_S(495) SCAF11_S(525) SCAF11_S(533) SCAF11_S(569) SCAF11_S(572) SCAF11_S(579) SCAF11_S(582) SCAF11_S(601) SCAF11_S(604) SCAF11_S(608) SCAF11_S(610) SCAF11_S(613) SCAF11_S(624) SCAF11_S(626) SCAF11_S(646) SCAF11_S(648) SCAF11_S(686) SCAF11_S(688) SCAF11_S(690) SCAF11_S(694) SCAF11_S(736) SCAF11_S(766) SCAF11_S(770) SCAF11_S(771) SCAF11_S(774) SCAF11_S(776) SCAF11_S(788) SCAF11_S(789) SCAF11_S(793) SCAF11_S(796) SCAF11_S(802) SCAF11_S(812) SCAF11_S(816) SCAF11_S(830) SCAF11_S(832) SCAF11_S(834) SCAF11_S(842) SCAF11_S(848) SCAF11_S(897) SCAF11_S(902) SCAF11_S(953) SCAF11_S(956) SCAF11_S(963) SCAF11_T(1198) SCAF11_T(218) SCAF11_T(415) SCAF11_T(769) SCAF11_T(780) SCAF11_T(800) SCAF11_T(807),UBR4_S(168) UBR4_S(1,0.019239929676675156
PRAG1_C(288) PRAG1_C(782) PRAG1_C(912) PRAG1_S(1) PRAG1_S(3) PRAG1_S(492) PRAG1_S(694) PRAG1_S(7) PRAG1_S(738) PRAG1_S(757) PRAG1_S(760) PRAG1_S(77) PRAG1_S(780) PRAG1_S(798) PRAG1_S(800) PRAG1_S(805) PRAG1_S(807) PRAG1_S(875) PRAG1_S(887) PRAG1_S(905) PRAG1_T(384) PRAG1_T(517) PRAG1_T(782) PRAG1_Y(411) PRAG1_Y(413) PRAG1_Y(489),UBR4_S(168) UBR4_S(1,0.00979911266146183
MAP4K4_S(3) MAP4K4_S(324) MAP4K4_S(348) MAP4K4_S(383) MAP4K4_S(455) MAP4K4_S(460) MAP4K4_S(567) MAP4K4_S(571) MAP4K4_S(580) MAP4K4_S(590) MAP4K4_S(598) MAP4K4_S(600) MAP4K4_S(601) MAP4K4_S(602) MAP4K4_S(603) MAP4K4_S(608) MAP4K4_S(611) MAP4K4_S(626) MAP4K4_S(639) MAP4K4_S(648) MAP4K4_S(684) MAP4K4_S(696) MAP4K4_S(710) MAP4K4_S(712) MAP4K4_S(717) MAP4K4_S(774) MAP4K4_S(780) MAP4K4_S(781) MAP4K4_S(793) MAP4K4_S(796) MAP4K4_S(800) MAP4K4_S(801) MAP4K4_S(805) MAP4K4_S(830) MAP4K4_S(838) MAP4K4_S(842) MAP4K4_S(854) MAP4K4_S(886) MAP4K4_S(888) MAP4K4_S(892) MAP4K4_S(895) MAP4K4_S(897) MAP4K4_S(900) MAP4K4_S(901) MAP4K4_S(933) MAP4K4_S(936) MAP4K4_S(993) MAP4K4_T(597) MAP4K4_T(823) MAP4K4_T(840) MAP4K4_T(846) MAP4K4_T(857) MAP4K4_T(910) MAP4K4_T(915) MAP4K4_T(948) MAP4K4_T(996),UBR4_S(168) UBR4_S(1,0.0028988488321435796
ANKRD17_C(2067) ANKRD17_S(1206) ANKRD17_S(156) ANKRD17_S(1580) ANKRD17_S(1584) ANKRD17_S(2040) ANKRD17_S(2042) ANKRD17_S(2067) ANKRD17_S(47) ANKRD17_S(49) ANKRD17_T(12) ANKRD17_T(735),UBR4_S(168) UBR4_S(1,0.0029756330640473036
NUP214_S(1002) NUP214_S(1003) NUP214_S(1013) NUP214_S(1023) NUP214_S(1034) NUP214_S(1035) NUP214_S(1044) NUP214_S(1046) NUP214_S(1070) NUP214_S(1071) NUP214_S(1174) NUP214_S(1175) NUP214_S(1176) NUP214_S(1181) NUP214_S(1262) NUP214_S(1315) NUP214_S(1343) NUP214_S(1344) NUP214_S(1345) NUP214_S(1927) NUP214_S(1952) NUP214_S(1953) NUP214_S(1963) NUP214_S(1968) NUP214_S(1975) NUP214_S(1978) NUP214_S(1985) NUP214_S(1992) NUP214_S(201) NUP214_S(3) NUP214_S(429) NUP214_S(430) NUP214_S(433) NUP214_S(452) NUP214_S(508) NUP214_S(537) NUP214_S(610) NUP214_S(620) NUP214_S(635) NUP214_S(640) NUP214_S(644) NUP214_S(645) NUP214_S(646) NUP214_S(648) NUP214_S(650) NUP214_S(656) NUP214_S(657) NUP214_S(661) NUP214_S(666) NUP214_S(667) NUP214_S(668) NUP214_S(672) NUP214_S(673) NUP214_S(678) NUP214_S(756) NUP214_S(781) NUP214_S(785) NUP214_S(792) NUP214_S(929) NUP214_S(930) NUP214_S(940) NUP214_S(985) NUP214_S(986) NUP214_S(988) NUP214_T(1011) NUP214_T(1123) NUP214_T(1124) NUP214_T(1139) NUP214_T(1140) NUP214_T(1145) NUP214_T(1146) NUP214_T(1168) NUP214_T(1193) NUP214_T(1219) NUP214_T(1233) NUP214_T(1274) NUP214_T(1301) NUP214_T(1302) NUP214_T(1309) NUP214_T(1312) NUP214_T(1345) NUP214_T(416) NUP214_T(429) NUP214_T(436) NUP214_T(437) NUP214_T(439) NUP214_T(533) NUP214_T(617) NUP214_T(659) NUP214_T(660) NUP214_T(670) NUP214_T(987),UBR4_S(168) UBR4_S(1,0.007664217194625431
LMO7_C(263) LMO7_M(706) LMO7_S(1005) LMO7_S(1013) LMO7_S(1044) LMO7_S(11) LMO7_S(1129) LMO7_S(1155) LMO7_S(1157) LMO7_S(1180) LMO7_S(1185) LMO7_S(1191) LMO7_S(1193) LMO7_S(1263) LMO7_S(1265) LMO7_S(14) LMO7_S(1400) LMO7_S(1575) LMO7_S(1590) LMO7_S(1597) LMO7_S(17) LMO7_S(21) LMO7_S(212) LMO7_S(243) LMO7_S(249) LMO7_S(254) LMO7_S(256) LMO7_S(261) LMO7_S(271) LMO7_S(283) LMO7_S(407) LMO7_S(441) LMO7_S(460) LMO7_S(475) LMO7_S(478) LMO7_S(484) LMO7_S(491) LMO7_S(576) LMO7_S(698) LMO7_S(7) LMO7_S(700) LMO7_S(709) LMO7_S(802) LMO7_S(810) LMO7_S(855) LMO7_S(856) LMO7_S(919) LMO7_S(948) LMO7_S(955) LMO7_S(974) LMO7_S(985) LMO7_S(997) LMO7_T(1007) LMO7_T(1017) LMO7_T(1189) LMO7_T(1249) LMO7_T(1254) LMO7_T(13) LMO7_T(185) LMO7_T(261) LMO7_T(514) LMO7_T(570) LMO7_T(921) LMO7_T(933) LMO7_Y(133),NSD3_S(114) NSD3_S(1,0.001221768374835049
HUWE1_S(12) HUWE1_S(1722) HUWE1_S(1999) HUWE1_S(2052) HUWE1_S(2262) HUWE1_S(233) HUWE1_S(235) HUWE1_S(2593) HUWE1_S(2600) HUWE1_S(3119) HUWE1_S(3363) HUWE1_S(3663) HUWE1_S(3744) HUWE1_S(3753) HUWE1_S(3761) HUWE1_S(3792) HUWE1_S(3797) HUWE1_T(3120) HUWE1_T(3830) HUWE1_T(3930),NSD3_S(114) NSD3_S(1,0.0029451944742293727
AHNAK2_M(4477) AHNAK2_S(1012) AHNAK2_S(102) AHNAK2_S(1153) AHNAK2_S(1201) AHNAK2_S(1710) AHNAK2_S(1994) AHNAK2_S(2107) AHNAK2_S(2175) AHNAK2_S(2207) AHNAK2_S(2327) AHNAK2_S(277) AHNAK2_S(297) AHNAK2_S(329) AHNAK2_S(3757) AHNAK2_S(4003) AHNAK2_S(4006) AHNAK2_S(409) AHNAK2_S(4185) AHNAK2_S(447) AHNAK2_S(4536) AHNAK2_S(4610) AHNAK2_S(4787) AHNAK2_S(4862) AHNAK2_S(4866) AHNAK2_S(4897) AHNAK2_S(4936) AHNAK2_S(4966) AHNAK2_S(5) AHNAK2_S(5028) AHNAK2_S(509) AHNAK2_S(5401) AHNAK2_S(5605) AHNAK2_S(5705) AHNAK2_S(5706) AHNAK2_S(5712) AHNAK2_S(5766) AHNAK2_S(584) AHNAK2_S(665) AHNAK2_S(753) AHNAK2_S(823) AHNAK2_S(837) AHNAK2_S(851) AHNAK2_S(86) AHNAK2_T(200) AHNAK2_T(298) AHNAK2_T(33) AHNAK2_T(5709) AHNAK2_T(5715),NSD3_S(114) NSD3_S(1,0.0010111830465840991
PRRC2A_S(1115) PRRC2A_S(1120) PRRC2A_S(1128) PRRC2A_S(1328) PRRC2A_S(1384) PRRC2A_S(160) PRRC2A_S(2) PRRC2A_S(2105) PRRC2A_S(766) PRRC2A_S(932) PRRC2A_S(995) PRRC2A_T(1083) PRRC2A_T(1112) PRRC2A_T(116) PRRC2A_T(1323) PRRC2A_T(799),NSD3_S(114) NSD3_S(1,0.002258679165157995
KMT2D_C(1911) KMT2D_M(1873) KMT2D_S(1172) KMT2D_S(1173) KMT2D_S(1180) KMT2D_S(1765) KMT2D_S(1801) KMT2D_S(1834) KMT2D_S(1846) KMT2D_S(1861) KMT2D_S(2158) KMT2D_S(2248) KMT2D_S(2267) KMT2D_S(2295) KMT2D_S(2309) KMT2D_S(2342) KMT2D_S(2414) KMT2D_S(2417) KMT2D_S(2420) KMT2D_S(3199) KMT2D_S(3614) KMT2D_S(3620) KMT2D_S(373) KMT2D_S(3837) KMT2D_S(4215) KMT2D_S(4346) KMT2D_S(4357) KMT2D_S(4463) KMT2D_S(477) KMT2D_S(48) KMT2D_S(4810) KMT2D_S(4843) KMT2D_S(744) KMT2D_T(1164) KMT2D_T(1172) KMT2D_T(1182) KMT2D_T(1189) KMT2D_T(1568) KMT2D_T(1803) KMT2D_T(1806) KMT2D_T(1857) KMT2D_T(1870) KMT2D_T(1914) KMT2D_T(2197) KMT2D_T(2236) KMT2D_T(2240) KMT2D_T(2312) KMT2D_T(2384) KMT2D_T(3182) KMT2D_T(3197) KMT2D_T(3637) KMT2D_T(369) KMT2D_T(4646) KMT2D_T(4672) KMT2D_T(4685) KMT2D_T(4843) KMT2D_T(4852) KMT2D_T(54),NSD3_S(114) NSD3_S(1,0.0015050103707371608
CLASP1_S(1088) CLASP1_S(1162) CLASP1_S(1217) CLASP1_S(1538) CLASP1_S(281) CLASP1_S(326) CLASP1_S(5) CLASP1_S(545) CLASP1_S(557) CLASP1_S(558) CLASP1_S(570) CLASP1_S(583) CLASP1_S(588) CLASP1_S(590) CLASP1_S(6) CLASP1_S(633) CLASP1_S(643) CLASP1_S(647) CLASP1_S(674) CLASP1_S(676) CLASP1_S(684) CLASP1_S(695) CLASP1_S(714) CLASP1_S(795) CLASP1_S(9) CLASP1_T(5) CLASP1_T(574) CLASP1_T(651) CLASP1_T(656) CLASP1_T(672) CLASP1_Y(1384),NSD3_S(114) NSD3_S(1,0.0020409802064479264
GPATCH8_S(1065) GPATCH8_S(204) GPATCH8_S(328) GPATCH8_S(349) GPATCH8_S(353) GPATCH8_S(469) GPATCH8_S(491) GPATCH8_S(494) GPATCH8_S(499) GPATCH8_S(526) GPATCH8_S(637) GPATCH8_S(644) GPATCH8_S(662) GPATCH8_S(766) GPATCH8_S(820) GPATCH8_S(908) GPATCH8_S(911) GPATCH8_S(981) GPATCH8_S(998) GPATCH8_T(293) GPATCH8_T(332) GPATCH8_T(520) GPATCH8_Y(916),NSD3_S(114) NSD3_S(1,0.010477822794600071
NCOR2_C(750) NCOR2_C(756) NCOR2_S(1007) NCOR2_S(1023) NCOR2_S(1179) NCOR2_S(1244) NCOR2_S(1288) NCOR2_S(1296) NCOR2_S(1297) NCOR2_S(1323) NCOR2_S(1331) NCOR2_S(1332) NCOR2_S(144) NCOR2_S(1458) NCOR2_S(1469) NCOR2_S(1526) NCOR2_S(1539) NCOR2_S(1547) NCOR2_S(1549) NCOR2_S(1558) NCOR2_S(1599) NCOR2_S(1603) NCOR2_S(1617) NCOR2_S(1722) NCOR2_S(1765) NCOR2_S(1773) NCOR2_S(1774) NCOR2_S(1775) NCOR2_S(1797) NCOR2_S(1858) NCOR2_S(1861) NCOR2_S(1961) NCOR2_S(1965) NCOR2_S(1970) NCOR2_S(1995) NCOR2_S(2036) NCOR2_S(2044) NCOR2_S(2047) NCOR2_S(2048) NCOR2_S(2068) NCOR2_S(2069) NCOR2_S(2088) NCOR2_S(2193) NCOR2_S(2214) NCOR2_S(2286) NCOR2_S(2383) NCOR2_S(2393) NCOR2_S(2403) NCOR2_S(2416) NCOR2_S(2437) NCOR2_S(2501) NCOR2_S(2503) NCOR2_S(3) NCOR2_S(493) NCOR2_S(51) NCOR2_S(64) NCOR2_S(8) NCOR2_S(904) NCOR2_S(938) NCOR2_S(943) NCOR2_T(1374) NCOR2_T(1427) NCOR2_T(1455) NCOR2_T(1566) NCOR2_T(1617) NCOR2_T(1963) NCOR2_T(2005) NCOR2_T(921),NSD3_S(114) NSD3_S(1,0.0024513187718328126
PRRC2C_M(779) PRRC2C_S(1015) PRRC2C_S(1155) PRRC2C_S(1237) PRRC2C_S(1503) PRRC2C_S(1545) PRRC2C_S(2008) PRRC2C_S(2029) PRRC2C_S(2196) PRRC2C_S(2615) PRRC2C_S(2704) PRRC2C_S(377) PRRC2C_S(785) PRRC2C_S(917) PRRC2C_T(12) PRRC2C_T(1267) PRRC2C_T(1967) PRRC2C_T(1982) PRRC2C_T(2146) PRRC2C_T(2684) PRRC2C_T(3) PRRC2C_T(803) PRRC2C_T(821) PRRC2C_T(96),NSD3_S(114) NSD3_S(1,0.001753215975686746
NUMA1_C(1942) NUMA1_S(1105) NUMA1_S(1438) NUMA1_S(1728) NUMA1_S(1744) NUMA1_S(1756) NUMA1_S(1763) NUMA1_S(1766) NUMA1_S(1773) NUMA1_S(1792) NUMA1_S(1800) NUMA1_S(1804) NUMA1_S(1814) NUMA1_S(1844) NUMA1_S(1847) NUMA1_S(1868) NUMA1_S(1943) NUMA1_S(1970) NUMA1_S(2026) NUMA1_S(2047) NUMA1_S(369) NUMA1_S(386) NUMA1_S(388) NUMA1_S(479) NUMA1_S(80) NUMA1_T(1744) NUMA1_T(1760) NUMA1_T(1811) NUMA1_T(1854) NUMA1_T(2041) NUMA1_T(2051) NUMA1_T(2092) NUMA1_T(211) NUMA1_T(578) NUMA1_Y(1865),NSD3_S(114) NSD3_S(1,0.035694544689729615
LMO7_C(263) LMO7_M(706) LMO7_S(1005) LMO7_S(1013) LMO7_S(1044) LMO7_S(11) LMO7_S(1129) LMO7_S(1155) LMO7_S(1157) LMO7_S(1180) LMO7_S(1185) LMO7_S(1191) LMO7_S(1193) LMO7_S(1263) LMO7_S(1265) LMO7_S(14) LMO7_S(1400) LMO7_S(1575) LMO7_S(1590) LMO7_S(1597) LMO7_S(17) LMO7_S(21) LMO7_S(212) LMO7_S(243) LMO7_S(249) LMO7_S(254) LMO7_S(256) LMO7_S(261) LMO7_S(271) LMO7_S(283) LMO7_S(407) LMO7_S(441) LMO7_S(460) LMO7_S(475) LMO7_S(478) LMO7_S(484) LMO7_S(491) LMO7_S(576) LMO7_S(698) LMO7_S(7) LMO7_S(700) LMO7_S(709) LMO7_S(802) LMO7_S(810) LMO7_S(855) LMO7_S(856) LMO7_S(919) LMO7_S(948) LMO7_S(955) LMO7_S(974) LMO7_S(985) LMO7_S(997) LMO7_T(1007) LMO7_T(1017) LMO7_T(1189) LMO7_T(1249) LMO7_T(1254) LMO7_T(13) LMO7_T(185) LMO7_T(261) LMO7_T(514) LMO7_T(570) LMO7_T(921) LMO7_T(933) LMO7_Y(133),GOLGA3_S(107) GOLGA3,0.0011419683618918602
YWHAG_S(10) YWHAG_S(102) YWHAG_S(113) YWHAG_S(119) YWHAG_S(46) YWHAG_S(7) YWHAG_T(3) YWHAG_T(7) YWHAG_Y(1) YWHAG_Y(117) YWHAG_Y(133),GOLGA3_S(107) GOLGA3,0.000298794947417468
TCOF1_S(1105) TCOF1_S(1156) TCOF1_S(1177) TCOF1_S(1190) TCOF1_S(1191) TCOF1_S(1192) TCOF1_S(1266) TCOF1_S(13) TCOF1_S(1351) TCOF1_S(14) TCOF1_S(227) TCOF1_S(272) TCOF1_S(273) TCOF1_S(3) TCOF1_S(304) TCOF1_S(369) TCOF1_S(412) TCOF1_S(417) TCOF1_S(419) TCOF1_S(475) TCOF1_S(484) TCOF1_S(510) TCOF1_S(512) TCOF1_S(514) TCOF1_S(555) TCOF1_S(556) TCOF1_S(571) TCOF1_S(620) TCOF1_S(701) TCOF1_S(762) TCOF1_S(764) TCOF1_S(765) TCOF1_S(769) TCOF1_S(771) TCOF1_S(777) TCOF1_S(79) TCOF1_S(801) TCOF1_S(807) TCOF1_S(85) TCOF1_S(87) TCOF1_S(88) TCOF1_S(9) TCOF1_S(941) TCOF1_S(966) TCOF1_S(990) TCOF1_T(1026) TCOF1_T(1175) TCOF1_T(1222) TCOF1_T(1260) TCOF1_T(1271) TCOF1_T(1306) TCOF1_T(1384) TCOF1_T(310) TCOF1_T(316) TCOF1_T(814) TCOF1_T(993),GOLGA3_S(107) GOLGA3,0.003131329815638582
EIF4B_C(459) EIF4B_S(1) EIF4B_S(200) EIF4B_S(3) EIF4B_S(453) EIF4B_S(459) EIF4B_S(462) EIF4B_S(464) EIF4B_S(5) EIF4B_S(502) EIF4B_S(509) EIF4B_S(52) EIF4B_S(597) EIF4B_S(7) EIF4B_S(8) EIF4B_T(4) EIF4B_T(500) EIF4B_Y(291),GOLGA3_S(107) GOLGA3,0.0005450898941691807
BAG3_C(185) BAG3_C(377) BAG3_C(385) BAG3_C(386) BAG3_S(136) BAG3_S(179) BAG3_S(2) BAG3_S(268) BAG3_S(5),GOLGA3_S(107) GOLGA3,0.0006371120030145802
MAP1S_C(598) MAP1S_C(603) MAP1S_C(608) MAP1S_M(759) MAP1S_M(762) MAP1S_M(763) MAP1S_S(3) MAP1S_S(452) MAP1S_S(6) MAP1S_S(743) MAP1S_S(759) MAP1S_S(786) MAP1S_S(790) MAP1S_S(809),GOLGA3_S(107) GOLGA3,0.011542253629263036
ABLIM1_S(143) ABLIM1_S(164) ABLIM1_S(2) ABLIM1_S(210) ABLIM1_S(219) ABLIM1_S(264) ABLIM1_S(332) ABLIM1_S(359) ABLIM1_S(420) ABLIM1_S(428) ABLIM1_S(431) ABLIM1_S(450) ABLIM1_S(452) ABLIM1_S(490) ABLIM1_S(498) ABLIM1_S(5) ABLIM1_S(539) ABLIM1_S(584) ABLIM1_S(618) ABLIM1_S(652) ABLIM1_S(706) ABLIM1_T(350) ABLIM1_T(371) ABLIM1_T(470) ABLIM1_T(502) ABLIM1_Y(323) ABLIM1_Y(373) ABLIM1_Y(383),GOLGA3_S(107) GOLGA3,0.006810680513530603
GPATCH8_S(1065) GPATCH8_S(204) GPATCH8_S(328) GPATCH8_S(349) GPATCH8_S(353) GPATCH8_S(469) GPATCH8_S(491) GPATCH8_S(494) GPATCH8_S(499) GPATCH8_S(526) GPATCH8_S(637) GPATCH8_S(644) GPATCH8_S(662) GPATCH8_S(766) GPATCH8_S(820) GPATCH8_S(908) GPATCH8_S(911) GPATCH8_S(981) GPATCH8_S(998) GPATCH8_T(293) GPATCH8_T(332) GPATCH8_T(520) GPATCH8_Y(916),GOLGA3_S(107) GOLGA3,0.0022839938217853917
PPIG_S(1) PPIG_S(275) PPIG_S(290) PPIG_S(315) PPIG_S(382) PPIG_S(398) PPIG_S(400) PPIG_S(431) PPIG_S(531) PPIG_S(681) PPIG_S(684) PPIG_S(687) PPIG_S(691) PPIG_S(702) PPIG_S(713) PPIG_S(729) PPIG_S(738),GOLGA3_S(107) GOLGA3,0.0004554654683871941
AHNAK2_M(4477) AHNAK2_S(1012) AHNAK2_S(102) AHNAK2_S(1153) AHNAK2_S(1201) AHNAK2_S(1710) AHNAK2_S(1994) AHNAK2_S(2107) AHNAK2_S(2175) AHNAK2_S(2207) AHNAK2_S(2327) AHNAK2_S(277) AHNAK2_S(297) AHNAK2_S(329) AHNAK2_S(3757) AHNAK2_S(4003) AHNAK2_S(4006) AHNAK2_S(409) AHNAK2_S(4185) AHNAK2_S(447) AHNAK2_S(4536) AHNAK2_S(4610) AHNAK2_S(4787) AHNAK2_S(4862) AHNAK2_S(4866) AHNAK2_S(4897) AHNAK2_S(4936) AHNAK2_S(4966) AHNAK2_S(5) AHNAK2_S(5028) AHNAK2_S(509) AHNAK2_S(5401) AHNAK2_S(5605) AHNAK2_S(5705) AHNAK2_S(5706) AHNAK2_S(5712) AHNAK2_S(5766) AHNAK2_S(584) AHNAK2_S(665) AHNAK2_S(753) AHNAK2_S(823) AHNAK2_S(837) AHNAK2_S(851) AHNAK2_S(86) AHNAK2_T(200) AHNAK2_T(298) AHNAK2_T(33) AHNAK2_T(5709) AHNAK2_T(5715),GOLGA3_S(107) GOLGA3,0.01360620919811866
PLEC_S(1057) PLEC_S(13) PLEC_S(1311) PLEC_S(1417) PLEC_S(142) PLEC_S(143) PLEC_S(1444) PLEC_S(1554) PLEC_S(1566) PLEC_S(1717) PLEC_S(1902) PLEC_S(198) PLEC_S(201) PLEC_S(2039) PLEC_S(2211) PLEC_S(2361) PLEC_S(2645) PLEC_S(2654) PLEC_S(2782) PLEC_S(2802) PLEC_S(2832) PLEC_S(3126) PLEC_S(3172) PLEC_S(3345) PLEC_S(3439) PLEC_S(3483) PLEC_S(361) PLEC_S(3975) PLEC_S(4) PLEC_S(4049) PLEC_S(4054) PLEC_S(4217) PLEC_S(4247) PLEC_S(4248) PLEC_S(4253) PLEC_S(4255) PLEC_S(4259) PLEC_S(4385) PLEC_S(4392) PLEC_S(4400) PLEC_S(4453) PLEC_S(4481) PLEC_S(4505) PLEC_S(4533) PLEC_S(4538) PLEC_S(4639) PLEC_S(4657) PLEC_S(4666) PLEC_S(4667) PLEC_S(4670) PLEC_S(4681) PLEC_S(564) PLEC_S(630) PLEC_S(64) PLEC_S(647) PLEC_S(84) PLEC_S(87) PLEC_S(887) PLEC_S(9) PLEC_T(1145) PLEC_T(1234) PLEC_T(3277) PLEC_T(3648) PLEC_T(4031) PLEC_T(4539) PLEC_T(723) PLEC_Y(3225),EPS15_S(1) EPS15_S(1,0.008933332827324262
