DatasetName,NELFA_S(237) NELFA_S(350) NELFA_S(360) NELFA_S(363) NELFA_S(374) NELFA_S(83) NELFA_S(86) NELFA_T(246) NELFA_T(250) NELFA_T(288) NELFA_T(297),NELFA_T(146) NELFA_T(243),NELFA_S(13) NELFA_S(192) NELFA_S(196) NELFA_S(225) NELFA_S(229) NELFA_S(230) NELFA_S(233) NELFA_S(244) NELFA_S(367) NELFA_S(7) NELFA_T(157) NELFA_T(212) NELFA_T(227) NELFA_T(239) NELFA_T(277) NELFA_T(365)
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,,
FSO2013_Ratio H/L normalized Rep2___1,0.6204140251345354,,0.4851441578521308
NJH2024_Sub10_HIIT_Mid,,,
RB2022_2_PostEndurance,,,
AH2018_LFQ_2_C,0.638853180908566,,
AH2018_SILAC_MR_1_X,0.6398851490348414,,0.5056571466923807
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,,
IMM2018_normalised rep. int. Empty-2,,,0.49788587362592535
RM2024_Intensity D4-1,,,
KBE2022_Log2_Ex_25_U,0.6339626256224968,,0.5008006094549171
AH2018_SILAC_3_C,,,
EJN2021_5_Rest_Ins,,,
VOI2024_0.1uM 24 h_3 di,,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,,
DB2022_LFQ intensity L2.1,,,
FSO2013_Ratio H/M normalized Rep1,0.6054623285888312,,0.5214502039191774
CK2022_4 16-1,0.6312299722436057,,
AS2011_Ratio H/L,,,
SR2019_MCF7_Biol_repl_4,,,
EJN2021_2_Ex_Ins,,,
AS2011_Ratio H/L Inhi_2_3,,,
JAW2011_Ratio H/L LS1a_1,,,
AH2018_LFQ_1_N,0.6427439954980816,,
SAS2015_PLX/DMSO_Exp1,,,
SFR2015_HL_log2_ratio_avg_c,,,0.5196882407968282
JJ2018_Ratio M/L normalized pP2,,,
NJH2024_Sub7_MICT_Mid,,,
PG2020_Intensity 6h_B,0.6350164479421425,,0.4828654816650037
FSO2013_Ratio H/L normalized Rep3,0.6163178852201322,,0.4937730171898699
GRW2016_Ratio H/L normalized SILAC 2___2,,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,,
JJ2018_Ratio M/L normalized,,,
KTGR2014_Ratio-AA 30 mins,,,
JW2021_After_1,,,
NJH2025_Sub2_MICT_Mid,,,
HS2024_6_B_N2,,,0.5004718300867665
KBE2022_Log2_Ex_9_T,0.6312812466756886,,
AH2018_SILAC_IT_2_N,0.6371953604968524,,
AH2018_SILAC_IT_1_X,0.639526217415121,,
HW2015_Ratio H/L normalized Exp3,,,
HS2024_7_PD_T1,,,0.5100788074794145
UK2020_UA_2,0.6314419574544167,,
RM2024_Intensity D2-1___1,,,
GF2025_P10_Sph,,,0.5054247870386437
WZ2023_Pe_025_20min,0.6433934619565908,,0.5090992430531031
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,,
AH2018_LFQ_2_N,0.6356409954634056,,
HS2024_4_I_N2,,,0.5016565757863575
AH2018_TMTMS2_3_N,0.6311552976245937,,0.49921404702322075
RN2012_H06,,,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,,
HS2024_4_PD_T3,,,0.5085075356215618
WZ2023_Su_005_30min,0.6421755030636782,,0.5091943863967157
SR2019_HCC1419_Biol_repl_4,,,
JJ2018_Ratio H/M normalized___2,,,
SR2019_JIMT1_Biol_repl_3,,,
AS2011_Ratio H/L Protein,,,
UK2020_HCM_3,0.6290412749789255,,
NJH2024_Sub10_HIIT_Post,,,
CR2017_Ratio Replicate 3.1,0.6240356513873969,,0.5153269824966792
WZ2023_Su_025_10min,0.643036450824124,,0.5048614098293851
AH2018_LFQ_IT_4_X,,,
CP2009_Ratio H/L,,,
VOI2024_0.1uM 24 h_3 mono,,,
RB2022_4_RecoverySprint,,,
RM2024_Intensity D6-3,,,
WZ2023_Su_005_20min,0.644444633850804,,0.50927721308789
CW2012_10 µM Gef/control Experiment 1 Replicate B,,,
SFR2015_HL_log2_ratio_avg_a,,,0.48208819546099496
CW2012_10 µM Erl/control Experiment 3 Replicate A,,,
RB2022_1_PreEndurance,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,,
LG2023_GSK3α-2_intensity,0.631776212624107,,
EP2017_Pervanadate R#1 log2 ratio,0.633212438412393,,0.4832387231265143
NJH2025_Sub6_HIIT_Post,,,
RB2022_6_RecoverySprint,,,
KS2014_Intensity,,,0.5049982869780331
MV2014_Ratio H/M normalized A2___1 (2 min),,,
PG2020_Intensity 8h_D,0.6312495110307604,,0.4906194371142039
LY2019_P7+,0.626575536596251,,0.5062330001701808
EP2017_Untreated R#1 normalized log2 ratio,0.6249792463252379,,0.5238069231510384
RN2012_L10,0.6396814536234683,,0.5082804850741738
PG2020_Intensity 4h_C,0.6304361207234733,,0.4907294795318536
EP2017_Mitotic R#3 normalized log2 ratio,0.6392717392522301,,0.5370755627384672
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,,
DB2022_LFQ intensity L1,,,
KBE2022_Log2_Ex_24_T,0.6315290356935646,,0.5002851855398397
RB2022_8_PostStrength,,,
AH2018_SILAC_IT_2_X,0.6363146238539722,,
HS2024_4_B_T3,,,0.5069556513712268
NJH2024_Sub2_HIIT_Post,,,
HS2024_8_B_N2,,,0.5195273918773755
NJH2025_Sub8_HIIT_Pre,,,
JJ2018_Ratio H/L normalized pP2___1,,,
HS2024_8_I_T2,,,0.5115722991106507
KBE2022_Log2_Ex_6_U,0.6326901545192983,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,,
CR2017_Ratio Replicate 1.1,0.6222901990336449,,0.509615780958781
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,,
MV2014_Ratio M/H normalized B3___2 (30 min),,,
CK2022_16 200-1,0.636646750146022,,0.501756475668999
VOI2024_0.1uM 2 h_3 di,,,
EP2017_Mitotic R#1 normalized log2 ratio,0.6427891326851043,,0.5455402141193437
GF2025_P9_Sph,,,0.5090571424253635
CK2022_6 200-1,0.6355851723978373,,0.5045743777468218
NJH2024_Sub7_MICT_Post,,,
AH2018_TMTMS3_2_X,0.6282247622215688,,0.5008974282975733
NJH2024_Sub8_HIIT_Post,,,
DB2022_LFQ intensity R1,,,
JW2015_Intensity cap3,,,
SR2019_HCC1954_Biol_repl_1,,,
HS2024_4_I_T2,,,0.5096553891970614
NJH2024_Sub2_MICT_Mid,,,
VOI2024_0.1uM 2 h_2 mono,,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,,
HS2024_4_PD_T1,,,0.5054879162032704
SAS2015_AZD/DMSO_Exp1,,,
NJH2024_Sub1_MICT_Mid,,,
IMM2018_normalised rep. int. CDK5L-3,,,0.496995810281537
HS2024_3_B_T3,,,0.49568190922450367
MV2014_Ratio L/H normalized A3___2 (2 min),,,
NJH2025_Sub13_MICT_Pre,,,
SR2019_MDAMB231_Biol_repl_3,,,
GRW2016_Ratio H/L normalized SILAC 4___1,,,
MM2018_Ratio H/L replicate1,,,
PG2020_Intensity 2h_D,0.626765151177996,,0.48629899601688065
EP2017_Untreated R#3 normalized log2 ratio,0.6430275203164851,,0.5091603172480405
MV2014_Ratio M/H normalized A3___3 (10 min),,,
NJH2024_Sub7_HIIT_Pre,,,
JAW2011_Ratio H/L LS2,,,
CK2022_8 200-1,0.6356502315300042,,0.504215977490224
KS2014_Intensity pY_C4,,,
CR2017_Ratio Replicate 3.5,0.6253251233723014,,0.4772970809369775
RB2022_7_PostEndurance,,,
NJH2025_Sub4_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,,
TM2022_mock.12h.A,,,
JJ2018_Ratio H/L normalized pP1,,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.6368106722590309,,0.503843586439567
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,,
KS2014_Intensity pY_E5_4,,,
RM2024_Intensity D4-3___2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,,
AH2018_SILAC_2_C,0.6377000587416982,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
HS2024_7_I_N1,,,0.5024774028779458
KBE2022_Log2_Ex_29_T,0.6327184455453074,,
HS2024_7_I_T2,,,0.5132997660658025
AS2011_Ratio H/L Normalized RNAi_2_3,,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,,
HS2024_6_B_T2,,,0.5064651327782189
AMK2021_45I_p5,,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,,
SAS2015_PLX/DMSO_Exp2,,,
EJN2021_1_Ex_Basal,,,
FR2021_Intensity.M,,,
RB2022_2_PostSprint,,,
AH2018_SILAC_MR_3_N,0.6414394920644738,,0.5065814200921378
MV2014_Ratio H/L normalized B1___3 (30 min),,,
CF2017_FTE 13,0.6304659465377775,,
PG2020_Intensity CT_C,0.6350408876793403,,0.49343148703478784
ZCP2016_Ratio H/L Rep 1,,,
FS2019_db/db2,,,
KS2014_Intensity pY_PV4,,,
KBE2022_Log2_Ex_39_U,0.6353277560821208,,
EP2017_Untreated R#3 log2 ratio,0.6422912400718523,,0.5066872959541067
RB2022_2_PostStrength,,,
AS2011_Ratio H/L Normalized_1,,,
MV2014_Ratio M/H normalized A3___2 (10 min),,,
CR2017_Ratio Replicate 3.4,0.6191209646382324,,0.48113793566241575
HS2024_8_PD_T2,,,0.503540331141201
FS2019_Ctr2,,,
RB2022_6_PreEndurance,,,
FR2021_Norm.Intensity.G,,,
NJH2025_Sub9_HIIT_Post,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,,
RM2024_Intensity D4-3,,,
HS2024_8_B_N1,,,0.49305539169480994
NJH2025_Sub10_MICT_Mid,,,
KBE2022_Log2_Ex_15_U,0.6308040084773855,,
AS2011_Ratio H/L Normalized Inhi_2,,,
RKK2015_TNF-α/SC-514,,,
RB2022_3_PreSprint,,,
CR2017_Ratio Replicate 2.3,0.6209129144750422,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,,
GF2025_P4_Adh,,,0.5045691086319583
YA2020_Reporter_intensity_Normal_No.2,0.6377326285662573,,0.5003989398318829
YP2020_Intensity P30_R2_mult_log2,,,
NJH2025_Sub13_MICT_Post,,,
HS2024_4_B_N2,,,0.5021631536149801
HS2024_3_PD_T3,,,0.49941567288727917
AMK2021_120R_p3,,,
MV2014_Ratio L/H normalized A3___3 (2 min),,,
NJH2025_Sub10_HIIT_Pre,,,
FR2021_Intensity.G,,,
RAM2015_Log2 C,0.6496529383089364,,
AS2011_Ratio H/L Proteins Inhi_1,,,
FSO2013_Ratio H/M normalized Rep1___3,,,
AH2018_LFQ_M_2_N,0.6377112600812221,,
MV2014_Ratio M/L normalized A1___3 (2 min),,,
KBE2022_Log2_Ex_40_T,0.6321693284561324,,
CK2022_2 16-1,0.6304155258273906,,
RAM2015_Log2 B,0.6174760573837079,0.35467089579391275,
YP2020_Intensity C10_R1_mult_log2,,,
FSO2013_Ratio M/L normalized Rep1___2,,,
NJH2025_Sub8_MICT_Pre,,,
EJN2021_4_Rest_Basal,,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,,
JJ2018_Ratio H/M normalized pP3___1,,,
VOI2024_Veh2 mono,,,
HS2024_6_B_T1,,,0.5046825686654418
UK2020_HCM_5,0.6360860425665502,,
NJH2025_Sub10_HIIT_Post,,,
VOI2024_0.1uM 2 h_3 mono,,,
JW2015_Intensity pre3,,,
AS2011_Ratio H/L Normalized Inhi_2_1,,,
DL2023_24h-3,,,
HS2024_7_PD_T3,,,0.5023936229725294
PG2020_Intensity Mock_10h_B,0.6306762053843099,,0.49380754164364093
WZ2023_Su_025_30min,0.6422402294354305,,0.5060284455917653
AH2018_LFQ_4_N,0.6398014937988363,,
CR2017_Ratio Replicate 1.2,0.6231008680573352,,0.4942330178944622
AS2011_Ratio H/L Normalized by Proteins,,,
RB2022_6_RecoveryStrength,,,
HS2024_8_I_N1,,,0.5063417857686594
AMK2021_Ctrl_p3,,,
AS2011_Ratio H/L Protein Inhi_2,,,
HH2022_Reporter intensity 7,,,
AH2018_SILAC_M_1_X,0.6122685673753158,,
RB2022_7_PreEndurance,,,
VOI2024_0.1uM 24 h_2 di,,,
DL2023_control-2,,,
LY2019_P6+,0.6300486137218305,,0.49389861982090333
DB2022_LFQ intensity R2,,,
GF2025_P6_Adh,,,0.5058349596335867
VOI2024_Veh1 di,,,
AS2011_Ratio H/L RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,,
VOI2024_Veh3 mono,,,
HS2024_5_I_T2,,,0.5040782089960244
NJH2025_Sub7_HIIT_Mid,,,
MV2014_Ratio H/L normalized B1___1 (30 min),,,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,,
RB2022_6_PostSprint,,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,,
AS2011_Ratio H/L Inhi_1,,,
AS2011_Ratio H/L Normalized RNAi_1_2,,,
AH2018_TMTMS3_2_C,0.6270532482136015,,0.5022674909744227
SR2019_Hs578T_Biol_repl_4,,,
RB2022_8_PreStrength,,,
KS2014_Intensity C5,,,0.4910187430363329
RM2024_Intensity D0-1,,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,,
YP2020_Intensity P30_R1_mult_log2,,,
NJH2025_Sub2_HIIT_Pre,,,
RB2022_3_RecoveryEndurance,,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,,
GF2025_P9_Adh,,,0.5088178186747743
RB2022_3_PostStrength,,,
TM2022_S2.8h.A,,,
AS2011_Ratio H/L RNAi_1_1,,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,,
NJH2025_Sub2_MICT_Pre,,,
MV2014_Ratio L/M normalized A2___3 (10 min),,,
MV2014_Ratio H/M normalized A2___3 (2 min),,,
HS2024_4_B_T2,,,0.4987998207360231
SR2019_BT549_Biol_repl_1,,,
AH2018_LFQ_M_4_N,0.6415471420001159,,
NJH2024_Sub8_HIIT_Mid,,,
PG2020_Intensity 8h_B,0.6297639396295209,,0.4909016752966751
AH2018_LFQ_2_X,0.6343784420826039,,
PG2020_Intensity 2h_B,0.632476232568091,,0.49306127321486876
AS2011_Ratio H/L Proteins RNAi_1,,,
RB2022_4_PostSprint,,,
KS2014_Intensity E15_3,,,
GF2025_P3_Sph,,,0.4978126514334919
DB2022_LFQ intensity L2,,,
MV2014_Ratio H/L normalized A1___1 (10 min),,,
AH2018_SILAC_1_C,0.6162114801411249,,
NJH2024_Sub1_HIIT_Pre,,,
FSO2013_Ratio M/L normalized Rep2___2,,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,,0.5000735315104824
AS2011_Ratio H/L RNAi_2_3,,,
AH2018_SILAC_IT_1_N,0.6358082436101073,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,,
RB2022_4_PreEndurance,,,
JJ2018_Ratio M/L normalized pP1,,,
CR2017_Ratio Replicate 2.4,0.6200068671198591,,0.493116597598297
ZQ2022_N1,,,
LY2019_P6-,0.625221975257607,,0.5013508104572155
RM2024_Intensity D2-3,,,
UK2020_HCM_1,0.6280106248962632,,
JW2015_Intensity pre2,,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,,
RM2024_Intensity D2-1,,,
NJH2025_Sub12_MICT_Post,,,
MV2014_Ratio H/M normalized B2___2 (5 min),,,
RN2012_L14,,,
AH2018_LFQ_3_N,0.6359815596123166,,0.48323097086409317
RKK2015_TNF-α/IKKb,,,
SFR2015_HL_log2_ratio_std_b,,,0.5070171222126607
UK2020_UA_1,0.6357355714611445,,
KBE2022_Log2_Ex_13_U,0.6314611921774481,,
AS2011_Ratio H/L Normalized Inhi_1,,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,,
RB2022_1_RecoverySprint,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,,
JJ2018_Ratio H/L normalized pP3,,,
CK2022_7 40-1,,,
AS2011_Ratio H/L Inhi_1_3,,,
NJH2025_Sub10_HIIT_Mid,,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,,
JAW2011_Ratio H/L LS1b_1,,,
PG2020_Intensity 4h_B,0.6338079944917951,,0.49250615958409844
SR2019_BT549_Biol_repl_2,,,
RM2024_Intensity D4-2,,,
DB2022_LFQ intensity R2.2,,,
JJ2018_Ratio H/L normalized,,,
RB2022_5_PostEndurance,,,
HS2024_5_PD_T2,,,0.5071051555915331
WZ2023_Su_025_20min,0.6415845922339621,,0.5087355406802275
RM2024_Intensity D2-2___1,,,
IMM2018_normalised rep. int. CDK5L-2,,,0.4973638791542614
LY2019_P8-,0.6151622867786336,,0.49501951273800426
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,,
FSO2013_Ratio H/L normalized Rep1,0.6341948672284419,,0.4899649690586378
NJH2024_Sub2_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,,
CK2022_13 40-1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,,
RN2012_H02,0.6319153252761696,,0.4911276838922888
PG2020_Intensity 10h_D,0.6180361036776667,,0.5003173643254265
RB2022_8_PreEndurance,,,
HS2024_3_B_N2,,,0.49971910372678974
EJN2021_4_Ex_Ins,,,
AS2011_Ratio H/L Normalized by Protein,,,
EJN2021_1_Ex_Ins,,,
EP2017_Pervanadate R#3 log2 ratio,0.6355180087508123,,0.5034408247432871
FSO2013_Ratio M/L normalized Rep1___3,,,
NJH2025_Sub4_HIIT_Mid,,,
RCJD2014_5min_2,,,
RB2022_6_PostStrength,,,
AH2018_SILAC_MR_3_C,0.6437182765153332,,0.506615002341714
AH2018_LFQ_M_4_C,0.6414273787188022,,
NJH2024_Sub4_MICT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_1_1,,,
DL2023_12h-1,,,
MV2014_Ratio L/M normalized B2___1 (30 min),,,
DB2022_LFQ intensity L1.1,,,
NJH2025_Sub6_MICT_Pre,,,
NJH2025_Sub6_MICT_Post,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,,
RN2012_H04,,,0.5045571651590961
CK2022_6 40-1,,,
DB2022_LFQ intensity R2.1,,,
KBE2022_Log2_Ex_42_U,0.6307161994528804,,
LY2019_P3-,0.6354331632123752,,0.5074641745779118
FR2021_Intensity.A,,,
EJN2021_3_Ex_Ins,,,
MV2014_Ratio M/L normalized A1___1 (2 min),,,
WZ2023_Pe_005_30min,0.6432346787600403,,0.5095192557030496
HS2024_8_PD_T3,,,0.5022086062207993
EJN2021_3_Ex_Basal,,,
AST2020_Control.1,,,0.5018092002865272
JW2015_Intensity cap1,,,
PG2020_Intensity CT_A,0.6337324677128802,,0.4951868550938652
FS2019_Ctr3,,,
WZ2023_Pu_025_20min,0.6409372908317699,,0.507726736536866
NJH2025_Sub4_MICT_Post,,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,,
GF2025_P10_Adh,,,0.49712039902251015
RB2022_1_RecoveryStrength,,,
SR2019_HCC1954_Biol_repl_4,,,
FR2021_Norm.Intensity.N,,,
HS2024_5_B_N1,,,0.5271952092851262
FSO2013_Ratio H/M normalized Rep3___3,,,
AH2018_TMTMS2_2_C,0.6348213916519823,,0.4985927052698797
RB2022_4_PreSprint,,,
DB2022_Intensity R2,,,
AH2018_TMTMS2_Pool,0.6249635181354372,,0.5015075019383145
HS2024_8_I_N2,,,0.49962629956492466
RB2022_3_RecoveryStrength,,,
NJH2024_Sub6_HIIT_Mid,,,
AH2018_SILAC_M_1_C,0.617840910842905,,
LY2019_P8+,0.6398040484687538,,0.5047896174538443
RB2022_2_RecoveryEndurance,,,
JJ2018_Ratio H/M normalized pP2___1,,,
JAW2011_Ratio H/L HS_1,,,
RB2022_3_PostEndurance,,,
KS2014_Intensity pY_PV1,,,
JAW2011_Ratio H/L LS1b_2,,,
SR2019_MCF7_Biol_repl_2,,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,,0.5054903931297606
AS2011_Ratio H/L Normalized RNAi_1_1,,,
AH2018_LFQ_M_4_X,0.6396493953509353,,0.4868968494496387
NJH2024_Sub6_MICT_Pre,,,
JJ2018_Ratio M/L normalized pP1___2,,,
YP2020_Intensity C30_R2_mult_log2,,,
NJH2024_Sub9_HIIT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_2_3,,,
RM2024_Intensity D0-1___3,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,,
KBE2022_Log2_Ex_28_U,0.633264184535521,,
GRW2016_Ratio H/L normalized SILAC 1___1,,,
CF2017_FTE 17,0.6322370967646596,,0.4992348247771715
LY2019_P2-,0.629051299628404,,0.5151747168695805
AH2018_LFQ_IT_1_X,0.6111658102776013,,
JJ2018_Ratio H/L normalized pP3___1,,,
RB2022_8_RecoveryStrength,,,
WZ2023_Pe_005_20min,0.6416575728280538,,0.5125027758408102
AST2020_Control.2,,,0.5021268610358453
NJH2025_Sub6_MICT_Mid,,,
RCJD2014_10min_1,,,
FSO2013_Ratio H/L normalized Rep2___3,,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,,
HS2024_3_I_T1,,,0.5034622729616859
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,,
CK2022_4 40-1,,,
SR2019_MCF10A_Biol_repl_4,,,
KS2014_Intensity pY_C5,,,
NJH2025_Sub4_MICT_Pre,,,
NJH2024_Sub9_MICT_Post,,,
CF2017_OSE 28,,,
HS2024_5_B_T2,,,0.4992043607203975
HS2024_6_I_T1,,,0.5162503752793627
HS2024_5_B_T3,,,0.5036858581449987
JJ2018_Ratio H/M normalized pP1___1,,,
KBE2022_Log2_Ex_36_U,0.6317170220006502,,
AH2018_TMTMS3_3_N,0.6270254014607354,,0.5024084774617265
SR2019_HCC1419_Biol_repl_2,,,
FR2021_Intensity.N,,,
AS2011_Ratio H/L Inhi_2_1,,,
AH2018_SILAC_MR_1_C,0.6426323562356009,,0.5059504071522968
NJH2024_Sub1_HIIT_Mid,,,
NJH2025_Sub8_HIIT_Mid,,,
EP2017_Mitotic R#3 log2 ratio,0.6401896760752386,,0.5398701213085602
KBE2022_Log2_Ex_36_T,0.6318057271759129,,
NJH2025_Sub6_HIIT_Mid,,,
WZ2023_Pu_005_30min,0.6435977846011451,,0.5045513507844159
KS2014_Intensity C2,,,0.4963422528159003
FSO2013_Ratio H/L normalized Rep1___2,,,
RM2024_Intensity D2-2,,,
KBE2022_Log2_Ex_42_T,0.6315377322937505,,
CK2022_9 200-1,0.6366222428847155,,0.4997127501629154
GRW2016_Ratio H/L normalized SILAC 2___1,,,
JJ2018_Ratio H/M normalized pP3___2,,,
DB2022_LFQ intensity R1.1,,,
CK2022_10 200-1,0.6362200894219269,,0.500549835788201
NJH2024_Sub9_MICT_Mid,,,
JAW2011_Ratio H/L_2,,,
HS2024_7_I_N2,,,0.4991877160388103
RBK2021_1332T Late,,,0.5078399463730249
LY2019_P1-,0.624978546739336,,0.49769345551892413
RKK2015_TNF-α/basal.1,,,
RKK2015_TNF-α/TNF-α+SC-514,,,
CR2017_Ratio Replicate 2.5,0.6335693632481346,,0.4831178476228141
HS2024_3_I_T3,,,0.4976382033813837
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,,
AS2011_Ratio H/L Normalized RNAi_1,,,
KS2014_Intensity E15_4,,,
ZQ2022_C3,,,
EJN2021_3_Rest_Ins,,,
YP2020_Intensity P10_R2_mult_log2,,,
MV2014_Ratio H/L normalized A1___3 (10 min),,,
NJH2025_Sub1_MICT_Pre,,,
KBE2022_Log2_Ex_39_T,0.6339739435731203,,
FSO2013_Ratio H/M normalized Rep3___2,,,
RM2024_Intensity D6-2,,,
EP2017_Untreated R#1 log2 ratio,0.6241018975612995,,0.5216595064538454
RKK2015_SC-514/basal,,,
RM2024_Intensity D6-1___3,,,
WZ2023_Pu_010_10min,0.6421436437700856,,0.5091485097521076
NJH2025_Sub9_HIIT_Mid,,,
SR2019_SKBR3_Biol_repl_4,,,
HS2024_5_I_T3,,,0.5028077007941796
KS2014_Intensity N1,,,0.5054758916433502
NJH2024_Sub12_MICT_Post,,,
TM2022_S2.8h.C,,,
CR2017_Ratio Replicate 1,0.6205148379083157,,0.5124329972935788
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,,
JJ2018_Ratio H/M normalized pP3,,,
AH2018_SILAC_MR_2_C,0.6380306713798173,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,,
PG2020_Intensity 2h_A,0.6339223359437776,,0.49181959358006216
NJH2024_Sub6_MICT_Mid,,,
NJH2025_Sub13_HIIT_Post,,,
AH2018_SILAC_MR_3_X,0.6377143328934469,,0.4823129248217981
JJ2018_Ratio H/M normalized___1,,,
RCJD2014_15min_2,,,
AS2011_Ratio H/L_2,,,
AS2011_Ratio H/L Normalized,,,
RN2012_H03,,,0.5110902000828427
HS2024_5_B_N2,,,0.5088070636313767
HS2024_5_I_N1,,,0.5049863529710112
HS2024_6_I_N1,,,0.4940957820091889
AR2021_KD 48h,0.634551245258075,,
FR2021_Intensity.B,,,
RB2022_3_PreEndurance,,,
HS2024_5_I_T1,,,0.5024868761647321
NJH2024_Sub10_MICT_Pre,,,
SR2019_LM2_Biol_repl_2,,,
AST2020_anti-CD3,,,0.5024976641320631
SR2019_MDAMB231_Biol_repl_1,,,
RM2024_Intensity D2-3___3,,,
WZ2023_Pe_005_10min,0.6428201928944302,,0.5116161795089309
KBE2022_Log2_Ex_29_U,0.6343511685875138,,
HS2024_7_B_T1,,,0.5029520541134914
AH2018_LFQ_M_2_X,0.6366478064469483,,0.491186921596417
AH2018_LFQ_IT_4_N,,,
CK2022_15 200-1,0.6362783661974615,,0.5008928843695967
RM2024_Intensity D4-1___2,,,
JJ2018_Ratio H/M normalized,,,
JJ2018_Ratio M/L normalized pP3___1,,,
KBE2022_Log2_Ex_34_T,0.6326850759167666,,0.5024138889940604
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,,
LY2019_P2+,0.6228562759115716,,0.514852619885064
LATM2013_Log2 Ratio (Light/Medium) Reverse,,,
CK2022_2 200-1,0.6324117006100873,,0.505550112247525
AS2011_Ratio H/L Protein RNAi_2,,,
MV2014_Ratio L/H normalized A3___1 (2 min),,,
WZ2023_Su_010_30min,0.6427521527493316,,0.5115866377472243
RN2012_H01,0.6257301497461822,,0.4979591658404209
KTGR2014_Ratio-Rapa 2 mins,,,
EJN2021_2_Rest_Basal,,,
KS2014_Intensity pY_E5_3,,,
MM2018_Ratio H/L replicate 3,,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.6338544425235372,,0.48571235582452055
HS2024_8_B_T3,,,0.49609200392315755
YA2020_Reporter_intensity_Cancer_No.3,0.6411226294628098,,0.5023285189677426
KBE2022_Log2_Ex_44_U,0.6320964368644857,,0.5026527195205989
WZ2023_Pe_010_20min,0.6425925658721033,,0.5101559808698705
KS2014_Intensity pY_C6,,,
AS2011_Ratio H/L Normalized_3,,,
RCJD2014_15min_mean,,,
RB2022_3_PreStrength,,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,,
RCJD2014_10min_mean,,,
