DatasetName,BACC1_S(103) BACC1_S(141) BACC1_S(146) BACC1_S(36) BACC1_T(139) BACC1_T(161),BACC1_S(10) BACC1_S(106) BACC1_S(110) BACC1_S(137) BACC1_S(150) BACC1_S(35) BACC1_S(62) BACC1_S(76) BACC1_S(82) BACC1_S(83) BACC1_S(9) BACC1_S(96)
SR2019_HCC1419_Biol_repl_4,,0.5454032999764302
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,0.5440221915987244
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,,0.5152263712572024
WZ2023_Su_025_10min,,0.585956798452616
AH2018_LFQ_IT_4_X,,0.5391671777017433
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.5820404521610635
CW2012_10 µM Gef/control Experiment 1 Replicate B,,0.5580341672485702
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,0.5454667412938402
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,0.48711669182635986,0.547360332132492
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.46380366361284503,0.5382679588497196
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,,0.5622182687309265
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,
LY2019_P7+,,0.5456131719048902
EP2017_Untreated R#1 normalized log2 ratio,0.49254813201828346,0.5464861628520277
RN2012_L10,,0.5314580062059412
PG2020_Intensity 4h_C,0.447471524398055,
EP2017_Mitotic R#3 normalized log2 ratio,,0.540323465233064
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,0.5444337335401847
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,0.5442141063738405
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,0.5602408162210125
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,0.5617123871963553
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,0.5446812650775724
GF2025_P9_Sph,,0.529760577046594
CK2022_6 200-1,,0.5607144169868217
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.4639399958213632,0.5660263175330419
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,0.5420473651119085
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,0.4746051718972198,0.5619252261258151
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,0.5624738777314682
PG2020_Intensity 2h_D,,0.5178264545704531
EP2017_Untreated R#3 normalized log2 ratio,0.4916422190623076,0.5503224039926985
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,0.5585104685179304
CK2022_8 200-1,,0.5602446415102842
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,0.546039073788786
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.45255063841691356,0.5393510644221767
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,0.5492733926268777
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,0.5457509679107878
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,0.553992782379065
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,0.5371136947968288
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.5510526421358343
PG2020_Intensity CT_C,,0.5332205933738225
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,
EP2017_Untreated R#3 log2 ratio,0.491706642459931,0.5503475712239423
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,0.5469915960721123
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,,0.5492060373485013
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.5289050991774651
YA2020_Reporter_intensity_Normal_No.2,,0.5619970720528299
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,0.5499609613910933
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,0.54928719896649
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,
CK2022_2 16-1,,0.5624769984380842
RAM2015_Log2 B,,0.5526807090916043
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.45921710567569063,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,,0.5347999019596854
WZ2023_Su_025_30min,,0.5856842378809985
AH2018_LFQ_4_N,,0.5412055528960419
CR2017_Ratio Replicate 1.2,,0.5416353779699301
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,0.5484875833347106
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.46832696050622813,
LY2019_P6+,,0.5497241547856264
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,0.5710981825394793
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,0.4749118491464785,0.5597305590307481
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.4608698236622075,0.566452246429083
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,0.5544046863891554
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,0.5549051809227268
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.5637125094413649
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,0.4774001531483612,0.5438154734814968
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,0.5462761162414576
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,0.48445752866859176
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,0.5347583841278719
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,0.5501760135495305
GF2025_P3_Sph,,0.539471092258935
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,0.5489503054603486
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,0.5391996706866515
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,,0.5461805625841115
ZQ2022_N1,,
LY2019_P6-,,0.5616414629758136
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,0.529279416507654
AH2018_LFQ_3_N,,0.5484777405208501
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,0.5649962714832734
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,0.5572418182601323
PG2020_Intensity 4h_B,,0.5397667415532023
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,,0.5828127298092424
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,0.5479433750433392
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,0.5057960367269649,0.5605770372780102
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.4411104094655129,0.5274480945286623
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,0.5652177658601732
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,0.578785874156442
RN2012_H02,,0.540676805640301
PG2020_Intensity 10h_D,,0.5351667831416652
RB2022_8_PreEndurance,,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.45819312039203314,0.538476704581451
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,0.522811039661072
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,0.5401480330101688
AH2018_LFQ_M_4_C,,0.5408445129106821
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.4641910833141756,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,0.5554875271379732
CK2022_6 40-1,,0.5652498692654535
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,
LY2019_P3-,,0.5403546328696716
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.5946146598285862
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.45848255092687706,0.5293223982169166
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.5851423055772123
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,0.48906297580463903,0.5635122855998828
GF2025_P10_Adh,,0.5337382675180973
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.4656030796544151,0.5630278849451925
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.464771902759925,0.5648028367909471
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,0.5498451343177946
LY2019_P8+,,0.5503190781029209
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,0.5458584486977817
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,0.5482908412702799
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,0.5334563530388287
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,0.48029970774833575,0.5375281541163164
KBE2022_Log2_Ex_28_U,,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,0.5560763868090328
LY2019_P2-,,0.5553049690972988
AH2018_LFQ_IT_1_X,,0.54824885909751
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,,0.5938146158960942
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,0.5429222139950197
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,0.47411986649210675,0.5504727870015781
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,0.5675633606643942
CK2022_4 40-1,,0.5674359864456696
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.5513804986835745
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,0.4655041735237411,0.5627760756324481
SR2019_HCC1419_Biol_repl_2,,0.5477659709063114
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,0.5338988396063846
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,0.5395844433099498
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.5875186491567578
KS2014_Intensity C2,,0.552637981415718
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,
CK2022_9 200-1,,0.5617513330855297
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,0.561484333841502
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,,0.536051263865768
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,,0.5452029073154734
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,0.5468093640696716
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.49268245764801444,0.546528629471357
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.5837378676646776
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,0.5364909820259904
HS2024_5_I_T3,,
KS2014_Intensity N1,,0.5625338849394764
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,0.5389016256995788
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,0.5469268366323979
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,0.5342957653243716
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,0.535647141980563
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,0.542259080555947
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,0.5473972284366982
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.5922267233291898
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,,0.5416555977240538
AH2018_LFQ_IT_4_N,,0.5410627876792541
CK2022_15 200-1,,0.5614100561681169
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,0.5418700550000078
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,0.5629425234470304
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,0.5838821834072168
RN2012_H01,,0.5367205708221469
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,0.5500042742466088
EP2017_Pervanadate R#1 normalized log2 ratio,0.46176120897817596,0.5373410912479497
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,,0.5655349598448747
KBE2022_Log2_Ex_44_U,,
WZ2023_Pe_010_20min,,0.5953747228730565
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,0.5517012643740459
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,0.555771849322194
KS2014_Intensity C1,,0.5500808921506615
FSO2013_Ratio H/M normalized Rep3___1,0.4636157715721985,0.5541248966846114
AH2018_SILAC_M_3_C,,0.5413550475880985
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,0.5536295512973829
AH2018_SILAC_M_2_C,,0.5417373034994265
AH2018_SILAC_M_2_X,,0.5243259470240611
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.5844818153454016
PG2020_Intensity 6h_C,,0.5264564580753156
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,0.46612589074296557,0.5552889011971313
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,0.5461804077718193
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.4637761958424101,0.5611316346213658
CK2022_15 16-1,,0.5612142655143127
CK2022_3 16-1,,0.5630362674686142
LY2019_P4-,,0.5683230208991973
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,,0.5629368710533861
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,,0.5388898271303704
CK2022_10 16-1,,0.5616979939879717
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,0.5434336983138723
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,0.5543342763013845
AR2021_L41 10 μM,,
CF2017_EOC 2,,0.5530622648908752
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,0.5487748720066271
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,,0.5617961368195891
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.4653900836673663,0.5563231584418146
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.46368262557032125,0.564839076715947
AR2021_L41 1 μM,,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.46197364853727735,0.5649517973903743
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,0.47849077717534083,0.5425828371600103
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,,0.552222249360741
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,0.5457472258000079
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,0.5476954142945373
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,0.5702366928448469
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,,0.547045247846831
WZ2023_Pu_025_10min,,0.5873269892416685
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,0.5677435273601705
FSO2013_Ratio M/L normalized Rep3___1,0.4633810682690744,0.5528640832805702
SR2019_JIMT1_Biol_repl_4,,0.5448990954437342
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.5499702065718902
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,,0.5946652212568612
MV2014_Ratio L/M normalized B2___3 (30 min),,
