DatasetName,KRR1_S(276) KRR1_S(284) KRR1_S(31),KRR1_S(3) KRR1_S(5)
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,0.6752950820968913
EP2017_Pervanadate R#1 log2 ratio,,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.4334401829349452,0.6464343568506843
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,0.5475212488414434
LY2019_P7+,,
EP2017_Untreated R#1 normalized log2 ratio,,
RN2012_L10,,
PG2020_Intensity 4h_C,,0.5769743526056905
EP2017_Mitotic R#3 normalized log2 ratio,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,0.5916879470397842
RB2022_8_PostStrength,,0.4922571501764412
AH2018_SILAC_IT_2_X,,0.5390203174307086
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,0.5154818012696085
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,,0.6210369043369937
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,0.5080234678455915
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,0.5641537832771855
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,0.5930828351840093
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,
GF2025_P9_Sph,,0.5748595794467398
CK2022_6 200-1,,0.5691258125273297
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.3988200450236226,0.49370058123013766
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,0.4814302521684243
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,0.6001973337804061
EP2017_Untreated R#3 normalized log2 ratio,,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,0.5753204141448287
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,0.6131920344366901
RB2022_7_PostEndurance,,0.561816880908554
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,0.5820648872096601
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,0.5260857230938973
EP2017_Pervanadate R#2 normalized log2 ratio,,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,0.554616890504829
AH2018_SILAC_2_C,,0.6241209984543059
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,,0.5852253164748071
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,0.5501035869339345
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,0.5083978999908016
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.6328609672757606
PG2020_Intensity CT_C,,0.6049804835950807
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.5887000963966922
EP2017_Untreated R#3 log2 ratio,,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,0.6624149425997201
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,0.5916576045472881
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,0.5719613278420721
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,0.5155304078518336
CR2017_Ratio Replicate 2.3,,0.534518070521178
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.5068819601405874
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,0.5594078846219291
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,0.5914107266641861
CK2022_2 16-1,,0.519521434822434
RAM2015_Log2 B,,0.5307951097267374
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,0.4614779941761631
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,0.5510446499367327
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,,0.5845857447474911
WZ2023_Su_025_30min,,0.5309828006687
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,,0.5350718519771136
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,0.468326646787335
RB2022_7_PreEndurance,,0.550168995659493
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,0.5840108532425576
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.4185556423670583,0.512819917662959
SR2019_Hs578T_Biol_repl_4,,0.439156546463536
RB2022_8_PreStrength,,0.5114691776798652
KS2014_Intensity C5,,0.70481815191951
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,0.5041831810192681
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.5778599045271605
RB2022_3_PostStrength,,0.48423612997463417
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,0.5161805439936855
AH2018_LFQ_M_4_N,,0.5379343556961342
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,0.5494764105926389
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,0.5794430901730521
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.42709263509813983,0.49387821126330245
GF2025_P3_Sph,,0.5159546957183159
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,0.5303685237299828
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,0.4666011437479749
CR2017_Ratio Replicate 2.4,,0.5270995530026147
ZQ2022_N1,,
LY2019_P6-,,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,,0.5393362032531595
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,,0.5889584288994518
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,0.5818782314708904
JJ2018_Ratio H/L normalized pP3,,0.5425495870422875
CK2022_7 40-1,,0.46109989922285033
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,0.5817394103123532
SR2019_BT549_Biol_repl_2,,0.48587995920515664
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,0.5048804416637215
RB2022_5_PostEndurance,,0.5335961826053683
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,,0.5106007270292251
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,0.5582821466546999
FSO2013_Ratio H/L normalized Rep1,,0.47388834004796265
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,0.5712417069648563
CK2022_13 40-1,,0.48809406420084256
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,,0.5029700641854109
RB2022_8_PreEndurance,,0.5220737703991701
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,,0.5431927692450259
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,0.555072027527056
EP2017_Pervanadate R#3 log2 ratio,,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,0.4769496604236646
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,0.5084868132375597
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,0.5547867786897095
RN2012_H04,,
CK2022_6 40-1,,0.46849793060426825
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,0.6148659924791334
LY2019_P3-,,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,0.5428379291892655
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.558816522421709
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,,0.5474446300824627
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,0.5686362438959386
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.5547130715835606
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,,0.5501840986417239
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.4316868906531535,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.43107166059379803,0.5578902378623042
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,,0.544600781868471
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,0.5415232692579893
LY2019_P8+,,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,0.4998163108583233
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,0.5593551165980074
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,0.5565488766617213
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,0.5781268033617792
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,0.621615212677807
LY2019_P2-,,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,0.5424887960711422
RB2022_8_RecoveryStrength,,0.5557315980479571
WZ2023_Pe_005_20min,,0.5323978718390984
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,0.5065122389026184
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,0.4884505595979834
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.5943370342773251
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,0.567076802382602
KBE2022_Log2_Ex_36_U,,0.5835826448007494
AH2018_TMTMS3_3_N,0.46679114118297255,0.5224124171376922
SR2019_HCC1419_Biol_repl_2,,0.5095408819124878
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,0.5151255005195314
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,
KBE2022_Log2_Ex_36_T,,0.5604378834980239
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.5151193199938278
KS2014_Intensity C2,0.4374723359794002,0.5889254821876094
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,0.6125481543962225
CK2022_9 200-1,,0.5912949270690004
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,0.5862856686990838
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,,0.5571896244917285
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,0.5585545294103134
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,0.4504721647542056
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,0.544199660109864
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.5893091613393717
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.49749354312415517
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,0.5278572318568799
HS2024_5_I_T3,,
KS2014_Intensity N1,0.4426035529748669,0.635442374741775
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,0.5177276231162913
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,0.5625564773254733
JJ2018_Ratio H/M normalized pP3,,0.5509931109350388
AH2018_SILAC_MR_2_C,,0.5647807584948614
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,0.593745355832942
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,0.5271588301045591
JJ2018_Ratio H/M normalized___1,,0.5486824897449114
RCJD2014_15min_2,,0.5402415155107764
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,,0.5851615531952018
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,0.5172842191345971
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.5607293911582901
KBE2022_Log2_Ex_29_U,,0.6063193142289739
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,,
AH2018_LFQ_IT_4_N,,0.5227904667050658
CK2022_15 200-1,,0.5924780424412925
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,0.5494605677581907
JJ2018_Ratio M/L normalized pP3___1,,0.5287639222160905
KBE2022_Log2_Ex_34_T,,0.6104895085723286
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,0.5610956819751377
LY2019_P2+,,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,0.5924283588644894
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,0.5433356400011559
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,0.5313945306167835
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,,
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,,0.6220677167926707
WZ2023_Pe_010_20min,,0.5468675040141082
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,0.6750599465568548
RB2022_3_PreStrength,,0.49085058762334566
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,0.5557239825911202
KS2014_Intensity C1,,0.5913794327846911
FSO2013_Ratio H/M normalized Rep3___1,,0.5158558503033239
AH2018_SILAC_M_3_C,,0.5451119044467887
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,0.640588805718524
AH2018_SILAC_M_2_X,,0.6427479839543981
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.5678448421348332
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.5310385612808807
PG2020_Intensity 6h_C,,0.5739176684561659
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,0.46434981878987525
AH2018_LFQ_M_3_N,,0.553466761555693
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.4413723663091245,
CK2022_15 16-1,,0.5291763627535332
CK2022_3 16-1,,0.5192319628502982
LY2019_P4-,,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,,0.5503971132653387
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,,0.5773312966949166
CK2022_10 16-1,,0.5278447783162821
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,
EJN2021_2_Ex_Basal,,0.5559452300330741
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,0.5896125467653246
CF2017_FTE 16,,0.6234598229791488
AR2021_L41 10 μM,,0.5404437639049442
CF2017_EOC 2,,0.631662528458139
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,0.489664674829509
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,,0.48739041146656126
ZX2022_CB treated Replicate 1,,0.541449625873729
BS2014_Log2(Ratio H/L normalized Rep_3),,0.4184408275351533
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.4499149402223627,
AR2021_L41 1 μM,,0.4884611209638302
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.4286627759171391,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,0.5497096620221342
KS2014_Intensity C4,,0.6873409673139703
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,0.5737863229848615
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,0.4868098646878286
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,0.4834469651223007
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,0.5571033412074843
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,0.5663734088591688
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,0.5225582366171366
AH2018_SILAC_IT_3_C,,0.6219119000789235
WZ2023_Pu_025_10min,,0.5255332428964512
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,0.5708418998995164
FSO2013_Ratio M/L normalized Rep3___1,,0.5887693911953156
SR2019_JIMT1_Biol_repl_4,,0.5370817327515703
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.6323452530252066
JJ2018_Ratio H/L normalized pP1___1,,0.5160378074727126
WZ2023_Pe_010_30min,,0.5129490671068528
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,0.6006855811631256
KS2014_Intensity C6,0.4403705811334844,0.5734559372471697
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,0.4997154828407475
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,0.5553723582996558
JJ2018_Ratio H/M normalized pP1,,0.5676300456112839
CK2022_16 40-1,,0.4923542785804642
AH2018_SILAC_IT_2_C,,0.5580205042767771
CK2022_5 40-1,,0.4728302409127739
AH2018_LFQ_3_X,,
UK2020_UA_3,,
LY2019_P7-,,
GF2025_P5_Adh,,0.5346059795726531
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,0.6117437381183732
SR2019_HCC1954_Biol_repl_3,,0.4777039380618554
CR2017_Ratio Replicate 2.2,,0.5269630427979705
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,0.5320968434844242
ZQ2022_C1,,
