DatasetName,MIDEAS_M(718) MIDEAS_S(148) MIDEAS_S(3) MIDEAS_S(346) MIDEAS_S(4) MIDEAS_S(458) MIDEAS_S(459) MIDEAS_S(461) MIDEAS_S(48) MIDEAS_S(486) MIDEAS_S(632) MIDEAS_S(636) MIDEAS_S(648) MIDEAS_S(661) MIDEAS_S(700) MIDEAS_S(709) MIDEAS_S(894) MIDEAS_S(920) MIDEAS_S(923) MIDEAS_S(925) MIDEAS_S(987) MIDEAS_S(996) MIDEAS_T(468) MIDEAS_T(617) MIDEAS_T(628) MIDEAS_T(655) MIDEAS_T(687) MIDEAS_T(704) MIDEAS_T(715) MIDEAS_T(882) MIDEAS_T(893) MIDEAS_T(923) MIDEAS_Y(624) MIDEAS_Y(654),MIDEAS_M(715) MIDEAS_S(1002) MIDEAS_S(572) MIDEAS_S(711) MIDEAS_S(898) MIDEAS_T(459) MIDEAS_T(711)
AH2018_SILAC_3_C,0.5159713903200492,
EJN2021_5_Rest_Ins,0.5180143168082861,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5229931696070291,
CK2022_4 16-1,0.5131462694975972,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,0.5205054831577817,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5153365299669392,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.5176072566490739,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5164112875766809,
FSO2013_Ratio H/L normalized Rep3,0.5222956695624072,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.5265288044824415,
KBE2022_Log2_Ex_9_T,0.5299247273795306,
AH2018_SILAC_IT_2_N,0.5172438916265998,
AH2018_SILAC_IT_1_X,0.5163949424051273,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.4990188788025236,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5180734916351116,
WZ2023_Pe_025_20min,0.5388293187619142,0.30506588393756845
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.518448669135485,
HS2024_4_I_N2,0.5133413646230691,
AH2018_TMTMS2_3_N,0.5301987683263374,
RN2012_H06,0.5218373634022028,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.5126236019231403,
WZ2023_Su_005_30min,0.5398290680556267,0.2794521180194126
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5166528733190475,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.507689607893229,
WZ2023_Su_025_10min,0.539905268791847,0.31179563694993523
AH2018_LFQ_IT_4_X,0.5174557187959704,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5449934862211504,0.30540955884462884
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5253248480938723,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5237749985867995,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5144527645931358,
LY2019_P7+,0.5150653177742694,
EP2017_Untreated R#1 normalized log2 ratio,0.5221373172738438,
RN2012_L10,,
PG2020_Intensity 4h_C,0.5215023029743613,
EP2017_Mitotic R#3 normalized log2 ratio,0.5215001991370242,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5273124770551413,
RB2022_8_PostStrength,0.5202712827849661,
AH2018_SILAC_IT_2_X,0.5160921628982761,
HS2024_4_B_T3,0.5040933458185383,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.5118232072198419,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.5247881181338707,
KBE2022_Log2_Ex_6_U,0.5244195628496807,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5212846361420579,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5187999635109325,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5132972715169308,
GF2025_P9_Sph,0.5176772082113007,
CK2022_6 200-1,0.514183131608104,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5122409546456902,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,0.5117248678985932,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5155747031149199,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5210508843358082,
HS2024_3_B_T3,0.5112972825372628,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.5209244277193916,
EP2017_Untreated R#3 normalized log2 ratio,0.5217066290688122,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5141087828094126,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5097440667715327,0.2952697542119938
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5214265641798892,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.5203226138715659,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.5128215279993366,
KBE2022_Log2_Ex_29_T,0.5317918198679851,
HS2024_7_I_T2,0.518343790733196,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5215886249154602,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.5200537675982088,
FR2021_Intensity.M,0.5104468771927362,
RB2022_2_PostSprint,0.5215122981206372,
AH2018_SILAC_MR_3_N,0.515442247335627,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5197350077399924,
PG2020_Intensity CT_C,0.5131372208193812,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5252684031473698,
EP2017_Untreated R#3 log2 ratio,0.5217730511742547,
RB2022_2_PostStrength,0.532442262663294,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5251001956154693,0.30426450126705523
HS2024_8_PD_T2,0.5155552173468688,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.5101827511167927,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5301980102229453,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5236984634602306,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5370706058221076,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5197352918819408,
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5288958142176005,
HS2024_3_PD_T3,0.5227084426441494,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.511975167888848,
RAM2015_Log2 C,0.5197990114028948,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5192666567497751,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.530551145219746,
CK2022_2 16-1,0.514620783361555,
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,0.5151862240095391,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5176225684618087,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.5201359861392371,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.516956640833145,
HS2024_7_PD_T3,0.5355203877516708,
PG2020_Intensity Mock_10h_B,0.511273503942976,
WZ2023_Su_025_30min,0.5390814055595288,0.26849931515343084
AH2018_LFQ_4_N,0.5138005014478059,
CR2017_Ratio Replicate 1.2,0.5297135355542356,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5150415846915376,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5166497013088929,0.2921565925483775
AH2018_SILAC_M_1_X,0.5249627677663342,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.5173505960555448,
LY2019_P6+,0.5262575096919188,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5271761767228408,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.5093976806346044,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,0.5292778584233809,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5102911332184062,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.5217802363160703,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.528083164657597,
RB2022_3_PostStrength,0.5313899961102865,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5039973890215711,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.5183978985227985,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5191689268437186,
AH2018_LFQ_2_X,0.5223635983488485,
PG2020_Intensity 2h_B,0.5176773227793551,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.5317447603779812,
KS2014_Intensity E15_3,0.5232870644070986,
GF2025_P3_Sph,0.5164606782908774,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5222335392462112,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5212547000046511,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.516748098256696,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5145166735039828,0.3090183632511729
ZQ2022_N1,,
LY2019_P6-,0.5126454043006136,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5223648460530809,
AH2018_LFQ_3_N,0.523365318811793,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,0.5198922974769888,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.5295919672561684,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.517093039342341,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.526204515828272,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,0.533331012547062,
HS2024_5_PD_T2,0.517324021918945,
WZ2023_Su_025_20min,0.5464043205227384,0.30356435203956966
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5224076881373892,
LY2019_P8-,0.512714533075974,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5157361368919431,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.5204868085752611,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,0.5195933887022923,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.5189356930632644,
EJN2021_4_Ex_Ins,0.51891823876383,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.519888632458072,
EP2017_Pervanadate R#3 log2 ratio,0.5227960971624456,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,0.5233536214561851,
AH2018_SILAC_MR_3_C,0.5143592727376658,
AH2018_LFQ_M_4_C,0.5194071506914953,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.5195852058116249,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5229154207890648,
CK2022_6 40-1,0.5168830256837613,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5223362195248078,
LY2019_P3-,0.5081909790105634,
FR2021_Intensity.A,0.5181583456145242,
EJN2021_3_Ex_Ins,0.5194563662302433,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5378131233142238,0.3138169654324371
HS2024_8_PD_T3,0.5294296426771667,
EJN2021_3_Ex_Basal,0.5194167909135461,
AST2020_Control.1,0.5200009490517287,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5188653794794371,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5369670087046724,0.2870123586713141
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.512839382687192,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,0.5141048364008227,
HS2024_5_B_N1,0.5277548015257932,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5266488720946031,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5150707703596246,
HS2024_8_I_N2,0.4917729856399152,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5249621091938304,
LY2019_P8+,0.5206938830137691,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.5309225093549387,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.515955290758512,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5222373621275359,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5200784172759775,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,0.5145772206944904,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5205665338575444,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5199868656137635,
LY2019_P2-,0.5143828615619458,
AH2018_LFQ_IT_1_X,0.5237985487471442,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.5398203452894871,0.2860895127047746
AST2020_Control.2,0.5196416035253462,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5094582564053495,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5200807415923054,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5202914134670675,
HS2024_5_B_T2,0.5218535545204123,
HS2024_6_I_T1,0.5103688214719211,
HS2024_5_B_T3,0.5042177112044575,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.525923923796948,
AH2018_TMTMS3_3_N,0.5143920302549675,
SR2019_HCC1419_Biol_repl_2,0.5147116971937364,
FR2021_Intensity.N,0.5140849161706518,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5205430184331077,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5227312195698308,
KBE2022_Log2_Ex_36_T,0.5253543353623463,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.53986462506353,0.2808265264088026
KS2014_Intensity C2,0.5234821676394136,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5220987517143021,
CK2022_9 200-1,0.5188211564155106,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5177043435231213,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.5025035033087981,
RBK2021_1332T Late,,
LY2019_P1-,0.5115942224853193,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5134806187515657,0.30186744163756174
HS2024_3_I_T3,0.5097890661906547,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5239099281801503,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.5200193125443842,
YP2020_Intensity P10_R2_mult_log2,0.5148266834704187,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5236099083954829,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5222329081851393,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.541420978094828,0.34027908898675646
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.5164710802357999,
HS2024_5_I_T3,0.5342500189297849,
KS2014_Intensity N1,0.516320400332041,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5211990603034566,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5171424786899941,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5131549562055533,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5217386219497053,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5213608548082875,
HS2024_5_B_N2,0.51650765406519,
HS2024_5_I_N1,0.49883960650012293,
HS2024_6_I_N1,0.5362232964835935,
AR2021_KD 48h,0.5365180844994102,
FR2021_Intensity.B,0.5193963726377404,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5095005162007884,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,0.519508083645246,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5394816401789866,0.3178010373150434
KBE2022_Log2_Ex_29_U,0.5330041990247993,
HS2024_7_B_T1,0.5159417810006143,
AH2018_LFQ_M_2_X,0.5219362094247701,
AH2018_LFQ_IT_4_N,0.5196822820459321,
CK2022_15 200-1,0.518196994694743,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5279496708667957,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.530655389494874,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5177497641425782,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5414100829243684,0.29782162770391146
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.5166841571492017,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,0.5198994542911405,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5250440693687952,
HS2024_8_B_T3,0.5399577637685454,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.5304326210008767,
WZ2023_Pe_010_20min,0.537111267539545,0.27230089302723665
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,0.5240144618003852,
FSO2013_Ratio H/M normalized Rep3___1,0.5250536743724977,
AH2018_SILAC_M_3_C,0.5199818209334555,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5214041804306873,
AH2018_SILAC_M_2_X,0.520093524837459,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5226915214989146,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5448253015413718,0.2837778789124975
PG2020_Intensity 6h_C,0.520771126746106,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5211741799686707,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5268419549178978,
CK2022_15 16-1,0.516450537801021,
CK2022_3 16-1,0.5126066409991725,
LY2019_P4-,0.5055514489527084,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5122083908092655,
GF2025_P8_Adh,0.5290572858816772,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,0.5204511668091221,
GF2025_P5_Sph,0.5198728544617642,
CK2022_10 16-1,0.5151215275000626,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5199941455110012,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
