DatasetName,DAP_S(40) DAP_S(49) DAP_S(91) DAP_T(11),DAP_S(2) DAP_S(3) DAP_S(51) DAP_T(36) DAP_T(56)
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.4220415380451737,0.5662885259383861
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,,0.6068998173305508
FSO2013_Ratio H/L normalized Rep3,0.4709844300320192,0.5738034387862342
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,0.5604092899862904
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,0.4997683298840066
KBE2022_Log2_Ex_9_T,,0.6805774569669387
AH2018_SILAC_IT_2_N,,0.6061960302986311
AH2018_SILAC_IT_1_X,,0.6156812479589643
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.5114577826002105,0.6459923099762606
UK2020_UA_2,,0.5740613026953134
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,,
WZ2023_Pe_025_20min,,0.5872819141790041
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.45572380605208285,0.5959385104930242
HS2024_4_I_N2,0.45444936821832127,0.5721351137062007
AH2018_TMTMS2_3_N,0.4839216471598949,0.6701136756390218
RN2012_H06,,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,0.5868300755997018
WZ2023_Su_005_30min,,0.5616309392260872
SR2019_HCC1419_Biol_repl_4,,0.6043151832475651
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,0.5979412396085315
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,0.5735042063293445
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.4450624404858653,0.49428800719806343
WZ2023_Su_025_10min,,0.5578670006129064
AH2018_LFQ_IT_4_X,,0.5894063732685626
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,0.6053744547349744
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,0.5027459734293653,0.6199710865131326
WZ2023_Su_005_20min,,0.5413212793362565
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.4756749681489254,0.5913849496649387
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,0.5992780283987849
LY2019_P7+,,0.6064658438876032
EP2017_Untreated R#1 normalized log2 ratio,,
RN2012_L10,,
PG2020_Intensity 4h_C,,0.5875987923685206
EP2017_Mitotic R#3 normalized log2 ratio,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,0.6891541051809847
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,0.6183126426652696
HS2024_4_B_T3,0.4524421039398455,0.5767033331318675
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,0.5591677177371179
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,0.501184909518626
KBE2022_Log2_Ex_6_U,,0.6909582765019608
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,0.6696014827419084
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,0.6006893004088575
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,0.6440574045118704
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,
GF2025_P9_Sph,,
CK2022_6 200-1,,0.6368101859925304
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,,0.62660295839045
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,0.6147461211873128
HS2024_4_I_T2,0.48842898910599775,0.6737823599582923
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,0.6145486195192207
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,0.6926985935875924
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,0.48053379694604703,0.6701271337182731
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,0.6107434896244334
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,0.5427540243817377
PG2020_Intensity 2h_D,0.4438871168355274,0.5920062553040216
EP2017_Untreated R#3 normalized log2 ratio,,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,0.6367436391145559
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5189044424546222,0.5064682991551488
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,0.6141865913181549
TM2022_mock.12h.A,,0.6364079156757031
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,0.6209437671743538
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,0.5963246831197181
AH2018_SILAC_2_C,,0.6027930179058393
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,0.5701219160957148
KBE2022_Log2_Ex_29_T,,0.6863432785136478
HS2024_7_I_T2,0.4795981989658878,0.630804029100945
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.4350907151808946,0.48360125623668165
AMK2021_45I_p5,,0.5785060716486663
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,,0.6181220685762022
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.4692241205774671,0.5464606375080918
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,0.6228912845160499
PG2020_Intensity CT_C,0.4752925875509896,0.6376677351932507
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,0.5962764240520568
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,0.6684474779311022
EP2017_Untreated R#3 log2 ratio,,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5092426215197647,0.520740828343196
HS2024_8_PD_T2,0.5199859375014995,0.6193780156890972
FS2019_Ctr2,,0.5916236237095813
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,0.6197301633305132
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,0.5905866120116505
RM2024_Intensity D4-3,0.5072683702463013,0.6272211171574718
HS2024_8_B_N1,,0.5927142585281855
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,0.6740364640434053
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,0.5678292568767627
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.4764275481990901,0.49130913818949573
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,0.5979581443436366
HS2024_3_PD_T3,,0.5162104216763991
AMK2021_120R_p3,,0.6077640924806285
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,0.6289160623045855
RAM2015_Log2 C,0.4777684705947701,0.6055292712141931
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.4639375512154155,0.6094533348371026
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,0.6860602939596908
CK2022_2 16-1,,0.6131291545299626
RAM2015_Log2 B,0.46263611027169343,0.5703872057397275
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,0.4573844299629481,0.5744831631019022
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,0.6065572900264753
HS2024_6_B_T1,0.4380899384234947,0.48710734721101784
UK2020_HCM_5,,0.5717727428467196
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,0.6075244960027986
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.45323939171746896,
HS2024_7_PD_T3,,0.5271904371027215
PG2020_Intensity Mock_10h_B,,0.6234781670998479
WZ2023_Su_025_30min,,0.585078748106166
AH2018_LFQ_4_N,0.4602422653603857,0.5503552107616309
CR2017_Ratio Replicate 1.2,0.4752349059975584,0.5228171043102721
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,0.5140384739696645
AMK2021_Ctrl_p3,,0.4726626917985734
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.47101909748072984,
AH2018_SILAC_M_1_X,,0.5804586005448751
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.4636692309879886,
LY2019_P6+,,0.5586813784007975
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,0.598803169859371
HS2024_5_I_T2,0.414914477490638,0.5541801574887198
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,0.6221627082433506
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,0.6183762521922985
RM2024_Intensity D0-1,0.49908455012044955,0.6276953595335159
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,0.40291705981260606,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,0.6372473219538446
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.42576295573350464,0.5604564941667022
SR2019_BT549_Biol_repl_1,,0.6051610824206218
AH2018_LFQ_M_4_N,0.4686285747783041,0.614365984776761
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,0.5938177370194149
AH2018_LFQ_2_X,,0.5938306901444641
PG2020_Intensity 2h_B,,0.6344440733190626
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,0.61770028264634
GF2025_P3_Sph,,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,0.5815547028022605
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.4412377754420015,0.5615658394851449
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,0.60929111160724
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.4909814827142018,0.43803116276878873
ZQ2022_N1,,
LY2019_P6-,,0.6357446174448456
RM2024_Intensity D2-3,,0.603212559279366
UK2020_HCM_1,,0.5733480403749173
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,0.48806323288442827,0.6124640472046778
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,0.45322647205676353,0.5467465692533753
RKK2015_TNF-α/IKKb,,0.5655022748959577
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,0.5748177903742846
KBE2022_Log2_Ex_13_U,,0.6840167807422528
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,0.6156961912926582
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,0.5957779339382007
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,0.5813804954632619
SR2019_BT549_Biol_repl_2,,0.6060926729481331
RM2024_Intensity D4-2,0.49934612761506325,0.6195445468588691
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,0.510437524056637
WZ2023_Su_025_20min,,0.5460293765769607
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,0.5742624083842502
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,0.5937325118223309
FSO2013_Ratio H/L normalized Rep1,0.4488831163392632,0.5670198047670861
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,0.6161737955865277
CK2022_13 40-1,,0.5967765566168843
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,,0.6041282430111793
RB2022_8_PreEndurance,,
HS2024_3_B_N2,,0.5054513242697803
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,0.5481862291381038
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.43607669216876255,0.5612381291444251
AH2018_LFQ_M_4_C,0.4341142917329692,0.6020400305389839
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,0.6127956787081406
RN2012_H04,,
CK2022_6 40-1,,0.5949254832782379
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,0.6738704616858657
LY2019_P3-,,0.6087291127175009
FR2021_Intensity.A,,0.6154761361348701
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.5858044435314811
HS2024_8_PD_T3,0.4683690099936874,0.590827245677337
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,0.519987300521341
FS2019_Ctr3,,0.5848073604607709
WZ2023_Pu_025_20min,,0.5678361516206619
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,0.6199326620030676
FR2021_Norm.Intensity.N,,0.6272673712975296
HS2024_5_B_N1,,0.5531317764887482
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.4937445242155488,0.6744821941346328
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,0.609491525758673
HS2024_8_I_N2,,0.5029474169816751
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,0.5877758146695143
LY2019_P8+,,0.5593847568791317
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,0.579385748139444
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.4279040562824034,0.5909422486633436
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,0.4859497134386148,0.5973353898824355
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,0.6954095917470143
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,0.6034888239031281
LY2019_P2-,,0.5554636642057054
AH2018_LFQ_IT_1_X,,0.5708068785932998
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,,0.5833237643203706
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,0.5663114760656465
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.4243039547079973,0.5823158271615723
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,0.6128401648341748
SR2019_MCF10A_Biol_repl_4,,0.5919967760877907
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,0.6059433466355505
HS2024_5_B_T2,0.4724036482152384,0.5864985377037344
HS2024_6_I_T1,0.46705747235547634,0.6473292242934379
HS2024_5_B_T3,0.4432102647925278,0.5756266811344716
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,0.6842980625052044
AH2018_TMTMS3_3_N,,0.6128986519221283
SR2019_HCC1419_Biol_repl_2,,0.6057919222618203
FR2021_Intensity.N,,0.627249946175062
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.49196686128944234,0.5415577690235901
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,
KBE2022_Log2_Ex_36_T,,0.6829671450136685
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.5860416647545547
KS2014_Intensity C2,0.4681451023524068,0.6006988390538377
FSO2013_Ratio H/L normalized Rep1___2,0.4515095754825733,0.5697832795176023
RM2024_Intensity D2-2,0.4886356862968128,0.6160333200122146
KBE2022_Log2_Ex_42_T,,0.6844163044680097
CK2022_9 200-1,,0.6391357973895204
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,0.6392641493079105
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.4712045773557366,0.5855392810161331
RBK2021_1332T Late,,
LY2019_P1-,,0.5564644552154595
RKK2015_TNF-α/basal.1,,0.5628625847932371
RKK2015_TNF-α/TNF-α+SC-514,,0.5960906254848519
CR2017_Ratio Replicate 2.5,0.530274633746237,0.4981923726150537
HS2024_3_I_T3,0.4302167407612275,0.5242335939635148
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,0.612423244455906
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,0.6105303909270601
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,0.42317197705243575,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.6634957177063127
FSO2013_Ratio H/M normalized Rep3___2,0.44140529176168886,0.5616998525408948
RM2024_Intensity D6-2,0.49842496871559816,0.6196040643771035
EP2017_Untreated R#1 log2 ratio,,
RKK2015_SC-514/basal,,0.5652983993730638
RM2024_Intensity D6-1___3,0.4926690182606811,0.6027108337400886
WZ2023_Pu_010_10min,,0.49991814263714873
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,0.6022360244073823
HS2024_5_I_T3,0.4222033914463242,0.5691646023845344
KS2014_Intensity N1,0.45693058217550464,0.6031563218100484
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,0.637210300079477
CR2017_Ratio Replicate 1,,0.6198490704373036
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,0.6053391100492637
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.40841274480096934,0.5612517661716799
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,0.6370735176379176
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.46146957465162775,0.5426228516379463
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,0.6045601081908875
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,,0.495783394173903
HS2024_5_I_N1,,0.5178702249817472
HS2024_6_I_N1,,0.6028146820384828
AR2021_KD 48h,0.4777754441831238,0.5705657746637486
FR2021_Intensity.B,,0.6242592545107085
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.4477197069097768,0.5738673728632191
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,0.6197588578624752
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,0.6126312889742767
RM2024_Intensity D2-3___3,0.4836052540466462,0.5954598223688607
WZ2023_Pe_005_10min,,0.5861784447001841
KBE2022_Log2_Ex_29_U,,0.6890057670422836
HS2024_7_B_T1,0.4781541053279983,0.5959196164497698
AH2018_LFQ_M_2_X,0.43607918444706684,0.6082239834674618
AH2018_LFQ_IT_4_N,,0.5862043550929054
CK2022_15 200-1,,0.6427564369328898
RM2024_Intensity D4-1___2,,0.6239090097202606
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,0.6785520292518932
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,0.5930790648362592
LY2019_P2+,,0.6259346585389218
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,0.6581510396321992
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,0.5842427034909341
WZ2023_Su_010_30min,,0.5427632203396545
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,0.5237719851138739
EP2017_Pervanadate R#1 normalized log2 ratio,,
HS2024_8_B_T3,0.4067595275664656,0.5272907233494472
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,,0.700136112893152
WZ2023_Pe_010_20min,,0.5961907843740009
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,0.615223886261552
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,0.60186782757383
KS2014_Intensity C1,0.4653321919667409,0.568681123305511
FSO2013_Ratio H/M normalized Rep3___1,,0.5802882487224917
AH2018_SILAC_M_3_C,,0.5863872628105241
RKK2015_TNF-α+IKKb/TNF-α,,0.5697605441402003
RM2024_Intensity D0-3___2,,0.6136175218935028
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,0.6088978819998582
AH2018_SILAC_M_2_X,,0.6064782095252934
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.6886042737989524
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.5653085321378896
PG2020_Intensity 6h_C,,0.5886626026583837
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.4270706854607301,0.6058036852900575
VOI2024_0.1uM 24 h_2 mono,,0.5988371882282587
AH2018_TMTMS2_3_C,0.4863611991477619,0.6677723226708279
CK2022_15 16-1,,0.5905261362259868
CK2022_3 16-1,,0.6145915968859482
LY2019_P4-,,0.55506499355077
FSO2013_Ratio H/L normalized Rep3___2,0.474072201261473,0.5878333801407221
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,0.516705106931716
GF2025_P8_Adh,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,,
CK2022_10 16-1,,0.5963560652935066
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,0.5695813353049008
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
