DatasetName,FYTTD1_S(115) FYTTD1_S(23) FYTTD1_S(7),FYTTD1_S(1) FYTTD1_S(118) FYTTD1_S(15) FYTTD1_S(16) FYTTD1_S(257) FYTTD1_S(3) FYTTD1_S(61) FYTTD1_S(9) FYTTD1_T(12) FYTTD1_T(14) FYTTD1_T(260)
GF2025_P10_Sph,0.5912165660281682,0.48073318992308706
WZ2023_Pe_025_20min,,0.503588525641551
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,,0.490092229847354
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,,0.5127559039546893
RN2012_H06,0.611305078447525,0.48046184415629317
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,0.4869221303279728
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,,0.5037032839987737
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,0.42506546757347313
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,,
WZ2023_Su_025_10min,,0.5000419865463551
AH2018_LFQ_IT_4_X,,0.478321872094503
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.6463094830442665,0.4658674394667086
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.4994327337457614
CW2012_10 µM Gef/control Experiment 1 Replicate B,,0.4509852300539492
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,0.45998712508059136
RB2022_1_PreEndurance,0.7328216808929531,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,0.4804336367927545
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,0.485774718030545
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,0.4811568828283757
KS2014_Intensity,,0.4970766621117748
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,
LY2019_P7+,0.6016241533214758,0.4907305945979246
EP2017_Untreated R#1 normalized log2 ratio,,0.5034485241127356
RN2012_L10,0.6123165595605081,0.4863608884787876
PG2020_Intensity 4h_C,,
EP2017_Mitotic R#3 normalized log2 ratio,,0.4845416948567987
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,0.47592743973071144
RB2022_8_PostStrength,0.6794706716491286,0.47680068462072056
AH2018_SILAC_IT_2_X,,0.4703060850657074
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.6669321533405773,0.4850862306979589
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.6405116737105621,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,0.48607500730186787
GF2025_P9_Sph,0.6073626548342248,0.46773649879371687
CK2022_6 200-1,0.6234678181865322,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,,0.5036521482689801
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,
EP2017_Untreated R#3 normalized log2 ratio,,0.4903143128592381
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.6297861989678856,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,
RB2022_7_PostEndurance,0.7310040215265867,0.4758547878732712
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,0.4810535053495638
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,0.5064769474510858
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,0.49805453377758085
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.6317671494784833,0.47827327892755034
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,0.4509852300539492
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,0.45593800393990874
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.6726063901693813,0.4852454278607015
FR2021_Intensity.M,,
RB2022_2_PostSprint,,0.4849310242798904
AH2018_SILAC_MR_3_N,,0.487705149970418
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5792406810474303,
PG2020_Intensity CT_C,,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.6360114076525654,0.4824743908690418
EP2017_Untreated R#3 log2 ratio,,0.4912328199032986
RB2022_2_PostStrength,,0.480507233196748
AS2011_Ratio H/L Normalized_1,,0.4808222231954861
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,0.4674880170510743
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.7035700728514199,0.46825192408080435
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,0.7216235636593531,0.47451494807443595
CR2017_Ratio Replicate 2.3,0.634813558916881,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.6160653888567568,0.4939625969671685
YA2020_Reporter_intensity_Normal_No.2,,0.4865283485179765
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,0.4571463005506301
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,0.4922017980264249
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.6488397138914247,0.4810029500887479
CK2022_2 16-1,,
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,0.48935768026355525
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.6615108976169582,0.46810428693652084
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,,
WZ2023_Su_025_30min,,0.49869886520069323
AH2018_LFQ_4_N,,0.48815033498986454
CR2017_Ratio Replicate 1.2,,
AS2011_Ratio H/L Normalized by Proteins,,0.4968838696620544
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.6319911135489721,
AH2018_SILAC_M_1_X,,0.4699806081272126
RB2022_7_PreEndurance,0.6687577452826804,0.4791400769449512
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.7075047503589577,0.48627995822405695
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.6552448090088724,0.5058378418154515
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,0.5250989295620111
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,0.4892491515522634
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,0.4802334430244152
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,0.4562500685591845
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,0.4990711986449536
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.720658858510539,0.47648420260582186
KS2014_Intensity C5,,0.4874331696906778
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,0.4752329814224478
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.7149627814030595,0.471916610651947
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.6559582604272007,0.5029143501761646
RB2022_3_PostStrength,0.6812781878359081,0.47810394278242857
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,0.48395026130479324
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,,0.49027607717096494
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,
AH2018_LFQ_2_X,,0.4894123157788542
PG2020_Intensity 2h_B,,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.677842630669324,0.4598677678474738
KS2014_Intensity E15_3,,0.4904484898046283
GF2025_P3_Sph,0.6189861713350618,0.4761496260489175
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,0.4831271676115843
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,0.4782799637433959
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,0.4855299299498732
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,0.49900443851765225
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.7108002102543364,0.4808253497831377
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,,
ZQ2022_N1,,
LY2019_P6-,0.6320858158249734,0.48265696212897746
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.6153195795268486,0.4789950276678183
AH2018_LFQ_3_N,,0.4878434040474222
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.6625633964757913,0.4773224364774478
AS2011_Ratio H/L Normalized Inhi_1,,0.4562117130285442
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,0.6262471707065499,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,0.4797961717186249
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,0.708400011213572,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,,0.49965944622711683
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.7203618439822413,0.48211274670257614
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,0.4745406280231824
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5611966912332695,0.4780032182942016
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,0.690558121629671,0.4732125115252517
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,0.6597591118487767,0.4865654525654135
AS2011_Ratio H/L Normalized by Protein,,0.4968838696620544
EJN2021_1_Ex_Ins,0.6651838925172155,0.4845519120822935
EP2017_Pervanadate R#3 log2 ratio,,0.46068218040920106
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,0.48632606078092516
AH2018_SILAC_MR_3_C,,0.48775399687889237
AH2018_LFQ_M_4_C,,0.4954409392089834
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,0.4797961717186249
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5854915415111361,0.48581247044007686
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.6898490488421678,0.48014237630043205
LY2019_P3-,0.6132629972885258,0.48150883434058334
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.6611919805167087,0.4819338083045626
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,0.5056905812363145
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.6622473861356103,0.48536762673753747
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.5007821354156924
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.6319382422669585,0.4915440862772066
RB2022_1_RecoveryStrength,0.7045235271707625,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,0.5204920076134723
RB2022_4_PreSprint,0.7066615226808318,0.4769805315404491
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,0.4897043793763516
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,0.7292963961244968,0.47647891242190094
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,0.4833665367872802
LY2019_P8+,0.6360689416876774,0.4763483033818885
RB2022_2_RecoveryEndurance,,0.46597271777235766
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.6955171928948118,0.48542505637291816
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,0.4752012173647637
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,0.48794982625724165
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,0.47519425708476787
KBE2022_Log2_Ex_28_U,0.648483692871134,0.48086670640197443
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,,0.4791145764197611
AH2018_LFQ_IT_1_X,,0.4793709890971051
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.6666574484992648,0.47616468650990457
WZ2023_Pe_005_20min,,0.5053442900894921
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.6956267284341493,0.48309694419995336
AH2018_TMTMS3_3_N,,0.48329901633577477
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,0.44825916580317104
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,0.46861568153844524
KBE2022_Log2_Ex_36_T,0.6750762077804406,0.47931480736386356
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.5002377545446026
KS2014_Intensity C2,,0.4893772957423746
FSO2013_Ratio H/L normalized Rep1___2,,0.48709894949524446
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.6483097660814515,0.48751233529071986
CK2022_9 200-1,0.647354976719306,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.6487397541708986,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,,0.4946800711668335
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,,
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,0.4806746157992134
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.6665087200072294,0.48516027077168844
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.647058234494314,0.4796925856308512
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,0.5044721083292063
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,0.4976899406567488
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,
KS2014_Intensity N1,,0.4907430485881336
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,0.4866613739498043
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,0.4872724282304812
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,0.47037146357172194
RN2012_H03,,0.4737294380442795
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.5982492501319245,0.4971992599105812
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.7282747043484609,0.47736327836187714
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.5044644213890492
KBE2022_Log2_Ex_29_U,0.6411543213101097,0.48213286968497615
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,,0.491672448610411
AH2018_LFQ_IT_4_N,,0.479633732451498
CK2022_15 200-1,0.6394569042095335,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,0.4838297231547422
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5849175846267985,0.49940869239052504
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.6236028014813814,
AS2011_Ratio H/L Protein RNAi_2,,0.525572182566348
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,0.5029195956447493
RN2012_H01,0.6087610857715929,0.48562260796442247
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.6686941417253219,0.4890125241763972
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,,0.4859913170421147
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,,0.4879592452431233
KBE2022_Log2_Ex_44_U,,0.47940517416885203
WZ2023_Pe_010_20min,,0.5032110541189779
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,0.700089769105296,0.4780976834338599
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,,0.4917391141217889
FSO2013_Ratio H/M normalized Rep3___1,,0.4977816951286988
AH2018_SILAC_M_3_C,,0.4851131017501824
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,0.4808416087693686
AH2018_SILAC_M_2_C,,0.49876287909056705
AH2018_SILAC_M_2_X,,0.47946140354616223
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.6602376248412208,0.473648064065522
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.5000247409821547
PG2020_Intensity 6h_C,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,0.4899255353581984
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,0.5197131029306046
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,0.6516099709623853,0.4695181349021958
FSO2013_Ratio H/L normalized Rep3___2,,0.4858445914984055
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,0.6311902986953878,0.49982426039982886
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.6253019693445494,0.48032808693306245
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,0.5010508439660651
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,0.4604869874384786
EJN2021_2_Ex_Basal,0.6622665885140654,0.4843508517174609
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5986605035316761,
AR2021_L41 10 μM,0.6017898727575743,0.4836200986988267
CF2017_EOC 2,,
RB2022_6_PostEndurance,,0.47537471640202433
AH2018_SILAC_1_N,,0.47987436348480905
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,0.7141675818806735,0.47708641251014877
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.6706639263119083,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.7125939781191523,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,0.5085592977484613
AR2021_L41 1 μM,0.6538351250346374,0.4853526249833707
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,0.5167387171056672
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,,0.48871300297831494
AS2011_Ratio H/L Inhi_2,,
