DatasetName,CDK12_S(1053) CDK12_S(1080) CDK12_S(1082) CDK12_S(1083) CDK12_S(1236) CDK12_S(133) CDK12_S(14) CDK12_S(152) CDK12_S(154) CDK12_S(215) CDK12_S(225) CDK12_S(228) CDK12_S(236) CDK12_S(238) CDK12_S(24) CDK12_S(249) CDK12_S(25) CDK12_S(253) CDK12_S(265) CDK12_S(268) CDK12_S(274) CDK12_S(276) CDK12_S(283) CDK12_S(291) CDK12_S(292) CDK12_S(293) CDK12_S(3) CDK12_S(30) CDK12_S(300) CDK12_S(301) CDK12_S(302) CDK12_S(303) CDK12_S(306) CDK12_S(318) CDK12_S(32) CDK12_S(320) CDK12_S(322) CDK12_S(323) CDK12_S(325) CDK12_S(331) CDK12_S(332) CDK12_S(333) CDK12_S(334) CDK12_S(338) CDK12_S(341) CDK12_S(343) CDK12_S(345) CDK12_S(356) CDK12_S(360) CDK12_S(382) CDK12_S(383) CDK12_S(384) CDK12_S(385) CDK12_S(394) CDK12_S(400) CDK12_S(418) CDK12_S(420) CDK12_S(423) CDK12_S(440) CDK12_S(644) CDK12_S(681) CDK12_S(685) CDK12_S(889) CDK12_T(1242) CDK12_T(1244) CDK12_T(1246) CDK12_T(1255) CDK12_T(514) CDK12_T(692) CDK12_T(871) CDK12_T(882) CDK12_T(889) CDK12_T(892) CDK12_T(893) CDK12_Y(279) CDK12_Y(327),CDK12_S(1226) CDK12_S(1232) CDK12_S(153) CDK12_S(211) CDK12_S(261) CDK12_S(290) CDK12_S(315) CDK12_S(349) CDK12_S(357) CDK12_S(359) CDK12_S(614) CDK12_S(680) CDK12_S(684) CDK12_T(11) CDK12_T(255) CDK12_T(57) CDK12_T(65) CDK12_Y(319)
CR2017_Ratio Replicate 2,0.5562641389122975,0.36580324401502484
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.547390946903487,
AR2021_KD 72h,0.5515401037598231,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5527066090340327,0.3587366575032674
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5616483182814959,
KBE2022_Log2_Ex_9_U,0.5551366509315903,0.369292607823655
AH2018_SILAC_M_3_N,0.5576785486750097,
KBE2022_Log2_Ex_13_T,0.5535181958353569,0.3631872972731812
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,0.553316280473268,
PG2020_Intensity Mock_10h_C,0.5471237294912286,
CF2017_OSE 29,0.5529314602594839,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,0.5536093202699511,
HS2024_7_B_N2,0.5525486032899464,
PG2020_Intensity 10h_A,0.5424936615133266,
RN2012_L12,0.5507232990734487,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5576297867456365,
SAS2015_PLX/AZD_Exp1,0.5529668862554648,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,0.5563759655545132,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.553654904870038,
RB2022_7_RecoveryEndurance,0.5558490504145418,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,0.36802170318491895
TM2022_S2.12h.B,,
RN2012_L15,0.549848761539662,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.547345601141839,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5506223956479267,0.3669657162534278
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5565781311986967,0.3629473468770765
RB2022_1_PreSprint,0.5534635351949538,
HS2024_4_I_N1,0.5529341200717998,
CK2022_7 200-1,0.5526566328238243,0.3570313918237732
CK2022_5 200-1,0.5521209086074998,0.3576096933808403
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,0.5519841178529624,
FSO2013_Ratio H/L normalized Rep2___1,0.5530826272988849,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,0.5538674937372472,
AH2018_LFQ_2_C,0.5500001466972995,
AH2018_SILAC_MR_1_X,0.5611573525454127,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,0.5524380756623228,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.5541199364848973,0.36883414750765214
AH2018_SILAC_3_C,0.5576773311705148,
EJN2021_5_Rest_Ins,,0.3646484177501481
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5562709247995649,
CK2022_4 16-1,0.5533041632783864,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,0.5468661200484497,
EJN2021_2_Ex_Ins,,0.36523039250484246
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5500968430300458,
SAS2015_PLX/DMSO_Exp1,0.5529190949922683,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5419405437187984,0.3533996224894867
FSO2013_Ratio H/L normalized Rep3,0.5493027211088491,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.5526065323039654,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.5535204967438053,
KBE2022_Log2_Ex_9_T,0.5557085940774692,0.3684431123183665
AH2018_SILAC_IT_2_N,0.557189307342637,
AH2018_SILAC_IT_1_X,0.5640151441276973,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.554124179681448,
UK2020_UA_2,0.5535438433318944,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5434942017757687,
WZ2023_Pe_025_20min,0.5606159380248417,0.3611247259780665
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5535716852811885,
HS2024_4_I_N2,0.5519271017351626,
AH2018_TMTMS2_3_N,0.5680195784364406,
RN2012_H06,0.5531218189111702,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.553822480249948,
WZ2023_Su_005_30min,0.5604065831293374,0.36296161127358356
SR2019_HCC1419_Biol_repl_4,0.5475508200254304,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.551761919884053,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.5534044152764226,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5500393314395178,0.37552047433588326
WZ2023_Su_025_10min,0.5616917287734797,0.363978287968122
AH2018_LFQ_IT_4_X,0.5574095083680117,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.5528471997775674,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.559370504519721,0.3669944311830546
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.5507029859795974,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.5536292333799784,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5458042867947062,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5689625940193658,0.3626212291385455
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5535813456430964,
LY2019_P7+,0.5527135977311974,
EP2017_Untreated R#1 normalized log2 ratio,0.5567708937168566,
RN2012_L10,0.5518391414465884,
PG2020_Intensity 4h_C,0.5481758421277746,
EP2017_Mitotic R#3 normalized log2 ratio,0.5375721803789358,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5521987536815832,0.3674811296247419
RB2022_8_PostStrength,0.555765811535621,
AH2018_SILAC_IT_2_X,0.5634280000800348,
HS2024_4_B_T3,0.5538258873910681,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.5538728084813622,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.5553278892569992,
KBE2022_Log2_Ex_6_U,0.5549572259965979,0.3578845205859937
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5559930630926702,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,0.5522538459466615,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5618925849546326,0.3626271052970883
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5340637953325589,
GF2025_P9_Sph,0.5415411747554368,
CK2022_6 200-1,0.5519490733406657,0.3579908461102637
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5595006438308838,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.5430244564300803,
HS2024_4_I_T2,0.5529616539178034,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5541408051265713,
SAS2015_AZD/DMSO_Exp1,0.5533742102061526,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5524565796640246,
HS2024_3_B_T3,0.5528131225368164,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5507325646534836,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,0.5529586145477099,
PG2020_Intensity 2h_D,0.5431629295108454,
EP2017_Untreated R#3 normalized log2 ratio,0.5357847848468256,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5519239304936403,0.35760912429403163
KS2014_Intensity pY_C4,0.5457170380926248,
CR2017_Ratio Replicate 3.5,0.560166734542881,
RB2022_7_PostEndurance,0.5500851705531244,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,0.5524144765325277,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5412393775987889,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,0.5537429580445781,
AH2018_SILAC_2_C,0.5623291377111141,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.5518552660977541,
KBE2022_Log2_Ex_29_T,0.5526446986057387,0.3646729723429502
HS2024_7_I_T2,0.5540379396048283,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5528310164196799,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5521342203588364,
EJN2021_1_Ex_Basal,,0.36310155922356835
FR2021_Intensity.M,,
RB2022_2_PostSprint,0.5534839615623792,
AH2018_SILAC_MR_3_N,0.5598495116185314,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5525976270269699,
PG2020_Intensity CT_C,0.5455644099295976,
ZCP2016_Ratio H/L Rep 1,0.5516949459329276,
FS2019_db/db2,0.5520894253475217,
KS2014_Intensity pY_PV4,0.5493162624856648,
KBE2022_Log2_Ex_39_U,0.5575886206185968,0.36550500865662605
EP2017_Untreated R#3 log2 ratio,0.5356898891687879,
RB2022_2_PostStrength,0.5539782700399792,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5552636721870006,
HS2024_8_PD_T2,0.5559594365530307,
FS2019_Ctr2,0.5517939518374408,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,0.5540244913009746,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5563811739220506,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5531058120042932,0.35959492547133176
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5524625100153222,
RB2022_3_PreSprint,0.553815316386156,
CR2017_Ratio Replicate 2.3,0.5541832515396881,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5452494660398436,
YA2020_Reporter_intensity_Normal_No.2,0.5589546806620342,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5540212819908326,
HS2024_3_PD_T3,0.5515521863052866,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.562677877103336,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5544971111723935,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5533053984567325,0.36144949545879196
CK2022_2 16-1,0.5533551547072826,
RAM2015_Log2 B,0.5736917547037654,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.5503673404024848,
UK2020_HCM_5,0.5537060660366436,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.55475013627208,
HS2024_7_PD_T3,0.5539720653281189,
PG2020_Intensity Mock_10h_B,0.5451428920521078,
WZ2023_Su_025_30min,0.5616056180038588,0.36347348574583277
AH2018_LFQ_4_N,0.5538489957196918,
CR2017_Ratio Replicate 1.2,0.5706929017205652,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5536504954345165,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5496813481728551,0.36581812180638706
AH2018_SILAC_M_1_X,0.5662829280464647,
RB2022_7_PreEndurance,0.5553961532677217,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.5492233667252523,
LY2019_P6+,0.5532327721873538,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.562167222948242,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.5532412941586495,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5587390755517783,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.551105535607919,
KS2014_Intensity C5,0.550344920409439,0.3637690294076505
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.5532118302842902,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5571528016206286,
RB2022_3_PostStrength,0.5502748358126148,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5527441628920133,
SR2019_BT549_Biol_repl_1,0.5481583291320802,
AH2018_LFQ_M_4_N,0.5544356721504119,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5488083863652625,
AH2018_LFQ_2_X,0.5501048504415028,
PG2020_Intensity 2h_B,0.5420588687771827,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.5544949971960781,
KS2014_Intensity E15_3,0.5427913541362324,
GF2025_P3_Sph,0.5411445516903765,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5632324102142953,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5529506002974185,0.3602033145559458
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5564302832272461,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.55267070211784,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5503695299404211,
ZQ2022_N1,0.5488176085667358,
LY2019_P6-,0.5513765159729975,
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.5536079669604901,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5502453842728098,
AH2018_LFQ_3_N,0.5477925414440186,
RKK2015_TNF-α/IKKb,0.553240634126316,
SFR2015_HL_log2_ratio_std_b,0.548417653578234,
UK2020_UA_1,0.5537111509688835,
KBE2022_Log2_Ex_13_U,0.5525484527039728,0.3606460446951771
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,0.5527211965380355,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,0.5521559897353816,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.5536530376651948,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5449380027460109,
SR2019_BT549_Biol_repl_2,0.5513695870349418,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,0.5492507489350811,
HS2024_5_PD_T2,0.5542871234305498,
WZ2023_Su_025_20min,0.5597362496111516,0.36568059812454873
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5525042035093112,
LY2019_P8-,0.5450573661492968,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,0.5531938587074096,
FSO2013_Ratio H/L normalized Rep1,0.5582446821287519,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,0.5508406940600794,
CK2022_13 40-1,0.553576170673269,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5472540317657419,
PG2020_Intensity 10h_D,0.5465986970541933,
RB2022_8_PreEndurance,0.5510621447355515,
HS2024_3_B_N2,0.5528521062730571,
EJN2021_4_Ex_Ins,,0.3638032416601019
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,0.3687110924927991
EP2017_Pervanadate R#3 log2 ratio,0.5419658733030822,
FSO2013_Ratio M/L normalized Rep1___3,0.5536967021603323,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5380057225450087,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5495693759383166,
AH2018_LFQ_M_4_C,0.546946907631658,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.5507862333722503,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,0.5534617372481583,
RN2012_H04,0.5497832749383303,
CK2022_6 40-1,0.5536758718394492,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5566262300670859,0.3677902107448554
LY2019_P3-,0.5552259383876921,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,0.3641873842054743
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5623398236978003,0.36134936403170687
HS2024_8_PD_T3,0.5571044591530331,
EJN2021_3_Ex_Basal,,0.36475102678870613
AST2020_Control.1,0.5543059300067821,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5356770039141985,
FS2019_Ctr3,0.5449434046873156,
WZ2023_Pu_025_20min,0.561521116473887,0.3660563180794431
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5598397772608368,
RB2022_1_RecoveryStrength,0.5532751947356048,
SR2019_HCC1954_Biol_repl_4,0.5508319200924848,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,0.5530992273377822,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5663268106890548,
RB2022_4_PreSprint,0.5530952729021972,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5637512031328369,
HS2024_8_I_N2,0.5548880415509702,
RB2022_3_RecoveryStrength,0.5530749427526885,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5654879753779082,
LY2019_P8+,0.5540006301332263,
RB2022_2_RecoveryEndurance,0.554639724141769,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.551797850428206,
KS2014_Intensity pY_PV1,0.5505909993178387,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5454199132038092,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5523460129469843,0.3604185940783029
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.550219502234571,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5592081480865287,0.3739194146674922
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5534446333863863,
LY2019_P2-,0.541583488435422,
AH2018_LFQ_IT_1_X,0.5652564302204052,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.5524674870291059,
WZ2023_Pe_005_20min,0.561946341077791,0.36281661989988234
AST2020_Control.2,0.5547731057510997,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5652095325436562,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5511478238972751,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5544236074443525,
SR2019_MCF10A_Biol_repl_4,0.544304570762092,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5542014285265524,
HS2024_5_B_T2,0.5510567696381375,
HS2024_6_I_T1,0.55361420098595,
HS2024_5_B_T3,0.5550555009715118,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5531124914546489,0.35601558535637645
AH2018_TMTMS3_3_N,0.5615120372073429,
SR2019_HCC1419_Biol_repl_2,0.5473914364162428,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.560685331460036,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5400374639504327,
KBE2022_Log2_Ex_36_T,0.5523327387547939,0.35935095016676954
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5605143236712887,0.36262915936373935
KS2014_Intensity C2,0.5530812943965083,0.36221187659423265
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5568379981971534,0.37155130581809437
CK2022_9 200-1,0.5605547845415153,0.3650840821140414
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5605460063828209,0.36341572002669636
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.5519388162278942,
RBK2021_1332T Late,,
LY2019_P1-,0.546461246346925,
RKK2015_TNF-α/basal.1,0.5530562404227158,
RKK2015_TNF-α/TNF-α+SC-514,0.5533580833445386,
CR2017_Ratio Replicate 2.5,0.5510930513632338,
HS2024_3_I_T3,0.5536778502005869,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,0.5523286233524078,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5543164791633849,
ZQ2022_C3,0.5520747242081473,
EJN2021_3_Rest_Ins,,0.36063161572283847
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5564438340957123,0.3675098371510187
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5567321447376133,
RKK2015_SC-514/basal,0.5536720336856561,
RM2024_Intensity D6-1___3,,
