DatasetName,HASPIN_S(143) HASPIN_S(349) HASPIN_S(353),HASPIN_S(141) HASPIN_S(153) HASPIN_T(764) HASPIN_T(89) HASPIN_T(909),HASPIN_S(108) HASPIN_S(145) HASPIN_S(147) HASPIN_S(288) HASPIN_S(387) HASPIN_S(389) HASPIN_S(93) HASPIN_T(112) HASPIN_T(253) HASPIN_T(289) HASPIN_T(97)
RM2024_Intensity D6-3,,,
WZ2023_Su_005_20min,,0.6551847341071373,0.4681470359453705
CW2012_10 µM Gef/control Experiment 1 Replicate B,,,
SFR2015_HL_log2_ratio_avg_a,,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,,
RB2022_1_PreEndurance,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,,
LG2023_GSK3α-2_intensity,,,
EP2017_Pervanadate R#1 log2 ratio,,,0.44654939049855785
NJH2025_Sub6_HIIT_Post,,,
RB2022_6_RecoverySprint,,,
KS2014_Intensity,,,0.5090863779349857
MV2014_Ratio H/M normalized A2___1 (2 min),,,
PG2020_Intensity 8h_D,,,
LY2019_P7+,,,0.515459906086282
EP2017_Untreated R#1 normalized log2 ratio,,,0.5259611156628666
RN2012_L10,,,
PG2020_Intensity 4h_C,,,0.4632344639076473
EP2017_Mitotic R#3 normalized log2 ratio,,,0.5109961619361537
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,,
DB2022_LFQ intensity L1,,,
KBE2022_Log2_Ex_24_T,,,
RB2022_8_PostStrength,,,
AH2018_SILAC_IT_2_X,,,
HS2024_4_B_T3,,,
NJH2024_Sub2_HIIT_Post,,,
HS2024_8_B_N2,,,
NJH2025_Sub8_HIIT_Pre,,,
JJ2018_Ratio H/L normalized pP2___1,,,
HS2024_8_I_T2,,,
KBE2022_Log2_Ex_6_U,,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,,
CR2017_Ratio Replicate 1.1,,,0.4888687074551345
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,,
MV2014_Ratio M/H normalized B3___2 (30 min),,,
CK2022_16 200-1,,,0.4889633063671963
VOI2024_0.1uM 2 h_3 di,,,
EP2017_Mitotic R#1 normalized log2 ratio,,,0.5227972612039515
GF2025_P9_Sph,,,
CK2022_6 200-1,,,0.4886981805746172
NJH2024_Sub7_MICT_Post,,,
AH2018_TMTMS3_2_X,,,0.4972182713810017
NJH2024_Sub8_HIIT_Post,,,
DB2022_LFQ intensity R1,,,
JW2015_Intensity cap3,,,
SR2019_HCC1954_Biol_repl_1,,,
HS2024_4_I_T2,,,
NJH2024_Sub2_MICT_Mid,,,
VOI2024_0.1uM 2 h_2 mono,,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,,
HS2024_4_PD_T1,,,
SAS2015_AZD/DMSO_Exp1,,,
NJH2024_Sub1_MICT_Mid,,,
IMM2018_normalised rep. int. CDK5L-3,,,
HS2024_3_B_T3,,,
MV2014_Ratio L/H normalized A3___2 (2 min),,,
NJH2025_Sub13_MICT_Pre,,,
SR2019_MDAMB231_Biol_repl_3,,,
GRW2016_Ratio H/L normalized SILAC 4___1,,,
MM2018_Ratio H/L replicate1,,,
PG2020_Intensity 2h_D,,,
EP2017_Untreated R#3 normalized log2 ratio,,,0.5008454047234235
MV2014_Ratio M/H normalized A3___3 (10 min),,,
NJH2024_Sub7_HIIT_Pre,,,
JAW2011_Ratio H/L LS2,,,
CK2022_8 200-1,,,0.4890613164682858
KS2014_Intensity pY_C4,,,
CR2017_Ratio Replicate 3.5,,,0.48998047297167807
RB2022_7_PostEndurance,,,
NJH2025_Sub4_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,,
TM2022_mock.12h.A,,,
JJ2018_Ratio H/L normalized pP1,,,
EP2017_Pervanadate R#2 normalized log2 ratio,,,0.46345989118197756
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,0.6397001134197036,
KS2014_Intensity pY_E5_4,,,
RM2024_Intensity D4-3___2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,,
AH2018_SILAC_2_C,,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
HS2024_7_I_N1,,,
KBE2022_Log2_Ex_29_T,,,
HS2024_7_I_T2,,,
AS2011_Ratio H/L Normalized RNAi_2_3,,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,,
HS2024_6_B_T2,,,
AMK2021_45I_p5,,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,,
SAS2015_PLX/DMSO_Exp2,,,
EJN2021_1_Ex_Basal,,,
FR2021_Intensity.M,,,
RB2022_2_PostSprint,,,
AH2018_SILAC_MR_3_N,,,
MV2014_Ratio H/L normalized B1___3 (30 min),,,
CF2017_FTE 13,,,
PG2020_Intensity CT_C,,,
ZCP2016_Ratio H/L Rep 1,,,
FS2019_db/db2,,,
KS2014_Intensity pY_PV4,,,
KBE2022_Log2_Ex_39_U,,,
EP2017_Untreated R#3 log2 ratio,,,0.5002554501396833
RB2022_2_PostStrength,,,
AS2011_Ratio H/L Normalized_1,,0.6645438753914573,
MV2014_Ratio M/H normalized A3___2 (10 min),,,
CR2017_Ratio Replicate 3.4,,,0.49787772723950585
HS2024_8_PD_T2,,,
FS2019_Ctr2,,,
RB2022_6_PreEndurance,,,
FR2021_Norm.Intensity.G,,,
NJH2025_Sub9_HIIT_Post,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,,
RM2024_Intensity D4-3,,,
HS2024_8_B_N1,,,
NJH2025_Sub10_MICT_Mid,,,
KBE2022_Log2_Ex_15_U,,,
AS2011_Ratio H/L Normalized Inhi_2,,0.6527879106695701,
RKK2015_TNF-α/SC-514,,,
RB2022_3_PreSprint,,,
CR2017_Ratio Replicate 2.3,,,0.4864070347745903
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,,
GF2025_P4_Adh,,,
YA2020_Reporter_intensity_Normal_No.2,,,
YP2020_Intensity P30_R2_mult_log2,,,
NJH2025_Sub13_MICT_Post,,,
HS2024_4_B_N2,,,
HS2024_3_PD_T3,,,
AMK2021_120R_p3,,,
MV2014_Ratio L/H normalized A3___3 (2 min),,,
NJH2025_Sub10_HIIT_Pre,,,
FR2021_Intensity.G,,,
RAM2015_Log2 C,,,0.48219493495882415
AS2011_Ratio H/L Proteins Inhi_1,,,
FSO2013_Ratio H/M normalized Rep1___3,,,
AH2018_LFQ_M_2_N,,,
MV2014_Ratio M/L normalized A1___3 (2 min),,,
KBE2022_Log2_Ex_40_T,,,
CK2022_2 16-1,,,0.49370816135412937
RAM2015_Log2 B,0.306846312632065,,0.4323910302133136
YP2020_Intensity C10_R1_mult_log2,,,
FSO2013_Ratio M/L normalized Rep1___2,,,
NJH2025_Sub8_MICT_Pre,,,
EJN2021_4_Rest_Basal,,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,,
JJ2018_Ratio H/M normalized pP3___1,,,
VOI2024_Veh2 mono,,,
HS2024_6_B_T1,,,
UK2020_HCM_5,,,
NJH2025_Sub10_HIIT_Post,,,
VOI2024_0.1uM 2 h_3 mono,,,
JW2015_Intensity pre3,,,
AS2011_Ratio H/L Normalized Inhi_2_1,,,
DL2023_24h-3,,,
HS2024_7_PD_T3,,,
PG2020_Intensity Mock_10h_B,,,
WZ2023_Su_025_30min,,0.6526373970576704,0.47103306586051874
AH2018_LFQ_4_N,,,
CR2017_Ratio Replicate 1.2,,,0.4996305729717232
AS2011_Ratio H/L Normalized by Proteins,,0.6430949348847786,
RB2022_6_RecoveryStrength,,,
HS2024_8_I_N1,,,
AMK2021_Ctrl_p3,,,
AS2011_Ratio H/L Protein Inhi_2,,0.6518124806263078,
HH2022_Reporter intensity 7,,0.6437785773663084,
AH2018_SILAC_M_1_X,,,
RB2022_7_PreEndurance,,,
VOI2024_0.1uM 24 h_2 di,,,
DL2023_control-2,,,
LY2019_P6+,,,0.4894637004716192
DB2022_LFQ intensity R2,,,
GF2025_P6_Adh,,,
VOI2024_Veh1 di,,,
AS2011_Ratio H/L RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,,
VOI2024_Veh3 mono,,,
HS2024_5_I_T2,,,
NJH2025_Sub7_HIIT_Mid,,,
MV2014_Ratio H/L normalized B1___1 (30 min),,,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,,
RB2022_6_PostSprint,,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,,
AS2011_Ratio H/L Inhi_1,,,
AS2011_Ratio H/L Normalized RNAi_1_2,,,
AH2018_TMTMS3_2_C,,,0.49226768009518107
SR2019_Hs578T_Biol_repl_4,,,
RB2022_8_PreStrength,,,
KS2014_Intensity C5,,,0.4798427130652961
RM2024_Intensity D0-1,,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,,
YP2020_Intensity P30_R1_mult_log2,,,
NJH2025_Sub2_HIIT_Pre,,,
RB2022_3_RecoveryEndurance,,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,,
GF2025_P9_Adh,,,
RB2022_3_PostStrength,,,
TM2022_S2.8h.A,,,
AS2011_Ratio H/L RNAi_1_1,,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,,
NJH2025_Sub2_MICT_Pre,,,
MV2014_Ratio L/M normalized A2___3 (10 min),,,
MV2014_Ratio H/M normalized A2___3 (2 min),,,
HS2024_4_B_T2,,,
SR2019_BT549_Biol_repl_1,,,
AH2018_LFQ_M_4_N,,,
NJH2024_Sub8_HIIT_Mid,,,
PG2020_Intensity 8h_B,,,
AH2018_LFQ_2_X,,,
PG2020_Intensity 2h_B,,,
AS2011_Ratio H/L Proteins RNAi_1,,,
RB2022_4_PostSprint,,,
KS2014_Intensity E15_3,,,0.4880204003232196
GF2025_P3_Sph,,,
DB2022_LFQ intensity L2,,,
MV2014_Ratio H/L normalized A1___1 (10 min),,,
AH2018_SILAC_1_C,,,
NJH2024_Sub1_HIIT_Pre,,,
FSO2013_Ratio M/L normalized Rep2___2,,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,,
AS2011_Ratio H/L RNAi_2_3,,,
AH2018_SILAC_IT_1_N,,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,,
RB2022_4_PreEndurance,,,
JJ2018_Ratio M/L normalized pP1,,,
CR2017_Ratio Replicate 2.4,,,0.48173348588165155
ZQ2022_N1,,,
LY2019_P6-,,,0.48966008675428924
RM2024_Intensity D2-3,,,
UK2020_HCM_1,,,
JW2015_Intensity pre2,,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,,
RM2024_Intensity D2-1,,,
NJH2025_Sub12_MICT_Post,,,
MV2014_Ratio H/M normalized B2___2 (5 min),,,
RN2012_L14,,,
AH2018_LFQ_3_N,,,
RKK2015_TNF-α/IKKb,,,
SFR2015_HL_log2_ratio_std_b,,,
UK2020_UA_1,,,
KBE2022_Log2_Ex_13_U,,,
AS2011_Ratio H/L Normalized Inhi_1,,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,,
RB2022_1_RecoverySprint,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,,
JJ2018_Ratio H/L normalized pP3,,,
CK2022_7 40-1,,,0.48131986024329615
AS2011_Ratio H/L Inhi_1_3,,,
NJH2025_Sub10_HIIT_Mid,,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,,
JAW2011_Ratio H/L LS1b_1,,,
PG2020_Intensity 4h_B,,,
SR2019_BT549_Biol_repl_2,,,
RM2024_Intensity D4-2,,,
DB2022_LFQ intensity R2.2,,,
JJ2018_Ratio H/L normalized,,,
RB2022_5_PostEndurance,,,
HS2024_5_PD_T2,,,
WZ2023_Su_025_20min,,0.6546434069016,0.47209307792129357
RM2024_Intensity D2-2___1,,,
IMM2018_normalised rep. int. CDK5L-2,,,
LY2019_P8-,,,0.48355385872025297
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,,
FSO2013_Ratio H/L normalized Rep1,,,0.46999870944657385
NJH2024_Sub2_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,,
CK2022_13 40-1,,,0.48262772503333023
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,,
RN2012_H02,,,
PG2020_Intensity 10h_D,,,
RB2022_8_PreEndurance,,,
HS2024_3_B_N2,,,
EJN2021_4_Ex_Ins,,,
AS2011_Ratio H/L Normalized by Protein,,0.6430949348847786,
EJN2021_1_Ex_Ins,,,
EP2017_Pervanadate R#3 log2 ratio,,,0.45303938986997017
FSO2013_Ratio M/L normalized Rep1___3,,,
NJH2025_Sub4_HIIT_Mid,,,
RCJD2014_5min_2,,,0.4821138126193221
RB2022_6_PostStrength,,,
AH2018_SILAC_MR_3_C,,,
AH2018_LFQ_M_4_C,,,
NJH2024_Sub4_MICT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_1_1,,,
DL2023_12h-1,,,
MV2014_Ratio L/M normalized B2___1 (30 min),,,
DB2022_LFQ intensity L1.1,,,
NJH2025_Sub6_MICT_Pre,,,
NJH2025_Sub6_MICT_Post,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,,
RN2012_H04,,,
CK2022_6 40-1,,,0.4825399153125417
DB2022_LFQ intensity R2.1,,,
KBE2022_Log2_Ex_42_U,,,
LY2019_P3-,,,0.510138239956818
FR2021_Intensity.A,,,
EJN2021_3_Ex_Ins,,,
MV2014_Ratio M/L normalized A1___1 (2 min),,,
WZ2023_Pe_005_30min,,0.6521861230973401,0.48111584574741556
HS2024_8_PD_T3,,,
EJN2021_3_Ex_Basal,,,
AST2020_Control.1,,,0.4882367687424571
JW2015_Intensity cap1,,,
PG2020_Intensity CT_A,,,
FS2019_Ctr3,,,
WZ2023_Pu_025_20min,,0.6542555733657908,0.46817643386099256
NJH2025_Sub4_MICT_Post,,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,,
GF2025_P10_Adh,,,
RB2022_1_RecoveryStrength,,,
SR2019_HCC1954_Biol_repl_4,,,
FR2021_Norm.Intensity.N,,,
HS2024_5_B_N1,,,
FSO2013_Ratio H/M normalized Rep3___3,,,
AH2018_TMTMS2_2_C,,,0.4850672693326907
RB2022_4_PreSprint,,,
DB2022_Intensity R2,,,
AH2018_TMTMS2_Pool,,,0.49175057768259794
HS2024_8_I_N2,,,
RB2022_3_RecoveryStrength,,,
NJH2024_Sub6_HIIT_Mid,,,
AH2018_SILAC_M_1_C,,,
LY2019_P8+,,,0.5218178024325686
RB2022_2_RecoveryEndurance,,,
JJ2018_Ratio H/M normalized pP2___1,,,
JAW2011_Ratio H/L HS_1,,,
RB2022_3_PostEndurance,,,
KS2014_Intensity pY_PV1,,,
JAW2011_Ratio H/L LS1b_2,,,
SR2019_MCF7_Biol_repl_2,,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,,
AS2011_Ratio H/L Normalized RNAi_1_1,,,
AH2018_LFQ_M_4_X,,,
NJH2024_Sub6_MICT_Pre,,,
JJ2018_Ratio M/L normalized pP1___2,,,
YP2020_Intensity C30_R2_mult_log2,,,
NJH2024_Sub9_HIIT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_2_3,,,
RM2024_Intensity D0-1___3,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,,
KBE2022_Log2_Ex_28_U,,,
GRW2016_Ratio H/L normalized SILAC 1___1,,,
CF2017_FTE 17,,,
LY2019_P2-,,,0.4840540365969783
AH2018_LFQ_IT_1_X,,,
JJ2018_Ratio H/L normalized pP3___1,,,
RB2022_8_RecoveryStrength,,,
WZ2023_Pe_005_20min,,0.6531001623164268,0.48035924066235897
AST2020_Control.2,,,0.4887663929932401
NJH2025_Sub6_MICT_Mid,,,
RCJD2014_10min_1,,,0.4846206182720935
FSO2013_Ratio H/L normalized Rep2___3,,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,,
HS2024_3_I_T1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,,
CK2022_4 40-1,,,0.4818563176198589
SR2019_MCF10A_Biol_repl_4,,,
KS2014_Intensity pY_C5,,,
NJH2025_Sub4_MICT_Pre,,,
NJH2024_Sub9_MICT_Post,,,
CF2017_OSE 28,,,
HS2024_5_B_T2,,,
HS2024_6_I_T1,,,
HS2024_5_B_T3,,,
JJ2018_Ratio H/M normalized pP1___1,,,
KBE2022_Log2_Ex_36_U,,,
AH2018_TMTMS3_3_N,,,0.48835783759173645
SR2019_HCC1419_Biol_repl_2,,,
FR2021_Intensity.N,,,
AS2011_Ratio H/L Inhi_2_1,,,
AH2018_SILAC_MR_1_C,,,
NJH2024_Sub1_HIIT_Mid,,,
NJH2025_Sub8_HIIT_Mid,,,
EP2017_Mitotic R#3 log2 ratio,,,0.5058642618265617
KBE2022_Log2_Ex_36_T,,,
NJH2025_Sub6_HIIT_Mid,,,
WZ2023_Pu_005_30min,,0.653207753587891,0.4707477696066978
KS2014_Intensity C2,,,0.4781839636997514
FSO2013_Ratio H/L normalized Rep1___2,,,
RM2024_Intensity D2-2,,,
KBE2022_Log2_Ex_42_T,,,
CK2022_9 200-1,,,0.4852038581329282
GRW2016_Ratio H/L normalized SILAC 2___1,,,
JJ2018_Ratio H/M normalized pP3___2,,,
DB2022_LFQ intensity R1.1,,,
CK2022_10 200-1,,,0.4853554707713333
NJH2024_Sub9_MICT_Mid,,,
JAW2011_Ratio H/L_2,,,
HS2024_7_I_N2,,,
RBK2021_1332T Late,,,
LY2019_P1-,,,0.4949613803359187
RKK2015_TNF-α/basal.1,,,
RKK2015_TNF-α/TNF-α+SC-514,,,
CR2017_Ratio Replicate 2.5,,,0.4806288386463761
HS2024_3_I_T3,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,,
AS2011_Ratio H/L Normalized RNAi_1,,,
KS2014_Intensity E15_4,,,0.4903803798074758
ZQ2022_C3,,,
EJN2021_3_Rest_Ins,,,
YP2020_Intensity P10_R2_mult_log2,,,
MV2014_Ratio H/L normalized A1___3 (10 min),,,
NJH2025_Sub1_MICT_Pre,,,
KBE2022_Log2_Ex_39_T,,,
FSO2013_Ratio H/M normalized Rep3___2,,,
RM2024_Intensity D6-2,,,
EP2017_Untreated R#1 log2 ratio,,,0.5254012801108687
RKK2015_SC-514/basal,,,
RM2024_Intensity D6-1___3,,,
WZ2023_Pu_010_10min,,0.6552236306130226,
NJH2025_Sub9_HIIT_Mid,,,
SR2019_SKBR3_Biol_repl_4,,,
HS2024_5_I_T3,,,
KS2014_Intensity N1,,,0.5026924541651454
NJH2024_Sub12_MICT_Post,,,
TM2022_S2.8h.C,,,
CR2017_Ratio Replicate 1,,,0.4889964540387995
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,,
JJ2018_Ratio H/M normalized pP3,,,
AH2018_SILAC_MR_2_C,,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,,
PG2020_Intensity 2h_A,,,
NJH2024_Sub6_MICT_Mid,,,
NJH2025_Sub13_HIIT_Post,,,
AH2018_SILAC_MR_3_X,,,
JJ2018_Ratio H/M normalized___1,,,
RCJD2014_15min_2,,,0.48220324009352566
AS2011_Ratio H/L_2,,,
AS2011_Ratio H/L Normalized,,0.6549930893276518,
RN2012_H03,,,
HS2024_5_B_N2,,,
HS2024_5_I_N1,,,
HS2024_6_I_N1,,,
AR2021_KD 48h,,,0.4947167184370848
FR2021_Intensity.B,,,
RB2022_3_PreEndurance,,,
HS2024_5_I_T1,,,
NJH2024_Sub10_MICT_Pre,,,
SR2019_LM2_Biol_repl_2,,,
AST2020_anti-CD3,,,0.48795954991405116
SR2019_MDAMB231_Biol_repl_1,,,
RM2024_Intensity D2-3___3,,,
WZ2023_Pe_005_10min,,0.6535831864302336,0.4796716067855861
KBE2022_Log2_Ex_29_U,,,
HS2024_7_B_T1,,,
AH2018_LFQ_M_2_X,,,
AH2018_LFQ_IT_4_N,,,
CK2022_15 200-1,,,0.4886127766588666
RM2024_Intensity D4-1___2,,,
JJ2018_Ratio H/M normalized,,,
JJ2018_Ratio M/L normalized pP3___1,,,
KBE2022_Log2_Ex_34_T,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,,
LY2019_P2+,,,0.48819116595734874
LATM2013_Log2 Ratio (Light/Medium) Reverse,,,
CK2022_2 200-1,,,0.48846841835928745
AS2011_Ratio H/L Protein RNAi_2,,,
MV2014_Ratio L/H normalized A3___1 (2 min),,,
WZ2023_Su_010_30min,,0.6553809475794015,0.47367436651053885
RN2012_H01,,,
KTGR2014_Ratio-Rapa 2 mins,,,
EJN2021_2_Rest_Basal,,,
KS2014_Intensity pY_E5_3,,,
MM2018_Ratio H/L replicate 3,,,
EP2017_Pervanadate R#1 normalized log2 ratio,,,0.4520010678005939
HS2024_8_B_T3,,,
YA2020_Reporter_intensity_Cancer_No.3,,,
KBE2022_Log2_Ex_44_U,,,
WZ2023_Pe_010_20min,,0.6504054565935264,0.4793764695470161
KS2014_Intensity pY_C6,,,
AS2011_Ratio H/L Normalized_3,,,
RCJD2014_15min_mean,,,0.5000016770678282
RB2022_3_PreStrength,,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,,
RCJD2014_10min_mean,,,0.48857147761668873
KS2014_Intensity C1,,,0.4949981910392687
FSO2013_Ratio H/M normalized Rep3___1,,,0.49700375425142906
AH2018_SILAC_M_3_C,,,
RKK2015_TNF-α+IKKb/TNF-α,,,
RM2024_Intensity D0-3___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,,
AH2018_SILAC_M_2_C,,,
AH2018_SILAC_M_2_X,,,
KTGR2014_Ratio-Rapa 15 mins,,,
RM2024_Intensity D4-2___1,,,
KBE2022_Log2_Ex_15_T,,,
VOI2024_0.1uM 24 h_1 di,,,
WZ2023_Su_010_10min,,0.6545478392269528,
PG2020_Intensity 6h_C,,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,,
JJ2018_Ratio M/L normalized pP1___1,,,
AH2018_LFQ_M_3_N,,,
VOI2024_0.1uM 24 h_2 mono,,,
AH2018_TMTMS2_3_C,,,0.4831079016632353
CK2022_15 16-1,,,0.491923922182656
CK2022_3 16-1,,,0.4938891562058405
LY2019_P4-,,,0.4895190241326905
FSO2013_Ratio H/L normalized Rep3___2,,,
KS2014_Intensity pY_PV2,,,
HS2024_3_I_N2,,,
GF2025_P8_Adh,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,,
GF2025_P5_Sph,,,
CK2022_10 16-1,,,0.49345204332300807
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,,
VOI2024_0.1uM 2 h_2 di,,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,,
NJH2024_Sub2_HIIT_Mid,,,
AMK2021_45I_p3,,,
NJH2024_Sub13_HIIT_Mid,,,
DB2022_LFQ intensity R1.2,,,
DB2022_Intensity R1,,,
NJH2024_Sub12_MICT_Mid,,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,,
UK2020_HCM_4,,,
SAS2015_AZD/DMSO_Exp2,,,
IMM2018_normalised rep. int. CDK5L-1,,,
DB2022_LFQ intensity L2.2,,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,,
EP2017_Mitotic R#1 log2 ratio,,,0.5143900287711344
EJN2021_2_Ex_Basal,,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,,
KTGR2014_Ratio-Rapa 30 mins,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,,
CF2017_FTE 16,,,
AR2021_L41 10 μM,,,0.4912242207445516
CF2017_EOC 2,,,
RB2022_6_PostEndurance,,,
AH2018_SILAC_1_N,,,
NJH2024_Sub10_HIIT_Pre,,,
AS2011_Ratio H/L Inhi_1_2,,,
UK2020_HCM_6,,,
RB2022_7_PreSprint,,,
NJH2024_Sub2_MICT_Pre,,,
HS2024_3_PD_T2,,,
CK2022_6 16-1,,,0.4935794936541304
ZX2022_CB treated Replicate 1,,,
BS2014_Log2(Ratio H/L normalized Rep_3),,,0.48295868181635176
TM2022_mock.12h.C,,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,,
HH2022_Reporter intensity 0,,0.6684905912374082,0.4872443702455824
RM2024_Intensity D2-2___2,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,
RB2022_1_PreStrength,,,
JJ2018_Ratio H/M normalized pP2___2,,,
AH2018_TMTMS2_2_X,,,0.4819721249981226
AR2021_L41 1 μM,,,0.4882130633371496
JJ2018_Ratio H/M normalized pP1___2,,,
AH2018_TMTMS2_1_N,,,0.481845636610349
NJH2025_Sub10_MICT_Pre,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,,
ZX2022_Control Replicate 3,,,
KS2014_Intensity C4,,,0.4746753386186281
AS2011_Ratio H/L Inhi_2,,0.6532239541694512,
KBE2022_Log2_Ex_18_T,,,
NJH2025_Sub9_MICT_Pre,,,
RCJD2014_20min_1,,,0.4764546231310949
MV2014_Ratio H/M normalized B2___1 (5 min),,,
FSO2013_Ratio M/L normalized Rep2___3,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,
SR2019_MCF10A_Biol_repl_3,,,
HS2024_7_B_T2,,,
SAS2015_PLX/DMSO_Exp3,,,
AMK2021_Ctrl_p5,,,
NJH2025_Sub2_HIIT_Mid,,,
AH2018_LFQ_M_3_C,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,
YA2020_Reporter_intensity_Cancer_No.2,,,
FSO2013_Ratio H/M normalized Rep2___3,,,
RB2022_8_PreSprint,,,
AH2018_SILAC_IT_3_C,,,
WZ2023_Pu_025_10min,,0.6517265892471733,0.47086961019875395
RM2024_Intensity D2-2___3,,,
AS2011_Ratio H/L_1,,0.6551246451793411,
RCJD2014_10min_3,,,0.505619146516138
FSO2013_Ratio M/L normalized Rep3___1,,,0.48607572592124576
SR2019_JIMT1_Biol_repl_4,,,
YP2020_Intensity C10_R2_mult_log2,,,
ZCP2016_Ratio H/L Rep 2,,,
CF2017_EOC 4,,,
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,,0.6504393636547163,0.48145419257489425
MV2014_Ratio L/M normalized B2___3 (30 min),,,
AH2018_LFQ_IT_3_N,,,
KS2014_Intensity C6,,,0.4677646223019806
ZQ2022_N3,,,
HW2015_Ratio H/L normalized Exp1,,,
CK2022_12 40-1,,,0.4799548873426728
NJH2024_Sub7_MICT_Pre,,,
ZX2022_Control Replicate 1,,,
JJ2018_Ratio H/M normalized pP1,,,
CK2022_16 40-1,,,0.4837231286400821
AH2018_SILAC_IT_2_C,,,
CK2022_5 40-1,,,0.4830707794345559
AH2018_LFQ_3_X,,,
UK2020_UA_3,,,
LY2019_P7-,,,0.4967502480882372
GF2025_P5_Adh,,,
RB2022_1_PostStrength,,,
JAW2011_Ratio H/L LS1b,,,
FSO2013_Ratio H/L normalized Rep3___1,,,0.48367047634858573
SR2019_HCC1954_Biol_repl_3,,,
