DatasetName,COIL_S(105) COIL_S(202) COIL_S(217) COIL_S(218) COIL_S(226) COIL_S(232) COIL_S(233) COIL_S(235) COIL_S(269) COIL_S(271) COIL_S(272) COIL_S(280) COIL_S(297) COIL_S(301) COIL_S(305) COIL_S(358) COIL_S(382) COIL_S(446) COIL_S(447) COIL_S(486) COIL_S(487) COIL_S(489) COIL_S(557) COIL_S(561) COIL_S(566) COIL_S(568) COIL_S(571) COIL_S(94) COIL_T(122) COIL_T(290) COIL_T(297) COIL_T(303) COIL_T(444) COIL_T(456),COIL_T(126)
CK2022_5 200-1,0.5011524982192703,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,0.4929871605244093,
FSO2013_Ratio H/L normalized Rep2___1,0.497853230224367,
NJH2024_Sub10_HIIT_Mid,0.4914828133598563,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.4977501848534172,
AH2018_SILAC_MR_1_X,0.49203140882754015,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,0.503953062009147,
RM2024_Intensity D4-1,0.4905415308243286,
KBE2022_Log2_Ex_25_U,0.5044002176937812,
AH2018_SILAC_3_C,0.4967272132248868,
EJN2021_5_Rest_Ins,0.49353525690608296,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.49277411298509827,
CK2022_4 16-1,0.4946618237626198,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,0.4890502022183854,
EJN2021_2_Ex_Ins,0.49168816965163437,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.49525180160933985,
SAS2015_PLX/DMSO_Exp1,0.507837629483095,
SFR2015_HL_log2_ratio_avg_c,0.49411544069709484,
JJ2018_Ratio M/L normalized pP2,0.49891914077442356,
NJH2024_Sub7_MICT_Mid,0.49351516738356516,
PG2020_Intensity 6h_B,0.5046707869374913,
FSO2013_Ratio H/L normalized Rep3,0.4901232692803281,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.4936252714042646,
JJ2018_Ratio M/L normalized,0.49527628031343696,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,0.4953154853262355,
NJH2025_Sub2_MICT_Mid,0.4937015349833973,
HS2024_6_B_N2,0.48580981024585884,
KBE2022_Log2_Ex_9_T,0.5021926188486854,
AH2018_SILAC_IT_2_N,0.49565372431144394,
AH2018_SILAC_IT_1_X,0.4997831601666228,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.49186669880935213,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.493978723023321,
WZ2023_Pe_025_20min,0.5086086813106669,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.4903983778804398,
HS2024_4_I_N2,0.49185679630163304,
AH2018_TMTMS2_3_N,0.5017647031238288,
RN2012_H06,0.49120775136566797,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.4994915323229591,
WZ2023_Su_005_30min,0.5076193386566813,0.7814360463286937
SR2019_HCC1419_Biol_repl_4,0.49536799979900686,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.4924678563874335,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,0.4914371709456365,
CR2017_Ratio Replicate 3.1,0.5162315128275806,
WZ2023_Su_025_10min,0.5082504694925979,0.7813789316325505
AH2018_LFQ_IT_4_X,0.49478106992157705,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.4964902265098561,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.508900883243345,0.7705509752162042
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,0.49182815373676997,
EP2017_Pervanadate R#1 log2 ratio,0.48974285213993113,
NJH2025_Sub6_HIIT_Post,0.49504181890887117,
RB2022_6_RecoverySprint,0.49818302258082925,
KS2014_Intensity,0.5106428996928446,
MV2014_Ratio H/M normalized A2___1 (2 min),0.496059505465621,
PG2020_Intensity 8h_D,0.5024021679948472,
LY2019_P7+,0.47700392667421276,
EP2017_Untreated R#1 normalized log2 ratio,0.49325949208451525,
RN2012_L10,,
PG2020_Intensity 4h_C,0.4979365767105372,
EP2017_Mitotic R#3 normalized log2 ratio,0.4897134885206459,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5042235439937707,
RB2022_8_PostStrength,0.49386498057816874,
AH2018_SILAC_IT_2_X,0.4960472268271662,
HS2024_4_B_T3,0.5005007845172761,
NJH2024_Sub2_HIIT_Post,0.4906383511975021,
HS2024_8_B_N2,0.48147063167360227,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,0.498712991832384,
HS2024_8_I_T2,0.4796854488370214,
KBE2022_Log2_Ex_6_U,0.5006580824020049,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.4914850695362272,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,0.5009742697354413,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.49579053836175163,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.4898417437550243,
GF2025_P9_Sph,0.4937692502680195,
CK2022_6 200-1,0.5008584985470371,
NJH2024_Sub7_MICT_Post,0.4940150261133208,
AH2018_TMTMS3_2_X,0.5008634698160251,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,0.49766459197557217,
SR2019_HCC1954_Biol_repl_1,0.4931049002013401,
HS2024_4_I_T2,0.4930232510718177,
NJH2024_Sub2_MICT_Mid,0.4937015349833973,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.498556915071201,
SAS2015_AZD/DMSO_Exp1,0.5054231044675908,
NJH2024_Sub1_MICT_Mid,0.49358438308345354,
IMM2018_normalised rep. int. CDK5L-3,0.5043295178140033,
HS2024_3_B_T3,0.49547079382484505,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,0.49519603430205794,
SR2019_MDAMB231_Biol_repl_3,0.4957377636904929,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.4918127111227585,
EP2017_Untreated R#3 normalized log2 ratio,0.4922589718871533,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,0.493795356849994,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5011150559297848,
KS2014_Intensity pY_C4,0.4967820299393573,
CR2017_Ratio Replicate 3.5,0.49561712375123623,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,0.4948821284843974,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,0.49928063465303096,
TM2022_mock.12h.A,0.4978288659460682,
JJ2018_Ratio H/L normalized pP1,0.4940252373020455,
EP2017_Pervanadate R#2 normalized log2 ratio,0.48717621682839235,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,0.4957722148284494,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,0.49475031840136563,
AH2018_SILAC_2_C,0.49772852161647674,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.4940443535069403,
KBE2022_Log2_Ex_29_T,0.5003094566873431,
HS2024_7_I_T2,0.4960601674177919,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5087794874489961,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5071662151040238,
EJN2021_1_Ex_Basal,0.4937416778384141,
FR2021_Intensity.M,0.4949118866125719,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.49442289756807334,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.4994988342154907,
PG2020_Intensity CT_C,0.49499746858849725,
ZCP2016_Ratio H/L Rep 1,0.49791698115103633,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,0.4943787424902586,
KBE2022_Log2_Ex_39_U,0.5041255123196031,
EP2017_Untreated R#3 log2 ratio,0.49193413878887854,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.4999082928412805,
HS2024_8_PD_T2,0.49262753885891397,
FS2019_Ctr2,,
RB2022_6_PreEndurance,0.493430597012981,
FR2021_Norm.Intensity.G,0.4943123825716088,
NJH2025_Sub9_HIIT_Post,0.49659417972576836,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,0.5006851281033867,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.4741186476032141,
NJH2025_Sub10_MICT_Mid,0.4933055921335011,
KBE2022_Log2_Ex_15_U,0.4981745361648464,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.4869320297885436,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5135387731098211,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.4966778756150385,
YA2020_Reporter_intensity_Normal_No.2,0.4930371402291571,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,0.49518588758122695,
HS2024_4_B_N2,0.4922746456788876,
HS2024_3_PD_T3,0.5038160059496778,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,0.49171166314550746,
FR2021_Intensity.G,0.49538914215007196,
RAM2015_Log2 C,0.4907236882140391,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.49354652864262727,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.4997692258776154,
CK2022_2 16-1,0.4943582916535913,
RAM2015_Log2 B,0.49662554274281223,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.49179355487489634,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,0.49674326521304774,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.5111765983363278,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,0.4914371709456365,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,0.4947544758015483,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.4946297145536262,
PG2020_Intensity Mock_10h_B,0.4996430481870624,
WZ2023_Su_025_30min,0.5079762730096216,0.7831518822437802
AH2018_LFQ_4_N,0.4959163024087489,
CR2017_Ratio Replicate 1.2,0.48767202894779943,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,0.49837218551870754,
HS2024_8_I_N1,0.4882085780872103,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.48791261823370957,
AH2018_SILAC_M_1_X,0.49478173668777586,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.49100358271393896,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.49965663808671956,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.4913206158688605,
NJH2025_Sub7_HIIT_Mid,0.49430428616383665,
MV2014_Ratio H/L normalized B1___1 (30 min),0.4946892777937677,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,0.4996728137241097,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.4996195167086914,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.49815545650686865,
KS2014_Intensity C5,0.4983242451350513,
RM2024_Intensity D0-1,0.4914613861778067,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,0.4937293710770123,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.4979866959594683,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,0.49720391059355007,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,0.49329075920290144,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5024736104065602,
SR2019_BT549_Biol_repl_1,0.49202932301302055,
AH2018_LFQ_M_4_N,0.4976044263152315,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5035561718753605,
AH2018_LFQ_2_X,0.4944203729744328,
PG2020_Intensity 2h_B,0.4898989574416858,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.49965498225514665,
KS2014_Intensity E15_3,0.4875563521230719,
GF2025_P3_Sph,0.49159758380285995,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),0.4931835005020614,
AH2018_SILAC_1_C,0.4948701661649344,
NJH2024_Sub1_HIIT_Pre,0.492591614046878,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.49729296371453474,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.4911267548482818,
JJ2018_Ratio M/L normalized pP1,0.49828885445487053,
CR2017_Ratio Replicate 2.4,0.5074863891428367,
ZQ2022_N1,,
LY2019_P6-,0.5041344168058104,
RM2024_Intensity D2-3,0.49215374813088364,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,0.49052687317104715,
NJH2025_Sub12_MICT_Post,0.4940352847229402,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.48805409572673875,
AH2018_LFQ_3_N,0.49387460535197586,
RKK2015_TNF-α/IKKb,0.496119877476146,
SFR2015_HL_log2_ratio_std_b,0.4931360771024198,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.5004386427491133,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,0.4951129281917588,
JJ2018_Ratio H/L normalized pP3,0.49473497336956135,
CK2022_7 40-1,0.5038680140877627,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,0.4914828133598563,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.502458845994721,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.49247220505696926,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.4907881391728042,
WZ2023_Su_025_20min,0.5082923996830949,0.7799693325387671
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5042001467543569,
LY2019_P8-,0.4933088860868498,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,0.5006797751402801,
FSO2013_Ratio H/L normalized Rep1,0.5013494829805484,
NJH2024_Sub2_HIIT_Pre,0.4937293710770123,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.4990424561157602,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,0.4998743157673997,
RB2022_8_PreEndurance,0.4950638342097078,
HS2024_3_B_N2,0.4913491563005052,
EJN2021_4_Ex_Ins,0.4930594633703354,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.493345397226696,
EP2017_Pervanadate R#3 log2 ratio,0.48529205725690616,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,0.4936724158651651,
RCJD2014_5min_2,0.49199491464038964,
RB2022_6_PostStrength,0.4884129560567947,
AH2018_SILAC_MR_3_C,0.4939658618637021,
AH2018_LFQ_M_4_C,0.49398543889727786,
NJH2024_Sub4_MICT_Pre,0.4928349242639404,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,0.49371045367763233,
NJH2025_Sub6_MICT_Post,0.4944879669535813,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,0.49867670173253603,
RN2012_H04,0.49364140224614655,
CK2022_6 40-1,0.5041018100814861,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5033352605184805,
LY2019_P3-,0.4938775106656851,
FR2021_Intensity.A,0.49460264718014446,
EJN2021_3_Ex_Ins,0.49372578549702173,
MV2014_Ratio M/L normalized A1___1 (2 min),0.4963593857608037,
WZ2023_Pe_005_30min,0.507900927591123,0.776900160658054
HS2024_8_PD_T3,0.4890290168103507,
EJN2021_3_Ex_Basal,0.4943086812059048,
AST2020_Control.1,,
JW2015_Intensity cap1,0.4972824177256375,
PG2020_Intensity CT_A,0.4851232826102306,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5106049654819987,0.7917081092755168
NJH2025_Sub4_MICT_Post,0.49508568270172,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.49720791068055936,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,0.4986852327814217,
HS2024_5_B_N1,0.49017519431199497,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5019202280115223,
RB2022_4_PreSprint,0.4943433730189585,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5003061718339571,
HS2024_8_I_N2,0.48633555023614183,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,0.49431893393947607,
AH2018_SILAC_M_1_C,0.49592239827117673,
LY2019_P8+,0.4973836787010325,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,0.49456793521689035,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.4943570416299269,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.491676626276057,
NJH2024_Sub6_MICT_Pre,0.49371045367763233,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,0.49649803279709515,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5044557969216364,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.49718220447387923,
LY2019_P2-,0.4899553341139425,
AH2018_LFQ_IT_1_X,0.4945686984399882,
JJ2018_Ratio H/L normalized pP3___1,0.4947356468474177,
RB2022_8_RecoveryStrength,0.49800681005046044,
WZ2023_Pe_005_20min,0.5094762815415492,0.7744286552033254
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,0.49296800696201143,
RCJD2014_10min_1,0.5007059577667701,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5201216974112315,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.501534177397189,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,0.4928349242639404,
NJH2024_Sub9_MICT_Post,0.4965297879347838,
CF2017_OSE 28,0.49367973584816044,
HS2024_5_B_T2,0.4940223303342452,
HS2024_6_I_T1,0.4909715817692773,
HS2024_5_B_T3,0.49347579261638735,
JJ2018_Ratio H/M normalized pP1___1,0.490324417201973,
KBE2022_Log2_Ex_36_U,0.5027445367661114,
AH2018_TMTMS3_3_N,0.5002130211096844,
SR2019_HCC1419_Biol_repl_2,0.4913600310585012,
FR2021_Intensity.N,0.4986838013828785,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.49252219684513476,
NJH2024_Sub1_HIIT_Mid,0.49361023253653674,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.4925429700086312,
KBE2022_Log2_Ex_36_T,0.4992387756494576,
NJH2025_Sub6_HIIT_Mid,0.49431893393947607,
WZ2023_Pu_005_30min,0.5080063875379318,0.7662650320330333
KS2014_Intensity C2,0.5109896330377945,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,0.4904804177310692,
KBE2022_Log2_Ex_42_T,0.5046259598952895,
CK2022_9 200-1,0.4967551394860352,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.4970549247027093,
NJH2024_Sub9_MICT_Mid,0.4969219745360136,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.49259485444102014,
RBK2021_1332T Late,0.4934466020174006,
LY2019_P1-,0.4930790128391878,
RKK2015_TNF-α/basal.1,0.5108718899163684,
RKK2015_TNF-α/TNF-α+SC-514,0.48442511571706737,
CR2017_Ratio Replicate 2.5,0.5108154860016879,
HS2024_3_I_T3,0.5170920339271124,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.4858944856556793,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.4943369495745716,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,0.49325253260207136,
KBE2022_Log2_Ex_39_T,0.5031310740390118,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.4930242142289444,
RKK2015_SC-514/basal,0.511296461029097,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5081328200033076,0.7840542278592053
NJH2025_Sub9_HIIT_Mid,0.4967719393460546,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,0.4940969354237823,
KS2014_Intensity N1,0.499197118956261,
NJH2024_Sub12_MICT_Post,0.4940352847229402,
TM2022_S2.8h.C,0.49759463835199197,
CR2017_Ratio Replicate 1,0.4888414790437854,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,0.5008519871618453,
JJ2018_Ratio H/M normalized pP3,0.49673976745468285,
AH2018_SILAC_MR_2_C,0.49485714181441126,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.4907195714980177,
NJH2024_Sub6_MICT_Mid,0.49296800696201143,
NJH2025_Sub13_HIIT_Post,0.49485259325769704,
AH2018_SILAC_MR_3_X,0.4926900292985541,
JJ2018_Ratio H/M normalized___1,0.4933611159173821,
RCJD2014_15min_2,0.48394814199324826,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.49487836464531976,
HS2024_5_B_N2,0.5156493807294852,
HS2024_5_I_N1,0.5144063285266542,
HS2024_6_I_N1,0.4859132731781813,
AR2021_KD 48h,0.5013665974593547,
FR2021_Intensity.B,0.49796056263940425,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5017390148227597,
NJH2024_Sub10_MICT_Pre,0.493222905688611,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5051588834213916,0.777811540678295
KBE2022_Log2_Ex_29_U,0.5012059480339651,
HS2024_7_B_T1,0.4877011629982243,
AH2018_LFQ_M_2_X,0.49646248356629374,
AH2018_LFQ_IT_4_N,0.4954884348636213,
CK2022_15 200-1,0.49599615444968104,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,0.4933966248371707,
JJ2018_Ratio M/L normalized pP3___1,0.4933866209903652,
KBE2022_Log2_Ex_34_T,0.5005972506247897,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.4933204736514597,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.500663676010941,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),0.5026034569456892,
WZ2023_Su_010_30min,0.5082578588799582,0.7891020294107717
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.4933181531406472,
KS2014_Intensity pY_E5_3,0.49598602142283676,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.49062935565600857,
HS2024_8_B_T3,0.4909900143239798,
YA2020_Reporter_intensity_Cancer_No.3,0.49563852857074964,
KBE2022_Log2_Ex_44_U,0.5003775937710132,
WZ2023_Pe_010_20min,0.5059714692886,0.7731918882235604
KS2014_Intensity pY_C6,0.4967747772140588,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.4931668627331053,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
