DatasetName,CIC_S(105) CIC_S(1051) CIC_S(1055) CIC_S(1079) CIC_S(1080) CIC_S(1082) CIC_S(1188) CIC_S(1194) CIC_S(1243) CIC_S(1245) CIC_S(1246) CIC_S(1294) CIC_S(1344) CIC_S(1345) CIC_S(1351) CIC_S(1371) CIC_S(1373) CIC_S(1378) CIC_S(1380) CIC_S(1382) CIC_S(1397) CIC_S(14) CIC_S(1402) CIC_S(1405) CIC_S(1409) CIC_S(1418) CIC_S(142) CIC_S(1429) CIC_S(146) CIC_S(1514) CIC_S(157) CIC_S(16) CIC_S(1609) CIC_S(1630) CIC_S(1639) CIC_S(1648) CIC_S(173) CIC_S(175) CIC_S(1808) CIC_S(1811) CIC_S(1813) CIC_S(191) CIC_S(2) CIC_S(20) CIC_S(2153) CIC_S(2201) CIC_S(225) CIC_S(227) CIC_S(2275) CIC_S(2279) CIC_S(2284) CIC_S(2288) CIC_S(2295) CIC_S(2299) CIC_S(2303) CIC_S(2308) CIC_S(2311) CIC_S(2315) CIC_S(277) CIC_S(278) CIC_S(279) CIC_S(299) CIC_S(3) CIC_S(301) CIC_S(356) CIC_S(423) CIC_S(428) CIC_S(431) CIC_S(436) CIC_S(442) CIC_S(456) CIC_S(459) CIC_S(496) CIC_S(54) CIC_S(55) CIC_S(565) CIC_S(585) CIC_S(605) CIC_S(645) CIC_S(650) CIC_S(662) CIC_S(664) CIC_S(700) CIC_S(710) CIC_S(721) CIC_S(739) CIC_S(766) CIC_S(768) CIC_S(776) CIC_S(778) CIC_S(780) CIC_S(809) CIC_S(9) CIC_S(902) CIC_S(904) CIC_S(946) CIC_T(1053) CIC_T(1228) CIC_T(1291) CIC_T(1318) CIC_T(1375) CIC_T(1379) CIC_T(1381) CIC_T(1398) CIC_T(1406) CIC_T(1408) CIC_T(1426) CIC_T(144) CIC_T(1492) CIC_T(171) CIC_T(2198) CIC_T(2314) CIC_T(3) CIC_T(435) CIC_T(472) CIC_T(489) CIC_T(583) CIC_T(667) CIC_T(674) CIC_T(704) CIC_T(755),CIC_S(1173) CIC_S(1340) CIC_S(154) CIC_S(307)
CR2017_Ratio Replicate 2,0.5204143388223365,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5200819245339686,
AR2021_KD 72h,0.517651537691785,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5183862337799293,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5135448278537863,
KBE2022_Log2_Ex_9_U,0.5191272796401336,
AH2018_SILAC_M_3_N,0.5183540032498325,
KBE2022_Log2_Ex_13_T,0.5205526385314735,
RM2024_Intensity D0-3,0.5167055583792324,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.513740274522716,
CF2017_OSE 29,0.5174248263386801,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,0.5179170976327966,
HS2024_7_B_N2,0.5194424801086582,
PG2020_Intensity 10h_A,,
RN2012_L12,0.5175323111292817,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5183759247317485,
SAS2015_PLX/AZD_Exp1,0.5158831799510444,
FR2021_Norm.Intensity.A,0.5169959595179282,
FSO2013_Ratio H/M normalized Rep1___1,0.5164809913022542,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.5175211911202624,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,
RB2022_7_RecoveryEndurance,0.5178832749901595,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.5166647184276046,
TM2022_S2.12h.B,0.5168726324551428,
RN2012_L15,0.5169448362413231,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,0.5169208245593985,
PG2020_Intensity 4h_A,0.5153935269761316,
FSO2013_Ratio H/M normalized Rep2___2,0.5197433782645288,
TM2022_mock.4h.B,0.5177777161715303,
KBE2022_Log2_Ex_24_U,0.5200441160820239,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5158806751559976,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.5184297996330047,
CK2022_7 200-1,0.5146032268129273,
CK2022_5 200-1,0.5149414120704763,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,0.5174493935996503,
FSO2013_Ratio H/L normalized Rep2___1,0.5191518361009066,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.5177159223879287,
AH2018_SILAC_MR_1_X,0.5184338543685013,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,0.5178972762587842,
RM2024_Intensity D4-1,0.5164751268802148,
KBE2022_Log2_Ex_25_U,0.5208133125426367,
AH2018_SILAC_3_C,0.518379068344838,
EJN2021_5_Rest_Ins,0.5163391497071504,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5191777710863741,
CK2022_4 16-1,,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,0.5166539273253125,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5201123823845907,
SAS2015_PLX/DMSO_Exp1,0.5163087575859053,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,0.517433081679769,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5161309108687597,
FSO2013_Ratio H/L normalized Rep3,0.5169623847608296,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.5238151371481248,
JJ2018_Ratio M/L normalized,0.5173048995048517,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.5186188800287848,
KBE2022_Log2_Ex_9_T,0.5187534069991432,
AH2018_SILAC_IT_2_N,0.518927848699563,
AH2018_SILAC_IT_1_X,0.519914509369066,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.5247685500990098,
UK2020_UA_2,0.5168250257294036,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5191630764874048,
WZ2023_Pe_025_20min,0.5204824349407545,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5191423332497229,
HS2024_4_I_N2,0.5193647040069844,
AH2018_TMTMS2_3_N,0.5191894640310628,
RN2012_H06,0.5151719504657276,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.5263134177174429,
WZ2023_Su_005_30min,0.5177247299948439,
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.5166693415960061,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5219214404347601,
WZ2023_Su_025_10min,0.5217365399484718,
AH2018_LFQ_IT_4_X,0.5182913603289376,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,0.5170696008889346,
RB2022_4_RecoverySprint,0.5164274725002126,
RM2024_Intensity D6-3,0.5180107674542115,
WZ2023_Su_005_20min,0.5210878773349293,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5191091219359493,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,0.5166719728456456,
KS2014_Intensity,0.5185039413178947,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5150397562692275,
LY2019_P7+,0.5123041930218145,
EP2017_Untreated R#1 normalized log2 ratio,0.5200212916233843,
RN2012_L10,0.5152056174381179,
PG2020_Intensity 4h_C,0.5161786122830738,
EP2017_Mitotic R#3 normalized log2 ratio,0.5129824161599874,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5203506183074249,
RB2022_8_PostStrength,0.519505231479759,
AH2018_SILAC_IT_2_X,0.519795823941124,
HS2024_4_B_T3,0.5281691467306524,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.5204970276277764,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,0.5164491838054901,
HS2024_8_I_T2,0.5167168981124461,
KBE2022_Log2_Ex_6_U,0.5157645324303803,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5234605347972744,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,0.5183598442885414,
MV2014_Ratio M/H normalized B3___2 (30 min),0.5167520134310919,
CK2022_16 200-1,0.5133745262500264,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5113628082749496,
GF2025_P9_Sph,0.5203089176061644,
CK2022_6 200-1,0.5147497513350189,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5133515954054089,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,0.5213419104270808,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,0.5182843929192927,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.518227480275902,
SAS2015_AZD/DMSO_Exp1,0.5162078285127365,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5173413681753947,
HS2024_3_B_T3,0.5186901744016831,
MV2014_Ratio L/H normalized A3___2 (2 min),0.5208225327965276,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.5152025475849243,
EP2017_Untreated R#3 normalized log2 ratio,0.5194958426670793,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5144828355845296,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5078737073229732,
RB2022_7_PostEndurance,0.5180548523876174,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,0.5173978282885041,
TM2022_mock.12h.A,0.517692818625781,
JJ2018_Ratio H/L normalized pP1,0.5187935074138367,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5123553839016954,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,0.5172450423736609,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,0.5193684550207458,
AH2018_SILAC_2_C,0.516075707050079,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.5195799644648824,
KBE2022_Log2_Ex_29_T,0.521145273975285,
HS2024_7_I_T2,0.5171210543891382,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5126123163666987,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5164274080395691,
EJN2021_1_Ex_Basal,0.5165165750233843,
FR2021_Intensity.M,0.5161258582046191,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5184728888742346,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5172682943777333,
PG2020_Intensity CT_C,0.5159437115192004,
ZCP2016_Ratio H/L Rep 1,0.5162459448809587,
FS2019_db/db2,0.5173000982670152,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5177484149514031,
EP2017_Untreated R#3 log2 ratio,0.5196750043686968,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),0.5180105681206905,
CR2017_Ratio Replicate 3.4,0.5092692433163463,
HS2024_8_PD_T2,0.5135809939652176,
FS2019_Ctr2,0.5178710842568185,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.5162239187812255,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,0.518293517626811,
RM2024_Intensity D4-3,0.5158761282820868,
HS2024_8_B_N1,0.5195014910110702,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5160133360317711,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5215949224418067,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5124470221064149,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5157286198633649,
YA2020_Reporter_intensity_Normal_No.2,0.520870264881585,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5217013384920115,
HS2024_3_PD_T3,0.5152537892271452,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.5166432171363993,
RAM2015_Log2 C,0.5191386605240305,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,0.5216754875508971,
AH2018_LFQ_M_2_N,0.5197652418503517,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.520631668654633,
CK2022_2 16-1,,
RAM2015_Log2 B,0.5148728733189143,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,0.5154316703920581,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5159630100873227,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,0.5170313082730973,
VOI2024_Veh2 mono,0.5193166252519054,
HS2024_6_B_T1,0.5121944222917325,
UK2020_HCM_5,0.5167922199788202,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,0.5183077117519788,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.5171750868942445,
HS2024_7_PD_T3,0.5121844391288077,
PG2020_Intensity Mock_10h_B,0.5161302205453885,
WZ2023_Su_025_30min,0.5223662893912777,
AH2018_LFQ_4_N,0.5189885902557378,
CR2017_Ratio Replicate 1.2,0.5193231295992906,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5153910672051183,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5167670568715158,
AH2018_SILAC_M_1_X,0.5141304452672756,
RB2022_7_PreEndurance,0.5176248802332393,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.5180809851397868,
LY2019_P6+,0.5193473698268855,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5190068583357225,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,0.5149877757078796,
HS2024_5_I_T2,0.5091666356147571,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,0.5176751201582835,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.512942837008804,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.5162034544249472,
KS2014_Intensity C5,0.51281553650501,
RM2024_Intensity D0-1,0.5173442231708696,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5178362242654411,
RB2022_3_PostStrength,0.5182474775818903,
TM2022_S2.8h.A,0.5178531694478963,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),0.5162694862421789,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5272764285527054,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.5196007224989505,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5148276013947263,
AH2018_LFQ_2_X,0.5181760801197869,
PG2020_Intensity 2h_B,0.5137596244161311,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.5188000001485739,
KS2014_Intensity E15_3,0.5205605790570288,
GF2025_P3_Sph,0.5188060688800235,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5138055520262711,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.5183357679883116,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5164729436688477,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5188307752002302,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.5169196995105296,
JJ2018_Ratio M/L normalized pP1,0.5175032847527558,
CR2017_Ratio Replicate 2.4,0.5158917627138471,
ZQ2022_N1,0.5190704157398971,
LY2019_P6-,0.5200619449064404,
RM2024_Intensity D2-3,0.5165013103810593,
UK2020_HCM_1,0.5167223697890995,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,0.517961711710873,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),0.517759339091757,
RN2012_L14,0.5171635840033563,
AH2018_LFQ_3_N,0.5198114426814426,
RKK2015_TNF-α/IKKb,0.5186331032821336,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,0.516792585394056,
KBE2022_Log2_Ex_13_U,0.5189528492944954,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,0.5173137647850896,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,0.517618805626259,
JJ2018_Ratio H/L normalized pP3,0.5180646413012024,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5158538095776759,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,0.5172464811665207,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.5171668886210321,
RB2022_5_PostEndurance,0.5198088499743193,
HS2024_5_PD_T2,0.5226457528120845,
WZ2023_Su_025_20min,0.5218110230069354,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5177216856232517,
LY2019_P8-,0.5196893585401573,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,0.5194392446258772,
FSO2013_Ratio H/L normalized Rep1,0.5169522520483459,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,0.5179712756422059,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5159295102862985,
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,0.5161944424515615,
HS2024_3_B_N2,0.5181101271527759,
EJN2021_4_Ex_Ins,0.5173593679047948,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5175505389481843,
EP2017_Pervanadate R#3 log2 ratio,0.5160179531931889,
FSO2013_Ratio M/L normalized Rep1___3,0.5129321539855913,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5180244776000067,
RB2022_6_PostStrength,0.5202495823675597,
AH2018_SILAC_MR_3_C,0.5187501641692728,
AH2018_LFQ_M_4_C,0.5196214707122905,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,0.5180125438181805,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,0.5185081568678677,
RN2012_H04,0.5150027348880074,
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.516577916889334,
LY2019_P3-,0.5188749791910623,
FR2021_Intensity.A,0.5167001777177429,
EJN2021_3_Ex_Ins,0.5173072572164727,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5203110825377008,
HS2024_8_PD_T3,0.5208866233409413,
EJN2021_3_Ex_Basal,0.5163772877632679,
AST2020_Control.1,0.5176621995148991,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5116531292367027,
FS2019_Ctr3,0.5178924695740598,
WZ2023_Pu_025_20min,0.5227624669286628,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5176038240516282,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,0.5156940993770602,
HS2024_5_B_N1,0.5196691488316189,
FSO2013_Ratio H/M normalized Rep3___3,0.516725986187172,
AH2018_TMTMS2_2_C,0.5187260917289306,
RB2022_4_PreSprint,0.517843491956634,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5133546233966693,
HS2024_8_I_N2,0.5216791656486619,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5146045029080114,
LY2019_P8+,0.5177133471798911,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,0.5174962339596461,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.5192986294457574,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5176294605280883,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5204652038707444,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5165501262725503,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5185578907448921,
LY2019_P2-,0.5203214286146185,
AH2018_LFQ_IT_1_X,0.5138112964535636,
JJ2018_Ratio H/L normalized pP3___1,0.5180680787333665,
RB2022_8_RecoveryStrength,0.5134580852353187,
WZ2023_Pe_005_20min,0.5218415285688348,
AST2020_Control.2,0.5176713158908269,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5192169344840654,
FSO2013_Ratio H/L normalized Rep2___3,0.5146413211073518,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5245339207840338,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5164485266800378,
HS2024_5_B_T2,0.5280553941257066,
HS2024_6_I_T1,0.5137678500738044,
HS2024_5_B_T3,0.5104886691272008,
JJ2018_Ratio H/M normalized pP1___1,0.5191847027112209,
KBE2022_Log2_Ex_36_U,0.5173869849077734,
AH2018_TMTMS3_3_N,0.5127703072179318,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,0.515690487233637,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5178534760266826,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5136341164821755,
KBE2022_Log2_Ex_36_T,0.5190650686615476,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5214605601348178,
KS2014_Intensity C2,0.5170977850409669,
FSO2013_Ratio H/L normalized Rep1___2,0.5177507596507535,
RM2024_Intensity D2-2,0.5146790787518797,
KBE2022_Log2_Ex_42_T,0.5176634060932901,
CK2022_9 200-1,0.5189278961223338,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5194406979596247,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.515702357768567,
RBK2021_1332T Late,,
LY2019_P1-,0.5202093490330026,
RKK2015_TNF-α/basal.1,0.5247835730511428,
RKK2015_TNF-α/TNF-α+SC-514,0.5227883159142156,
CR2017_Ratio Replicate 2.5,0.5067660614633277,
HS2024_3_I_T3,0.526193815511057,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,0.5174793971229036,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5195399441667216,
ZQ2022_C3,0.5167820438734921,
EJN2021_3_Rest_Ins,0.5158299710326112,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.5178591516991556,
FSO2013_Ratio H/M normalized Rep3___2,0.5179832482656622,
RM2024_Intensity D6-2,0.5171299602363674,
EP2017_Untreated R#1 log2 ratio,0.5201958648752689,
RKK2015_SC-514/basal,0.5159616066596061,
RM2024_Intensity D6-1___3,,
