DatasetName,NOL12_S(116) NOL12_S(119) NOL12_S(127) NOL12_S(133) NOL12_S(134) NOL12_S(139) NOL12_S(140) NOL12_T(124) NOL12_T(141),NOL12_T(145)
KS2014_Intensity,0.5615417335040286,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5529877553048093,
LY2019_P7+,,
EP2017_Untreated R#1 normalized log2 ratio,,
RN2012_L10,,
PG2020_Intensity 4h_C,0.5511412979157223,
EP2017_Mitotic R#3 normalized log2 ratio,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,
RB2022_8_PostStrength,0.5412776188886832,
AH2018_SILAC_IT_2_X,0.5667333442460456,
HS2024_4_B_T3,0.5467057439091927,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.5358212742239643,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.5751681282604473,
KBE2022_Log2_Ex_6_U,0.5439208861957583,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,
GF2025_P9_Sph,0.5336364739281303,
CK2022_6 200-1,,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5509441108290508,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,0.555229748596893,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5495129399401422,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.543184819919512,
HS2024_3_B_T3,0.5633391081408795,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.5530794071879097,
EP2017_Untreated R#3 normalized log2 ratio,,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,
RB2022_7_PostEndurance,0.5482207119737385,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),0.5369148863958632,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.5616550716882279,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),0.5617318851748082,
HS2024_7_I_N1,0.5319606326640448,
KBE2022_Log2_Ex_29_T,0.5451063109777334,
HS2024_7_I_T2,0.5569370584770366,
AS2011_Ratio H/L Normalized RNAi_2_3,0.5516333677488245,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.563517606097487,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,,
RB2022_2_PostSprint,0.5551570939566555,
AH2018_SILAC_MR_3_N,0.5621198169293594,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,
PG2020_Intensity CT_C,0.5255885059827301,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5397354197568665,
EP2017_Untreated R#3 log2 ratio,,
RB2022_2_PostStrength,0.5480447758794634,
AS2011_Ratio H/L Normalized_1,0.5441609477027222,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,
HS2024_8_PD_T2,0.5318211776345618,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5487851146769176,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5424624782741417,
AS2011_Ratio H/L Normalized Inhi_2,0.5541203283226017,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5354435584914692,
YA2020_Reporter_intensity_Normal_No.2,0.5488054963679396,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5318271310095425,
HS2024_3_PD_T3,0.5276730912285015,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.5574674101033293,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5502304561713003,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5409242526587567,
CK2022_2 16-1,,
RAM2015_Log2 B,0.5473588310487915,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.5422565758099395,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,0.5493202213827575,
DL2023_24h-3,,
HS2024_7_PD_T3,0.5426424460182369,
PG2020_Intensity Mock_10h_B,0.5233856512644469,
WZ2023_Su_025_30min,0.5554766540821926,
AH2018_LFQ_4_N,0.5600869449595671,
CR2017_Ratio Replicate 1.2,,
AS2011_Ratio H/L Normalized by Proteins,0.5377164727803696,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5178181642885195,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,0.548813277692689,
HH2022_Reporter intensity 7,0.5357504565988757,
AH2018_SILAC_M_1_X,0.5530062109512835,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5683988560034389,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,0.5482176874186312,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.5169992546095744,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),0.5331855461947292,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5471996426997139,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,0.548466644880989,
KS2014_Intensity C5,0.5592073771557939,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5573355097434445,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5552784464004845,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.5176493616295677,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5538190545787013,
AH2018_LFQ_2_X,0.5626275519614713,
PG2020_Intensity 2h_B,0.5059695999291874,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.558696003331124,
GF2025_P3_Sph,0.5259444862803118,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),0.5363476863076527,
AH2018_SILAC_1_C,0.5524085791693802,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,0.5463805015687732,
AH2018_SILAC_IT_1_N,0.5636860227967886,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,,
ZQ2022_N1,,
LY2019_P6-,,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,0.5581482037041889,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.5399362919567694,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5533067689678322,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.5418329410593561,
WZ2023_Su_025_20min,0.5582051278777596,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5445599714074861,
LY2019_P8-,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5283812733630884,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,0.5285911554178385,
RB2022_8_PreEndurance,0.5469390424995202,
HS2024_3_B_N2,0.5395711196532242,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,0.5377164727803696,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5432995656525752,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5625551422316016,
AH2018_LFQ_M_4_C,0.5724783733840509,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),0.5337249163223963,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5403412574585558,
LY2019_P3-,,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),0.5069736375425443,
WZ2023_Pe_005_30min,0.5610935352279306,
HS2024_8_PD_T3,0.523067427264909,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,0.5421008318434061,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5232062093645441,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5642103067097025,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5467015510214747,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,0.5481855051169454,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5773569526892871,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.547374864375877,
HS2024_8_I_N2,0.5072379445822072,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5557234619141607,
LY2019_P8+,,
RB2022_2_RecoveryEndurance,0.5463565291896525,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5735212911359251,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,0.5405511567699294,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5384102449364434,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,,
AH2018_LFQ_IT_1_X,0.552143494994984,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.549850883915425,
WZ2023_Pe_005_20min,0.5615707142984689,
AST2020_Control.2,0.5416841155861237,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5330721477544007,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5532026802150943,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,
HS2024_5_B_T2,0.5285015912094049,
HS2024_6_I_T1,0.5587942632918291,
HS2024_5_B_T3,0.5419140644792052,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5386097294900788,
AH2018_TMTMS3_3_N,0.550216614694969,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5442453707517146,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,
KBE2022_Log2_Ex_36_T,0.5398046704156453,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5574968918025394,
KS2014_Intensity C2,0.5612707201422873,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.538970423739232,
CK2022_9 200-1,,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.5483733677886603,
RBK2021_1332T Late,,
LY2019_P1-,,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,,
HS2024_3_I_T3,0.5584360746686762,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5624270084226416,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.539340104805014,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5633129553108674,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,0.5178601287928397,
KS2014_Intensity N1,0.5501247431418588,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5609904983633057,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5345411332553752,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5600165049226766,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.5299013903707903,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,0.5355076853763149,
RN2012_H03,,
HS2024_5_B_N2,0.5441593412573535,
HS2024_5_I_N1,0.5412534366523244,
HS2024_6_I_N1,0.6104328401874394,
AR2021_KD 48h,,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5682145350683836,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,0.5406185530054737,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5587452591220547,
KBE2022_Log2_Ex_29_U,0.5450350458554055,
HS2024_7_B_T1,0.5367254392943547,
AH2018_LFQ_M_2_X,0.550528715582763,
AH2018_LFQ_IT_4_N,0.556210765234779,
CK2022_15 200-1,,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,
AS2011_Ratio H/L Protein RNAi_2,0.5455961160696577,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5600935992036126,
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,,
HS2024_8_B_T3,0.5393821102820967,
YA2020_Reporter_intensity_Cancer_No.3,0.5474930563522481,
KBE2022_Log2_Ex_44_U,,
WZ2023_Pe_010_20min,0.5617746628824763,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5532134476292394,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5720102825720526,
KS2014_Intensity C1,0.5616908517494594,
FSO2013_Ratio H/M normalized Rep3___1,0.5536206182071457,
AH2018_SILAC_M_3_C,0.5603145844557464,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.562559066919607,
AH2018_SILAC_M_2_X,0.5593715165753045,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5419810625210979,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5574948592740636,
PG2020_Intensity 6h_C,0.5555157009547411,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5605491467392496,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5696272744614292,
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5947590120483329,
GF2025_P8_Adh,0.5570930586659077,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5420222033603326,
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,0.5430036536579529,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,
AR2021_L41 10 μM,,
CF2017_EOC 2,,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.5500784747251868,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,0.5499472473544018,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.5847951942622635,
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,0.5481381474339516,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5752198092910545,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5775650381720718,
AR2021_L41 1 μM,,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5587848993055147,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5449637448534321,
KS2014_Intensity C4,0.5643860652999227,
AS2011_Ratio H/L Inhi_2,0.5542589308658633,
KBE2022_Log2_Ex_18_T,0.5400825792260261,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5353725858255837,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.5437265282479316,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5625906928415374,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5475988253346051,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.5458721163006668,
AH2018_SILAC_IT_3_C,0.549590773558664,
WZ2023_Pu_025_10min,0.5634758903463162,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,0.5463417918616851,
RCJD2014_10min_3,0.5436122615752849,
FSO2013_Ratio M/L normalized Rep3___1,0.5448795383338064,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5582155861252729,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.558444522224581,
KS2014_Intensity C6,0.5649867093586525,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5539151115730319,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.5518537224458814,
CK2022_5 40-1,,
AH2018_LFQ_3_X,0.5604878866363052,
UK2020_UA_3,,
LY2019_P7-,,
GF2025_P5_Adh,0.5585169447795602,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5499595252961961,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5427154013995475,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,,
PG2020_Intensity CT_B,0.5268567739370019,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5608195338122418,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5577250828677216,
AH2018_LFQ_3_C,0.5573965784011771,
