DatasetName,DSTN_C(25) DSTN_S(155) DSTN_S(24) DSTN_S(3) DSTN_S(71) DSTN_S(88),DSTN_S(12)
AH2018_LFQ_IT_4_X,0.46368337055249814,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.463325805641138,0.9535296202724524
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.4837768210142137,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.4729176749676172,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5058729289037092,
LY2019_P7+,0.41744094644550694,
EP2017_Untreated R#1 normalized log2 ratio,0.46704626608860234,
RN2012_L10,,
PG2020_Intensity 4h_C,0.4716143711187624,
EP2017_Mitotic R#3 normalized log2 ratio,0.4942807220122427,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,0.4559290906599438,
KBE2022_Log2_Ex_24_T,0.4740103960651037,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,0.5068022330362338,
HS2024_4_B_T3,0.4568643769080434,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.4785467804835087,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.49723150126809373,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.4824331633609236,
GF2025_P9_Sph,0.4761036389843784,
CK2022_6 200-1,0.49773706542073753,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.4642964181842781,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,0.4551837412097459,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.4745796428627758,
HS2024_4_I_T2,0.465290546759113,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,0.4586924880578205,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.47885059108059114,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.4651477794321844,
EP2017_Untreated R#3 normalized log2 ratio,0.4658871319158136,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.49951864334384505,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5130025332922151,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.4824778959124402,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,0.4498614533572549,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.5014182703266385,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.4780730450772163,
HS2024_7_I_T2,0.46517185347890755,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,0.47399974746989115,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.462219079367076,
FR2021_Intensity.M,0.5122526850192346,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5270300409965333,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.44349927425153135,
PG2020_Intensity CT_C,0.47321679322786614,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,0.5194833000007325,
KS2014_Intensity pY_PV4,0.4652658829826563,
KBE2022_Log2_Ex_39_U,0.4821579857124249,
EP2017_Untreated R#3 log2 ratio,0.46664648010942317,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.4812762881546675,
HS2024_8_PD_T2,,
FS2019_Ctr2,0.5189623364425646,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.5042148020845798,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.4727801828683786,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.46215387645025324,
YA2020_Reporter_intensity_Normal_No.2,0.4647072566944235,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,0.4604340386819903,
AMK2021_120R_p3,0.5122902918537227,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.5086272300040636,
RAM2015_Log2 C,0.4361832106675352,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5199389628225003,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.47524256490427486,
CK2022_2 16-1,0.47645260791312527,
RAM2015_Log2 B,0.43833098983050894,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.4532020042663445,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.43341817662198573,
WZ2023_Su_025_30min,0.47276412725751404,0.9488719650236224
AH2018_LFQ_4_N,0.5258959352859288,
CR2017_Ratio Replicate 1.2,,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,0.5013486205998346,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,0.4827921682938319,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.4673719069082794,
DB2022_LFQ intensity R2,0.4579039694408056,
GF2025_P6_Adh,0.46780205711135586,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.4724105880453169,
SR2019_Hs578T_Biol_repl_4,0.47122483024099227,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.47567518204694775,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.45726942432537215,
SR2019_BT549_Biol_repl_1,0.4851044903584598,
AH2018_LFQ_M_4_N,0.5273778531423069,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5032688835341262,
AH2018_LFQ_2_X,0.5215847026691932,
PG2020_Intensity 2h_B,0.4468501390877588,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.4722928136690801,
GF2025_P3_Sph,0.46975270872036806,
DB2022_LFQ intensity L2,0.46054069232903494,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.47369965624977034,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.45672416399016363,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5121852276885727,
ZQ2022_N1,0.4887359590416631,
LY2019_P6-,0.46132039144442993,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,0.5214387335547039,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.4821974520034698,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.4762517364718608,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.4703730539748306,
SR2019_BT549_Biol_repl_2,0.4825385951359311,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,0.46266632288800547,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.4741742746360778,0.9586919820656756
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.5180438956197877,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.47475530865476046,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,0.49095797186193213,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.4648502802641891,
EJN2021_4_Ex_Ins,0.46455713984416186,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.4774665713346448,
EP2017_Pervanadate R#3 log2 ratio,0.48438411974285206,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.519776976968826,
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,0.4574333653322305,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,
CK2022_6 40-1,0.47640143747835567,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.4775036811543869,
LY2019_P3-,0.4548814235853674,
FR2021_Intensity.A,0.5031918575784308,
EJN2021_3_Ex_Ins,0.4630546572458307,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.4771101551865032,0.9646139469623548
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.47252666523429565,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.44982552369621537,
FS2019_Ctr3,0.5068056161004697,
WZ2023_Pu_025_20min,,0.95634119317398
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.4935593831178377,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,0.46344180744266694,
FR2021_Norm.Intensity.N,0.505433233952461,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.4699955889300999,
RB2022_4_PreSprint,,
DB2022_Intensity R2,0.47016235927586236,
AH2018_TMTMS2_Pool,0.4783196539830805,
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.47638679135542983,
LY2019_P8+,0.519836462626047,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,0.47966697291101273,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.47924463472888257,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.46194691932348436,
LY2019_P2-,0.4660264779590051,
AH2018_LFQ_IT_1_X,0.4813443161521558,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.48679756623360587,0.9709720525676798
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.45391387136282696,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.47478267583358363,
SR2019_MCF10A_Biol_repl_4,0.4702226539598473,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.4645379592534377,
HS2024_5_B_T2,,
HS2024_6_I_T1,0.4834106007484858,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.4823947547833467,
AH2018_TMTMS3_3_N,0.47605372571608795,
SR2019_HCC1419_Biol_repl_2,0.4718606043945182,
FR2021_Intensity.N,0.5054271254818539,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.41042954600744386,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.4904392185162485,
KBE2022_Log2_Ex_36_T,0.4822433434949433,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.4752445152292182,0.9590420188614972
KS2014_Intensity C2,0.4707829820936535,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.47533652331444354,
CK2022_9 200-1,0.49579970624388364,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,0.4541330682254124,
CK2022_10 200-1,0.49636823856100004,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,0.48784885910405057,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5116326385790816,
HS2024_3_I_T3,0.4524716644950037,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5029449234092161,
ZQ2022_C3,0.4477415778269842,
EJN2021_3_Rest_Ins,0.4560980638888103,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.4834532660702364,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.4677478663999654,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.47624071712140165,0.961443332220754
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.48930023967954983,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.49300901272040193,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5262649570278708,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.467381706421882,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.523316201954582,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,0.46347828243642136,
AR2021_KD 48h,0.4481799344810758,
FR2021_Intensity.B,0.5076500134980916,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,0.4709852661430609,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,0.48128279761527804,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.4718164637332885,0.9709771930604996
KBE2022_Log2_Ex_29_U,0.4775301149849411,
HS2024_7_B_T1,0.4737969690341774,
AH2018_LFQ_M_2_X,0.5235735633049198,
AH2018_LFQ_IT_4_N,0.4637609470634509,
CK2022_15 200-1,0.4961175427163511,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.4822585305605827,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.4872138865991396,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.4967381485521715,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.47372745998072796,0.9589510103530802
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.469780474544591,
KS2014_Intensity pY_E5_3,0.4588119972347677,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.4832163503984694,
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,0.45857246256101,
KBE2022_Log2_Ex_44_U,0.48207153527734686,
WZ2023_Pe_010_20min,0.48676319078869446,0.96464650938811
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,,
FSO2013_Ratio H/M normalized Rep3___1,0.4689405123645698,
AH2018_SILAC_M_3_C,0.4633767377454101,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5020459237813221,
AH2018_SILAC_M_2_X,0.5043173734689089,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.4740778543289141,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.4823679370150049,0.9616849391448952
PG2020_Intensity 6h_C,0.5026912833370595,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5242606818045499,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.48096904279226943,
CK2022_15 16-1,0.4765480050874684,
CK2022_3 16-1,0.4774555355055299,
LY2019_P4-,0.49564708249944206,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,0.4651837166777528,
HS2024_3_I_N2,0.4686655821671298,
GF2025_P8_Adh,0.472637996498623,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,0.47038708385910827,
GF2025_P5_Sph,0.47115129726605326,
CK2022_10 16-1,0.4749963292342471,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,0.48363726587289046,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,0.4692788034187784,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,0.4654959144401911,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.4787921555519297,
EJN2021_2_Ex_Basal,0.47088424901715537,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.45179258874656797,
AR2021_L41 10 μM,0.4363492575541666,
CF2017_EOC 2,0.4394930604703496,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.47953525412535547,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.4690797512957046,
CK2022_6 16-1,0.47631400945175856,
ZX2022_CB treated Replicate 1,0.44337959410527783,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,0.5250602582753675,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.46782185716353125,
AR2021_L41 1 μM,0.43351950993175953,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.47757575786406564,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.44493825121561215,
KS2014_Intensity C4,0.47590042362302204,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.46781907322509314,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,0.52942197305264,
SR2019_MCF10A_Biol_repl_3,0.47795868196181934,
HS2024_7_B_T2,0.4764282040651156,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,0.48056146667811345,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5213912499450127,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.454286619355607,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.4806997935616017,
WZ2023_Pu_025_10min,0.48350169915582675,0.9675650045736538
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,0.47997505232703314,
SR2019_JIMT1_Biol_repl_4,0.4623178914816633,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,0.4640864165749094,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.48649731299588245,0.967686544616454
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5044593887661208,
KS2014_Intensity C6,0.4732964219947107,
ZQ2022_N3,0.502620935834103,
HW2015_Ratio H/L normalized Exp1,,
