DatasetName,CFL2_S(1) CFL2_S(24),CFL2_S(314) CFL2_T(6),CFL2_S(3)
JJ2018_Ratio M/L normalized,,,
KTGR2014_Ratio-AA 30 mins,,,0.7640247461432398
JW2021_After_1,,,
NJH2025_Sub2_MICT_Mid,,,
HS2024_6_B_N2,,,0.8646766769301938
KBE2022_Log2_Ex_9_T,,,0.5457262516080472
AH2018_SILAC_IT_2_N,,,
AH2018_SILAC_IT_1_X,,,
HW2015_Ratio H/L normalized Exp3,,,
HS2024_7_PD_T1,,,0.6982292512296243
UK2020_UA_2,,,
RM2024_Intensity D2-1___1,,,
GF2025_P10_Sph,,,0.6566510638443784
WZ2023_Pe_025_20min,,0.532253772176025,0.8233658007895331
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,,0.7072853240533906
AH2018_LFQ_2_N,,,
HS2024_4_I_N2,,,
AH2018_TMTMS2_3_N,,0.45015979025277,
RN2012_H06,,,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,,
HS2024_4_PD_T3,,,
WZ2023_Su_005_30min,,0.5322576125090958,0.817534910435017
SR2019_HCC1419_Biol_repl_4,,,
JJ2018_Ratio H/M normalized___2,,,
SR2019_JIMT1_Biol_repl_3,,,0.3801543104479936
AS2011_Ratio H/L Protein,,,
UK2020_HCM_3,,,
NJH2024_Sub10_HIIT_Post,,,
CR2017_Ratio Replicate 3.1,,,
WZ2023_Su_025_10min,,0.5345897885578322,0.8236084520484871
AH2018_LFQ_IT_4_X,,,
CP2009_Ratio H/L,,,
VOI2024_0.1uM 24 h_3 mono,,,
RB2022_4_RecoverySprint,0.6796995731884339,,0.5381205125968173
RM2024_Intensity D6-3,,,
WZ2023_Su_005_20min,,0.5334307269051091,0.8131432457730652
CW2012_10 µM Gef/control Experiment 1 Replicate B,,,
SFR2015_HL_log2_ratio_avg_a,,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,,
RB2022_1_PreEndurance,0.6521714689323987,,0.5155566264549623
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,,
LG2023_GSK3α-2_intensity,,,
EP2017_Pervanadate R#1 log2 ratio,,,
NJH2025_Sub6_HIIT_Post,,,
RB2022_6_RecoverySprint,,0.5401784342581284,0.6123051860570004
KS2014_Intensity,,,
MV2014_Ratio H/M normalized A2___1 (2 min),,,
PG2020_Intensity 8h_D,,,0.6242364206358382
LY2019_P7+,,,0.4283788129081652
EP2017_Untreated R#1 normalized log2 ratio,,,
RN2012_L10,,,
PG2020_Intensity 4h_C,,,0.3212981715187402
EP2017_Mitotic R#3 normalized log2 ratio,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,,
DB2022_LFQ intensity L1,,,
KBE2022_Log2_Ex_24_T,,,0.5791281596405577
RB2022_8_PostStrength,0.6355630381956279,0.489984537572295,0.4982599239828121
AH2018_SILAC_IT_2_X,,,
HS2024_4_B_T3,,,0.4395488238851058
NJH2024_Sub2_HIIT_Post,,,
HS2024_8_B_N2,,,
NJH2025_Sub8_HIIT_Pre,,,
JJ2018_Ratio H/L normalized pP2___1,,,
HS2024_8_I_T2,,,
KBE2022_Log2_Ex_6_U,,,0.5673329557177795
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,,
CR2017_Ratio Replicate 1.1,,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,,
MV2014_Ratio M/H normalized B3___2 (30 min),,,
CK2022_16 200-1,,,0.5210635813205313
VOI2024_0.1uM 2 h_3 di,,,
EP2017_Mitotic R#1 normalized log2 ratio,,,
GF2025_P9_Sph,,,0.7776465099816613
CK2022_6 200-1,,,0.595932299418165
NJH2024_Sub7_MICT_Post,,,
AH2018_TMTMS3_2_X,,,
NJH2024_Sub8_HIIT_Post,,,
DB2022_LFQ intensity R1,,,
JW2015_Intensity cap3,,,
SR2019_HCC1954_Biol_repl_1,,,0.4006677180019036
HS2024_4_I_T2,,,0.3052544771812268
NJH2024_Sub2_MICT_Mid,,,
VOI2024_0.1uM 2 h_2 mono,,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,,
HS2024_4_PD_T1,,,
SAS2015_AZD/DMSO_Exp1,,,
NJH2024_Sub1_MICT_Mid,,,
IMM2018_normalised rep. int. CDK5L-3,,,
HS2024_3_B_T3,,,0.7553421339675382
MV2014_Ratio L/H normalized A3___2 (2 min),,,
NJH2025_Sub13_MICT_Pre,,,
SR2019_MDAMB231_Biol_repl_3,,,
GRW2016_Ratio H/L normalized SILAC 4___1,,,
MM2018_Ratio H/L replicate1,,,
PG2020_Intensity 2h_D,,,
EP2017_Untreated R#3 normalized log2 ratio,,,
MV2014_Ratio M/H normalized A3___3 (10 min),,,
NJH2024_Sub7_HIIT_Pre,,,
JAW2011_Ratio H/L LS2,,,
CK2022_8 200-1,,,0.5968196515592572
KS2014_Intensity pY_C4,,,
CR2017_Ratio Replicate 3.5,,,
RB2022_7_PostEndurance,0.6792049221504362,,0.6577846732871822
NJH2025_Sub4_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,,
TM2022_mock.12h.A,,,
JJ2018_Ratio H/L normalized pP1,,,
EP2017_Pervanadate R#2 normalized log2 ratio,,,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,,
KS2014_Intensity pY_E5_4,,,
RM2024_Intensity D4-3___2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,,
AH2018_SILAC_2_C,,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
HS2024_7_I_N1,,,
KBE2022_Log2_Ex_29_T,,,0.5687945721922244
HS2024_7_I_T2,,,0.6676915306442184
AS2011_Ratio H/L Normalized RNAi_2_3,,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,,
HS2024_6_B_T2,,,
AMK2021_45I_p5,,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,,
SAS2015_PLX/DMSO_Exp2,,,
EJN2021_1_Ex_Basal,0.6827730805179701,,0.6501379312398939
FR2021_Intensity.M,,,0.5846758915446545
RB2022_2_PostSprint,,0.5222017842702584,0.5812833321943887
AH2018_SILAC_MR_3_N,,0.6010816554815077,
MV2014_Ratio H/L normalized B1___3 (30 min),,,
CF2017_FTE 13,,,
PG2020_Intensity CT_C,,,
ZCP2016_Ratio H/L Rep 1,,,
FS2019_db/db2,,,0.5214937380720043
KS2014_Intensity pY_PV4,,,
KBE2022_Log2_Ex_39_U,,,0.6480777227468766
EP2017_Untreated R#3 log2 ratio,,,
RB2022_2_PostStrength,,0.5019670180999953,0.4947793722657153
AS2011_Ratio H/L Normalized_1,,,
MV2014_Ratio M/H normalized A3___2 (10 min),,,
CR2017_Ratio Replicate 3.4,,,
HS2024_8_PD_T2,,,
FS2019_Ctr2,,,0.5740403637852958
RB2022_6_PreEndurance,,0.5304185691570554,0.6433910643064553
FR2021_Norm.Intensity.G,,,0.5649491198135199
NJH2025_Sub9_HIIT_Post,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,,
RM2024_Intensity D4-3,,,
HS2024_8_B_N1,,,
NJH2025_Sub10_MICT_Mid,,,
KBE2022_Log2_Ex_15_U,,,0.5375130856808052
AS2011_Ratio H/L Normalized Inhi_2,,,
RKK2015_TNF-α/SC-514,,,
RB2022_3_PreSprint,0.6341906321542448,0.5232034443714153,0.5988961082442307
CR2017_Ratio Replicate 2.3,,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,,
GF2025_P4_Adh,,,0.4540257729801341
YA2020_Reporter_intensity_Normal_No.2,,,
YP2020_Intensity P30_R2_mult_log2,,,
NJH2025_Sub13_MICT_Post,,,
HS2024_4_B_N2,,,
HS2024_3_PD_T3,,,0.4531094198611353
AMK2021_120R_p3,,,
MV2014_Ratio L/H normalized A3___3 (2 min),,,
NJH2025_Sub10_HIIT_Pre,,,
FR2021_Intensity.G,,,0.5845211136983667
RAM2015_Log2 C,,,
AS2011_Ratio H/L Proteins Inhi_1,,,
FSO2013_Ratio H/M normalized Rep1___3,,,
AH2018_LFQ_M_2_N,,,
MV2014_Ratio M/L normalized A1___3 (2 min),,,
KBE2022_Log2_Ex_40_T,,,0.5591382295066031
CK2022_2 16-1,,,0.7937301123124653
RAM2015_Log2 B,,,
YP2020_Intensity C10_R1_mult_log2,,,
FSO2013_Ratio M/L normalized Rep1___2,,,
NJH2025_Sub8_MICT_Pre,,,
EJN2021_4_Rest_Basal,0.6464090668789138,,0.623940046864022
YB2013_Ratio_H_L_Normalized_in_experiment_2,,,
JJ2018_Ratio H/M normalized pP3___1,,,
VOI2024_Veh2 mono,,,
HS2024_6_B_T1,,,
UK2020_HCM_5,,,
NJH2025_Sub10_HIIT_Post,,,
VOI2024_0.1uM 2 h_3 mono,,,
JW2015_Intensity pre3,,,
AS2011_Ratio H/L Normalized Inhi_2_1,,,
DL2023_24h-3,,,
HS2024_7_PD_T3,,,
PG2020_Intensity Mock_10h_B,,,
WZ2023_Su_025_30min,,0.5307799566691952,0.8111789100429802
AH2018_LFQ_4_N,,0.5932167276820838,
CR2017_Ratio Replicate 1.2,,,
AS2011_Ratio H/L Normalized by Proteins,,,
RB2022_6_RecoveryStrength,,0.502256486696513,0.5358321532722075
HS2024_8_I_N1,,,
AMK2021_Ctrl_p3,,,
AS2011_Ratio H/L Protein Inhi_2,,,
HH2022_Reporter intensity 7,,,
AH2018_SILAC_M_1_X,,,
RB2022_7_PreEndurance,0.6120857333926644,,
VOI2024_0.1uM 24 h_2 di,,,
DL2023_control-2,,,
LY2019_P6+,,,0.6798526545225878
DB2022_LFQ intensity R2,,,
GF2025_P6_Adh,,,0.2268408876955008
VOI2024_Veh1 di,,,
AS2011_Ratio H/L RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,,
VOI2024_Veh3 mono,,,
HS2024_5_I_T2,,,
NJH2025_Sub7_HIIT_Mid,,,
MV2014_Ratio H/L normalized B1___1 (30 min),,,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,,
RB2022_6_PostSprint,,0.5705696919620997,0.6668617787526231
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,,
AS2011_Ratio H/L Inhi_1,,,
AS2011_Ratio H/L Normalized RNAi_1_2,,,
AH2018_TMTMS3_2_C,,,
SR2019_Hs578T_Biol_repl_4,,,0.4770846531365244
RB2022_8_PreStrength,0.6759966660277408,0.5124717173347153,0.6134454667739666
KS2014_Intensity C5,,,
RM2024_Intensity D0-1,,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,,
YP2020_Intensity P30_R1_mult_log2,,,
NJH2025_Sub2_HIIT_Pre,,,
RB2022_3_RecoveryEndurance,0.6670982888268407,0.5209006809551123,0.6205748281058056
RNJ2017_Log2_ratio_Tstim:Trest_D2,,,
GF2025_P9_Adh,,,0.2117735131239471
RB2022_3_PostStrength,0.5900416465899575,0.46236133653410655,0.3883629859846196
TM2022_S2.8h.A,,,
AS2011_Ratio H/L RNAi_1_1,,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,,
NJH2025_Sub2_MICT_Pre,,,
MV2014_Ratio L/M normalized A2___3 (10 min),,,
MV2014_Ratio H/M normalized A2___3 (2 min),,,
HS2024_4_B_T2,,,0.534681338753937
SR2019_BT549_Biol_repl_1,,,0.5134188561379932
AH2018_LFQ_M_4_N,,,
NJH2024_Sub8_HIIT_Mid,,,
PG2020_Intensity 8h_B,,,0.6281414563961256
AH2018_LFQ_2_X,,,
PG2020_Intensity 2h_B,,,
AS2011_Ratio H/L Proteins RNAi_1,,,
RB2022_4_PostSprint,0.6818084424233457,,0.5402894381141999
KS2014_Intensity E15_3,,,
GF2025_P3_Sph,,,0.608821316175644
DB2022_LFQ intensity L2,,,
MV2014_Ratio H/L normalized A1___1 (10 min),,,
AH2018_SILAC_1_C,,,
NJH2024_Sub1_HIIT_Pre,,,
FSO2013_Ratio M/L normalized Rep2___2,,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.6709678051524655,,0.747741350328279
AS2011_Ratio H/L RNAi_2_3,,,
AH2018_SILAC_IT_1_N,,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,,1.0
RB2022_4_PreEndurance,0.6104284744576194,,0.6102099452401902
JJ2018_Ratio M/L normalized pP1,,,
CR2017_Ratio Replicate 2.4,,,
ZQ2022_N1,,,
LY2019_P6-,,,0.589711957624263
RM2024_Intensity D2-3,,,
UK2020_HCM_1,,,
JW2015_Intensity pre2,,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,,
RM2024_Intensity D2-1,,,
NJH2025_Sub12_MICT_Post,,,
MV2014_Ratio H/M normalized B2___2 (5 min),,,
RN2012_L14,,,
AH2018_LFQ_3_N,,,
RKK2015_TNF-α/IKKb,,,
SFR2015_HL_log2_ratio_std_b,,,
UK2020_UA_1,,,
KBE2022_Log2_Ex_13_U,,,0.5992989686361896
AS2011_Ratio H/L Normalized Inhi_1,,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,,
RB2022_1_RecoverySprint,0.6957211606547236,,0.5498789715061329
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,,
JJ2018_Ratio H/L normalized pP3,,,
CK2022_7 40-1,,,0.7837267703281104
AS2011_Ratio H/L Inhi_1_3,,,
NJH2025_Sub10_HIIT_Mid,,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,,
JAW2011_Ratio H/L LS1b_1,,,
PG2020_Intensity 4h_B,,,
SR2019_BT549_Biol_repl_2,,,0.5132211283199258
RM2024_Intensity D4-2,,,
DB2022_LFQ intensity R2.2,,,
JJ2018_Ratio H/L normalized,,,
RB2022_5_PostEndurance,0.7229018455147608,,0.5956055880360759
HS2024_5_PD_T2,,,
WZ2023_Su_025_20min,,0.5314565346135995,0.8125068123413836
RM2024_Intensity D2-2___1,,,
IMM2018_normalised rep. int. CDK5L-2,,,
LY2019_P8-,,,0.3464066321060244
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,,0.6803350093894499
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,,
FSO2013_Ratio H/L normalized Rep1,,,
NJH2024_Sub2_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,,
CK2022_13 40-1,,,0.6113828868266631
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,,
RN2012_H02,,,
PG2020_Intensity 10h_D,,,0.4719302177348262
RB2022_8_PreEndurance,0.661928968820896,0.4842913741672572,0.5252569463715757
HS2024_3_B_N2,,,0.7195908856526304
EJN2021_4_Ex_Ins,0.6689592030980496,,0.6470982770451417
AS2011_Ratio H/L Normalized by Protein,,,
EJN2021_1_Ex_Ins,0.6706125884285332,,0.7094892048106258
EP2017_Pervanadate R#3 log2 ratio,,,
FSO2013_Ratio M/L normalized Rep1___3,,,
NJH2025_Sub4_HIIT_Mid,,,
RCJD2014_5min_2,,,
RB2022_6_PostStrength,,,
AH2018_SILAC_MR_3_C,,0.5149889903334594,
AH2018_LFQ_M_4_C,,,
NJH2024_Sub4_MICT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_1_1,,,
DL2023_12h-1,,,
MV2014_Ratio L/M normalized B2___1 (30 min),,,
DB2022_LFQ intensity L1.1,,,
NJH2025_Sub6_MICT_Pre,,,
NJH2025_Sub6_MICT_Post,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,,
RN2012_H04,,,
CK2022_6 40-1,,,0.7829325876810915
DB2022_LFQ intensity R2.1,,,
KBE2022_Log2_Ex_42_U,,,0.5402527166994067
LY2019_P3-,,,0.3648513601138775
FR2021_Intensity.A,,,0.571589006473329
EJN2021_3_Ex_Ins,0.6676738530768944,,0.6954882386559778
MV2014_Ratio M/L normalized A1___1 (2 min),,,
WZ2023_Pe_005_30min,,0.5424230684787311,0.8256895448983217
HS2024_8_PD_T3,,,
EJN2021_3_Ex_Basal,0.6693478838098773,,0.7089730318609699
AST2020_Control.1,,,
JW2015_Intensity cap1,,,
PG2020_Intensity CT_A,,,
FS2019_Ctr3,,,0.6079334417546457
WZ2023_Pu_025_20min,,0.5407097748732176,0.8181432038614292
NJH2025_Sub4_MICT_Post,,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,,0.7009223168565826
GF2025_P10_Adh,,,0.5003628537449112
RB2022_1_RecoveryStrength,0.6771286513862581,,0.5533421974997793
SR2019_HCC1954_Biol_repl_4,,,
FR2021_Norm.Intensity.N,,,0.5644442635190846
HS2024_5_B_N1,,,
FSO2013_Ratio H/M normalized Rep3___3,,,
AH2018_TMTMS2_2_C,,0.3709638234959831,
RB2022_4_PreSprint,0.641564147471783,,0.5369527965032895
DB2022_Intensity R2,,,
AH2018_TMTMS2_Pool,,,
HS2024_8_I_N2,,,
RB2022_3_RecoveryStrength,0.6943962740988722,0.5099528850507532,0.5078964640238576
NJH2024_Sub6_HIIT_Mid,,,
AH2018_SILAC_M_1_C,,,
LY2019_P8+,,,0.6115118206983545
RB2022_2_RecoveryEndurance,,0.48248300474457506,0.5184069668095463
JJ2018_Ratio H/M normalized pP2___1,,,
JAW2011_Ratio H/L HS_1,,,
RB2022_3_PostEndurance,0.6447392809856485,0.4939991202542301,0.6243482852295368
KS2014_Intensity pY_PV1,,,
JAW2011_Ratio H/L LS1b_2,,,
SR2019_MCF7_Biol_repl_2,,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.658245811548661,,0.6367055018091623
AS2011_Ratio H/L Normalized RNAi_1_1,,,
AH2018_LFQ_M_4_X,,,
NJH2024_Sub6_MICT_Pre,,,
JJ2018_Ratio M/L normalized pP1___2,,,
YP2020_Intensity C30_R2_mult_log2,,,
NJH2024_Sub9_HIIT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_2_3,,,
RM2024_Intensity D0-1___3,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,,
KBE2022_Log2_Ex_28_U,,,0.5649551334935141
GRW2016_Ratio H/L normalized SILAC 1___1,,,
CF2017_FTE 17,,,0.519732035640881
LY2019_P2-,,,0.4525481791551195
AH2018_LFQ_IT_1_X,,,
JJ2018_Ratio H/L normalized pP3___1,,,
RB2022_8_RecoveryStrength,,0.5145670141968379,0.499765016040914
WZ2023_Pe_005_20min,,0.5372471883475187,0.8281813896978548
AST2020_Control.2,,,
NJH2025_Sub6_MICT_Mid,,,
RCJD2014_10min_1,,,
FSO2013_Ratio H/L normalized Rep2___3,,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,,0.2946153272626133
HS2024_3_I_T1,,,0.4436998123037121
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,,
CK2022_4 40-1,,,0.8283913826220859
SR2019_MCF10A_Biol_repl_4,,,
KS2014_Intensity pY_C5,,,
NJH2025_Sub4_MICT_Pre,,,
NJH2024_Sub9_MICT_Post,,,
CF2017_OSE 28,,,0.5609064271165289
HS2024_5_B_T2,,,
HS2024_6_I_T1,,,0.6781728990055566
HS2024_5_B_T3,,,
JJ2018_Ratio H/M normalized pP1___1,,,
KBE2022_Log2_Ex_36_U,,,0.6022875636199573
AH2018_TMTMS3_3_N,,,
SR2019_HCC1419_Biol_repl_2,,,
FR2021_Intensity.N,,,0.5643805777727926
AS2011_Ratio H/L Inhi_2_1,,,
AH2018_SILAC_MR_1_C,,0.5096722288181218,
NJH2024_Sub1_HIIT_Mid,,,
NJH2025_Sub8_HIIT_Mid,,,
EP2017_Mitotic R#3 log2 ratio,,,
KBE2022_Log2_Ex_36_T,,,0.5988743492588102
NJH2025_Sub6_HIIT_Mid,,,
WZ2023_Pu_005_30min,,0.5306049553194302,0.814815098195628
KS2014_Intensity C2,,,
FSO2013_Ratio H/L normalized Rep1___2,,,
RM2024_Intensity D2-2,,,
KBE2022_Log2_Ex_42_T,,,0.5664011626073694
CK2022_9 200-1,,,0.5158517596499875
GRW2016_Ratio H/L normalized SILAC 2___1,,,
JJ2018_Ratio H/M normalized pP3___2,,,
DB2022_LFQ intensity R1.1,,,
CK2022_10 200-1,,,0.5220408421374152
NJH2024_Sub9_MICT_Mid,,,
JAW2011_Ratio H/L_2,,,
HS2024_7_I_N2,,,
RBK2021_1332T Late,,,
LY2019_P1-,,,0.3285577356886238
RKK2015_TNF-α/basal.1,,,
RKK2015_TNF-α/TNF-α+SC-514,,,
CR2017_Ratio Replicate 2.5,,,
HS2024_3_I_T3,,,0.3793806643945013
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,,
AS2011_Ratio H/L Normalized RNAi_1,,,
KS2014_Intensity E15_4,,,
ZQ2022_C3,,,
EJN2021_3_Rest_Ins,0.6615284306585163,,0.6325025896418535
YP2020_Intensity P10_R2_mult_log2,,,
MV2014_Ratio H/L normalized A1___3 (10 min),,,
NJH2025_Sub1_MICT_Pre,,,
KBE2022_Log2_Ex_39_T,,,0.6469735997047362
FSO2013_Ratio H/M normalized Rep3___2,,,
RM2024_Intensity D6-2,,,
EP2017_Untreated R#1 log2 ratio,,,
RKK2015_SC-514/basal,,,
RM2024_Intensity D6-1___3,,,
WZ2023_Pu_010_10min,,0.5400159426720502,0.8169346252471549
NJH2025_Sub9_HIIT_Mid,,,
SR2019_SKBR3_Biol_repl_4,,,0.3562598536005922
HS2024_5_I_T3,,,
KS2014_Intensity N1,,,
NJH2024_Sub12_MICT_Post,,,
TM2022_S2.8h.C,,,
CR2017_Ratio Replicate 1,,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,,
JJ2018_Ratio H/M normalized pP3,,,
AH2018_SILAC_MR_2_C,,0.508979564223475,
LATM2013_Log2 Ratio (Medium/Light) Forward,,,
PG2020_Intensity 2h_A,,,
NJH2024_Sub6_MICT_Mid,,,
NJH2025_Sub13_HIIT_Post,,,
AH2018_SILAC_MR_3_X,,0.5123403627671977,
JJ2018_Ratio H/M normalized___1,,,
RCJD2014_15min_2,,,
AS2011_Ratio H/L_2,,,
AS2011_Ratio H/L Normalized,,,
RN2012_H03,,,
HS2024_5_B_N2,,,
HS2024_5_I_N1,,,
HS2024_6_I_N1,,,0.6733514059621167
AR2021_KD 48h,,,0.3996386434392223
FR2021_Intensity.B,,,0.5805065500663937
RB2022_3_PreEndurance,0.6591532849719103,0.49378676330564286,0.5837041676504167
HS2024_5_I_T1,,,
NJH2024_Sub10_MICT_Pre,,,
SR2019_LM2_Biol_repl_2,,,0.5756595445197706
AST2020_anti-CD3,,,
SR2019_MDAMB231_Biol_repl_1,,,0.525331175138897
RM2024_Intensity D2-3___3,,,
WZ2023_Pe_005_10min,,0.5433368298352521,0.8266431063268694
KBE2022_Log2_Ex_29_U,,,0.5719467458776716
HS2024_7_B_T1,,,0.7460929948039647
AH2018_LFQ_M_2_X,,,
AH2018_LFQ_IT_4_N,,,
CK2022_15 200-1,,,0.5192892251079354
RM2024_Intensity D4-1___2,,,
JJ2018_Ratio H/M normalized,,,
JJ2018_Ratio M/L normalized pP3___1,,,
KBE2022_Log2_Ex_34_T,,,0.5702903621421842
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,,
LY2019_P2+,,,0.6835781135634867
LATM2013_Log2 Ratio (Light/Medium) Reverse,,,
CK2022_2 200-1,,,0.6158239671454958
AS2011_Ratio H/L Protein RNAi_2,,,
MV2014_Ratio L/H normalized A3___1 (2 min),,,
WZ2023_Su_010_30min,,0.5411403627963379,0.8208770405276016
RN2012_H01,,,
KTGR2014_Ratio-Rapa 2 mins,,,0.3083151962348564
EJN2021_2_Rest_Basal,0.6342103337460102,,0.6739961887444551
KS2014_Intensity pY_E5_3,,,
MM2018_Ratio H/L replicate 3,,,
EP2017_Pervanadate R#1 normalized log2 ratio,,,
HS2024_8_B_T3,,,
YA2020_Reporter_intensity_Cancer_No.3,,,
KBE2022_Log2_Ex_44_U,,,0.581313397117601
WZ2023_Pe_010_20min,,0.5433682415425628,0.825767229059581
KS2014_Intensity pY_C6,,,
AS2011_Ratio H/L Normalized_3,,,
RCJD2014_15min_mean,,,
RB2022_3_PreStrength,0.6447891730170834,0.439555377344582,0.4598619095049012
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,,
RCJD2014_10min_mean,,,
KS2014_Intensity C1,,,
FSO2013_Ratio H/M normalized Rep3___1,,,
AH2018_SILAC_M_3_C,,,
RKK2015_TNF-α+IKKb/TNF-α,,,
RM2024_Intensity D0-3___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,,
AH2018_SILAC_M_2_C,,,
AH2018_SILAC_M_2_X,,,
KTGR2014_Ratio-Rapa 15 mins,,,0.8810566995536775
RM2024_Intensity D4-2___1,,,
KBE2022_Log2_Ex_15_T,,,0.5542128400485253
VOI2024_0.1uM 24 h_1 di,,,
WZ2023_Su_010_10min,,0.5374178209447174,0.8185037903577074
PG2020_Intensity 6h_C,,,0.6586580510799782
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,,0.5571970111401398
JJ2018_Ratio M/L normalized pP1___1,,,
AH2018_LFQ_M_3_N,,,
VOI2024_0.1uM 24 h_2 mono,,,
AH2018_TMTMS2_3_C,,0.45593740662760973,
CK2022_15 16-1,,,0.6484928737919475
CK2022_3 16-1,,,0.7822248467231275
LY2019_P4-,,,0.5924935618754651
FSO2013_Ratio H/L normalized Rep3___2,,,
KS2014_Intensity pY_PV2,,,
HS2024_3_I_N2,,,0.6455675219984639
GF2025_P8_Adh,,,0.1575738084660723
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,,0.6931623288134916
GF2025_P5_Sph,,,0.5043141203511993
CK2022_10 16-1,,,0.6890673686757715
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,,0.6269006603705491
VOI2024_0.1uM 2 h_2 di,,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,,0.7103163280381122
NJH2024_Sub2_HIIT_Mid,,,
AMK2021_45I_p3,,,
NJH2024_Sub13_HIIT_Mid,,,
DB2022_LFQ intensity R1.2,,,
DB2022_Intensity R1,,,
NJH2024_Sub12_MICT_Mid,,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,,
UK2020_HCM_4,,,
SAS2015_AZD/DMSO_Exp2,,,
IMM2018_normalised rep. int. CDK5L-1,,,
DB2022_LFQ intensity L2.2,,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,,
EP2017_Mitotic R#1 log2 ratio,,,
EJN2021_2_Ex_Basal,0.6562348497702306,,0.6858433961332919
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,,
KTGR2014_Ratio-Rapa 30 mins,,,0.3776117619890176
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,,
CF2017_FTE 16,,,0.5110680113545242
AR2021_L41 10 μM,,,0.3831731541145235
CF2017_EOC 2,,,0.4145468020558105
RB2022_6_PostEndurance,,0.538631024234274,0.6492988292430386
AH2018_SILAC_1_N,,,
NJH2024_Sub10_HIIT_Pre,,,
AS2011_Ratio H/L Inhi_1_2,,,
UK2020_HCM_6,,,
RB2022_7_PreSprint,0.6641002677318391,,0.5634380686166895
NJH2024_Sub2_MICT_Pre,,,
