DatasetName,MAP4_C(636) MAP4_M(280) MAP4_M(507) MAP4_M(624) MAP4_S(1) MAP4_S(10) MAP4_S(1002) MAP4_S(1046) MAP4_S(1058) MAP4_S(1073) MAP4_S(1092) MAP4_S(111) MAP4_S(1151) MAP4_S(116) MAP4_S(133) MAP4_S(1679) MAP4_S(1841) MAP4_S(1868) MAP4_S(1932) MAP4_S(1970) MAP4_S(1972) MAP4_S(1998) MAP4_S(2021) MAP4_S(2073) MAP4_S(2086) MAP4_S(2218) MAP4_S(2296) MAP4_S(276) MAP4_S(280) MAP4_S(295) MAP4_S(297) MAP4_S(3) MAP4_S(330) MAP4_S(352) MAP4_S(358) MAP4_S(375) MAP4_S(440) MAP4_S(5) MAP4_S(507) MAP4_S(510) MAP4_S(514) MAP4_S(524) MAP4_S(527) MAP4_S(580) MAP4_S(597) MAP4_S(6) MAP4_S(624) MAP4_S(633) MAP4_S(636) MAP4_S(641) MAP4_S(643) MAP4_S(653) MAP4_S(678) MAP4_S(68) MAP4_S(693) MAP4_S(696) MAP4_S(742) MAP4_S(784) MAP4_S(787) MAP4_S(789) MAP4_S(824) MAP4_S(825) MAP4_S(865) MAP4_S(868) MAP4_S(876) MAP4_S(9) MAP4_S(922) MAP4_S(928) MAP4_S(936) MAP4_S(938) MAP4_S(94) MAP4_S(941) MAP4_S(99) MAP4_T(101) MAP4_T(114) MAP4_T(2070) MAP4_T(2072) MAP4_T(282) MAP4_T(287) MAP4_T(3) MAP4_T(304) MAP4_T(354) MAP4_T(4) MAP4_T(451) MAP4_T(510) MAP4_T(514) MAP4_T(521) MAP4_T(526) MAP4_T(529) MAP4_T(538) MAP4_T(565) MAP4_T(571) MAP4_T(585) MAP4_T(588) MAP4_T(599) MAP4_T(602) MAP4_T(622) MAP4_T(627) MAP4_T(681) MAP4_T(686) MAP4_T(687) MAP4_T(689) MAP4_T(82) MAP4_T(828) MAP4_T(927) MAP4_T(938) MAP4_T(942),MAP4_S(1000) MAP4_S(1010) MAP4_S(1145) MAP4_S(14) MAP4_S(16) MAP4_S(163) MAP4_S(180) MAP4_S(2044) MAP4_S(2128) MAP4_S(2145) MAP4_S(2290) MAP4_S(384) MAP4_S(4) MAP4_S(401) MAP4_S(457) MAP4_S(504) MAP4_S(583) MAP4_S(60) MAP4_S(609) MAP4_S(7) MAP4_S(71) MAP4_S(723) MAP4_S(793) MAP4_S(823) MAP4_S(827) MAP4_S(853) MAP4_S(859) MAP4_S(937) MAP4_S(983) MAP4_T(11) MAP4_T(113) MAP4_T(1142) MAP4_T(1832) MAP4_T(2062) MAP4_T(22) MAP4_T(23) MAP4_T(28) MAP4_T(349) MAP4_T(512) MAP4_T(518) MAP4_T(582) MAP4_T(620) MAP4_T(722) MAP4_T(76) MAP4_T(874) MAP4_T(878) MAP4_T(917) MAP4_T(925) MAP4_T(96) MAP4_T(97) MAP4_Y(47)
HS2024_3_I_T2,,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5710294103643295,0.4310182134610741
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5837232085078851,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5853288563341285,0.42914792501609555
HH2022_Reporter intensity 6,0.5862279087548072,
RB2022_2_RecoveryStrength,0.5873491394186079,0.4357024195977902
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,0.586809117390141,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5882921373256054,0.42862652775640636
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.5836015163173464,
AH2018_TMTMS2_3_X,0.605960445508437,0.427303793601353
GF2025_P3_Adh,0.576744429992613,
SR2019_JIMT1_Biol_repl_2,0.5851508284160564,
AH2018_TMTMS2_1_C,0.6094502537171919,0.4291950919855108
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5810267635232529,0.43461554346412423
KBE2022_Log2_Ex_19_U,0.585862916241749,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,0.5851548802114953,0.43339900698412664
LG2023_GSK3α-3_intensity,0.5866485105463333,
YA2020_Reporter_intensity_Cancer_No.1,0.5925257178822877,0.427132760860449
AST2020_Control,0.585420112180664,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5866018996083533,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),0.5849947478116995,0.426095541995981
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5741554991978117,0.4316887357421349
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,0.586598835007939,
RB2022_5_RecoverySprint,0.5829203676988725,0.4254286164353253
RB2022_7_RecoverySprint,0.5831159842499681,0.4241299813684848
YA2020_Reporter_intensity_Normal_No.3,0.5917897522685747,0.42445067646532203
HS2024_8_B_T2,,
AH2018_LFQ_1_X,0.5950969952185317,0.43015596415984986
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.5830762797087001,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5962399205662302,0.4297255687802915
HH2022_Reporter intensity 1,0.5908325139803751,0.4288736164008137
HH2022_Reporter intensity 2,0.5903902069900255,0.42885459629392847
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,0.5873293717904245,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.5915733933408971,0.4278194348429608
SR2019_MCF7_Biol_repl_1,0.5817702807599985,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,0.5875036980409316,
HS2024_8_B_T1,,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5840281405288775,0.432927324405487
SR2019_LM2_Biol_repl_3,0.5825602182528853,
RB2022_4_RecoveryStrength,0.5894695430584879,0.44009563775138194
CR2017_Ratio Replicate 2,0.5844753767866635,0.42910324650388637
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5777504345775519,0.42810648845255933
AR2021_KD 72h,0.5736010680650718,0.4364412587430707
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5855890415027822,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.6108065103684173,0.43437916786115066
KBE2022_Log2_Ex_9_U,0.5852649538279906,
AH2018_SILAC_M_3_N,0.5967683177978356,0.42837422429390715
KBE2022_Log2_Ex_13_T,0.5856653119271389,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,0.5816139062591456,
PG2020_Intensity Mock_10h_C,0.581153558969997,
CF2017_OSE 29,0.5898863428531076,0.4279876636892983
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,0.5866947546940732,
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,0.5806945869519151,0.425869168736805
RN2012_L12,0.5769038004330287,0.4365850718422661
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5976554607967156,0.4275702485314857
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,0.5720349155008716,0.43158754263474597
JW2015_Intensity cap2,,0.42923929175162234
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5865866805113219,
RB2022_7_RecoveryEndurance,0.5879155136532205,0.4317098068210558
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.5885087468254973,0.428294688607188
TM2022_S2.12h.B,,
RN2012_L15,0.5780822820735577,0.4232367182177939
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.5841590428337695,
FSO2013_Ratio H/M normalized Rep2___2,0.5860148700219797,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5835416172926983,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5929815493258629,0.4301811330425386
RB2022_1_PreSprint,0.5866248710834578,
HS2024_4_I_N1,,
CK2022_7 200-1,0.588487314280362,0.4287509301814376
CK2022_5 200-1,0.5889028442390044,0.428499004476123
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,0.5846957100463103,0.4340105262686294
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,0.5902074457953785,0.43051002520320336
AH2018_LFQ_2_C,0.595658494031381,0.4297971999588716
AH2018_SILAC_MR_1_X,0.5937218496016721,0.426277621396763
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.5810999321560445,
AH2018_SILAC_3_C,0.5976082047923371,0.42757101626484395
EJN2021_5_Rest_Ins,0.5887487449189545,0.4290366628309946
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,0.5854154424581023,
FSO2013_Ratio H/M normalized Rep1,0.5697039420853943,0.43148277537240315
CK2022_4 16-1,0.5870271288276568,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,0.5775403671680434,
EJN2021_2_Ex_Ins,0.5882348090051907,0.4287949458001984
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.594135251527962,0.43058316992694257
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.5858461467816848,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5847670856839062,0.4286643576480407
FSO2013_Ratio H/L normalized Rep3,0.5817011086938361,0.4316935775654108
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,0.585794242749581,
AH2018_SILAC_IT_2_N,0.5982920768816147,0.42896672989719165
AH2018_SILAC_IT_1_X,0.596374333870215,0.4278939452406772
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,0.5841967055993493,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5747866660965617,
WZ2023_Pe_025_20min,0.5972999037213175,0.4232847607696396
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5922889351409131,0.4303704578453933
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,0.6071047326616453,0.42546212337259903
RN2012_H06,0.5825355876283703,0.4278034485074289
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,0.5958772811493095,0.4206647219192014
SR2019_HCC1419_Biol_repl_4,0.5799945691110983,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5836727529167774,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.5851890019397278,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5831752473909914,0.4288822553296003
WZ2023_Su_025_10min,0.5956034095065094,0.4215939973943027
AH2018_LFQ_IT_4_X,0.5967260591981721,0.4280628717511853
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.5816665560585133,0.42961139706557594
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5953627231335145,0.4232718268215943
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.5867927821325924,0.4320287466741939
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.5874489219313738,0.4259518586261966
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,0.5871027135794513,
LG2023_GSK3α-2_intensity,0.5864295307743483,
EP2017_Pervanadate R#1 log2 ratio,0.566205430380744,0.4316332152214329
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,0.5828403436275486,0.42934156658315176
KS2014_Intensity,0.59723687178703,0.43546182790422366
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5873366748914949,0.4294511633941617
LY2019_P7+,0.5813239267765294,0.42785861450977153
EP2017_Untreated R#1 normalized log2 ratio,0.567666657609127,0.43260654818684635
RN2012_L10,0.5745421027892916,0.428137002927328
PG2020_Intensity 4h_C,0.5819531747741515,0.4230694696069498
EP2017_Mitotic R#3 normalized log2 ratio,0.5724227476615412,0.4311857900352038
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,0.5877030455341733,
DB2022_LFQ intensity L1,0.5855193903894831,
KBE2022_Log2_Ex_24_T,0.5851832713867081,
RB2022_8_PostStrength,0.5853572068178576,0.4291755808374804
AH2018_SILAC_IT_2_X,0.5961825440175635,0.4301910289373755
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.5872521249105271,0.42696107631943364
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,0.5782991197278441,0.43468718847954496
CR2017_Ratio Replicate 1.1,0.5872937147516497,0.4305882874278076
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5862293876257295,0.4251920237222075
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5779800000769143,0.432132986667906
GF2025_P9_Sph,0.5825025513124338,
CK2022_6 200-1,0.5881708934549248,0.42851644163686753
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.6134494841563594,0.4363249046619408
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,0.5852632608084211,
JW2015_Intensity cap3,,0.42898479322841465
SR2019_HCC1954_Biol_repl_1,0.5792614302184094,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,0.5867567583810442,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5861313881163643,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,0.5865021010277996,
PG2020_Intensity 2h_D,0.5831727489091865,
EP2017_Untreated R#3 normalized log2 ratio,0.5697687677072676,0.43179112734901226
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5882587274698531,0.4285479446469123
KS2014_Intensity pY_C4,0.5853522123769719,
CR2017_Ratio Replicate 3.5,0.578002887300969,
RB2022_7_PostEndurance,0.5773450853984633,0.4271710371030356
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5701271395422453,0.43071705737147264
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.5957483437387591,0.4296678393420057
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.5870203810543695,
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,0.5857792681660089,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.5887932349717824,0.4281999284259174
FR2021_Intensity.M,,
RB2022_2_PostSprint,0.5877619388406358,0.4329925441323627
AH2018_SILAC_MR_3_N,0.5943452812400715,0.4307794836158866
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5874271560889498,
PG2020_Intensity CT_C,0.5871195470305138,
ZCP2016_Ratio H/L Rep 1,0.5862168383485359,
FS2019_db/db2,0.5868162455465721,
KS2014_Intensity pY_PV4,0.5838748418374825,
KBE2022_Log2_Ex_39_U,0.5847963630006435,0.4274739774888177
EP2017_Untreated R#3 log2 ratio,0.5700154246422187,0.4318748962300646
RB2022_2_PostStrength,0.5868894251431253,0.43058734839617163
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5831442518826669,
HS2024_8_PD_T2,,
FS2019_Ctr2,0.5865848624534526,
RB2022_6_PreEndurance,0.5786303465940732,0.42784817717069507
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5887847658689502,0.4276410305160338
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5856355622131089,
RB2022_3_PreSprint,0.5851708806819452,0.4274092280969051
CR2017_Ratio Replicate 2.3,0.5871223614780037,0.4299927640616446
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.587465045939586,
YA2020_Reporter_intensity_Normal_No.2,0.5932237959934341,0.42124865447319904
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,0.5856427538655377,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.5772858108173821,0.42843365618954493
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5957077312993824,0.42936007015332356
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5860165517327486,
CK2022_2 16-1,0.5865220482310174,
RAM2015_Log2 B,0.582467645890545,0.4302592715291718
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,0.5881299574770296,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5891123095700054,0.4291894881387316
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,0.5855992894400075,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,0.4282227368583598
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.5867797011765601,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.5842678083772214,
WZ2023_Su_025_30min,0.5959796509766082,0.42512042325261157
AH2018_LFQ_4_N,0.597054331311537,0.42941985696189205
CR2017_Ratio Replicate 1.2,0.579715264239589,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,0.5817401573561358,0.4357554409913193
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,0.5837965794846505,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5834051538860945,
AH2018_SILAC_M_1_X,0.5921974053900083,0.4293689841374642
RB2022_7_PreEndurance,0.5812907594440019,0.4263522005010242
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,0.5865431734030213,
LY2019_P6+,0.5770672339454016,0.4343124423838886
DB2022_LFQ intensity R2,0.5863678919646884,
GF2025_P6_Adh,0.57403142101805,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,0.5866688149391571,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,0.5832556546912946,0.42807400002510226
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.6094662870032701,0.43256377073038654
SR2019_Hs578T_Biol_repl_4,0.5792868936365979,
RB2022_8_PreStrength,0.5846207879796084,0.4240341169656826
KS2014_Intensity C5,0.5913146200226815,0.4261759716137614
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.5893616113682587,0.4270913621525575
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5713983353855218,
RB2022_3_PostStrength,0.5807872065571446,0.4236097011865603
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,0.5868009413744741,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,0.5842504170411331,
AH2018_LFQ_M_4_N,0.5996639621449164,0.422576345686083
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5858106745309146,0.4297907854451087
AH2018_LFQ_2_X,0.5943268186451853,0.4297382830100368
PG2020_Intensity 2h_B,0.5860876745933805,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.5899358233449853,0.42445200607366496
KS2014_Intensity E15_3,0.5904841985881699,0.42317635170728085
GF2025_P3_Sph,0.5731087959166823,
DB2022_LFQ intensity L2,0.5858883799547941,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5929269716626292,0.4289379235831592
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,0.5858718253593721,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.583904222855131,0.42170426665739497
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5996672270879906,0.4285238853724493
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.5868049525775838,0.41886409603304475
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5793817804726774,
ZQ2022_N1,0.5856036396708928,
LY2019_P6-,0.5794316559800695,0.43414757665919296
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.5861474189724044,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5855942660402542,0.43253925216147754
AH2018_LFQ_3_N,0.5924648787587736,0.42970812839746003
RKK2015_TNF-α/IKKb,0.5849928315982745,
SFR2015_HL_log2_ratio_std_b,0.5822511446414154,0.4314230987389905
UK2020_UA_1,0.5851481785038611,
KBE2022_Log2_Ex_13_U,0.5850887504837766,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,0.586450748311539,0.4290984226756291
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.5862606793847639,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5803021024039313,
SR2019_BT549_Biol_repl_2,0.5819379059954665,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,0.5866567567748514,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,0.5799658003283882,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.5947731248250038,0.41698780257749235
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.5718716673976673,0.43027358326033804
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5845453787598899,0.43315760266121967
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.5853316533265848,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.586800107884147,0.4259394338845194
PG2020_Intensity 10h_D,0.5815275557379307,0.42757721863345405
RB2022_8_PreEndurance,0.5821995829021323,0.4282657005710284
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,0.5884646534206293,0.4286737425472326
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5890655912696152,0.42848723555085727
EP2017_Pervanadate R#3 log2 ratio,0.5663567195910175,0.43252006103800295
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5864972866330106,
RB2022_6_PostStrength,0.5960148939532969,0.43424647577134706
AH2018_SILAC_MR_3_C,0.5939752657476739,0.4313927256058689
AH2018_LFQ_M_4_C,0.5996183445670755,0.419639655756461
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
