DatasetName,DPM1_S(21) DPM1_S(3) DPM1_S(435) DPM1_S(7),DPM1_S(9)
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.4852060620084615,0.4532179304153957
WZ2023_Su_005_30min,,0.2980880394791155
SR2019_HCC1419_Biol_repl_4,,0.6435263460589868
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,0.4990863404495894
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,,0.3954597602601197
WZ2023_Su_025_10min,,0.4999350713538774
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.426133428943026
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5261032736388376,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.4751311058058144,0.5748155295340407
LY2019_P7+,0.4569374513148156,0.2905427381639129
EP2017_Untreated R#1 normalized log2 ratio,,
RN2012_L10,,
PG2020_Intensity 4h_C,0.48873602184396037,0.6800282923914516
EP2017_Mitotic R#3 normalized log2 ratio,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.48177500465798395,0.5148387354715251
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,,0.6037489073667132
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.47890498640347495,0.4916997810962624
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.5275546915227534,0.3967981289386523
KBE2022_Log2_Ex_6_U,,0.5079633913429489
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.49002159685501195,0.5250077750064562
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.46113412851603364,0.648211282219378
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,
GF2025_P9_Sph,,0.6905917373556871
CK2022_6 200-1,0.47713802149505447,0.6155353953724158
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,0.4347313943764487
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.47840367469499934,0.6248417601295063
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,0.4257755608668136
HS2024_3_B_T3,,0.4300086696269841
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,0.5891864372065205
PG2020_Intensity 2h_D,0.5092370366952808,0.6950003567289442
EP2017_Untreated R#3 normalized log2 ratio,,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.4724149070277355,0.6178459056063305
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,0.5210960517637586
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.486998616128833,0.4802742447232986
KBE2022_Log2_Ex_29_T,0.4932207618619503,0.538962175384006
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,0.5450754705854004
FR2021_Intensity.M,,0.6902165942895196
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5346773625192918,0.8459999913123388
PG2020_Intensity CT_C,0.4910878812436942,0.690434523226509
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.4650948726008306,0.505330577743702
EP2017_Untreated R#3 log2 ratio,,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,0.4526251568331794
HS2024_8_PD_T2,,0.3916564732745353
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,0.6890716099522172
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5129718353156654,0.4994526579292647
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,0.5333755564468099
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,0.4235394578217243
CR2017_Ratio Replicate 2.3,0.4771462138673594,0.4724227160295852
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,,0.570760397755862
YA2020_Reporter_intensity_Normal_No.2,0.46300168789251456,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.4740980879472149,0.4656477153558206
HS2024_3_PD_T3,0.46633970294580596,0.5179986662797967
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,0.7129436806630415
RAM2015_Log2 C,,0.8257553511017034
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.4818953476989887,0.4895885405392582
CK2022_2 16-1,0.4491176942595716,0.5234068321242122
RAM2015_Log2 B,0.4907836526484506,0.5567861218216582
YP2020_Intensity C10_R1_mult_log2,,0.4543871892297842
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,0.6020453756009082
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.48426092280820277,0.5949488525169334
PG2020_Intensity Mock_10h_B,,0.6171232873566495
WZ2023_Su_025_30min,,0.3970260595593671
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,,0.6015469398281023
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5052372967035424,0.4778272443882726
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,,0.2887588966878276
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.42526815646345095,0.6628631449741376
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,,0.4779020763901036
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,0.4031725699279528
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.4753891785377601,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,0.3199334933704859
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,0.4559884846162877
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,,0.6207715354922455
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,0.5416170700809673
SR2019_BT549_Biol_repl_1,,0.5563316899161276
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,0.5847034361290195
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,0.6718725364414602
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.47306116335308607,
GF2025_P3_Sph,,0.6520283743685106
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,,0.5377205087315295
ZQ2022_N1,,
LY2019_P6-,0.48843780039958196,0.6315570704104693
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,0.47560319427954045,0.5211835088397554
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.4570403745631777,0.6255966606879804
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,0.6807349432931423
SR2019_BT549_Biol_repl_2,,0.5939340241799898
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,0.3157603299451513
HS2024_5_PD_T2,0.5411127037992991,0.5493574976961103
WZ2023_Su_025_20min,,0.4212404021062359
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,0.4494704958408784
LY2019_P8-,0.5871724094889308,0.434683645158295
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,0.5802363255401385
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.45282286885459544,0.6170541091093682
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,,0.1621337094040328
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.4520541769242577,0.644839848876098
EJN2021_4_Ex_Ins,,0.5853128928857544
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,0.5557937753862494
EP2017_Pervanadate R#3 log2 ratio,,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,
CK2022_6 40-1,0.4554631493898509,0.6183561312530623
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.49170811360773836,0.5368913477210947
LY2019_P3-,0.4939715773466839,0.7345585499648136
FR2021_Intensity.A,,0.696204802066822
EJN2021_3_Ex_Ins,,0.5473663045934124
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,,
HS2024_8_PD_T3,,0.3342997695047451
EJN2021_3_Ex_Basal,,0.5574522326590632
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.48293726988461033,0.6315457932413725
FS2019_Ctr3,,
WZ2023_Pu_025_20min,,0.413340563390536
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,,0.5534109300779984
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,0.6897677724582335
HS2024_5_B_N1,0.519609549129664,0.5324936021180824
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,0.3788023973257252
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,
HS2024_8_I_N2,0.5102735117571953,0.4903928246543633
RB2022_3_RecoveryStrength,,0.373515245942099
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,
LY2019_P8+,0.5405336695746161,0.7441247530078119
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,0.3295180026473708
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,0.5543932016893712
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,0.5043162808829372
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.4597604362566008,0.5209441407882576
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5365584528629004,0.8299498437789259
LY2019_P2-,0.40350051715358237,0.3636370284841912
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,,0.3819645721446554
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5015017085956034,0.3376887767308118
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.45751132246692455,0.6321414037763944
SR2019_MCF10A_Biol_repl_4,,0.4757581530038984
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5362440947873662,0.8396116538673225
HS2024_5_B_T2,,0.4030367560163282
HS2024_6_I_T1,,
HS2024_5_B_T3,,0.4043318409808211
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5018900294792233,0.5774905277413258
AH2018_TMTMS3_3_N,,
SR2019_HCC1419_Biol_repl_2,,0.6629074124322736
FR2021_Intensity.N,,0.6897255399617617
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,
KBE2022_Log2_Ex_36_T,0.49898946594581023,0.573608881669482
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,,0.4943678302399942
KS2014_Intensity C2,,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.4693687945710536,0.5371410544754448
CK2022_9 200-1,0.4539139367548313,0.6691154212527614
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.44915277677277865,0.665896057192016
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,0.4008910144359937
RBK2021_1332T Late,,
LY2019_P1-,0.5150456296618235,0.4516574056092104
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,,0.4688822313036773
HS2024_3_I_T3,0.5024954989812005,0.3519018576513747
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.4710096919896167,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,0.5995062455763127
YP2020_Intensity P10_R2_mult_log2,,0.4802326315948659
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,0.5032276527819444
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,0.5128233599791998
HS2024_5_I_T3,,0.5053163672076153
KS2014_Intensity N1,0.537271204516382,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.48811047013352565,0.5326903396583954
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.48182089770850833,0.6424571980166474
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,0.5483685935743521,0.5761324588107946
HS2024_5_I_N1,0.5544352669700279,0.4767110875534039
HS2024_6_I_N1,0.4699497041574868,0.5298021011116079
AR2021_KD 48h,,0.526848913086431
FR2021_Intensity.B,,0.7225766285495274
RB2022_3_PreEndurance,,0.324221940732408
HS2024_5_I_T1,,0.8399006217448839
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,,0.5279872066084274
KBE2022_Log2_Ex_29_U,0.4938883016751554,0.5389530211094512
HS2024_7_B_T1,,0.5266820144596376
AH2018_LFQ_M_2_X,,
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,0.4552497978110025,0.6475475940515063
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.482879559378986,0.5258344438386335
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5871750646194418,0.3976337598043228
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.48351524375132693,0.6512206272543531
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,,0.4143031867523561
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,0.5688042130297782
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,0.5576288919429371
EP2017_Pervanadate R#1 normalized log2 ratio,,
HS2024_8_B_T3,0.49364217964860296,0.4041722560818186
YA2020_Reporter_intensity_Cancer_No.3,0.4725692851522124,
KBE2022_Log2_Ex_44_U,0.4812974574300235,0.5261612949171763
WZ2023_Pe_010_20min,,0.5013092946048882
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,0.4377275137845929,
FSO2013_Ratio H/M normalized Rep3___1,,0.4708359867910796
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.4696148079752335,0.5377904698355973
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,,0.2883445703297833
PG2020_Intensity 6h_C,,0.6830226677374983
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,0.371863114569883
CK2022_15 16-1,0.4480745860986407,0.5318620698005289
CK2022_3 16-1,0.43969676001981567,0.5084959393002788
LY2019_P4-,0.4584464387573598,0.5773216350689007
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.47667778595451904,0.589588125394451
GF2025_P8_Adh,,0.6610027496153864
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,0.69857844376447
GF2025_P5_Sph,,0.6087671154869203
CK2022_10 16-1,0.44174163543338907,0.5691472782739634
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,0.43672636286435
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,
EJN2021_2_Ex_Basal,,0.5695084397063658
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5363733083422829,0.8513104289067029
AR2021_L41 10 μM,,0.3831731541145235
CF2017_EOC 2,0.5281360637019992,0.8723200398612896
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,0.3257929849568692
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.473759897075168,0.4865713642404693
CK2022_6 16-1,0.4328481085012662,0.5434401830873871
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,0.3814679414089379
AR2021_L41 1 μM,,0.5058608332954245
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,0.3674723190535292
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,0.47668912750580084,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.48609028589491005,0.5248915425735174
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,0.5148606880498243
HS2024_7_B_T2,,0.4689105708546377
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,
