DatasetName,APIP_S(104) APIP_S(6) APIP_S(81) APIP_S(87),APIP_S(40) APIP_S(49) APIP_S(61) APIP_S(84),APIP_S(89)
JJ2018_Ratio H/M normalized___2,,,
SR2019_JIMT1_Biol_repl_3,0.5641869257446912,,
AS2011_Ratio H/L Protein,,,
UK2020_HCM_3,,,
NJH2024_Sub10_HIIT_Post,,,
CR2017_Ratio Replicate 3.1,0.5762347624936902,,
WZ2023_Su_025_10min,0.623727582613842,,0.7367458935892374
AH2018_LFQ_IT_4_X,,,
CP2009_Ratio H/L,,,
VOI2024_0.1uM 24 h_3 mono,,,
RB2022_4_RecoverySprint,,,
RM2024_Intensity D6-3,,,
WZ2023_Su_005_20min,0.6247051380960134,,0.7398776131603155
CW2012_10 µM Gef/control Experiment 1 Replicate B,,,
SFR2015_HL_log2_ratio_avg_a,,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,,
RB2022_1_PreEndurance,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,,
LG2023_GSK3α-2_intensity,,,
EP2017_Pervanadate R#1 log2 ratio,,0.4312871337825158,
NJH2025_Sub6_HIIT_Post,,,
RB2022_6_RecoverySprint,,,
KS2014_Intensity,,,
MV2014_Ratio H/M normalized A2___1 (2 min),,,
PG2020_Intensity 8h_D,,,
LY2019_P7+,0.5744276022580427,,
EP2017_Untreated R#1 normalized log2 ratio,,0.440223817809246,
RN2012_L10,0.5290110423752802,,
PG2020_Intensity 4h_C,,,
EP2017_Mitotic R#3 normalized log2 ratio,,0.44387748308822594,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,,
DB2022_LFQ intensity L1,0.4823099930898726,,
KBE2022_Log2_Ex_24_T,0.6011479547448154,,
RB2022_8_PostStrength,,,
AH2018_SILAC_IT_2_X,,,
HS2024_4_B_T3,,,
NJH2024_Sub2_HIIT_Post,,,
HS2024_8_B_N2,,,
NJH2025_Sub8_HIIT_Pre,,,
JJ2018_Ratio H/L normalized pP2___1,,,
HS2024_8_I_T2,,,
KBE2022_Log2_Ex_6_U,0.6127233256015048,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,,
CR2017_Ratio Replicate 1.1,0.5913990750404495,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,,
MV2014_Ratio M/H normalized B3___2 (30 min),,,
CK2022_16 200-1,0.6344903327430498,,
VOI2024_0.1uM 2 h_3 di,,,
EP2017_Mitotic R#1 normalized log2 ratio,,0.45285613032095184,
GF2025_P9_Sph,0.5253665319209264,,
CK2022_6 200-1,0.6139870175288071,,
NJH2024_Sub7_MICT_Post,,,
AH2018_TMTMS3_2_X,0.6405638249688227,,
NJH2024_Sub8_HIIT_Post,,,
DB2022_LFQ intensity R1,,,
JW2015_Intensity cap3,,,
SR2019_HCC1954_Biol_repl_1,0.5232658283166368,,
HS2024_4_I_T2,,,
NJH2024_Sub2_MICT_Mid,,,
VOI2024_0.1uM 2 h_2 mono,,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,,
HS2024_4_PD_T1,,,
SAS2015_AZD/DMSO_Exp1,,,
NJH2024_Sub1_MICT_Mid,,,
IMM2018_normalised rep. int. CDK5L-3,,,
HS2024_3_B_T3,,,
MV2014_Ratio L/H normalized A3___2 (2 min),,,
NJH2025_Sub13_MICT_Pre,,,
SR2019_MDAMB231_Biol_repl_3,,,
GRW2016_Ratio H/L normalized SILAC 4___1,,,
MM2018_Ratio H/L replicate1,,,
PG2020_Intensity 2h_D,,,
EP2017_Untreated R#3 normalized log2 ratio,,0.43241557943545644,
MV2014_Ratio M/H normalized A3___3 (10 min),,,
NJH2024_Sub7_HIIT_Pre,,,
JAW2011_Ratio H/L LS2,,,
CK2022_8 200-1,0.6145138693890325,,
KS2014_Intensity pY_C4,,,
CR2017_Ratio Replicate 3.5,0.5429925127798527,,
RB2022_7_PostEndurance,,,
NJH2025_Sub4_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,,
TM2022_mock.12h.A,,,
JJ2018_Ratio H/L normalized pP1,,,
EP2017_Pervanadate R#2 normalized log2 ratio,,0.43639162662367914,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,,
KS2014_Intensity pY_E5_4,0.5479300423745769,,
RM2024_Intensity D4-3___2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,,
AH2018_SILAC_2_C,,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
HS2024_7_I_N1,,,
KBE2022_Log2_Ex_29_T,0.5997161586059992,,
HS2024_7_I_T2,,,
AS2011_Ratio H/L Normalized RNAi_2_3,,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,,
HS2024_6_B_T2,,,
AMK2021_45I_p5,,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,,
SAS2015_PLX/DMSO_Exp2,,,
EJN2021_1_Ex_Basal,,0.4341339013088503,
FR2021_Intensity.M,,,
RB2022_2_PostSprint,,,
AH2018_SILAC_MR_3_N,0.609841122322286,,
MV2014_Ratio H/L normalized B1___3 (30 min),,,
CF2017_FTE 13,,,
PG2020_Intensity CT_C,,,
ZCP2016_Ratio H/L Rep 1,,,
FS2019_db/db2,,,
KS2014_Intensity pY_PV4,,,
KBE2022_Log2_Ex_39_U,0.5912939397501913,,
EP2017_Untreated R#3 log2 ratio,,0.4297992259784197,
RB2022_2_PostStrength,,,
AS2011_Ratio H/L Normalized_1,,,
MV2014_Ratio M/H normalized A3___2 (10 min),,,
CR2017_Ratio Replicate 3.4,0.5625883845162636,,
HS2024_8_PD_T2,,,
FS2019_Ctr2,,,
RB2022_6_PreEndurance,,,
FR2021_Norm.Intensity.G,,,
NJH2025_Sub9_HIIT_Post,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,,
RM2024_Intensity D4-3,,,
HS2024_8_B_N1,,,
NJH2025_Sub10_MICT_Mid,,,
KBE2022_Log2_Ex_15_U,0.616605709632753,,
AS2011_Ratio H/L Normalized Inhi_2,,,
RKK2015_TNF-α/SC-514,,,
RB2022_3_PreSprint,,,
CR2017_Ratio Replicate 2.3,0.6025247880207414,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,,
GF2025_P4_Adh,0.530821819546328,,
YA2020_Reporter_intensity_Normal_No.2,,,
YP2020_Intensity P30_R2_mult_log2,,,
NJH2025_Sub13_MICT_Post,,,
HS2024_4_B_N2,,,
HS2024_3_PD_T3,,,
AMK2021_120R_p3,,,
MV2014_Ratio L/H normalized A3___3 (2 min),,,
NJH2025_Sub10_HIIT_Pre,,,
FR2021_Intensity.G,,,
RAM2015_Log2 C,,,
AS2011_Ratio H/L Proteins Inhi_1,,,
FSO2013_Ratio H/M normalized Rep1___3,,,
AH2018_LFQ_M_2_N,0.6125057245684828,,
MV2014_Ratio M/L normalized A1___3 (2 min),,,
KBE2022_Log2_Ex_40_T,0.5953788242120064,,
CK2022_2 16-1,0.6070026139670341,,
RAM2015_Log2 B,0.5887033792029388,,
YP2020_Intensity C10_R1_mult_log2,,,
FSO2013_Ratio M/L normalized Rep1___2,,,
NJH2025_Sub8_MICT_Pre,,,
EJN2021_4_Rest_Basal,,0.4611651979341792,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,,
JJ2018_Ratio H/M normalized pP3___1,,,
VOI2024_Veh2 mono,,,
HS2024_6_B_T1,,,
UK2020_HCM_5,,,
NJH2025_Sub10_HIIT_Post,,,
VOI2024_0.1uM 2 h_3 mono,,,
JW2015_Intensity pre3,,,
AS2011_Ratio H/L Normalized Inhi_2_1,,,
DL2023_24h-3,,,
HS2024_7_PD_T3,,,
PG2020_Intensity Mock_10h_B,,,
WZ2023_Su_025_30min,0.6236382903500352,,0.7352600912879039
AH2018_LFQ_4_N,0.6052395883115131,,
CR2017_Ratio Replicate 1.2,0.5441574175018665,,
AS2011_Ratio H/L Normalized by Proteins,,,
RB2022_6_RecoveryStrength,,,
HS2024_8_I_N1,,,
AMK2021_Ctrl_p3,,,
AS2011_Ratio H/L Protein Inhi_2,,,
HH2022_Reporter intensity 7,0.590540880892908,,
AH2018_SILAC_M_1_X,,,
RB2022_7_PreEndurance,,,
VOI2024_0.1uM 24 h_2 di,,,
DL2023_control-2,,,
LY2019_P6+,0.5581868120297552,,
DB2022_LFQ intensity R2,0.5233702344830559,,
GF2025_P6_Adh,0.597701961326967,,
VOI2024_Veh1 di,,,
AS2011_Ratio H/L RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,,
VOI2024_Veh3 mono,,,
HS2024_5_I_T2,,,
NJH2025_Sub7_HIIT_Mid,,,
MV2014_Ratio H/L normalized B1___1 (30 min),,,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,,
RB2022_6_PostSprint,,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,,
AS2011_Ratio H/L Inhi_1,,,
AS2011_Ratio H/L Normalized RNAi_1_2,,,
AH2018_TMTMS3_2_C,0.6366160605982771,,
SR2019_Hs578T_Biol_repl_4,,,
RB2022_8_PreStrength,,,
KS2014_Intensity C5,0.6367053429295748,0.453620634506965,
RM2024_Intensity D0-1,,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,,
YP2020_Intensity P30_R1_mult_log2,,,
NJH2025_Sub2_HIIT_Pre,,,
RB2022_3_RecoveryEndurance,,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,,
GF2025_P9_Adh,0.6231375510511741,,
RB2022_3_PostStrength,,,
TM2022_S2.8h.A,,,
AS2011_Ratio H/L RNAi_1_1,,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,,
NJH2025_Sub2_MICT_Pre,,,
MV2014_Ratio L/M normalized A2___3 (10 min),,,
MV2014_Ratio H/M normalized A2___3 (2 min),,,
HS2024_4_B_T2,,,
SR2019_BT549_Biol_repl_1,0.5074881262338453,,
AH2018_LFQ_M_4_N,0.6100982999586877,,
NJH2024_Sub8_HIIT_Mid,,,
PG2020_Intensity 8h_B,,,
AH2018_LFQ_2_X,0.6078160202186575,,
PG2020_Intensity 2h_B,,,
AS2011_Ratio H/L Proteins RNAi_1,,,
RB2022_4_PostSprint,,,
KS2014_Intensity E15_3,0.6060398432781601,,
GF2025_P3_Sph,0.5488767819560134,,
DB2022_LFQ intensity L2,0.5350478940405975,,
MV2014_Ratio H/L normalized A1___1 (10 min),,,
AH2018_SILAC_1_C,,,
NJH2024_Sub1_HIIT_Pre,,,
FSO2013_Ratio M/L normalized Rep2___2,,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5746405452005802,,
AS2011_Ratio H/L RNAi_2_3,,,
AH2018_SILAC_IT_1_N,,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,,
RB2022_4_PreEndurance,,,
JJ2018_Ratio M/L normalized pP1,,,
CR2017_Ratio Replicate 2.4,0.6036034096518038,,
ZQ2022_N1,,,
LY2019_P6-,0.6006523639954605,,
RM2024_Intensity D2-3,,,
UK2020_HCM_1,,,
JW2015_Intensity pre2,,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,,
RM2024_Intensity D2-1,,,
NJH2025_Sub12_MICT_Post,,,
MV2014_Ratio H/M normalized B2___2 (5 min),,,
RN2012_L14,0.5504232187086425,,
AH2018_LFQ_3_N,0.6075360971067721,,
RKK2015_TNF-α/IKKb,,,
SFR2015_HL_log2_ratio_std_b,,,
UK2020_UA_1,,,
KBE2022_Log2_Ex_13_U,0.6343411417224869,,
AS2011_Ratio H/L Normalized Inhi_1,,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,,
RB2022_1_RecoverySprint,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,,
JJ2018_Ratio H/L normalized pP3,,,
CK2022_7 40-1,0.6042573249078719,,
AS2011_Ratio H/L Inhi_1_3,,,
NJH2025_Sub10_HIIT_Mid,,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,,
JAW2011_Ratio H/L LS1b_1,,,
PG2020_Intensity 4h_B,,,
SR2019_BT549_Biol_repl_2,,,
RM2024_Intensity D4-2,,,
DB2022_LFQ intensity R2.2,0.5386669660471757,,
JJ2018_Ratio H/L normalized,,,
RB2022_5_PostEndurance,,,
HS2024_5_PD_T2,,,
WZ2023_Su_025_20min,0.6247908692513996,,0.740421376361123
RM2024_Intensity D2-2___1,,,
IMM2018_normalised rep. int. CDK5L-2,,,
LY2019_P8-,0.6151544543398153,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,,
FSO2013_Ratio H/L normalized Rep1,0.5603603812626153,,
NJH2024_Sub2_HIIT_Pre,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,,
CK2022_13 40-1,0.6276910547038248,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,,
RN2012_H02,0.5784427095561306,,
PG2020_Intensity 10h_D,,,
RB2022_8_PreEndurance,,,
HS2024_3_B_N2,,,
EJN2021_4_Ex_Ins,,0.44668749411093733,
AS2011_Ratio H/L Normalized by Protein,,,
EJN2021_1_Ex_Ins,,0.4575626295314346,
EP2017_Pervanadate R#3 log2 ratio,,0.43972259416244636,
FSO2013_Ratio M/L normalized Rep1___3,,,
NJH2025_Sub4_HIIT_Mid,,,
RCJD2014_5min_2,0.5535742729093576,,
RB2022_6_PostStrength,,,
AH2018_SILAC_MR_3_C,0.6064272535741385,,
AH2018_LFQ_M_4_C,0.6166823192703659,,
NJH2024_Sub4_MICT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_1_1,,,
DL2023_12h-1,,,
MV2014_Ratio L/M normalized B2___1 (30 min),,,
DB2022_LFQ intensity L1.1,0.4935297474083162,,
NJH2025_Sub6_MICT_Pre,,,
NJH2025_Sub6_MICT_Post,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,,
RN2012_H04,,0.48794659775259697,
CK2022_6 40-1,0.6036820940964274,,
DB2022_LFQ intensity R2.1,0.5345777558255154,,
KBE2022_Log2_Ex_42_U,0.6229103801767406,,
LY2019_P3-,0.6460230505349807,,
FR2021_Intensity.A,,,
EJN2021_3_Ex_Ins,,0.42647733428127843,
MV2014_Ratio M/L normalized A1___1 (2 min),,,
WZ2023_Pe_005_30min,0.6221658214714014,,0.7291387126898284
HS2024_8_PD_T3,,,
EJN2021_3_Ex_Basal,,0.4342885772882439,
AST2020_Control.1,0.5505168613304654,,
JW2015_Intensity cap1,,,
PG2020_Intensity CT_A,,,
FS2019_Ctr3,,,
WZ2023_Pu_025_20min,0.6232824297518368,,0.7336180747597926
NJH2025_Sub4_MICT_Post,,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,,
GF2025_P10_Adh,0.5453223221424051,,
RB2022_1_RecoveryStrength,,,
SR2019_HCC1954_Biol_repl_4,0.5349320663616797,,
FR2021_Norm.Intensity.N,,,
HS2024_5_B_N1,,,
FSO2013_Ratio H/M normalized Rep3___3,,,
AH2018_TMTMS2_2_C,0.5905920783047786,,
RB2022_4_PreSprint,,,
DB2022_Intensity R2,0.5438924235354627,,
AH2018_TMTMS2_Pool,0.6301176106913329,,
HS2024_8_I_N2,,,
RB2022_3_RecoveryStrength,,,
NJH2024_Sub6_HIIT_Mid,,,
AH2018_SILAC_M_1_C,,,
LY2019_P8+,0.5068015990860663,,
RB2022_2_RecoveryEndurance,,,
JJ2018_Ratio H/M normalized pP2___1,,,
JAW2011_Ratio H/L HS_1,,,
RB2022_3_PostEndurance,,,
KS2014_Intensity pY_PV1,,,
JAW2011_Ratio H/L LS1b_2,,,
SR2019_MCF7_Biol_repl_2,,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5859019679934705,,
AS2011_Ratio H/L Normalized RNAi_1_1,,,
AH2018_LFQ_M_4_X,0.6094928891516794,,
NJH2024_Sub6_MICT_Pre,,,
JJ2018_Ratio M/L normalized pP1___2,,,
YP2020_Intensity C30_R2_mult_log2,,,
NJH2024_Sub9_HIIT_Pre,,,
AS2011_Ratio H/L Normalized Inhi_2_3,,,
RM2024_Intensity D0-1___3,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,,
KBE2022_Log2_Ex_28_U,0.5905320755663076,,
GRW2016_Ratio H/L normalized SILAC 1___1,,,
CF2017_FTE 17,0.5357064870403246,,
LY2019_P2-,0.6202725858160213,,
AH2018_LFQ_IT_1_X,,,
JJ2018_Ratio H/L normalized pP3___1,,,
RB2022_8_RecoveryStrength,,,
WZ2023_Pe_005_20min,0.6230533208911698,,0.7331784170909014
AST2020_Control.2,0.5494419118071082,,
NJH2025_Sub6_MICT_Mid,,,
RCJD2014_10min_1,0.547686956005506,,
FSO2013_Ratio H/L normalized Rep2___3,,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,,
HS2024_3_I_T1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,,
CK2022_4 40-1,0.6130647761063992,,
SR2019_MCF10A_Biol_repl_4,,,
KS2014_Intensity pY_C5,,,
NJH2025_Sub4_MICT_Pre,,,
NJH2024_Sub9_MICT_Post,,,
CF2017_OSE 28,0.5363599563313977,,
HS2024_5_B_T2,,,
HS2024_6_I_T1,,,
HS2024_5_B_T3,,,
JJ2018_Ratio H/M normalized pP1___1,,,
KBE2022_Log2_Ex_36_U,0.6224725271401413,,
AH2018_TMTMS3_3_N,0.627197479906725,,
SR2019_HCC1419_Biol_repl_2,,,
FR2021_Intensity.N,,,
AS2011_Ratio H/L Inhi_2_1,,,
AH2018_SILAC_MR_1_C,0.6139822025033514,,
NJH2024_Sub1_HIIT_Mid,,,
NJH2025_Sub8_HIIT_Mid,,,
EP2017_Mitotic R#3 log2 ratio,,0.4492117395558244,
KBE2022_Log2_Ex_36_T,0.6213705824474497,,
NJH2025_Sub6_HIIT_Mid,,,
WZ2023_Pu_005_30min,0.6240649809434853,,0.7377847731449034
KS2014_Intensity C2,0.6283924377573756,0.4644203494412688,
FSO2013_Ratio H/L normalized Rep1___2,,,
RM2024_Intensity D2-2,,,
KBE2022_Log2_Ex_42_T,0.5954425410608821,,
CK2022_9 200-1,0.6179452650088463,,
GRW2016_Ratio H/L normalized SILAC 2___1,,,
JJ2018_Ratio H/M normalized pP3___2,,,
DB2022_LFQ intensity R1.1,,,
CK2022_10 200-1,0.6172593405005903,,
NJH2024_Sub9_MICT_Mid,,,
JAW2011_Ratio H/L_2,,,
HS2024_7_I_N2,,,
RBK2021_1332T Late,,,
LY2019_P1-,0.5291652662749515,,
RKK2015_TNF-α/basal.1,,,
RKK2015_TNF-α/TNF-α+SC-514,,,
CR2017_Ratio Replicate 2.5,0.5978794348218345,,
HS2024_3_I_T3,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,,
AS2011_Ratio H/L Normalized RNAi_1,,,
KS2014_Intensity E15_4,0.6144838326741761,0.44010424717212954,
ZQ2022_C3,,,
EJN2021_3_Rest_Ins,,0.44475755494730607,
YP2020_Intensity P10_R2_mult_log2,,,
MV2014_Ratio H/L normalized A1___3 (10 min),,,
NJH2025_Sub1_MICT_Pre,,,
KBE2022_Log2_Ex_39_T,0.5852547552880135,,
FSO2013_Ratio H/M normalized Rep3___2,,,
RM2024_Intensity D6-2,,,
EP2017_Untreated R#1 log2 ratio,,0.4385284035591257,
RKK2015_SC-514/basal,,,
RM2024_Intensity D6-1___3,,,
WZ2023_Pu_010_10min,0.6238000298030273,,0.7362902631439187
NJH2025_Sub9_HIIT_Mid,,,
SR2019_SKBR3_Biol_repl_4,0.5742699308652748,,
HS2024_5_I_T3,,,
KS2014_Intensity N1,0.614237807604981,,
NJH2024_Sub12_MICT_Post,,,
TM2022_S2.8h.C,,,
CR2017_Ratio Replicate 1,0.5724837755647678,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,,
JJ2018_Ratio H/M normalized pP3,,,
AH2018_SILAC_MR_2_C,0.6054895100305244,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,,
PG2020_Intensity 2h_A,,,
NJH2024_Sub6_MICT_Mid,,,
NJH2025_Sub13_HIIT_Post,,,
AH2018_SILAC_MR_3_X,0.6112491068894329,,
JJ2018_Ratio H/M normalized___1,,,
RCJD2014_15min_2,0.5761852396622487,,
AS2011_Ratio H/L_2,,,
AS2011_Ratio H/L Normalized,,,
RN2012_H03,0.5480778391942939,,
HS2024_5_B_N2,,,
HS2024_5_I_N1,,,
HS2024_6_I_N1,,,
AR2021_KD 48h,,,
FR2021_Intensity.B,,,
RB2022_3_PreEndurance,,,
HS2024_5_I_T1,,,
NJH2024_Sub10_MICT_Pre,,,
SR2019_LM2_Biol_repl_2,,,
AST2020_anti-CD3,0.546321878516583,,
SR2019_MDAMB231_Biol_repl_1,0.5130679675053388,,
RM2024_Intensity D2-3___3,,,
WZ2023_Pe_005_10min,0.6223174800534883,,0.7305354223410286
KBE2022_Log2_Ex_29_U,0.5969926141011496,,
HS2024_7_B_T1,,,
AH2018_LFQ_M_2_X,0.6132157237456728,,
AH2018_LFQ_IT_4_N,,,
CK2022_15 200-1,0.6341675437156657,,
RM2024_Intensity D4-1___2,,,
JJ2018_Ratio H/M normalized,,,
JJ2018_Ratio M/L normalized pP3___1,,,
KBE2022_Log2_Ex_34_T,0.5948820374467556,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,,
LY2019_P2+,0.4949365486084143,,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,,
CK2022_2 200-1,0.6185729620530572,,
AS2011_Ratio H/L Protein RNAi_2,,,
MV2014_Ratio L/H normalized A3___1 (2 min),,,
WZ2023_Su_010_30min,0.6236229442229929,,0.7355984210503757
RN2012_H01,0.5746902712330613,,
KTGR2014_Ratio-Rapa 2 mins,,,
EJN2021_2_Rest_Basal,,0.4510994830316279,
KS2014_Intensity pY_E5_3,0.5492680854785986,,
MM2018_Ratio H/L replicate 3,,,
EP2017_Pervanadate R#1 normalized log2 ratio,,0.4289515485485019,
HS2024_8_B_T3,,,
YA2020_Reporter_intensity_Cancer_No.3,,,
KBE2022_Log2_Ex_44_U,0.6068436634737784,,
WZ2023_Pe_010_20min,0.6208952470648922,,0.7246011211499439
KS2014_Intensity pY_C6,,,
AS2011_Ratio H/L Normalized_3,,,
RCJD2014_15min_mean,0.620264856439784,,
RB2022_3_PreStrength,,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,,
RCJD2014_10min_mean,0.6079688437424369,,
KS2014_Intensity C1,0.6344498310789358,0.4681598611659643,
FSO2013_Ratio H/M normalized Rep3___1,,,
AH2018_SILAC_M_3_C,,,
RKK2015_TNF-α+IKKb/TNF-α,,,
RM2024_Intensity D0-3___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,,
AH2018_SILAC_M_2_C,,,
AH2018_SILAC_M_2_X,,,
KTGR2014_Ratio-Rapa 15 mins,,,
RM2024_Intensity D4-2___1,,,
KBE2022_Log2_Ex_15_T,0.6170057888628344,,
VOI2024_0.1uM 24 h_1 di,,,
WZ2023_Su_010_10min,0.62399408228595,,0.7375619301430141
PG2020_Intensity 6h_C,,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,,
JJ2018_Ratio M/L normalized pP1___1,,,
AH2018_LFQ_M_3_N,0.6126365052629976,,
VOI2024_0.1uM 24 h_2 mono,,,
AH2018_TMTMS2_3_C,0.5862913581336575,,
CK2022_15 16-1,0.6191718721647951,,
CK2022_3 16-1,0.6079173384311486,,
LY2019_P4-,0.5324390701610182,,
FSO2013_Ratio H/L normalized Rep3___2,,,
KS2014_Intensity pY_PV2,,,
HS2024_3_I_N2,,,
GF2025_P8_Adh,0.6601951231162024,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,,
GF2025_P5_Sph,0.4943824493601574,,
CK2022_10 16-1,0.6026208324243925,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,,
VOI2024_0.1uM 2 h_2 di,,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5991191876787194,,
NJH2024_Sub2_HIIT_Mid,,,
AMK2021_45I_p3,,,
NJH2024_Sub13_HIIT_Mid,,,
DB2022_LFQ intensity R1.2,0.49645076463823584,,
DB2022_Intensity R1,0.5390327590939915,,
NJH2024_Sub12_MICT_Mid,,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,,
UK2020_HCM_4,,,
SAS2015_AZD/DMSO_Exp2,,,
IMM2018_normalised rep. int. CDK5L-1,,,
DB2022_LFQ intensity L2.2,,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,,
EP2017_Mitotic R#1 log2 ratio,,0.45772250976459883,
EJN2021_2_Ex_Basal,,0.46483109631452557,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,,
KTGR2014_Ratio-Rapa 30 mins,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,,
CF2017_FTE 16,0.5476360164440662,,
AR2021_L41 10 μM,,,
CF2017_EOC 2,0.5478818702113117,,
RB2022_6_PostEndurance,,,
AH2018_SILAC_1_N,,,
NJH2024_Sub10_HIIT_Pre,,,
AS2011_Ratio H/L Inhi_1_2,,,
UK2020_HCM_6,,,
RB2022_7_PreSprint,,,
NJH2024_Sub2_MICT_Pre,,,
HS2024_3_PD_T2,,,
CK2022_6 16-1,0.603464940510806,,
ZX2022_CB treated Replicate 1,0.6167056973597845,,
BS2014_Log2(Ratio H/L normalized Rep_3),,,
TM2022_mock.12h.C,,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,,
HH2022_Reporter intensity 0,0.5857074574994201,,
RM2024_Intensity D2-2___2,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,
RB2022_1_PreStrength,,,
JJ2018_Ratio H/M normalized pP2___2,,,
AH2018_TMTMS2_2_X,0.5847655687029788,,
AR2021_L41 1 μM,,,
JJ2018_Ratio H/M normalized pP1___2,,,
AH2018_TMTMS2_1_N,0.5800278045662611,,
NJH2025_Sub10_MICT_Pre,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,,
ZX2022_Control Replicate 3,0.6164280676586419,,
KS2014_Intensity C4,0.6348114468982988,0.4658047449763244,
AS2011_Ratio H/L Inhi_2,,,
KBE2022_Log2_Ex_18_T,0.593016683765041,,
NJH2025_Sub9_MICT_Pre,,,
RCJD2014_20min_1,0.5402826040354202,,
MV2014_Ratio H/M normalized B2___1 (5 min),,,
FSO2013_Ratio M/L normalized Rep2___3,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,
SR2019_MCF10A_Biol_repl_3,,,
HS2024_7_B_T2,,,
SAS2015_PLX/DMSO_Exp3,,,
AMK2021_Ctrl_p5,,,
NJH2025_Sub2_HIIT_Mid,,,
AH2018_LFQ_M_3_C,0.6105652508899279,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,
YA2020_Reporter_intensity_Cancer_No.2,,,
FSO2013_Ratio H/M normalized Rep2___3,,,
RB2022_8_PreSprint,,,
AH2018_SILAC_IT_3_C,,,
