DatasetName,MVP_S(12) MVP_S(445) MVP_S(864) MVP_S(867) MVP_S(873) MVP_S(876) MVP_T(442) MVP_T(60) MVP_T(608),MVP_S(740)
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5139296590652601,
NJH2025_Sub6_HIIT_Post,0.4977490972460957,
RB2022_6_RecoverySprint,0.4940616279413192,
KS2014_Intensity,,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,
LY2019_P7+,0.5220097597575241,
EP2017_Untreated R#1 normalized log2 ratio,0.5280672880368633,
RN2012_L10,0.49087426864114203,
PG2020_Intensity 4h_C,,
EP2017_Mitotic R#3 normalized log2 ratio,0.5047418471166512,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5013831553450223,
RB2022_8_PostStrength,0.5052929862935822,
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,0.5203504034901465,
NJH2024_Sub2_HIIT_Post,0.5057546117394823,
HS2024_8_B_N2,0.48580446466634175,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,0.4775830681139037,
HS2024_8_I_T2,0.47645996971737276,
KBE2022_Log2_Ex_6_U,0.5013728031673277,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,0.5143604484983323,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.4995004018163988,
GF2025_P9_Sph,0.5233379230767208,
CK2022_6 200-1,,
NJH2024_Sub7_MICT_Post,0.4984429385344742,
AH2018_TMTMS3_2_X,0.4987828414770488,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.5195381270368782,
HS2024_4_I_T2,0.5062526995060589,
NJH2024_Sub2_MICT_Mid,0.5014565435669024,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5282415713142873,
SAS2015_AZD/DMSO_Exp1,0.5037218763986102,
NJH2024_Sub1_MICT_Mid,0.5072046276238231,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,0.5386616155860566,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5413596090558692,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,
EP2017_Untreated R#3 normalized log2 ratio,0.511026715342735,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,0.5012220677293832,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,0.5177268599787098,
TM2022_mock.12h.A,0.5114974153244854,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5020893858305066,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,0.5121817279870725,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.47696417636954663,
KBE2022_Log2_Ex_29_T,0.4967877895098635,
HS2024_7_I_T2,0.4890908752381852,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.4942874923944105,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5022158726061543,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,0.48734687357671347,
RB2022_2_PostSprint,0.5168856023234671,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5238298827164116,
PG2020_Intensity CT_C,,
ZCP2016_Ratio H/L Rep 1,0.49184277907651164,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5047627100492282,
EP2017_Untreated R#3 log2 ratio,0.5110734712699174,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,
HS2024_8_PD_T2,0.527375948380032,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,0.4721842744665347,
NJH2025_Sub9_HIIT_Post,0.4995019059627045,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,0.5126838479706151,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.5072267653599963,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.500345963465565,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.48722613966508965,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5092477056840374,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5014580058580671,
YA2020_Reporter_intensity_Normal_No.2,0.5000243861929827,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5184647239470154,
HS2024_3_PD_T3,0.5740009793289471,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.4748470320690657,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5013299391247886,
CK2022_2 16-1,,
RAM2015_Log2 B,0.5111474775968822,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.4854939287360758,
UK2020_HCM_5,0.4994051523868348,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.5267074526342963,
PG2020_Intensity Mock_10h_B,,
WZ2023_Su_025_30min,0.5610525010846471,
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.5314947476610501,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5310139866844593,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.4967450421117441,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,0.5195113813215715,
NJH2025_Sub7_HIIT_Mid,0.5014935958525563,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.4998684228478641,
SR2019_Hs578T_Biol_repl_4,0.5330521123308094,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,0.5019860373894619,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5014764541442855,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,0.5140384967248255,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,0.502684323236595,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.5166158545336199,
SR2019_BT549_Biol_repl_1,0.5391836942833513,
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,
GF2025_P3_Sph,0.5402014322079414,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,0.517326386177441,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.5072272849267375,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,,
ZQ2022_N1,0.4606628450833308,
LY2019_P6-,0.4998525123156969,
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.49750739994666937,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5212486973885052,
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,0.5004365009155103,
KBE2022_Log2_Ex_13_U,0.5037596876957983,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,0.5106612020873378,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,0.5199093754677817,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,
SR2019_BT549_Biol_repl_2,0.5527504749897018,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,0.4814643277010799,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.48978673933379585,
WZ2023_Su_025_20min,0.5565709285560021,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.49875566395050913,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,0.5073700128952504,
FSO2013_Ratio H/L normalized Rep1,0.48964572908199305,
NJH2024_Sub2_HIIT_Pre,0.5019860373894619,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,0.5139981178514945,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5182010408239984,
PG2020_Intensity 10h_D,,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.525033097920165,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,0.5023844830202958,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.5210204253590773,
RB2022_6_PostStrength,0.536289811602643,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,0.5020234787705369,
NJH2025_Sub6_MICT_Post,0.4986653669504438,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,0.5161671235404579,
RN2012_H04,,
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5023894806493993,
LY2019_P3-,0.49066939495841466,
FR2021_Intensity.A,0.4784250909267988,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5423831427554248,
HS2024_8_PD_T3,0.5239472852390303,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5524818281032664,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5106411600148765,
RB2022_1_RecoveryStrength,0.5171033403382251,
SR2019_HCC1954_Biol_repl_4,0.5224884902927054,
FR2021_Norm.Intensity.N,0.48700019731904803,
HS2024_5_B_N1,0.5517180985135103,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,,
HS2024_8_I_N2,0.5071820810351604,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,0.4958040445343925,
AH2018_SILAC_M_1_C,,
LY2019_P8+,0.5335020458166393,
RB2022_2_RecoveryEndurance,0.5121220164209155,
JJ2018_Ratio H/M normalized pP2___1,0.5077409031566228,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5088330197490062,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,,
NJH2024_Sub6_MICT_Pre,0.5020234787705369,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,0.49946592325139044,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5027891551359213,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5120307076383561,
LY2019_P2-,0.5045394910440373,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.5134425753319529,
WZ2023_Pe_005_20min,0.555983431428559,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,0.49012950221074747,
RCJD2014_10min_1,0.511630848243295,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5045852363285636,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,0.5890982687023602,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,0.4998441963302128,
CF2017_OSE 28,0.5136239649593892,
HS2024_5_B_T2,0.5151639767776497,
HS2024_6_I_T1,0.487731649623299,
HS2024_5_B_T3,0.4795419633996512,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5176145125381144,
AH2018_TMTMS3_3_N,0.4986289136276479,
SR2019_HCC1419_Biol_repl_2,0.5163075351056448,
FR2021_Intensity.N,0.4869950660911293,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,
NJH2024_Sub1_HIIT_Mid,0.5068311028427109,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5058021371215793,
KBE2022_Log2_Ex_36_T,0.5199783854019266,
NJH2025_Sub6_HIIT_Mid,0.4958040445343925,
WZ2023_Pu_005_30min,0.5456553169557128,
KS2014_Intensity C2,,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5046843732707953,
CK2022_9 200-1,,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,
NJH2024_Sub9_MICT_Mid,0.5005477121513082,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.4864310515536605,
RBK2021_1332T Late,,
LY2019_P1-,0.5165369307412195,
RKK2015_TNF-α/basal.1,0.49988210478822215,
RKK2015_TNF-α/TNF-α+SC-514,0.5134500354062956,
CR2017_Ratio Replicate 2.5,,
HS2024_3_I_T3,0.4821335081068422,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,0.5199814322959049,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,
ZQ2022_C3,0.5542413960170097,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,0.5052113211813638,
KBE2022_Log2_Ex_39_T,0.5059850453518251,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5281739890846487,
RKK2015_SC-514/basal,0.5003452553022804,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5383084484023154,
NJH2025_Sub9_HIIT_Mid,0.4998006782967559,
SR2019_SKBR3_Biol_repl_4,0.5549564947595609,
HS2024_5_I_T3,0.5120568237707909,
KS2014_Intensity N1,,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,0.5149377425797336,
CR2017_Ratio Replicate 1,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,0.5121896968563215,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,0.49012950221074747,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,0.50438369049896,
RCJD2014_15min_2,0.5229972782474201,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5210333747873601,
HS2024_5_B_N2,0.46765960281748714,
HS2024_5_I_N1,0.47403635869228533,
HS2024_6_I_N1,0.48549925774701613,
AR2021_KD 48h,0.49338375266373763,
FR2021_Intensity.B,0.5090648199863326,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.5017923143403048,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,0.5162792572488563,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,0.5592755288336781,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5511038065867747,
KBE2022_Log2_Ex_29_U,0.4986936015678977,
HS2024_7_B_T1,0.5370839241727529,
AH2018_LFQ_M_2_X,,
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,0.5045774797073314,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.497607815165296,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,0.5145949758282222,
LY2019_P2+,0.5409992285652003,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5545148341925593,
RN2012_H01,0.49352672982977175,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5141511656577373,
HS2024_8_B_T3,0.49812093083146686,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.49816191368431856,
WZ2023_Pe_010_20min,0.5569328307247542,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.45368277027067033,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5144589682147975,
KS2014_Intensity C1,,
FSO2013_Ratio H/M normalized Rep3___1,0.5070245099991737,
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5024349585766835,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.554335061034996,
PG2020_Intensity 6h_C,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,0.49015487473800323,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5110063994976817,
GF2025_P8_Adh,0.488602188752444,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5441300935460915,
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5106217268631822,
NJH2024_Sub2_HIIT_Mid,0.49572009597445377,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.4980815506305248,
SAS2015_AZD/DMSO_Exp2,0.4950694157945026,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.49980911873931366,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.5205348106467165,
CF2017_FTE 16,0.5172420535005556,
AR2021_L41 10 μM,0.46782792545932295,
CF2017_EOC 2,0.503699113430097,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.4966600494993761,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,0.502684323236595,
HS2024_3_PD_T2,0.5505674832833254,
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,0.512602203611916,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,
AR2021_L41 1 μM,0.4621349707205727,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5099320134311,
NJH2025_Sub9_MICT_Pre,0.5007366591940101,
RCJD2014_20min_1,0.5146600537417209,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5865731815540589,
HS2024_7_B_T2,0.5083236735759311,
SAS2015_PLX/DMSO_Exp3,0.4988367787368619,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.49572009597445377,
AH2018_LFQ_M_3_C,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.5099932089210056,
YA2020_Reporter_intensity_Cancer_No.2,0.4954482400505792,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,,
WZ2023_Pu_025_10min,0.5568642437569049,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5234252336911174,
FSO2013_Ratio M/L normalized Rep3___1,0.48729636421488615,
SR2019_JIMT1_Biol_repl_4,0.5501007130991049,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.4953213713021388,
CF2017_EOC 4,0.5004761253055278,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5491306050454344,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,,
ZQ2022_N3,0.464462001478834,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,0.49664565087485435,
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,,
AH2018_LFQ_3_X,,
UK2020_UA_3,0.49786982053736406,
LY2019_P7-,0.5014697262238079,
