DatasetName,NOM1_S(280) NOM1_T(287),NOM1_S(129) NOM1_S(57) NOM1_T(65),NOM1_S(135) NOM1_S(139),NOM1_S(317) NOM1_S(320) NOM1_S(321)
AS2011_Ratio H/L,,,,
SR2019_MCF7_Biol_repl_4,,,,
EJN2021_2_Ex_Ins,,,,
AS2011_Ratio H/L Inhi_2_3,,,,
JAW2011_Ratio H/L LS1a_1,,,,
AH2018_LFQ_1_N,,,,
SAS2015_PLX/DMSO_Exp1,,0.5310113472562725,,0.6298066151319343
SFR2015_HL_log2_ratio_avg_c,,,,
JJ2018_Ratio M/L normalized pP2,,,,
NJH2024_Sub7_MICT_Mid,,,,
PG2020_Intensity 6h_B,,,,
FSO2013_Ratio H/L normalized Rep3,,0.5052056285585912,0.5112282523162962,
GRW2016_Ratio H/L normalized SILAC 2___2,,,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,,,
JJ2018_Ratio M/L normalized,,,,
KTGR2014_Ratio-AA 30 mins,,,,
JW2021_After_1,,,,
NJH2025_Sub2_MICT_Mid,,,,
HS2024_6_B_N2,,,0.7021666876302505,0.5663855276072948
KBE2022_Log2_Ex_9_T,,,,
AH2018_SILAC_IT_2_N,,,,
AH2018_SILAC_IT_1_X,,,,
HW2015_Ratio H/L normalized Exp3,,,,
HS2024_7_PD_T1,,,0.5986216512869214,
UK2020_UA_2,,,,
RM2024_Intensity D2-1___1,,,,
GF2025_P10_Sph,0.5189853237964482,,0.5240500711751239,
WZ2023_Pe_025_20min,0.44478555854150525,0.517268407101724,,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,,,
AH2018_LFQ_2_N,,,,
HS2024_4_I_N2,,,0.5554234670958041,
AH2018_TMTMS2_3_N,,,,0.671239609029174
RN2012_H06,,,0.5366112720057037,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,,,
HS2024_4_PD_T3,,,0.5860204021441512,
WZ2023_Su_005_30min,,0.5156933634464685,,
SR2019_HCC1419_Biol_repl_4,,,,
JJ2018_Ratio H/M normalized___2,,,,
SR2019_JIMT1_Biol_repl_3,,,,
AS2011_Ratio H/L Protein,,,,
UK2020_HCM_3,,,,
NJH2024_Sub10_HIIT_Post,,,,
CR2017_Ratio Replicate 3.1,,0.5283057644971839,,
WZ2023_Su_025_10min,0.4720193417915832,0.5177945368152289,,
AH2018_LFQ_IT_4_X,,,,
CP2009_Ratio H/L,,,,
VOI2024_0.1uM 24 h_3 mono,,,,
RB2022_4_RecoverySprint,,,,
RM2024_Intensity D6-3,,,,
WZ2023_Su_005_20min,0.4957829902736684,0.5179869376190026,,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,,,
SFR2015_HL_log2_ratio_avg_a,,,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,,,
RB2022_1_PreEndurance,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,,,
LG2023_GSK3α-2_intensity,,,,
EP2017_Pervanadate R#1 log2 ratio,,,0.5341493696265025,
NJH2025_Sub6_HIIT_Post,,,,
RB2022_6_RecoverySprint,,,,
KS2014_Intensity,,,,
MV2014_Ratio H/M normalized A2___1 (2 min),,,,
PG2020_Intensity 8h_D,,,,
LY2019_P7+,,,,
EP2017_Untreated R#1 normalized log2 ratio,,,0.5796675901721893,
RN2012_L10,,,0.4744587394079447,
PG2020_Intensity 4h_C,,,,
EP2017_Mitotic R#3 normalized log2 ratio,,,0.46098089805137754,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,,,
DB2022_LFQ intensity L1,,,,
KBE2022_Log2_Ex_24_T,,,,
RB2022_8_PostStrength,,,,
AH2018_SILAC_IT_2_X,,,,
HS2024_4_B_T3,0.4672924621202204,,0.5730823574114996,
NJH2024_Sub2_HIIT_Post,,,,
HS2024_8_B_N2,,,0.6326122512402368,0.3274168306044155
NJH2025_Sub8_HIIT_Pre,,,,
JJ2018_Ratio H/L normalized pP2___1,,,,
HS2024_8_I_T2,,0.5302362278257297,0.5568395175060863,0.4995920420777101
KBE2022_Log2_Ex_6_U,,,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,,,
CR2017_Ratio Replicate 1.1,,0.5338955273962317,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,,,
MV2014_Ratio M/H normalized B3___2 (30 min),,,,
CK2022_16 200-1,,,0.5434081675620707,
VOI2024_0.1uM 2 h_3 di,,,,
EP2017_Mitotic R#1 normalized log2 ratio,,,0.44678997135313764,
GF2025_P9_Sph,0.4850308800014642,,0.48913789921388506,
CK2022_6 200-1,,,0.5183074210557672,
NJH2024_Sub7_MICT_Post,,,,
AH2018_TMTMS3_2_X,0.39664664554380774,,,0.5429248191428244
NJH2024_Sub8_HIIT_Post,,,,
DB2022_LFQ intensity R1,,,,
JW2015_Intensity cap3,,,,
SR2019_HCC1954_Biol_repl_1,,,,
HS2024_4_I_T2,,,0.4912574065290355,
NJH2024_Sub2_MICT_Mid,,,,
VOI2024_0.1uM 2 h_2 mono,,,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,,,
HS2024_4_PD_T1,,,0.5394708956465017,
SAS2015_AZD/DMSO_Exp1,,0.4811313005043172,,0.4939354629095691
NJH2024_Sub1_MICT_Mid,,,,
IMM2018_normalised rep. int. CDK5L-3,,,0.564948780792845,
HS2024_3_B_T3,0.5724225800102754,,0.5571326014274722,
MV2014_Ratio L/H normalized A3___2 (2 min),,,,
NJH2025_Sub13_MICT_Pre,,,,
SR2019_MDAMB231_Biol_repl_3,,,,
GRW2016_Ratio H/L normalized SILAC 4___1,,,,
MM2018_Ratio H/L replicate1,,,,
PG2020_Intensity 2h_D,,,,
EP2017_Untreated R#3 normalized log2 ratio,,,0.4851621049060709,
MV2014_Ratio M/H normalized A3___3 (10 min),,,,
NJH2024_Sub7_HIIT_Pre,,,,
JAW2011_Ratio H/L LS2,,,,
CK2022_8 200-1,,,0.5226448439715853,
KS2014_Intensity pY_C4,,,,
CR2017_Ratio Replicate 3.5,0.6300695476950295,0.5034047365348696,,
RB2022_7_PostEndurance,,,,
NJH2025_Sub4_HIIT_Pre,,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,,,
TM2022_mock.12h.A,,,,
JJ2018_Ratio H/L normalized pP1,,,,
EP2017_Pervanadate R#2 normalized log2 ratio,,,0.5064398004968054,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,,,
KS2014_Intensity pY_E5_4,,,,
RM2024_Intensity D4-3___2,,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,,,
AH2018_SILAC_2_C,,,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,,
HS2024_7_I_N1,,,0.5352247031445972,
KBE2022_Log2_Ex_29_T,,,,
HS2024_7_I_T2,,,0.5139382437990895,
AS2011_Ratio H/L Normalized RNAi_2_3,,,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,,,
HS2024_6_B_T2,,,0.5837072996904973,0.6582836995260198
AMK2021_45I_p5,,,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,,,
SAS2015_PLX/DMSO_Exp2,,0.4954575577359692,,0.5672678000517084
EJN2021_1_Ex_Basal,,,,
FR2021_Intensity.M,0.39325244663118464,,,
RB2022_2_PostSprint,,,,
AH2018_SILAC_MR_3_N,,,,
MV2014_Ratio H/L normalized B1___3 (30 min),,,,
CF2017_FTE 13,,,,
PG2020_Intensity CT_C,,,,
ZCP2016_Ratio H/L Rep 1,,,0.5181613610388809,
FS2019_db/db2,,,,
KS2014_Intensity pY_PV4,,,,
KBE2022_Log2_Ex_39_U,,,,
EP2017_Untreated R#3 log2 ratio,,,0.4883085234932209,
RB2022_2_PostStrength,,,,
AS2011_Ratio H/L Normalized_1,,,,
MV2014_Ratio M/H normalized A3___2 (10 min),0.4613677696434265,,,
CR2017_Ratio Replicate 3.4,0.5428574919031484,0.4807870493293182,,
HS2024_8_PD_T2,,,0.5729768957501076,
FS2019_Ctr2,,,,
RB2022_6_PreEndurance,,,,
FR2021_Norm.Intensity.G,0.43082860621953045,,,
NJH2025_Sub9_HIIT_Post,,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,,,
RM2024_Intensity D4-3,,,,
HS2024_8_B_N1,,,0.594043138962211,0.4910350301554651
NJH2025_Sub10_MICT_Mid,,,,
KBE2022_Log2_Ex_15_U,,,,
AS2011_Ratio H/L Normalized Inhi_2,,,,
RKK2015_TNF-α/SC-514,0.46601400201597676,,,0.4777094449421779
RB2022_3_PreSprint,,,,
CR2017_Ratio Replicate 2.3,,0.5457574637190836,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,,,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,,,
GF2025_P4_Adh,,,0.45832759406561785,
YA2020_Reporter_intensity_Normal_No.2,,,,
YP2020_Intensity P30_R2_mult_log2,,,,
NJH2025_Sub13_MICT_Post,,,,
HS2024_4_B_N2,,,0.5548061764004483,
HS2024_3_PD_T3,,,0.6835611182151085,0.7350130180972475
AMK2021_120R_p3,,,,
MV2014_Ratio L/H normalized A3___3 (2 min),,,,0.2847187820074607
NJH2025_Sub10_HIIT_Pre,,,,
FR2021_Intensity.G,0.445754153584095,,,
RAM2015_Log2 C,,,,
AS2011_Ratio H/L Proteins Inhi_1,,,,
FSO2013_Ratio H/M normalized Rep1___3,,,,
AH2018_LFQ_M_2_N,,,,
MV2014_Ratio M/L normalized A1___3 (2 min),,,,
KBE2022_Log2_Ex_40_T,,,,
CK2022_2 16-1,,,,
RAM2015_Log2 B,,,,
YP2020_Intensity C10_R1_mult_log2,,,,
FSO2013_Ratio M/L normalized Rep1___2,,,,
NJH2025_Sub8_MICT_Pre,,,,
EJN2021_4_Rest_Basal,,,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,,,
JJ2018_Ratio H/M normalized pP3___1,,,,
VOI2024_Veh2 mono,,,,
HS2024_6_B_T1,,,0.5909107768568498,0.6648943974074282
UK2020_HCM_5,,,,
NJH2025_Sub10_HIIT_Post,,,,
VOI2024_0.1uM 2 h_3 mono,,,,
JW2015_Intensity pre3,,,,
AS2011_Ratio H/L Normalized Inhi_2_1,,,,
DL2023_24h-3,,,,0.5243764667024621
HS2024_7_PD_T3,,,0.5752580233671383,
PG2020_Intensity Mock_10h_B,,,,
WZ2023_Su_025_30min,0.4821140032987168,0.5207268947211797,,
AH2018_LFQ_4_N,,,,
CR2017_Ratio Replicate 1.2,,,,
AS2011_Ratio H/L Normalized by Proteins,,,,
RB2022_6_RecoveryStrength,,,,
HS2024_8_I_N1,,0.5490884398437071,0.5897763240493932,0.3280469068896102
AMK2021_Ctrl_p3,,,,
AS2011_Ratio H/L Protein Inhi_2,,,,
HH2022_Reporter intensity 7,,0.504755385441733,,
AH2018_SILAC_M_1_X,,,,
RB2022_7_PreEndurance,,,,
VOI2024_0.1uM 24 h_2 di,,,,
DL2023_control-2,,,,0.5599370328219254
LY2019_P6+,,,,
DB2022_LFQ intensity R2,,,,
GF2025_P6_Adh,0.5309636050962854,,0.6060165388902223,
VOI2024_Veh1 di,,,,
AS2011_Ratio H/L RNAi_2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,,,
VOI2024_Veh3 mono,,,,
HS2024_5_I_T2,,,0.5779192489742125,
NJH2025_Sub7_HIIT_Mid,,,,
MV2014_Ratio H/L normalized B1___1 (30 min),,,,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,,,
RB2022_6_PostSprint,,,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,,,
AS2011_Ratio H/L Inhi_1,,,,
AS2011_Ratio H/L Normalized RNAi_1_2,,,,
AH2018_TMTMS3_2_C,0.4086207669971384,,,0.5535295926813973
SR2019_Hs578T_Biol_repl_4,,,,
RB2022_8_PreStrength,,,,
KS2014_Intensity C5,,,,
RM2024_Intensity D0-1,,,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,,,
YP2020_Intensity P30_R1_mult_log2,,,,
NJH2025_Sub2_HIIT_Pre,,,,
RB2022_3_RecoveryEndurance,,,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,,,
GF2025_P9_Adh,0.5500212574416011,,0.5529261154349918,
RB2022_3_PostStrength,,,,
TM2022_S2.8h.A,,,,
AS2011_Ratio H/L RNAi_1_1,,,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,,,
NJH2025_Sub2_MICT_Pre,,,,
MV2014_Ratio L/M normalized A2___3 (10 min),,,,
MV2014_Ratio H/M normalized A2___3 (2 min),,,,
HS2024_4_B_T2,0.4406554055380047,,0.6111295535535564,
SR2019_BT549_Biol_repl_1,,,,
AH2018_LFQ_M_4_N,,,,
NJH2024_Sub8_HIIT_Mid,,,,
PG2020_Intensity 8h_B,,,,
AH2018_LFQ_2_X,,,,
PG2020_Intensity 2h_B,,,,
AS2011_Ratio H/L Proteins RNAi_1,,,,
RB2022_4_PostSprint,,,,
KS2014_Intensity E15_3,,,,
GF2025_P3_Sph,,,0.507565529328507,
DB2022_LFQ intensity L2,,,,
MV2014_Ratio H/L normalized A1___1 (10 min),,,,
AH2018_SILAC_1_C,,,,
NJH2024_Sub1_HIIT_Pre,,,,
FSO2013_Ratio M/L normalized Rep2___2,,,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,,,
AS2011_Ratio H/L RNAi_2_3,,,,
AH2018_SILAC_IT_1_N,,,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,,,
RB2022_4_PreEndurance,,,,
JJ2018_Ratio M/L normalized pP1,,,,
CR2017_Ratio Replicate 2.4,0.5317302110917164,0.49254352120002753,,
ZQ2022_N1,,,,
LY2019_P6-,,,,
RM2024_Intensity D2-3,,,,
UK2020_HCM_1,,,,
JW2015_Intensity pre2,,,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,,,
RM2024_Intensity D2-1,,,,
NJH2025_Sub12_MICT_Post,,,,
MV2014_Ratio H/M normalized B2___2 (5 min),,,,
RN2012_L14,,,0.4811734800870421,
AH2018_LFQ_3_N,,,,
RKK2015_TNF-α/IKKb,0.5694042575730314,,,
SFR2015_HL_log2_ratio_std_b,,,,
UK2020_UA_1,,,,
KBE2022_Log2_Ex_13_U,,,,
AS2011_Ratio H/L Normalized Inhi_1,,,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,,,
RB2022_1_RecoverySprint,,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,,,
JJ2018_Ratio H/L normalized pP3,,,,
CK2022_7 40-1,,,,
AS2011_Ratio H/L Inhi_1_3,,,,
NJH2025_Sub10_HIIT_Mid,,,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,,,
JAW2011_Ratio H/L LS1b_1,,,,
PG2020_Intensity 4h_B,,,,
SR2019_BT549_Biol_repl_2,,,,
RM2024_Intensity D4-2,,,,
DB2022_LFQ intensity R2.2,,,,
JJ2018_Ratio H/L normalized,,,,
RB2022_5_PostEndurance,,,,
HS2024_5_PD_T2,,0.5436555977827541,0.6044640212946755,0.5477144078417908
WZ2023_Su_025_20min,0.4858685427562256,0.5174875785975995,,
RM2024_Intensity D2-2___1,,,,
IMM2018_normalised rep. int. CDK5L-2,,,0.5668739459030354,
LY2019_P8-,,,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,,,
FSO2013_Ratio H/L normalized Rep1,,0.5547372366805343,0.523025020333876,
NJH2024_Sub2_HIIT_Pre,,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,,,
CK2022_13 40-1,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,,,
RN2012_H02,,,0.49899702086385594,
PG2020_Intensity 10h_D,,,,
RB2022_8_PreEndurance,,,,
HS2024_3_B_N2,,,0.6669288092667158,0.5766341897327935
EJN2021_4_Ex_Ins,,,,
AS2011_Ratio H/L Normalized by Protein,,,,
EJN2021_1_Ex_Ins,,,,
EP2017_Pervanadate R#3 log2 ratio,,,0.5118121892517701,
FSO2013_Ratio M/L normalized Rep1___3,,,,
NJH2025_Sub4_HIIT_Mid,,,,
RCJD2014_5min_2,0.8201349674204433,,,0.3592085933595346
RB2022_6_PostStrength,,,,
AH2018_SILAC_MR_3_C,,,,
AH2018_LFQ_M_4_C,,,,
NJH2024_Sub4_MICT_Pre,,,,
AS2011_Ratio H/L Normalized Inhi_1_1,,,,
DL2023_12h-1,,,,0.47883730515619455
MV2014_Ratio L/M normalized B2___1 (30 min),,,,
DB2022_LFQ intensity L1.1,,,,
NJH2025_Sub6_MICT_Pre,,,,
NJH2025_Sub6_MICT_Post,,,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,,,
RN2012_H04,,,0.5522035746815586,
CK2022_6 40-1,,,,
DB2022_LFQ intensity R2.1,,,,
KBE2022_Log2_Ex_42_U,,,,
LY2019_P3-,,,,
FR2021_Intensity.A,0.3502858570828162,,,
EJN2021_3_Ex_Ins,,,,
MV2014_Ratio M/L normalized A1___1 (2 min),,,,
WZ2023_Pe_005_30min,0.4821015695123423,0.521708901641554,,
HS2024_8_PD_T3,,,0.5522311572127248,
EJN2021_3_Ex_Basal,,,,
AST2020_Control.1,0.4444375404862166,,,0.5445264716930023
JW2015_Intensity cap1,,,,
PG2020_Intensity CT_A,,,,
FS2019_Ctr3,,,,
WZ2023_Pu_025_20min,0.48918078636462026,0.5244713357724403,,
NJH2025_Sub4_MICT_Post,,,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,,,
GF2025_P10_Adh,0.6934496583359371,,0.4676891070571062,
RB2022_1_RecoveryStrength,,,,
SR2019_HCC1954_Biol_repl_4,,,,
FR2021_Norm.Intensity.N,0.41706020340859495,,,
HS2024_5_B_N1,,0.578807686198683,0.5553588982622264,0.3849716707385393
FSO2013_Ratio H/M normalized Rep3___3,,,,
AH2018_TMTMS2_2_C,,,,0.6542658216222563
RB2022_4_PreSprint,,,,
DB2022_Intensity R2,,,,
AH2018_TMTMS2_Pool,0.36836510070072015,,,0.5431866692798722
HS2024_8_I_N2,,0.5221775768484369,0.5684347750930747,0.36417367349312507
RB2022_3_RecoveryStrength,,,,
NJH2024_Sub6_HIIT_Mid,,,,
AH2018_SILAC_M_1_C,,,,
LY2019_P8+,,,,
RB2022_2_RecoveryEndurance,,,,
JJ2018_Ratio H/M normalized pP2___1,,,,
JAW2011_Ratio H/L HS_1,,,,
RB2022_3_PostEndurance,,,,
KS2014_Intensity pY_PV1,,,,
JAW2011_Ratio H/L LS1b_2,,,,
SR2019_MCF7_Biol_repl_2,,,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,,,
AS2011_Ratio H/L Normalized RNAi_1_1,,,,
AH2018_LFQ_M_4_X,,,,
NJH2024_Sub6_MICT_Pre,,,,
JJ2018_Ratio M/L normalized pP1___2,,,,
YP2020_Intensity C30_R2_mult_log2,,,,
NJH2024_Sub9_HIIT_Pre,,,,
AS2011_Ratio H/L Normalized Inhi_2_3,,,,
RM2024_Intensity D0-1___3,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,,,
KBE2022_Log2_Ex_28_U,,,,
GRW2016_Ratio H/L normalized SILAC 1___1,,,,
CF2017_FTE 17,0.49744833846093334,,,
LY2019_P2-,,,,
AH2018_LFQ_IT_1_X,,,,
JJ2018_Ratio H/L normalized pP3___1,,,,
RB2022_8_RecoveryStrength,,,,
WZ2023_Pe_005_20min,0.4503068205346148,0.5236762466046381,,
AST2020_Control.2,0.4378633825735024,,,0.540752694178748
NJH2025_Sub6_MICT_Mid,,,,
RCJD2014_10min_1,0.549511952059307,,,0.5911014942312869
FSO2013_Ratio H/L normalized Rep2___3,,,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,,,
HS2024_3_I_T1,,,0.4803277917462999,0.5798122230189926
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,,,
CK2022_4 40-1,,,,
SR2019_MCF10A_Biol_repl_4,,,,
KS2014_Intensity pY_C5,,,,
NJH2025_Sub4_MICT_Pre,,,,
NJH2024_Sub9_MICT_Post,,,,
CF2017_OSE 28,,,,
HS2024_5_B_T2,,,0.565187222066875,
HS2024_6_I_T1,,,0.5546060274435729,
HS2024_5_B_T3,,,0.5324360626353429,
JJ2018_Ratio H/M normalized pP1___1,,,,
KBE2022_Log2_Ex_36_U,,,,
AH2018_TMTMS3_3_N,0.3621299388507151,,,0.5463939880515755
SR2019_HCC1419_Biol_repl_2,,,,
FR2021_Intensity.N,0.4168028937717062,,,
AS2011_Ratio H/L Inhi_2_1,,,,
AH2018_SILAC_MR_1_C,,,,
NJH2024_Sub1_HIIT_Mid,,,,
NJH2025_Sub8_HIIT_Mid,,,,
EP2017_Mitotic R#3 log2 ratio,,,0.4412335868658392,
KBE2022_Log2_Ex_36_T,,,,
NJH2025_Sub6_HIIT_Mid,,,,
WZ2023_Pu_005_30min,0.47374428350601033,0.5222710721279215,,
KS2014_Intensity C2,,,,
FSO2013_Ratio H/L normalized Rep1___2,,,,
RM2024_Intensity D2-2,,,,
KBE2022_Log2_Ex_42_T,,,,
CK2022_9 200-1,,,0.5384098376725571,
GRW2016_Ratio H/L normalized SILAC 2___1,,,,
JJ2018_Ratio H/M normalized pP3___2,,,,
DB2022_LFQ intensity R1.1,,,,
CK2022_10 200-1,,,0.5385111848535393,
NJH2024_Sub9_MICT_Mid,,,,
JAW2011_Ratio H/L_2,,,,
HS2024_7_I_N2,,,0.554996816899747,
RBK2021_1332T Late,,,,
LY2019_P1-,,,0.4378063583876116,
RKK2015_TNF-α/basal.1,,,,0.6153875222676095
RKK2015_TNF-α/TNF-α+SC-514,,,,0.5694115118990366
CR2017_Ratio Replicate 2.5,0.4511879092777487,0.49988730008325016,,
HS2024_3_I_T3,,,0.5429218117880366,0.652114952388262
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,,,
AS2011_Ratio H/L Normalized RNAi_1,,,,
KS2014_Intensity E15_4,,,,
ZQ2022_C3,,,,
EJN2021_3_Rest_Ins,,,,
YP2020_Intensity P10_R2_mult_log2,,,,
MV2014_Ratio H/L normalized A1___3 (10 min),,,,
NJH2025_Sub1_MICT_Pre,,,,
KBE2022_Log2_Ex_39_T,,,,
FSO2013_Ratio H/M normalized Rep3___2,,,,
RM2024_Intensity D6-2,,,,
EP2017_Untreated R#1 log2 ratio,,,0.583373157838221,
RKK2015_SC-514/basal,0.5589060851959884,,,0.6905484394021203
RM2024_Intensity D6-1___3,,,,
WZ2023_Pu_010_10min,0.4987480164430108,0.5206683980121137,,
NJH2025_Sub9_HIIT_Mid,,,,
SR2019_SKBR3_Biol_repl_4,,,,
HS2024_5_I_T3,,,0.5474360923990034,
KS2014_Intensity N1,,,,
NJH2024_Sub12_MICT_Post,,,,
TM2022_S2.8h.C,,,,
CR2017_Ratio Replicate 1,,0.5625147271953422,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,,,
JJ2018_Ratio H/M normalized pP3,,,,
AH2018_SILAC_MR_2_C,,,,
LATM2013_Log2 Ratio (Medium/Light) Forward,,,,
PG2020_Intensity 2h_A,,,,
NJH2024_Sub6_MICT_Mid,,,,
NJH2025_Sub13_HIIT_Post,,,,
AH2018_SILAC_MR_3_X,,,,
JJ2018_Ratio H/M normalized___1,,,,
RCJD2014_15min_2,0.5994538816265687,,,0.6238305717907482
AS2011_Ratio H/L_2,,,,
AS2011_Ratio H/L Normalized,,,,
RN2012_H03,,,,
HS2024_5_B_N2,,0.5122215679234472,0.5904153701644197,0.4800267051111573
HS2024_5_I_N1,,0.5222120288199305,0.5962427837888512,0.5208867946377463
HS2024_6_I_N1,,,0.6259004530201082,0.4306584527827107
AR2021_KD 48h,0.5994561838390566,,,0.4615891856555949
FR2021_Intensity.B,0.4046001930748273,,,
RB2022_3_PreEndurance,,,,
HS2024_5_I_T1,,,0.5382030545935079,
NJH2024_Sub10_MICT_Pre,,,,
SR2019_LM2_Biol_repl_2,,,,
AST2020_anti-CD3,0.4310291847333304,,,0.5346242748992132
SR2019_MDAMB231_Biol_repl_1,,,,
RM2024_Intensity D2-3___3,,,,
WZ2023_Pe_005_10min,0.4930887696326979,0.522736156918461,,
KBE2022_Log2_Ex_29_U,,,,
HS2024_7_B_T1,0.4394407120207884,,0.5214630406741636,
AH2018_LFQ_M_2_X,,,,
AH2018_LFQ_IT_4_N,,,,
CK2022_15 200-1,,,0.5407376816972462,
RM2024_Intensity D4-1___2,,,,
JJ2018_Ratio H/M normalized,,,,
JJ2018_Ratio M/L normalized pP3___1,,,,
KBE2022_Log2_Ex_34_T,,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,,,
LY2019_P2+,,,,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,,,
CK2022_2 200-1,,,0.5264529463029717,
AS2011_Ratio H/L Protein RNAi_2,,,,
MV2014_Ratio L/H normalized A3___1 (2 min),,,,
WZ2023_Su_010_30min,0.4942847898468915,0.5184849317719145,,
RN2012_H01,,,0.5248809625388109,
KTGR2014_Ratio-Rapa 2 mins,,,,
EJN2021_2_Rest_Basal,,,,
KS2014_Intensity pY_E5_3,,,,
MM2018_Ratio H/L replicate 3,,,,
EP2017_Pervanadate R#1 normalized log2 ratio,,,0.535538069532016,
HS2024_8_B_T3,0.6801240742548659,,0.5187546246348026,
YA2020_Reporter_intensity_Cancer_No.3,,,,
KBE2022_Log2_Ex_44_U,,,,
WZ2023_Pe_010_20min,0.4781354040580763,0.5221077007087743,,
KS2014_Intensity pY_C6,,,,
AS2011_Ratio H/L Normalized_3,,,,
RCJD2014_15min_mean,0.7273433286969906,,,0.6130805609312596
RB2022_3_PreStrength,,,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,,,
RCJD2014_10min_mean,0.1916501827769518,,,0.4929294281747987
KS2014_Intensity C1,,,,
FSO2013_Ratio H/M normalized Rep3___1,,0.4899673825995221,0.5064788966915362,
AH2018_SILAC_M_3_C,,,,
RKK2015_TNF-α+IKKb/TNF-α,0.386415107741592,,,
RM2024_Intensity D0-3___2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,,,
AH2018_SILAC_M_2_C,,,,
AH2018_SILAC_M_2_X,,,,
KTGR2014_Ratio-Rapa 15 mins,,,,
RM2024_Intensity D4-2___1,,,,
KBE2022_Log2_Ex_15_T,,,,
VOI2024_0.1uM 24 h_1 di,,,,
WZ2023_Su_010_10min,0.49621472972644615,0.5194671211900591,,
PG2020_Intensity 6h_C,,,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,,,
JJ2018_Ratio M/L normalized pP1___1,,,,
AH2018_LFQ_M_3_N,,,,
VOI2024_0.1uM 24 h_2 mono,,,,
AH2018_TMTMS2_3_C,,,,0.669049712661734
CK2022_15 16-1,,,,
CK2022_3 16-1,,,,
LY2019_P4-,,,0.6673050900224762,
FSO2013_Ratio H/L normalized Rep3___2,,,,
KS2014_Intensity pY_PV2,,,,
HS2024_3_I_N2,,,0.7441626666294108,0.7621158478862546
GF2025_P8_Adh,0.5812726750681911,,0.5691806356342524,
