DatasetName,DBNL_M(269) DBNL_M(275) DBNL_S(129) DBNL_S(160) DBNL_S(166) DBNL_S(172) DBNL_S(180) DBNL_S(198) DBNL_S(204) DBNL_S(212) DBNL_S(232) DBNL_S(269) DBNL_S(270) DBNL_S(274) DBNL_S(275) DBNL_S(276) DBNL_S(283) DBNL_S(284) DBNL_S(38) DBNL_S(5) DBNL_S(647) DBNL_T(167) DBNL_T(168) DBNL_T(188) DBNL_T(220) DBNL_T(26) DBNL_T(266) DBNL_T(270) DBNL_T(288) DBNL_T(291) DBNL_T(292) DBNL_T(3) DBNL_Y(162) DBNL_Y(37),DBNL_S(141) DBNL_S(169) DBNL_S(223) DBNL_S(272) DBNL_S(273) DBNL_S(3) DBNL_S(9) DBNL_Y(140)
CK2022_4 16-1,0.5449002961939554,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,0.5575520372694344,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5528070189695606,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.5539882236080144,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5502280326109356,
FSO2013_Ratio H/L normalized Rep3,0.5506077690580039,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,0.5395426888953946,0.38351920846774273
AH2018_SILAC_IT_2_N,0.5499803073764019,
AH2018_SILAC_IT_1_X,0.5489287786922007,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,0.5473142928255208,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5447455512803868,
WZ2023_Pe_025_20min,0.5669943446418628,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5486038499465699,
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,0.5566394589837238,0.39442825430072026
RN2012_H06,0.5519517335635088,0.4286617677382647
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,0.5692783659338623,
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.5474382057012024,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5426270680993888,
WZ2023_Su_025_10min,0.5718204547136313,
AH2018_LFQ_IT_4_X,0.5488332421079687,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.5457520478041049,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.570486832938171,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.549976577686191,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,0.5487846780247206,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5647351539538187,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5708266884906686,0.40263667642307327
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5499633628409492,
LY2019_P7+,0.5628605441743639,
EP2017_Untreated R#1 normalized log2 ratio,0.5483319684041179,
RN2012_L10,0.5464539102064769,
PG2020_Intensity 4h_C,0.5510034726140126,
EP2017_Mitotic R#3 normalized log2 ratio,0.5582548516045894,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.5606224106244355,
RB2022_8_PostStrength,0.5521771068965188,
AH2018_SILAC_IT_2_X,0.5500152722033238,
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.5476336134066699,0.39101880375135417
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5307495196618657,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.548534873279123,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5601093314961378,
GF2025_P9_Sph,0.5659499262158095,
CK2022_6 200-1,0.5495997067385957,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.551979168647749,0.4149737883722355
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.5515028695443434,
EP2017_Untreated R#3 normalized log2 ratio,0.5434050803393702,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.549582426813123,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5353837508280841,
RB2022_7_PostEndurance,0.5483913296090481,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5608989862705073,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.551714708083597,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.5405284837870393,0.3740066288965348
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,0.558418739824861,
FR2021_Intensity.M,,
RB2022_2_PostSprint,0.5501545802103278,
AH2018_SILAC_MR_3_N,0.5472609617575334,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5421155875077321,
PG2020_Intensity CT_C,0.5509009764528089,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,0.554176823653806,0.40311852281866495
KBE2022_Log2_Ex_39_U,0.5447331312710008,0.37744287243468017
EP2017_Untreated R#3 log2 ratio,0.5446394445958438,
RB2022_2_PostStrength,0.5432022320427244,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5322244166841119,
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5501916935826894,0.40081609949348157
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,0.5448280360612824,
CR2017_Ratio Replicate 2.3,0.5331065843827232,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5623776535069804,
YA2020_Reporter_intensity_Normal_No.2,0.5647003282034797,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.5421059891191883,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.552500313963765,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5559466464234659,0.37239531162131645
CK2022_2 16-1,0.5458520142492476,
RAM2015_Log2 B,0.5344970331419268,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5566117477613229,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,0.5469580573181324,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,0.5459749657836019,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.5511880216374019,
WZ2023_Su_025_30min,0.5670183540366525,
AH2018_LFQ_4_N,0.5504341628758247,
CR2017_Ratio Replicate 1.2,0.5530580181547233,0.40043081357269256
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,0.5571333897043853,0.3962245633166447
AH2018_SILAC_M_1_X,0.5472760359514138,
RB2022_7_PreEndurance,0.5622981735128298,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5414983971444475,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5456891789946174,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5438335935117811,0.4091834087112908
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.5533843634060402,0.39432872176236705
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,0.5429181017127983,
RNJ2017_Log2_ratio_Tstim:Trest_D2,0.5545124289873796,
GF2025_P9_Adh,0.5386020137414229,
RB2022_3_PostStrength,0.5518907376813283,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.5491083640899832,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5500642525564214,
AH2018_LFQ_2_X,0.542502440337381,
PG2020_Intensity 2h_B,0.5516757105565444,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,0.5537907191456993,
KS2014_Intensity E15_3,0.5610975540052502,0.41152828946078734
GF2025_P3_Sph,0.5529183110745568,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5494189694024119,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,0.3985181068163317
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.55188297794465,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,0.5503706493098559,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5568852082842771,
ZQ2022_N1,,0.3913931519754553
LY2019_P6-,0.5420881661718656,
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.5465255201442892,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.5436353732335687,0.41719252864128265
AH2018_LFQ_3_N,0.5462981728612344,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,0.5533253441566129,
UK2020_UA_1,0.5469265750406448,
KBE2022_Log2_Ex_13_U,0.5520317515780697,0.3981485692126696
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,0.5568444734306714,
RB2022_1_RecoverySprint,0.5486346625995545,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.5528079061845298,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5373183481014823,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,0.5383440098028286,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.5678379160942826,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.5545299475761611,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5502885621556293,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.5538081836002897,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.5541660931965726,
PG2020_Intensity 10h_D,0.5464729128874335,
RB2022_8_PreEndurance,0.5558454382127399,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,0.5570297452204668,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5578850342067205,
EP2017_Pervanadate R#3 log2 ratio,0.5643360302441945,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5523213189645014,
AH2018_LFQ_M_4_C,0.5497620690854793,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.5573373457805633,
CK2022_6 40-1,0.5529905807504519,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5482332201014379,0.39086422933159276
LY2019_P3-,0.5590044340040773,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.5574481916973253,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5683810151606926,
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.5582783322571342,
AST2020_Control.1,0.551192109708397,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5496242288811136,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5667269773029222,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5367637480050521,
RB2022_1_RecoveryStrength,0.5517822648398315,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5558154932807826,0.400316946331209
RB2022_4_PreSprint,0.5467937942428598,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5503043122037696,0.40529031530487347
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,0.549733514488542,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.549469731244374,
LY2019_P8+,0.5369997159622221,
RB2022_2_RecoveryEndurance,0.5510959154321478,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.5501511460897714,
KS2014_Intensity pY_PV1,0.5536578439941007,0.39721106897513475
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.5496701825837356,0.4025266998666456
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5516659133541508,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5444259631061649,0.3837245853544219
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,0.5327261429879059,
AH2018_LFQ_IT_1_X,0.5480123101971893,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,0.5474926354700108,
WZ2023_Pe_005_20min,0.5671026151793747,
AST2020_Control.2,0.551292902688878,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5532723789690728,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.548798808910135,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.550216979020621,0.3935407886976972
AH2018_TMTMS3_3_N,0.5471163966116196,0.40284046291301806
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5495962334884095,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5559779627459647,
KBE2022_Log2_Ex_36_T,0.5487455288014417,0.39397613126321746
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5704028479437576,
KS2014_Intensity C2,0.5445695398281789,0.39917757983986096
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5489929229294991,0.3819061068208328
CK2022_9 200-1,0.5493969856435467,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5489209658117993,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,0.552347426664117,
LY2019_P1-,0.5243070505784809,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5405172056524417,
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5570048927715233,0.40344253273527275
ZQ2022_C3,,0.43059122371925873
EJN2021_3_Rest_Ins,0.5579229505994068,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.547642316870124,0.3826101147152678
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5496489846802587,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5650172104187907,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5644002305635755,0.3765026703133719
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5203562571605284,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5488153408084668,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5535405705987547,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5471886186251071,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.5609969379673071,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.5496620593664623,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,0.55051821387028,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,0.5514504782815448,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5697001049804897,
KBE2022_Log2_Ex_29_U,0.5389760765922315,0.37254443099833656
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.5477508517969645,
AH2018_LFQ_IT_4_N,0.5486884743947575,
CK2022_15 200-1,0.5481367332734761,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5580148003018479,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.530983617133859,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5476718307528167,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5681706705631272,
RN2012_H01,0.5517475668138663,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.5533266733454325,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.564932257653634,
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,0.5616620247692545,
KBE2022_Log2_Ex_44_U,0.5577329211704382,
WZ2023_Pe_010_20min,0.5684617888438047,
KS2014_Intensity pY_C6,0.5459307469429057,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,0.5482451568506473,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),0.5560787730442032,
RCJD2014_10min_mean,,
KS2014_Intensity C1,0.5519553240009496,0.39440062290413297
FSO2013_Ratio H/M normalized Rep3___1,0.550573497689852,
AH2018_SILAC_M_3_C,0.5510753327332083,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5475431870443663,
AH2018_SILAC_M_2_X,0.5453704870300863,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.553642285544931,0.4004842785334196
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5689544362465881,
PG2020_Intensity 6h_C,0.5494866913492116,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5509785627404332,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5551193495840426,0.39694976891395617
CK2022_15 16-1,0.5462099928242284,
CK2022_3 16-1,0.5457582081395486,
LY2019_P4-,0.5613241583481279,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,0.5543250268257061,0.3870435953206526
HS2024_3_I_N2,,
GF2025_P8_Adh,0.5398486243966275,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5603326172673704,
CK2022_10 16-1,0.5451009689213179,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5484153173414854,0.3883299466250684
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.5477989211026665,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5566341957503731,
EJN2021_2_Ex_Basal,0.557564204626453,
