DatasetName,COPE_S(10) COPE_S(13) COPE_S(155) COPE_S(231) COPE_S(283) COPE_S(3) COPE_S(306) COPE_S(307) COPE_S(45) COPE_S(99),COPE_S(109) COPE_Y(226)
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,0.5076670059989958,
CR2017_Ratio Replicate 1.1,0.4810031236059077,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.48484848995308455,
GF2025_P9_Sph,0.47973345177613175,
CK2022_6 200-1,,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.5036956974178435,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,,
EP2017_Untreated R#3 normalized log2 ratio,0.49770679685917807,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.4953516685589611,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.4977509169501392,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.48241466941697375,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,0.6639614418469535
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5002215209858795,
PG2020_Intensity CT_C,,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,,
EP2017_Untreated R#3 log2 ratio,0.4969267619836983,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.4957865551415689,
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5032392638881169,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5287460910574464,
YA2020_Reporter_intensity_Normal_No.2,0.4811902941917424,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.49627076637597883,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.4699156539014476,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,
CK2022_2 16-1,,
RAM2015_Log2 B,0.504167729184388,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,0.7678009005444114
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,,
WZ2023_Su_025_30min,0.4980906217067546,
AH2018_LFQ_4_N,0.49035180398383804,
CR2017_Ratio Replicate 1.2,0.5258802668531031,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5186682857620856,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.49850152290658467,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5022295974406785,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.50088878141723,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.49818432440636506,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.4934969000801389,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,,
AH2018_LFQ_2_X,0.4888918873999216,
PG2020_Intensity 2h_B,,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.4882407420894957,
GF2025_P3_Sph,0.4949314514861031,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.4947659017622839,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5031663360157678,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.49601110887777083,
ZQ2022_N1,,
LY2019_P6-,0.517016323303299,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,0.491486997762712,
AH2018_LFQ_3_N,0.4833982864293958,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,0.5112897251223112,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.49833167473723305,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.5002403690907457,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.4995128922633996,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,0.4816750633875785,
PG2020_Intensity 10h_D,0.49457198536691493,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,,0.7654339616934857
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,0.6601927945881476
EP2017_Pervanadate R#3 log2 ratio,0.48059495649368333,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,0.4915312826378515,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,0.48664377137330916,
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,
LY2019_P3-,0.49360966927865296,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,0.6472883107079275
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.4929034791649419,
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,,0.63810145021324
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.4990933755326248,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5188425156571018,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.48474513008049563,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5009851628019486,
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,
LY2019_P8+,0.5071343887109393,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.49260931488464477,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.49413893763668504,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,0.5279040439113452,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.4941317080317479,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,0.5031151728880392,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.48534629418727304,
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.4966774478798288,
KS2014_Intensity C2,0.5010018746552399,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,
CK2022_9 200-1,,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,0.4846849454643821,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.49253315377193185,
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,0.756289592778794
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5147345503050772,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.49924111108790276,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5190585675159907,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.47688259976669284,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,,
LATM2013_Log2 Ratio (Medium/Light) Forward,0.49866261851312543,
PG2020_Intensity 2h_A,,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,0.47404832873053576,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.523169613526812,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.4947722345341695,
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.49572778657552047,
AH2018_LFQ_IT_4_N,0.46256848870954326,
CK2022_15 200-1,,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.4925346168562461,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5135121191203582,
LATM2013_Log2 Ratio (Light/Medium) Reverse,0.5077731026642545,
CK2022_2 200-1,,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5007865398023619,
RN2012_H01,0.5107834662988807,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,0.6453599346717619
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.49132811436235696,
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,0.4845830350417114,
KBE2022_Log2_Ex_44_U,0.4940801316686403,
WZ2023_Pe_010_20min,0.4944666811750239,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,0.5053541311916476,
FSO2013_Ratio H/M normalized Rep3___1,0.4978654561898348,
AH2018_SILAC_M_3_C,0.46779762152011906,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.48736184056690657,
AH2018_SILAC_M_2_X,0.4862808555323527,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5001019195885273,
PG2020_Intensity 6h_C,,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.4901357395824272,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.48640357511290916,
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,0.49712142749437627,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,0.494105791618196,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.4808846676117696,
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.4849670158747724,
EJN2021_2_Ex_Basal,,0.6317215170231354
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5028244061788161,
AR2021_L41 10 μM,0.4840408209615596,
CF2017_EOC 2,0.5057116703512003,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,0.493678332042159,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.4882360620534647,
AR2021_L41 1 μM,0.4761692710502838,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.4898348418690931,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.49279477435871843,
KS2014_Intensity C4,0.48928394613528264,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.4881213227083564,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.48792271568445245,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.5042486406379662,
WZ2023_Pu_025_10min,0.4974805436219788,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,0.4998570554463879,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,0.49631430231532736,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.49343109789246775,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.4813582326037431,
KS2014_Intensity C6,0.5038443294632723,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.49677808036583626,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.5042418285093477,
CK2022_5 40-1,,
AH2018_LFQ_3_X,0.4876051009964984,
UK2020_UA_3,,
LY2019_P7-,0.48961147429285584,
GF2025_P5_Adh,0.5149628724087247,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.49818423400246675,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.49704587319907584,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.49013341831138824,
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,0.47338628270719746,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.4891408167005766,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.49035009620293674,
YA2020_Reporter_intensity_Cancer_No.4,0.4867102796526517,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.49023787504430033,
RB2022_2_PreEndurance,,
JW2021_Before_1,0.4777544155690676,
KBE2022_Log2_Ex_25_T,0.49426158565720363,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.4828969431681728,
AH2018_TMTMS2_1_X,0.47095572643572103,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,0.6548514021955355
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
