DatasetName,PPP1R16A_S(3) PPP1R16A_S(353) PPP1R16A_S(4) PPP1R16A_S(418) PPP1R16A_S(431) PPP1R16A_S(433) PPP1R16A_S(437) PPP1R16A_S(478) PPP1R16A_S(60) PPP1R16A_Y(434),PPP1R16A_T(455)
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5012074254413201,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.47242556928157586,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.473732661622866,
LY2019_P7+,,
EP2017_Untreated R#1 normalized log2 ratio,0.49648166713627306,
RN2012_L10,,
PG2020_Intensity 4h_C,0.48583265320658003,
EP2017_Mitotic R#3 normalized log2 ratio,0.489375216107903,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,0.49812362140788363,
HS2024_4_B_T3,0.5013911296216449,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.510530805287767,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.4626890863900844,
KBE2022_Log2_Ex_6_U,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.4750606567899015,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.49225972455336653,
GF2025_P9_Sph,0.4945217777763796,
CK2022_6 200-1,0.4753766863876483,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.4908436900781619,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,0.4841772902809063,
HS2024_4_I_T2,0.4706667647539769,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,0.5105065028843196,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,0.5183804885973065,
SAS2015_AZD/DMSO_Exp1,0.47704782332268625,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,0.49682549421109823,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.4806979782471671,
EP2017_Untreated R#3 normalized log2 ratio,0.48517313202895807,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.4758137524648407,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5043709606819671,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.5003088456723768,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,0.5144190409048293,
KBE2022_Log2_Ex_29_T,,
HS2024_7_I_T2,0.4866237045571422,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.49403219711585367,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.47857588541533175,
EJN2021_1_Ex_Basal,0.4967261769846217,
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5057285777757492,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,
PG2020_Intensity CT_C,0.4910493192847108,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,0.48445979981596876,
KBE2022_Log2_Ex_39_U,,
EP2017_Untreated R#3 log2 ratio,0.48408066594718024,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,,
HS2024_8_PD_T2,0.4853416506755367,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,0.49628613715836895,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.49490354994261365,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5126516970398485,
YA2020_Reporter_intensity_Normal_No.2,0.4914184006728677,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,0.5056261387126465,
HS2024_3_PD_T3,0.48055082982416675,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.49542186461483084,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,
CK2022_2 16-1,,
RAM2015_Log2 B,,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.4896774811013243,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,0.5010439383611023,
HS2024_6_B_T1,0.4909210800313922,
UK2020_HCM_5,,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,0.5100121663056033,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,0.5003133499929102,
PG2020_Intensity Mock_10h_B,0.4643110148772663,
WZ2023_Su_025_30min,0.4682231095371572,
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,0.500833926252638,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,0.5047545907455119,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.47556300546622954,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,0.5016645286285011,
HS2024_5_I_T2,0.48078196619003055,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.49414206448426173,
SR2019_Hs578T_Biol_repl_4,0.47449945808447447,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.4949744933135539,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.49279512553002647,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,0.49592748000983145,
SR2019_BT549_Biol_repl_1,0.48835537505905113,
AH2018_LFQ_M_4_N,0.4979700334372116,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.4569850830384068,
AH2018_LFQ_2_X,0.4805075000497315,
PG2020_Intensity 2h_B,0.4844298711698444,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,0.48373066620924743,
GF2025_P3_Sph,0.49902116308183164,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.48734120154086324,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),0.4870720694220413,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.4821090256045234,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5030923550645238,
ZQ2022_N1,,
LY2019_P6-,,
RM2024_Intensity D2-3,,
UK2020_HCM_1,,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,0.4951992523111949,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,,
UK2020_UA_1,,
KBE2022_Log2_Ex_13_U,,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.48380503743451386,
SR2019_BT549_Biol_repl_2,0.4878618508553071,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,0.4542712007174017,
WZ2023_Su_025_20min,0.47386415912664753,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.49658613100178994,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,0.46786489718917823,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.47021846517854443,
EJN2021_4_Ex_Ins,0.4935800273786353,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.49472600364536046,
EP2017_Pervanadate R#3 log2 ratio,0.49971667717171026,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,0.47681748811493757,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5058897725737149,
AH2018_LFQ_M_4_C,0.49556599110414024,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,
CK2022_6 40-1,,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,,
LY2019_P3-,,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,0.49141374323362125,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.4607658549306177,
HS2024_8_PD_T3,0.4810788801713436,
EJN2021_3_Ex_Basal,0.4926379517507467,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.4942342967468039,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.4704148208236683,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.4769200327108605,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,0.4827664666414216,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,0.4945618943668033,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.46084004826299374,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.49041664861996787,
HS2024_8_I_N2,0.5002068693678807,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5029976987018697,
LY2019_P8+,,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.48749901033514514,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),0.49359559975844186,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.4856548539033506,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,,
AH2018_LFQ_IT_1_X,0.48890979278842145,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.46854177045226547,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.4477349960900212,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.4869784042376552,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,,
HS2024_5_B_T2,0.4858230633019474,
HS2024_6_I_T1,0.4948542292674878,
HS2024_5_B_T3,0.4757671336766144,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,,
AH2018_TMTMS3_3_N,0.48965529360077725,
SR2019_HCC1419_Biol_repl_2,0.4993244847522977,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5026997156645124,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.48739725162704983,
KBE2022_Log2_Ex_36_T,,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.46655983997247363,
KS2014_Intensity C2,0.4929853420464462,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,,
CK2022_9 200-1,0.47719290076810933,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.476482963363756,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,0.505181028636461,
RBK2021_1332T Late,,
LY2019_P1-,,
RKK2015_TNF-α/basal.1,0.4768929936787706,
RKK2015_TNF-α/TNF-α+SC-514,0.48982469236847265,
CR2017_Ratio Replicate 2.5,0.4995578357998839,
HS2024_3_I_T3,0.49415630593347404,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.48597423419506225,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.49655922194562596,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.495378624689334,
RKK2015_SC-514/basal,0.47959891615048145,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.4642581674972795,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,0.4830071718256061,
HS2024_5_I_T3,0.49029882036717065,
KS2014_Intensity N1,0.501030960789412,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.4849820800461031,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.49371549157775113,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5000537603214641,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.4859286009118177,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,0.4700583466825828,
HS2024_5_I_N1,0.4760408652100456,
HS2024_6_I_N1,0.49480776274381755,
AR2021_KD 48h,,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,0.48370870164409974,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,0.4780479455870488,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.47116568703202466,
KBE2022_Log2_Ex_29_U,,
HS2024_7_B_T1,0.48349904537341015,
AH2018_LFQ_M_2_X,0.4843319296787218,
AH2018_LFQ_IT_4_N,0.4878667010310103,
CK2022_15 200-1,0.47494051445953567,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.4779312944212343,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.47427880440869224,
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.4960111607481267,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5025614334675217,
HS2024_8_B_T3,0.48742016480414413,
YA2020_Reporter_intensity_Cancer_No.3,0.4863735181861257,
KBE2022_Log2_Ex_44_U,,
WZ2023_Pe_010_20min,0.46903028669868985,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.4813801381274132,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.49392019192539055,
KS2014_Intensity C1,0.49244118459658165,
FSO2013_Ratio H/M normalized Rep3___1,0.49744224998124686,
AH2018_SILAC_M_3_C,0.4883979071561021,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5011403884713219,
AH2018_SILAC_M_2_X,0.49873252685907205,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.4740247543349529,
PG2020_Intensity 6h_C,0.4850508036040092,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.49600019205330803,
VOI2024_0.1uM 24 h_2 mono,0.5044480492829307,
AH2018_TMTMS2_3_C,0.4460116023433732,
CK2022_15 16-1,,
CK2022_3 16-1,,
LY2019_P4-,,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.4723514597622985,
GF2025_P8_Adh,0.48682784101498544,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.49264947479879045,
CK2022_10 16-1,,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.4870243534432648,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,0.4691295270628091,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.4893357492354601,
EJN2021_2_Ex_Basal,0.4947321150166239,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,
AR2021_L41 10 μM,0.49535704946893855,
CF2017_EOC 2,,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.4888826476611389,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.48379865914795905,
CK2022_6 16-1,,
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.4551898197640603,
AR2021_L41 1 μM,0.4903474721992288,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.457945364102405,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,0.49274830638836153,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.49647275379263006,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.4968024340219269,
SAS2015_PLX/DMSO_Exp3,0.47376401797036544,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.49447618666634297,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.4911933558488544,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.5009250833283768,
WZ2023_Pu_025_10min,0.46925192985406355,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.49384038859441554,
FSO2013_Ratio M/L normalized Rep3___1,0.4674522336926506,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5297212051164292,
CF2017_EOC 4,,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.4701599141938303,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5010639034900778,
KS2014_Intensity C6,0.47475883057561885,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.49762219290023585,
CK2022_5 40-1,,
AH2018_LFQ_3_X,,
UK2020_UA_3,,
LY2019_P7-,,
GF2025_P5_Adh,0.5008727600815639,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.49971465912319984,
SR2019_HCC1954_Biol_repl_3,0.4807472968529901,
CR2017_Ratio Replicate 2.2,,
VOI2024_0.1uM 2 h_1 mono,0.5107004214664186,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,,
PG2020_Intensity CT_B,0.48825244983061256,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.47947512086986344,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
