DatasetName,PABPN1_M(150) PABPN1_S(145) PABPN1_S(150) PABPN1_S(161) PABPN1_S(19) PABPN1_S(90) PABPN1_S(95),PABPN1_S(341)
KBE2022_Log2_Ex_24_T,0.5936806453696987,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,0.5150688054826174,
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.5853496150766666,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.5530626052569171,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5857862073770184,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,
GF2025_P9_Sph,0.5512636341222416,
CK2022_6 200-1,0.5798398874313392,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.562960555194742,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,0.5234254654279041,
PG2020_Intensity 2h_D,0.5363992580983278,
EP2017_Untreated R#3 normalized log2 ratio,,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5793030675459453,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5578573146588734,
RB2022_7_PostEndurance,,
NJH2025_Sub4_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,0.5297650654279371,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.5903666471713833,
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,,
EJN2021_1_Ex_Basal,,
FR2021_Intensity.M,,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,0.5548587851900921,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,0.5491123337056518,
PG2020_Intensity CT_C,0.5206557574976952,
ZCP2016_Ratio H/L Rep 1,,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5867669192851658,
EP2017_Untreated R#3 log2 ratio,,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5606881698587493,
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,,
FR2021_Norm.Intensity.G,,
NJH2025_Sub9_HIIT_Post,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5912173375545015,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,,
RB2022_3_PreSprint,,
CR2017_Ratio Replicate 2.3,0.5721881363314444,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.5388680536570982,
YA2020_Reporter_intensity_Normal_No.2,0.5516895564652157,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,,
RAM2015_Log2 C,0.5487667857947528,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5435802689297489,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,0.5955758960368628,
CK2022_2 16-1,0.5619890098410049,
RAM2015_Log2 B,0.5519798175736733,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,,
UK2020_HCM_5,0.5320701951651196,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,0.49065439864896865,
WZ2023_Su_025_30min,0.5825591908111362,
AH2018_LFQ_4_N,0.5447005395265009,
CR2017_Ratio Replicate 1.2,0.5755602100066194,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,0.5434437928156167,
RB2022_7_PreEndurance,,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.5743182661674883,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5537538686376147,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.541820284668798,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,,
RB2022_3_RecoveryEndurance,,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5573549250803317,
RB2022_3_PostStrength,,
TM2022_S2.8h.A,,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,,
AH2018_LFQ_M_4_N,0.5490116296047024,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.5786480844755878,
AH2018_LFQ_2_X,0.5435365166570139,
PG2020_Intensity 2h_B,0.5335586558331726,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,
GF2025_P3_Sph,0.5522899739820873,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,0.5339465071883032,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,0.5233112375346979,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5520814531642332,
ZQ2022_N1,,
LY2019_P6-,0.5683343629742051,
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.5328380290871023,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,0.5439879222395456,
RKK2015_TNF-α/IKKb,,
SFR2015_HL_log2_ratio_std_b,0.536551344029189,
UK2020_UA_1,0.5317126663226366,
KBE2022_Log2_Ex_13_U,0.580724863649323,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.5579253397811211,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.544181713655008,
SR2019_BT549_Biol_repl_2,,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.5802799345566438,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,,
LY2019_P8-,0.549550818772257,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,,
NJH2024_Sub2_HIIT_Pre,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.5580270809028534,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,0.5709271757101522,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,,
EJN2021_4_Ex_Ins,,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,,
EP2017_Pervanadate R#3 log2 ratio,,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,,
RCJD2014_5min_2,,
RB2022_6_PostStrength,,
AH2018_SILAC_MR_3_C,0.5553733160124443,
AH2018_LFQ_M_4_C,0.549809066538955,
NJH2024_Sub4_MICT_Pre,,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,
CK2022_6 40-1,0.5583343610714965,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5929759440931868,
LY2019_P3-,0.5522131389980238,
FR2021_Intensity.A,,
EJN2021_3_Ex_Ins,,
MV2014_Ratio M/L normalized A1___1 (2 min),,
WZ2023_Pe_005_30min,0.5869502736830111,
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.536671515204695,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5831795760943488,
NJH2025_Sub4_MICT_Post,,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5477040942208916,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,,
FR2021_Norm.Intensity.N,,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.61015169386632,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5590966108667407,
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,0.5483244381454574,
LY2019_P8+,0.5722634067031528,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5480178493857794,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5952763293342739,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,0.5763938322991683,
LY2019_P2-,0.5373450137263436,
AH2018_LFQ_IT_1_X,0.5274168468624839,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.5798953323321233,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5593110338675302,
SR2019_MCF10A_Biol_repl_4,,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,,
NJH2024_Sub9_MICT_Post,,
CF2017_OSE 28,0.5634151137142996,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5857913406629258,
AH2018_TMTMS3_3_N,0.5563777837767722,
SR2019_HCC1419_Biol_repl_2,,
FR2021_Intensity.N,,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5272192792393552,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,,
KBE2022_Log2_Ex_36_T,0.5844023665750211,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5858828668200937,
KS2014_Intensity C2,,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5907539312387105,
CK2022_9 200-1,0.5814935945398471,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5816491790463428,
NJH2024_Sub9_MICT_Mid,,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,0.5429690778573979,
RKK2015_TNF-α/basal.1,,
RKK2015_TNF-α/TNF-α+SC-514,,
CR2017_Ratio Replicate 2.5,0.5554046130523845,
HS2024_3_I_T3,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,0.5564633882523736,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.591208193210902,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,,
RKK2015_SC-514/basal,,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5879815533325481,
NJH2025_Sub9_HIIT_Mid,,
SR2019_SKBR3_Biol_repl_4,,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.5848532967294499,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,,
CR2017_Ratio Replicate 1,0.5628530699319921,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.513439143733483,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5333828312508346,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,0.5535971013075436,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,,
AR2021_KD 48h,0.5409929431813638,
FR2021_Intensity.B,,
RB2022_3_PreEndurance,,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.5799640466725886,
KBE2022_Log2_Ex_29_U,0.5876296987307941,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.5461544182746197,
AH2018_LFQ_IT_4_N,0.5270473283310583,
CK2022_15 200-1,0.584750950893402,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5935212374763671,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.5610496850420126,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5823963968480116,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.5808236046772036,
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,0.5175581446318697,
EP2017_Pervanadate R#1 normalized log2 ratio,,
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,0.5547062152883385,
KBE2022_Log2_Ex_44_U,0.5929503732459201,
WZ2023_Pe_010_20min,0.5813387692139622,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,,
KS2014_Intensity C1,,
FSO2013_Ratio H/M normalized Rep3___1,,
AH2018_SILAC_M_3_C,0.5310591111534878,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5383690366721894,
AH2018_SILAC_M_2_X,0.5287728950757288,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5904768880860267,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5791677642142073,
PG2020_Intensity 6h_C,0.573283337576285,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5481966691299068,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.609242032334702,
CK2022_15 16-1,0.5651685444275866,
CK2022_3 16-1,0.5629162076077053,
LY2019_P4-,0.5683237029091991,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,0.5523817895145511,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5760869897296822,
CK2022_10 16-1,0.5610793042327863,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.5339872366622034,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5668702208089372,
AR2021_L41 10 μM,0.558027382277606,
CF2017_EOC 2,0.5617065395935054,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.5307187644862211,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.5365415147650295,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,0.5616119217714403,
ZX2022_CB treated Replicate 1,0.5490558995169633,
BS2014_Log2(Ratio H/L normalized Rep_3),0.5525624039923286,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5635083073010819,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.6098751180992201,
AR2021_L41 1 μM,0.547100335628158,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.6088767520272604,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5285122983345689,
KS2014_Intensity C4,0.5537186237069065,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5915966443015451,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5438560708646255,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5498984159925113,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.5262270854507551,
WZ2023_Pu_025_10min,0.5981583803247708,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,0.5426305760631303,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5833837331826948,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5211044802212399,
KS2014_Intensity C6,,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5565371312022578,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5530715541521626,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.5575259244326508,
AH2018_SILAC_IT_2_C,0.5233137179404865,
CK2022_5 40-1,0.5574651495343214,
AH2018_LFQ_3_X,0.5459805274015309,
UK2020_UA_3,0.5331286595249216,
LY2019_P7-,0.5365892515853209,
GF2025_P5_Adh,0.5421012887753159,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5707209728202594,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5609363374809277,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.5743192172249737,
PG2020_Intensity CT_B,0.537388686445892,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.553591394457436,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.5318789413486344,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5446239580190684,
YA2020_Reporter_intensity_Cancer_No.4,0.5540476636986132,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.561852952057072,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5966528862885655,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5654807340362653,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5848282890050843,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
