DatasetName,CDC26_S(42) CDC26_S(52) CDC26_S(56) CDC26_S(82),CDC26_S(76)
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5585859965590405,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.507633800591378,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5410197462396586,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,0.5808771581922155,
KS2014_Intensity,,
MV2014_Ratio H/M normalized A2___1 (2 min),0.5549128586158397,
PG2020_Intensity 8h_D,0.5088855705407318,
LY2019_P7+,0.49958244320297795,
EP2017_Untreated R#1 normalized log2 ratio,0.5235988069787227,
RN2012_L10,,
PG2020_Intensity 4h_C,0.497370551170357,
EP2017_Mitotic R#3 normalized log2 ratio,0.51830335711877,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,0.527591194943681,
RB2022_8_PostStrength,,
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,,
NJH2024_Sub2_HIIT_Post,0.5115345072390429,
HS2024_8_B_N2,,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,,
KBE2022_Log2_Ex_6_U,0.5222426572517145,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.539823605443682,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,0.5823548367913098,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,0.5271542095616385,
GF2025_P9_Sph,0.5725333253861451,
CK2022_6 200-1,0.572695719854073,
NJH2024_Sub7_MICT_Post,,
AH2018_TMTMS3_2_X,0.587631899637927,
NJH2024_Sub8_HIIT_Post,,
DB2022_LFQ intensity R1,,
JW2015_Intensity cap3,,
SR2019_HCC1954_Biol_repl_1,,
HS2024_4_I_T2,,
NJH2024_Sub2_MICT_Mid,0.5237823213933209,
VOI2024_0.1uM 2 h_2 mono,,
CP2009_Ratio M/L Normalized (5 nM dasatinib vs Ctrl),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3b,,
HS2024_4_PD_T1,,
SAS2015_AZD/DMSO_Exp1,,
NJH2024_Sub1_MICT_Mid,,
IMM2018_normalised rep. int. CDK5L-3,0.5409757181204783,
HS2024_3_B_T3,,
MV2014_Ratio L/H normalized A3___2 (2 min),,
NJH2025_Sub13_MICT_Pre,,
SR2019_MDAMB231_Biol_repl_3,0.5674493722942108,
GRW2016_Ratio H/L normalized SILAC 4___1,,
MM2018_Ratio H/L replicate1,,
PG2020_Intensity 2h_D,0.5158256692139929,
EP2017_Untreated R#3 normalized log2 ratio,0.5735862010604013,
MV2014_Ratio M/H normalized A3___3 (10 min),,
NJH2024_Sub7_HIIT_Pre,,
JAW2011_Ratio H/L LS2,,
CK2022_8 200-1,0.5699870946675863,
KS2014_Intensity pY_C4,,
CR2017_Ratio Replicate 3.5,0.5471023415940686,
RB2022_7_PostEndurance,0.5394631686593283,
NJH2025_Sub4_HIIT_Pre,0.5355495453629552,
CKC2017_log2 normalized phosphoproteomics_90min_rep#3,,
TM2022_mock.12h.A,0.6009177103600895,
JJ2018_Ratio H/L normalized pP1,,
EP2017_Pervanadate R#2 normalized log2 ratio,0.5070266365315508,
AS2011_Ratio H/L Normalized by Protein (Unnormalized),,
KS2014_Intensity pY_E5_4,,
RM2024_Intensity D4-3___2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#1,,
AH2018_SILAC_2_C,,
AS2011_RNAi 2_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
HS2024_7_I_N1,,
KBE2022_Log2_Ex_29_T,0.5244258817112034,
HS2024_7_I_T2,,
AS2011_Ratio H/L Normalized RNAi_2_3,,
CW2012_10 µM Gef/control Experiment 3 Replicate B,,
HS2024_6_B_T2,0.5792520070548974,
AMK2021_45I_p5,,
CW2012_10 µM Erl/control Experiment 1 Replicate A,,
SAS2015_PLX/DMSO_Exp2,0.5738040876179847,
EJN2021_1_Ex_Basal,0.5386509346308783,
FR2021_Intensity.M,0.552649393233034,
RB2022_2_PostSprint,,
AH2018_SILAC_MR_3_N,,
MV2014_Ratio H/L normalized B1___3 (30 min),,
CF2017_FTE 13,,
PG2020_Intensity CT_C,0.5213988000450894,
ZCP2016_Ratio H/L Rep 1,0.5791753163534935,
FS2019_db/db2,,
KS2014_Intensity pY_PV4,,
KBE2022_Log2_Ex_39_U,0.5235914250527889,
EP2017_Untreated R#3 log2 ratio,0.5737749472709666,
RB2022_2_PostStrength,,
AS2011_Ratio H/L Normalized_1,,
MV2014_Ratio M/H normalized A3___2 (10 min),,
CR2017_Ratio Replicate 3.4,0.5342444109085699,
HS2024_8_PD_T2,,
FS2019_Ctr2,,
RB2022_6_PreEndurance,0.5757238124630648,
FR2021_Norm.Intensity.G,0.5538613428094428,
NJH2025_Sub9_HIIT_Post,0.5243204909221255,
CKC2017_log2 normalized phosphoproteomics_0min_rep#3,,
RM2024_Intensity D4-3,,
HS2024_8_B_N1,,
NJH2025_Sub10_MICT_Mid,,
KBE2022_Log2_Ex_15_U,0.5279046857145313,
AS2011_Ratio H/L Normalized Inhi_2,,
RKK2015_TNF-α/SC-514,0.5460201693523858,
RB2022_3_PreSprint,0.5752509283410144,
CR2017_Ratio Replicate 2.3,0.5411648028319012,
RM2009_Ratio M/L Normalized by Corresponding Protein Level (M:15 min timepoint;L:0 min. timepoint),,
CP2009_Ratio H/L Normalized (50 nM dasatinib vs Ctrl),,
GF2025_P4_Adh,0.586702242627324,
YA2020_Reporter_intensity_Normal_No.2,,
YP2020_Intensity P30_R2_mult_log2,,
NJH2025_Sub13_MICT_Post,,
HS2024_4_B_N2,,
HS2024_3_PD_T3,0.6000278233844152,
AMK2021_120R_p3,,
MV2014_Ratio L/H normalized A3___3 (2 min),,
NJH2025_Sub10_HIIT_Pre,,
FR2021_Intensity.G,0.5587739562153747,
RAM2015_Log2 C,0.5292908165102245,
AS2011_Ratio H/L Proteins Inhi_1,,
FSO2013_Ratio H/M normalized Rep1___3,,
AH2018_LFQ_M_2_N,0.5238935280131536,
MV2014_Ratio M/L normalized A1___3 (2 min),,
KBE2022_Log2_Ex_40_T,,
CK2022_2 16-1,0.5321744737102142,
RAM2015_Log2 B,0.5427126375204387,
YP2020_Intensity C10_R1_mult_log2,,
FSO2013_Ratio M/L normalized Rep1___2,,
NJH2025_Sub8_MICT_Pre,,
EJN2021_4_Rest_Basal,0.5419952287512441,
YB2013_Ratio_H_L_Normalized_in_experiment_2,,
JJ2018_Ratio H/M normalized pP3___1,,
VOI2024_Veh2 mono,,
HS2024_6_B_T1,0.5662673267662441,
UK2020_HCM_5,0.528742709416505,
NJH2025_Sub10_HIIT_Post,,
VOI2024_0.1uM 2 h_3 mono,,
JW2015_Intensity pre3,,
AS2011_Ratio H/L Normalized Inhi_2_1,,
DL2023_24h-3,,
HS2024_7_PD_T3,,
PG2020_Intensity Mock_10h_B,,
WZ2023_Su_025_30min,0.5588037285745464,
AH2018_LFQ_4_N,,
CR2017_Ratio Replicate 1.2,0.5570594790688931,
AS2011_Ratio H/L Normalized by Proteins,,
RB2022_6_RecoveryStrength,0.5676819587070555,
HS2024_8_I_N1,,
AMK2021_Ctrl_p3,,
AS2011_Ratio H/L Protein Inhi_2,,
HH2022_Reporter intensity 7,,
AH2018_SILAC_M_1_X,,
RB2022_7_PreEndurance,0.5700043233638068,
VOI2024_0.1uM 24 h_2 di,,
DL2023_control-2,,
LY2019_P6+,0.548950134939444,
DB2022_LFQ intensity R2,,
GF2025_P6_Adh,0.5067204777853508,
VOI2024_Veh1 di,,
AS2011_Ratio H/L RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3,,
VOI2024_Veh3 mono,,
HS2024_5_I_T2,,
NJH2025_Sub7_HIIT_Mid,,
MV2014_Ratio H/L normalized B1___1 (30 min),0.5027220724491973,
RM2009_Ratio H/L (H:60 min timepoint;L:0 min. timepoint),,
RB2022_6_PostSprint,0.5626658914293082,
KTGR2014_Ratio H L Normalized Rep2_Rapamycin_0_15,,
AS2011_Ratio H/L Inhi_1,,
AS2011_Ratio H/L Normalized RNAi_1_2,,
AH2018_TMTMS3_2_C,0.5821629750389536,
SR2019_Hs578T_Biol_repl_4,,
RB2022_8_PreStrength,,
KS2014_Intensity C5,0.5756092374568272,
RM2024_Intensity D0-1,,
CW2012_10 µM Gef/control Experiment 3 Replicate A,,
YP2020_Intensity P30_R1_mult_log2,,
NJH2025_Sub2_HIIT_Pre,0.5285766831737773,
RB2022_3_RecoveryEndurance,0.577535252322305,
RNJ2017_Log2_ratio_Tstim:Trest_D2,,
GF2025_P9_Adh,0.5769441436985185,
RB2022_3_PostStrength,0.5608682282607702,
TM2022_S2.8h.A,0.599883245602006,
AS2011_Ratio H/L RNAi_1_1,,
AS2011_Ratio H/L Normalized by Proteins RNAi_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1,,
AS2011_Ratio H/L Normalized by Protein Inhi_1,,
NJH2025_Sub2_MICT_Pre,0.521751405913815,
MV2014_Ratio L/M normalized A2___3 (10 min),,
MV2014_Ratio H/M normalized A2___3 (2 min),,
HS2024_4_B_T2,,
SR2019_BT549_Biol_repl_1,0.5689328911465115,
AH2018_LFQ_M_4_N,,
NJH2024_Sub8_HIIT_Mid,,
PG2020_Intensity 8h_B,0.4928904306254166,
AH2018_LFQ_2_X,,
PG2020_Intensity 2h_B,0.5149273780169533,
AS2011_Ratio H/L Proteins RNAi_1,,
RB2022_4_PostSprint,,
KS2014_Intensity E15_3,,
GF2025_P3_Sph,0.6046912168665755,
DB2022_LFQ intensity L2,,
MV2014_Ratio H/L normalized A1___1 (10 min),,
AH2018_SILAC_1_C,,
NJH2024_Sub1_HIIT_Pre,,
FSO2013_Ratio M/L normalized Rep2___2,,
NJH2015_TMT Subject 4 130_N/129_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_3,,
AH2018_SILAC_IT_1_N,,
KTGR2014_Ratio H M Normalized Rep2_AA_starvation_0_15,,
RB2022_4_PreEndurance,,
JJ2018_Ratio M/L normalized pP1,,
CR2017_Ratio Replicate 2.4,0.5472622070059886,
ZQ2022_N1,,
LY2019_P6-,0.5153710593287113,
RM2024_Intensity D2-3,,
UK2020_HCM_1,0.5301129336417194,
JW2015_Intensity pre2,,
KTGR2014_Ratio M L Normalized Rep1_AA_starvation_0_15,,
RM2024_Intensity D2-1,,
NJH2025_Sub12_MICT_Post,,
MV2014_Ratio H/M normalized B2___2 (5 min),,
RN2012_L14,,
AH2018_LFQ_3_N,,
RKK2015_TNF-α/IKKb,0.5479898897513102,
SFR2015_HL_log2_ratio_std_b,0.4815869101898567,
UK2020_UA_1,0.530244385090768,
KBE2022_Log2_Ex_13_U,,
AS2011_Ratio H/L Normalized Inhi_1,,
RNJ2017_Log2_ratio_Tsup:Trest_D2,,
RB2022_1_RecoverySprint,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#1,,
JJ2018_Ratio H/L normalized pP3,,
CK2022_7 40-1,0.5809532431728008,
AS2011_Ratio H/L Inhi_1_3,,
NJH2025_Sub10_HIIT_Mid,,
KTGR2014_Ratio H L Normalized Rep2_AA_starvation_0_15,,
JAW2011_Ratio H/L LS1b_1,,
PG2020_Intensity 4h_B,0.5235172773597978,
SR2019_BT549_Biol_repl_2,0.5650480302074662,
RM2024_Intensity D4-2,,
DB2022_LFQ intensity R2.2,,
JJ2018_Ratio H/L normalized,,
RB2022_5_PostEndurance,,
HS2024_5_PD_T2,,
WZ2023_Su_025_20min,0.5563897678856724,
RM2024_Intensity D2-2___1,,
IMM2018_normalised rep. int. CDK5L-2,0.5413655351075143,
LY2019_P8-,0.5747776743739195,
JVO2010_Ratio H/M Normalized by Protein ThymON - Log2 G2,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#3,,
FSO2013_Ratio H/L normalized Rep1,0.5506362673965631,
NJH2024_Sub2_HIIT_Pre,0.5285766831737773,
CKC2017_log2 normalized phosphoproteomics_60min_rep#2,,
CK2022_13 40-1,0.575327373790431,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4a,,
RN2012_H02,,
PG2020_Intensity 10h_D,0.5273800518364892,
RB2022_8_PreEndurance,,
HS2024_3_B_N2,0.6005657148414137,
EJN2021_4_Ex_Ins,0.5281407351214364,
AS2011_Ratio H/L Normalized by Protein,,
EJN2021_1_Ex_Ins,0.5359675700593366,
EP2017_Pervanadate R#3 log2 ratio,0.5292890396970736,
FSO2013_Ratio M/L normalized Rep1___3,,
NJH2025_Sub4_HIIT_Mid,0.524400137863768,
RCJD2014_5min_2,0.5552797311660347,
RB2022_6_PostStrength,0.5611744575041326,
AH2018_SILAC_MR_3_C,,
AH2018_LFQ_M_4_C,0.5250275694825133,
NJH2024_Sub4_MICT_Pre,0.523668424172912,
AS2011_Ratio H/L Normalized Inhi_1_1,,
DL2023_12h-1,,
MV2014_Ratio L/M normalized B2___1 (30 min),,
DB2022_LFQ intensity L1.1,,
NJH2025_Sub6_MICT_Pre,,
NJH2025_Sub6_MICT_Post,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#3,,
RN2012_H04,,
CK2022_6 40-1,0.5816956132521683,
DB2022_LFQ intensity R2.1,,
KBE2022_Log2_Ex_42_U,0.5130887858200173,
LY2019_P3-,0.538314512310023,
FR2021_Intensity.A,0.5627668673407598,
EJN2021_3_Ex_Ins,0.526201737066365,
MV2014_Ratio M/L normalized A1___1 (2 min),0.5373581564067365,
WZ2023_Pe_005_30min,0.5609913004458761,
HS2024_8_PD_T3,,
EJN2021_3_Ex_Basal,0.5349399144484355,
AST2020_Control.1,,
JW2015_Intensity cap1,,
PG2020_Intensity CT_A,0.5249891792722045,
FS2019_Ctr3,,
WZ2023_Pu_025_20min,0.5602493306376699,
NJH2025_Sub4_MICT_Post,0.5333217979857641,
JVO2010_Ratio H/M Normalized by Protein Noco3h - Log2 Late S,,
GF2025_P10_Adh,0.5565397730770518,
RB2022_1_RecoveryStrength,,
SR2019_HCC1954_Biol_repl_4,0.5589173172876557,
FR2021_Norm.Intensity.N,0.5532540990054025,
HS2024_5_B_N1,,
FSO2013_Ratio H/M normalized Rep3___3,,
AH2018_TMTMS2_2_C,0.5054604244719313,
RB2022_4_PreSprint,,
DB2022_Intensity R2,,
AH2018_TMTMS2_Pool,0.5865609991427291,
HS2024_8_I_N2,,
RB2022_3_RecoveryStrength,0.5914981313029496,
NJH2024_Sub6_HIIT_Mid,,
AH2018_SILAC_M_1_C,,
LY2019_P8+,0.5870744558194322,
RB2022_2_RecoveryEndurance,,
JJ2018_Ratio H/M normalized pP2___1,,
JAW2011_Ratio H/L HS_1,,
RB2022_3_PostEndurance,0.5678163739112858,
KS2014_Intensity pY_PV1,,
JAW2011_Ratio H/L LS1b_2,,
SR2019_MCF7_Biol_repl_2,0.5553802548993206,
NJH2015_TMT Subject 2 128_N/127_C (Exercise/Basal) (normalized),,
AS2011_Ratio H/L Normalized RNAi_1_1,,
AH2018_LFQ_M_4_X,0.5579414549258531,
NJH2024_Sub6_MICT_Pre,,
JJ2018_Ratio M/L normalized pP1___2,,
YP2020_Intensity C30_R2_mult_log2,,
NJH2024_Sub9_HIIT_Pre,0.5257491714475853,
AS2011_Ratio H/L Normalized Inhi_2_3,,
RM2024_Intensity D0-1___3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3,,
KBE2022_Log2_Ex_28_U,0.5431020961389033,
GRW2016_Ratio H/L normalized SILAC 1___1,,
CF2017_FTE 17,,
LY2019_P2-,0.6015755129138302,
AH2018_LFQ_IT_1_X,,
JJ2018_Ratio H/L normalized pP3___1,,
RB2022_8_RecoveryStrength,,
WZ2023_Pe_005_20min,0.5606219177589311,
AST2020_Control.2,,
NJH2025_Sub6_MICT_Mid,,
RCJD2014_10min_1,0.5054619488046038,
FSO2013_Ratio H/L normalized Rep2___3,,
JVO2010_Ratio M/L Normalized by Protein Noco3h - Log2 G1,,
HS2024_3_I_T1,0.5502367256253204,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2a,,
CK2022_4 40-1,0.5825746769147163,
SR2019_MCF10A_Biol_repl_4,0.5681567051321434,
KS2014_Intensity pY_C5,,
NJH2025_Sub4_MICT_Pre,0.523668424172912,
NJH2024_Sub9_MICT_Post,0.5278872997748214,
CF2017_OSE 28,,
HS2024_5_B_T2,,
HS2024_6_I_T1,,
HS2024_5_B_T3,,
JJ2018_Ratio H/M normalized pP1___1,,
KBE2022_Log2_Ex_36_U,0.5190898875418196,
AH2018_TMTMS3_3_N,0.6231699285373197,
SR2019_HCC1419_Biol_repl_2,0.5573616385134137,
FR2021_Intensity.N,0.5532377838040871,
AS2011_Ratio H/L Inhi_2_1,,
AH2018_SILAC_MR_1_C,0.5737245402304845,
NJH2024_Sub1_HIIT_Mid,,
NJH2025_Sub8_HIIT_Mid,,
EP2017_Mitotic R#3 log2 ratio,0.5198521167213492,
KBE2022_Log2_Ex_36_T,0.5160073777131428,
NJH2025_Sub6_HIIT_Mid,,
WZ2023_Pu_005_30min,0.5590513927549782,
KS2014_Intensity C2,0.562069859295321,
FSO2013_Ratio H/L normalized Rep1___2,,
RM2024_Intensity D2-2,,
KBE2022_Log2_Ex_42_T,0.5212536827308304,
CK2022_9 200-1,0.5956636196650751,
GRW2016_Ratio H/L normalized SILAC 2___1,,
JJ2018_Ratio H/M normalized pP3___2,,
DB2022_LFQ intensity R1.1,,
CK2022_10 200-1,0.5966772136430489,
NJH2024_Sub9_MICT_Mid,0.5275209629322255,
JAW2011_Ratio H/L_2,,
HS2024_7_I_N2,,
RBK2021_1332T Late,,
LY2019_P1-,0.5377889180718026,
RKK2015_TNF-α/basal.1,0.5334708301915083,
RKK2015_TNF-α/TNF-α+SC-514,0.5755942569021337,
CR2017_Ratio Replicate 2.5,0.5468213768474931,
HS2024_3_I_T3,0.5631712043317904,
CKC2017_log2 normalized phosphoproteomics_90min_rep#2,,
AS2011_Ratio H/L Normalized RNAi_1,,
KS2014_Intensity E15_4,,
ZQ2022_C3,,
EJN2021_3_Rest_Ins,0.5346590640419665,
YP2020_Intensity P10_R2_mult_log2,,
MV2014_Ratio H/L normalized A1___3 (10 min),,
NJH2025_Sub1_MICT_Pre,,
KBE2022_Log2_Ex_39_T,0.528957593593038,
FSO2013_Ratio H/M normalized Rep3___2,,
RM2024_Intensity D6-2,,
EP2017_Untreated R#1 log2 ratio,0.5236262988810776,
RKK2015_SC-514/basal,0.5452837067151626,
RM2024_Intensity D6-1___3,,
WZ2023_Pu_010_10min,0.5595313028834982,
NJH2025_Sub9_HIIT_Mid,0.5236336256225312,
SR2019_SKBR3_Biol_repl_4,0.5524369954033903,
HS2024_5_I_T3,,
KS2014_Intensity N1,0.4935539699718997,
NJH2024_Sub12_MICT_Post,,
TM2022_S2.8h.C,0.6009341047000907,
CR2017_Ratio Replicate 1,0.5645487568406488,
AS2011_RNAi 1_Ratio H/L normalized by corresponding protein level (H: shPlk1; L: shEg5),,
CKC2017_log2 normalized phosphoproteomics_30min_rep#3,,
JJ2018_Ratio H/M normalized pP3,,
AH2018_SILAC_MR_2_C,0.5642386655721583,
LATM2013_Log2 Ratio (Medium/Light) Forward,,
PG2020_Intensity 2h_A,0.5149999534224927,
NJH2024_Sub6_MICT_Mid,,
NJH2025_Sub13_HIIT_Post,,
AH2018_SILAC_MR_3_X,,
JJ2018_Ratio H/M normalized___1,,
RCJD2014_15min_2,0.5607354042688859,
AS2011_Ratio H/L_2,,
AS2011_Ratio H/L Normalized,,
RN2012_H03,,
HS2024_5_B_N2,,
HS2024_5_I_N1,,
HS2024_6_I_N1,0.5843127207093259,
AR2021_KD 48h,0.541494110249434,
FR2021_Intensity.B,0.5574748766906907,
RB2022_3_PreEndurance,0.5595936984482195,
HS2024_5_I_T1,,
NJH2024_Sub10_MICT_Pre,,
SR2019_LM2_Biol_repl_2,0.5487282800890911,
AST2020_anti-CD3,,
SR2019_MDAMB231_Biol_repl_1,0.5670372899238149,
RM2024_Intensity D2-3___3,,
WZ2023_Pe_005_10min,0.55866660676791,
KBE2022_Log2_Ex_29_U,0.5213027339056129,
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,,
AH2018_LFQ_IT_4_N,,
CK2022_15 200-1,0.5829435333848413,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,,
JJ2018_Ratio M/L normalized pP3___1,,
KBE2022_Log2_Ex_34_T,0.5327947431054956,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,,
LY2019_P2+,0.587415920775116,
LATM2013_Log2 Ratio (Light/Medium) Reverse,,
CK2022_2 200-1,0.5684546262072906,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),0.5299821902682676,
WZ2023_Su_010_30min,0.5579759782994805,
RN2012_H01,,
KTGR2014_Ratio-Rapa 2 mins,,
EJN2021_2_Rest_Basal,0.5395227238903615,
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5417021702210176,
HS2024_8_B_T3,0.5516997348589735,
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,0.5266076477247708,
WZ2023_Pe_010_20min,0.5599020127701522,
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5975956921218739,
RB2022_3_PreStrength,0.5808610476720266,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,
RCJD2014_10min_mean,0.5425441427653294,
KS2014_Intensity C1,0.563247757698374,
FSO2013_Ratio H/M normalized Rep3___1,0.5317255714000197,
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,0.5316467462405406,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,,
AH2018_SILAC_M_2_X,,
KTGR2014_Ratio-Rapa 15 mins,,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.5288147952594799,
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.5568588597606429,
PG2020_Intensity 6h_C,0.5210822023220225,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5188971035859252,
VOI2024_0.1uM 24 h_2 mono,0.5238394679001823,
AH2018_TMTMS2_3_C,0.5103498721132224,
CK2022_15 16-1,0.5537405130451564,
CK2022_3 16-1,0.5380449326255324,
LY2019_P4-,0.5282052489669198,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.6193334898009091,
GF2025_P8_Adh,0.564227337913509,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,0.5566885963602425,
GF2025_P5_Sph,0.5611328416531256,
CK2022_10 16-1,0.5760534145063898,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,0.5186755726244211,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.529857720563352,
SAS2015_AZD/DMSO_Exp2,0.5675030931531947,
IMM2018_normalised rep. int. CDK5L-1,0.5422759873368045,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5271519256871418,
EJN2021_2_Ex_Basal,0.5401242770748567,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,
AR2021_L41 10 μM,0.5164248341401102,
CF2017_EOC 2,,
RB2022_6_PostEndurance,0.5626095016180266,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.5256702834523915,
RB2022_7_PreSprint,0.5883739325466856,
NJH2024_Sub2_MICT_Pre,0.521751405913815,
HS2024_3_PD_T2,0.5970248264929678,
CK2022_6 16-1,0.5396637486177711,
ZX2022_CB treated Replicate 1,,
BS2014_Log2(Ratio H/L normalized Rep_3),0.5126614891481488,
TM2022_mock.12h.C,0.599948403229215,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,0.2155656508804133
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,0.5264823813200565,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5211606274631345,
AR2021_L41 1 μM,0.5146148159932367,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5167194570359862,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,,
KS2014_Intensity C4,0.572778735872922,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5364290412561717,
NJH2025_Sub9_MICT_Pre,0.5272954116222295,
RCJD2014_20min_1,0.5118888762554641,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,0.5520975839397708,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,0.5574858933655642,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.5186755726244211,
AH2018_LFQ_M_3_C,0.5098246008985546,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,,
WZ2023_Pu_025_10min,0.5610784677597199,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.530546318889432,
FSO2013_Ratio M/L normalized Rep3___1,0.5292781544553876,
SR2019_JIMT1_Biol_repl_4,0.5729960112014395,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5222615107932448,
CF2017_EOC 4,,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5613966254652237,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,0.5759608896604069,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5718217672733833,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.5712021739166466,
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,0.580892398680189,
