phosphosite_ID,Ratio M/L normalized,Ratio M/L normalized___1,Ratio M/L normalized___2,Ratio M/L normalized___3,Ratio M/L normalized pP1,Ratio M/L normalized pP1___1,Ratio M/L normalized pP1___2,Ratio M/L normalized pP1___3,Ratio M/L normalized pP2,Ratio M/L normalized pP2___1,Ratio M/L normalized pP2___2,Ratio M/L normalized pP2___3,Ratio M/L normalized pP3,Ratio M/L normalized pP3___1,Ratio M/L normalized pP3___2,Ratio M/L normalized pP3___3,Ratio H/L normalized,Ratio H/L normalized___1,Ratio H/L normalized___2,Ratio H/L normalized___3,Ratio H/L normalized pP1,Ratio H/L normalized pP1___1,Ratio H/L normalized pP1___2,Ratio H/L normalized pP1___3,Ratio H/L normalized pP2,Ratio H/L normalized pP2___1,Ratio H/L normalized pP2___2,Ratio H/L normalized pP2___3,Ratio H/L normalized pP3,Ratio H/L normalized pP3___1,Ratio H/L normalized pP3___2,Ratio H/L normalized pP3___3,Ratio H/M normalized,Ratio H/M normalized___1,Ratio H/M normalized___2,Ratio H/M normalized___3,Ratio H/M normalized pP1,Ratio H/M normalized pP1___1,Ratio H/M normalized pP1___2,Ratio H/M normalized pP1___3,Ratio H/M normalized pP2,Ratio H/M normalized pP2___1,Ratio H/M normalized pP2___2,Ratio H/M normalized pP2___3,Ratio H/M normalized pP3,Ratio H/M normalized pP3___1,Ratio H/M normalized pP3___2,Ratio H/M normalized pP3___3
VWA5B1_S(1109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWA5B1_S(1110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH3RF1_S(512),2.0607391578576784,,,2.0607391578576784,2.0607391578576784,,,2.0607391578576784,,,,,,,,,4.21163525332715,,,4.21163525332715,4.21163525332715,,,4.21163525332715,,,,,,,,,2.125122060569824,,,2.125122060569824,2.125122060569824,,,2.125122060569824,,,,,,,,
SH3RF1_S(519),2.0607391578576784,,,2.0607391578576784,2.0607391578576784,,,2.0607391578576784,,,,,,,,,4.21163525332715,,,4.21163525332715,4.21163525332715,,,4.21163525332715,,,,,,,,,2.125122060569824,,,2.125122060569824,2.125122060569824,,,2.125122060569824,,,,,,,,
RTF1_S(139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC23A2_S(81),-1.9241251330248723,,,-1.9241251330248723,-1.9241251330248723,,,-1.9241251330248723,,,,,,,,,-2.1181004969452384,,,-2.1181004969452384,-2.1181004969452384,,,-2.1181004969452384,,,,,,,,,-0.1700855101940762,,,-0.1700855101940762,-0.1700855101940762,,,-0.1700855101940762,,,,,,,,
TMPRSS11A_S(6),-0.3318264007583591,,-0.3318264007583591,,,,,,,,,,-0.3318264007583591,,-0.3318264007583591,,0.13579751222339106,,0.13579751222339106,,,,,,,,,,0.13579751222339106,,0.13579751222339106,,0.10379974315766799,,0.10379974315766799,,,,,,,,,,0.10379974315766799,,0.10379974315766799,
ZSCAN32_S(211),0.12419577158719183,,0.12419577158719183,,-0.1264702511564945,,-0.1264702511564945,,0.15587873270414274,,0.15587873270414274,,0.21312950000747996,,0.21312950000747996,,-0.0224196608131319,,-0.0224196608131319,,0.02644598030380087,,0.02644598030380087,,-0.13001807695791381,,-0.13001807695791381,,0.0820212693455023,,0.0820212693455023,,-0.060397279643956275,,-0.060397279643956275,,0.2035144111307585,,0.2035144111307585,,-0.40837802395722367,,-0.40837802395722367,,-0.060397279643956275,,-0.060397279643956275,
CHD1_S(1671),0.23057194190465205,,0.23057194190465205,,,,,,,,,,0.23057194190465205,,0.23057194190465205,,-0.9756803208045871,,-0.9756803208045871,,,,,,,,,,-0.9756803208045871,,-0.9756803208045871,,-1.2164846751390148,,-1.2164846751390148,,,,,,,,,,-1.2164846751390148,,-1.2164846751390148,
CHD1_S(1672),0.23057194190465205,,0.23057194190465205,,,,,,,,,,0.23057194190465205,,0.23057194190465205,,-0.9756803208045871,,-0.9756803208045871,,,,,,,,,,-0.9756803208045871,,-0.9756803208045871,,-1.2164846751390148,,-1.2164846751390148,,,,,,,,,,-1.2164846751390148,,-1.2164846751390148,
ZNF609_S(560),-0.36327098721025225,,-0.36327098721025225,,-0.7883149135079299,,-0.7883149135079299,,,,,,0.061707084791597165,,0.061707084791597165,,0.18624698614531154,,0.18624698614531154,,-0.11057318519050621,,-0.11057318519050621,,,,,,0.4831579518080843,,0.4831579518080843,,0.5214528258224312,,0.5214528258224312,,0.5808208357104129,,0.5808208357104129,,,,,,0.4620523187964329,,0.4620523187964329,
ARHGEF11_S(251),0.19509557717721837,,0.19509557717721837,,0.19509557717721837,,0.19509557717721837,,,,,,,,,,0.03618680284784627,,0.03618680284784627,,0.03618680284784627,,0.03618680284784627,,,,,,,,,,-0.013188624542768073,,-0.013188624542768073,,-0.013188624542768073,,-0.013188624542768073,,,,,,,,,
SGTA_S(297),0.06626144226872127,,0.06626144226872127,,1.6011735338770732,,1.6011735338770732,,,,,,0.06626144226872127,,0.06626144226872127,,-1.3266606749831116,,-1.3266606749831116,,1.132379425052866,,1.132379425052866,,,,,,-1.3266606749831116,,-1.3266606749831116,,-1.372505220205945,,-1.372505220205945,,-0.30660894657598864,,-0.30660894657598864,,,,,,-1.372505220205945,,-1.372505220205945,
SGTA_S(301),0.03308816933218775,,0.03308816933218775,,1.2592423521006044,,1.2592423521006044,,,,,,0.03308816933218775,,0.03308816933218775,,-1.7811568487981264,,-1.7811568487981264,,1.0290641096984388,,1.0290641096984388,,,,,,-1.7811568487981264,,-1.7811568487981264,,-1.7659156681376587,,-1.7659156681376587,,-0.3636050689903919,,-0.3636050689903919,,,,,,-1.7659156681376587,,-1.7659156681376587,
PSIP1_S(275),0.12008647067252551,,0.12008647067252551,,,,,,,,,,0.12008647067252551,,0.12008647067252551,,-0.034308050775295314,,-0.034308050775295314,,,,,,,,,,-0.034308050775295314,,-0.034308050775295314,,0.07423139418579203,,0.07423139418579203,,,,,,,,,,0.07423139418579203,,0.07423139418579203,
KAT7_S(124),-0.049710767382628786,,-0.049710767382628786,,-0.049710767382628786,,-0.049710767382628786,,,,,,,,,,0.4957974777931403,,0.4957974777931403,,0.4957974777931403,,0.4957974777931403,,,,,,,,,,0.5660844905154667,,0.5660844905154667,,0.5660844905154667,,0.5660844905154667,,,,,,,,,
PPP1R3D_S(74),-0.03790264185686975,,-0.03790264185686975,,-0.10488354487649915,,-0.10488354487649915,,,,,,0.029134804053022843,,0.029134804053022843,,0.046979908144409395,,0.046979908144409395,,-0.00374142739858558,,-0.00374142739858558,,,,,,0.0978804340519131,,0.0978804340519131,,0.08433644572332372,,0.08433644572332372,,0.16735792773851413,,0.16735792773851413,,,,,,0.0014419741739063218,,0.0014419741739063218,
JUNB_S(259),1.2772111363945349,,1.2772111363945349,,1.5867887580539943,,1.5867887580539943,,-0.058578134025947005,,-0.058578134025947005,,-0.7717662004399319,,-0.7717662004399319,,0.22909566135537973,,0.22909566135537973,,0.400647220522828,,0.400647220522828,,1.2629742922880494,,1.2629742922880494,,-1.5234627741822897,,-1.5234627741822897,,-1.0339535149153336,,-1.0339535149153336,,-1.1604595803373816,,-1.1604595803373816,,1.2973088233889096,,1.2973088233889096,,-0.6913129445963146,,-0.6913129445963146,
OSBP_S(190),0.0211954245144897,,0.0211954245144897,,0.0211954245144897,,0.0211954245144897,,,,,,,,,,0.11423374442708778,,0.11423374442708778,,0.11423374442708778,,0.11423374442708778,,,,,,,,,,0.18243805572490956,,0.18243805572490956,,0.18243805572490956,,0.18243805572490956,,,,,,,,,
OSBP_S(382),-0.31215097327583224,,-0.31215097327583224,,-0.31215097327583224,,-0.31215097327583224,,,,,,,,,,-0.3473070108286976,,-0.3473070108286976,,-0.3473070108286976,,-0.3473070108286976,,,,,,,,,,-0.07966096117324555,,-0.07966096117324555,,-0.07966096117324555,,-0.07966096117324555,,,,,,,,,
MARCKS_S(167),-1.165207895235545,,-1.165207895235545,,-1.165207895235545,,-1.165207895235545,,,,,,,,,,-0.5664422655365862,,-0.5664422655365862,,-0.5664422655365862,,-0.5664422655365862,,,,,,,,,,0.9909548603969931,,0.9909548603969931,,0.9909548603969931,,0.9909548603969931,,,,,,,,,
MARCKS_S(163),-0.8982423644452239,,-0.8982423644452239,,-0.8982423644452239,,-0.8982423644452239,,,,,,,,,,-0.1312658303622398,,-0.1312658303622398,,-0.1312658303622398,,-0.1312658303622398,,,,,,,,,,0.9841882928420941,,0.9841882928420941,,0.9841882928420941,,0.9841882928420941,,,,,,,,,
HRH1_S(6),-2.308430103138385,,-2.308430103138385,,-3.0846091293128115,,-3.0846091293128115,,-2.750688163685874,,-2.750688163685874,,-1.5323657593178577,,-1.5323657593178577,,-3.192579127676521,,-3.192579127676521,,,,,,-2.8733442544240013,,-2.8733442544240013,,-3.511838767197606,,-3.511838767197606,,-1.7041124412127435,,-1.7041124412127435,,,,,,-1.4858019766524193,,-1.4858019766524193,,-1.922428842363974,,-1.922428842363974,
HRH1_S(7),-2.308430103138385,,-2.308430103138385,,-3.0846091293128115,,-3.0846091293128115,,-2.750688163685874,,-2.750688163685874,,-1.5323657593178577,,-1.5323657593178577,,-3.192579127676521,,-3.192579127676521,,,,,,-2.8733442544240013,,-2.8733442544240013,,-3.511838767197606,,-3.511838767197606,,-1.7041124412127435,,-1.7041124412127435,,,,,,-1.4858019766524193,,-1.4858019766524193,,-1.922428842363974,,-1.922428842363974,
ATRX_S(594),0.16195215892674233,,0.16195215892674233,,,,,,,,,,0.16195215892674233,,0.16195215892674233,,0.6315234064788974,,0.6315234064788974,,,,,,,,,,0.6315234064788974,,0.6315234064788974,,0.7936046097363223,,0.7936046097363223,,,,,,,,,,0.7936046097363223,,0.7936046097363223,
MAP1B_S(831),0.32262042236168464,,0.32262042236168464,,,,,,,,,,0.32262042236168464,,0.32262042236168464,,-0.1800375857641749,,-0.1800375857641749,,,,,,,,,,-0.1800375857641749,,-0.1800375857641749,,-0.4819282092164929,,-0.4819282092164929,,,,,,,,,,-0.4819282092164929,,-0.4819282092164929,
RBM25_S(683),-0.6744984506655004,,-0.6744984506655004,,-1.176544099035904,,-1.176544099035904,,,,,,-0.17244109033069535,,-0.17244109033069535,,-0.16033059264951643,,-0.16033059264951643,,-1.100267511624852,,-1.100267511624852,,,,,,0.7796379447986672,,0.7796379447986672,,0.47321543407039696,,0.47321543407039696,,0.0024504992348224897,,0.0024504992348224897,,,,,,0.9439588230133358,,0.9439588230133358,
RANBP2_S(781),-0.2030202356694136,,-0.2030202356694136,,-0.2030202356694136,,-0.2030202356694136,,,,,,,,,,-0.24244757781743956,,-0.24244757781743956,,-0.24244757781743956,,-0.24244757781743956,,,,,,,,,,-0.013392471121959787,,-0.013392471121959787,,-0.013392471121959787,,-0.013392471121959787,,,,,,,,,
RANBP2_S(2273),-1.3844707023291858,,-1.3844707023291858,,-1.3844707023291858,,-1.3844707023291858,,,,,,,,,,-1.2180612262188812,,-1.2180612262188812,,-1.2180612262188812,,-1.2180612262188812,,,,,,,,,,-0.8381510049362134,,-0.8381510049362134,,-0.8381510049362134,,-0.8381510049362134,,,,,,,,,
RANBP2_S(2276),-0.7694034662135619,,-0.7694034662135619,,-0.7694034662135619,,-0.7694034662135619,,0.8571848057912005,,0.8571848057912005,,-1.0300298988406833,,-1.0300298988406833,,-0.41576865000672386,,-0.41576865000672386,,-1.127462763249366,,-1.127462763249366,,0.6877773773963047,,0.6877773773963047,,0.21698248926876826,,0.21698248926876826,,-0.17766957983377757,,-0.17766957983377757,,-0.2882231896491723,,-0.2882231896491723,,-0.1900094160247948,,-0.1900094160247948,,1.5132886025247512,,1.5132886025247512,
COPA_S(68),-4.158377838701658,,-4.158377838701658,,,,,,,,,,-4.158377838701658,,-4.158377838701658,,-1.5445609854369495,,-1.5445609854369495,,,,,,,,,,-1.5445609854369495,,-1.5445609854369495,,2.6037153517031886,,2.6037153517031886,,,,,,,,,,2.6037153517031886,,2.6037153517031886,
ATN1_S(79),0.2371965736303936,,0.2371965736303936,,,,,,,,,,0.2371965736303936,,0.2371965736303936,,-0.024443179176787795,,-0.024443179176787795,,,,,,,,,,-0.024443179176787795,,-0.024443179176787795,,-0.09118709226045296,,-0.09118709226045296,,,,,,,,,,-0.09118709226045296,,-0.09118709226045296,
F2RL1_S(376),-5.454063251954466,,-5.454063251954466,,-6.891878383187089,,-6.891878383187089,,-5.345901799591771,,-5.345901799591771,,-4.182956392587193,,-4.182956392587193,,-6.510292664033619,,-6.510292664033619,,-6.812400471629451,,-6.812400471629451,,-5.773905842115726,,-5.773905842115726,,-5.349250143582637,,-5.349250143582637,,0.4258889340243042,,0.4258889340243042,,-0.3175345717347469,,-0.3175345717347469,,0.6743702543021141,,0.6743702543021141,,0.5760867241794003,,0.5760867241794003,
CMC4_S(22),1.9098114987083383,,1.9098114987083383,,,,,,1.9098114987083383,,1.9098114987083383,,,,,,-0.7133553789835608,,-0.7133553789835608,,,,,,-0.7133553789835608,,-0.7133553789835608,,,,,,-2.6053322128932197,,-2.6053322128932197,,,,,,-2.6053322128932197,,-2.6053322128932197,,,,,
KLF3_S(101),-0.040674960760867886,,-0.040674960760867886,,-0.040674960760867886,,-0.040674960760867886,,,,,,,,,,1.274410769317838,,1.274410769317838,,1.274410769317838,,1.274410769317838,,,,,,,,,,1.2174789004705309,,1.2174789004705309,,1.2174789004705309,,1.2174789004705309,,,,,,,,,
RGS8_S(139),0.43839931960922274,,0.43839931960922274,,0.3028746703655849,,0.3028746703655849,,,,,,0.43839931960922274,,0.43839931960922274,,0.3806186381773764,,0.3806186381773764,,0.1761950948634081,,0.1761950948634081,,,,,,0.38670060228761355,,0.38670060228761355,,-0.10116477740724646,,-0.10116477740724646,,-0.18573670860021832,,-0.18573670860021832,,,,,,0.1443074672630423,,0.1443074672630423,
RAB8A_S(181),0.11223305759849703,,0.11223305759849703,,,,,,,,,,0.11223305759849703,,0.11223305759849703,,0.7108780501958792,,0.7108780501958792,,,,,,,,,,0.7108780501958792,,0.7108780501958792,,0.8190958963336387,,0.8190958963336387,,,,,,,,,,0.8190958963336387,,0.8190958963336387,
LSM11_S(15),-0.08356921679581861,,-0.08356921679581861,,-0.08356921679581861,,-0.08356921679581861,,-0.12725790324791234,,-0.12725790324791234,,,,,,-0.2727852775593261,,-0.2727852775593261,,-0.2727852775593261,,-0.2727852775593261,,-0.4646437413962163,,-0.4646437413962163,,,,,,0.01820685665331186,,0.01820685665331186,,0.01820685665331186,,0.01820685665331186,,-0.4186583949355632,,-0.4186583949355632,,,,,
LSM11_S(21),-0.10541114629992052,,-0.10541114629992052,,-0.26706225704504594,,-0.26706225704504594,,-0.12725790324791234,,-0.12725790324791234,,0.08936255282773453,,0.08936255282773453,,-0.34325652758877834,,-0.34325652758877834,,-0.34325652758877834,,-0.34325652758877834,,-0.4646437413962163,,-0.4646437413962163,,0.14509047680241982,,0.14509047680241982,,-0.0207794689420916,,-0.0207794689420916,,-0.0207794689420916,,-0.0207794689420916,,-0.4186583949355632,,-0.4186583949355632,,0.058662839378559886,,0.058662839378559886,
CDC42EP1_S(113),-1.0237390247460405,,-1.0237390247460405,,-1.0237390247460405,,-1.0237390247460405,,,,,,,,,,-0.7624118086915793,,-0.7624118086915793,,-0.7624118086915793,,-0.7624118086915793,,,,,,,,,,0.22897256976016075,,0.22897256976016075,,0.22897256976016075,,0.22897256976016075,,,,,,,,,
SRSF2_S(212),1.4600610209773415,,1.4600610209773415,,4.34745306278325,,4.34745306278325,,,,,,-1.4273625221652089,,-1.4273625221652089,,-0.6075946442033454,,-0.6075946442033454,,1.6211962014167394,,1.6211962014167394,,,,,,-2.8363982217515122,,-2.8363982217515122,,-1.9503692322753996,,-1.9503692322753996,,-2.768567591552035,,-2.768567591552035,,,,,,-1.1321035360073453,,-1.1321035360073453,
GTF3C1_S(1062),-0.3242743812031637,,-0.3242743812031637,,,,,,,,,,-0.3242743812031637,,-0.3242743812031637,,-0.8652533446315125,,-0.8652533446315125,,,,,,,,,,-0.8652533446315125,,-0.8652533446315125,,-0.4003584694828291,,-0.4003584694828291,,,,,,,,,,-0.4003584694828291,,-0.4003584694828291,
SRSF6_S(314),-0.13947414773780534,,-0.13947414773780534,,0.056583528366367514,,0.056583528366367514,,-0.13088665190108167,,-0.13088665190108167,,-0.1622020438059196,,-0.1622020438059196,,-0.1278095156889488,,-0.1278095156889488,,-0.02598471624352818,,-0.02598471624352818,,0.09112433366116472,,0.09112433366116472,,-0.14557340456809156,,-0.14557340456809156,,0.017066724189833373,,0.017066724189833373,,-0.00261364408610003,,-0.00261364408610003,,0.10567807789453719,,0.10567807789453719,,0.02927618237063207,,0.02927618237063207,
PDAP1_S(60),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDAP1_S(63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP4K_S(292),0.03759307554023308,,0.03759307554023308,,-0.21263440586442242,,-0.21263440586442242,,,,,,0.2878268672850812,,0.2878268672850812,,0.03181862582635714,,0.03181862582635714,,-0.09838197893454399,,-0.09838197893454399,,,,,,0.16195215892674233,,0.16195215892674233,,0.07327183642451936,,0.07327183642451936,,0.18953994438850338,,0.18953994438850338,,,,,,-0.04302150719042045,,-0.04302150719042045,
PRP4K_S(294),0.03759307554023308,,0.03759307554023308,,-0.21263440586442242,,-0.21263440586442242,,,,,,0.2878268672850812,,0.2878268672850812,,0.03181862582635714,,0.03181862582635714,,-0.09838197893454399,,-0.09838197893454399,,,,,,0.16195215892674233,,0.16195215892674233,,0.07327183642451936,,0.07327183642451936,,0.18953994438850338,,0.18953994438850338,,,,,,-0.04302150719042045,,-0.04302150719042045,
SF1_S(80),-0.24082711820543654,,-0.24082711820543654,,-0.3305559113840033,,-0.3305559113840033,,-0.21474241100738792,,-0.21474241100738792,,-0.19637617365423396,,-0.19637617365423396,,-0.21412307411983708,,-0.21412307411983708,,-0.30864450806893934,,-0.30864450806893934,,-0.19912287284482583,,-0.19912287284482583,,-0.05292488017500542,,-0.05292488017500542,,0.026162654489675658,,0.026162654489675658,,0.09963185001446039,,0.09963185001446039,,-0.03591933178520837,,-0.03591933178520837,,-0.43111177719748717,,-0.43111177719748717,
SF1_S(82),-0.12585618090995954,,-0.12585618090995954,,-1.472369114675324,,-1.472369114675324,,0.33032892730232616,,0.33032892730232616,,-0.12585618090995954,,-0.12585618090995954,,-0.3531184790732207,,-0.3531184790732207,,-0.5743258646124193,,-0.5743258646124193,,-0.12300968156550122,,-0.12300968156550122,,-0.3531184790732207,,-0.3531184790732207,,0.09031147137603657,,0.09031147137603657,,0.89894354290607,,0.89894354290607,,-0.2718966341895183,,-0.2718966341895183,,0.030547964162966627,,0.030547964162966627,
MED1_S(1219),0.2886538636051693,,0.2886538636051693,,0.023042392665863817,,0.023042392665863817,,0.5541467667465125,,0.5541467667465125,,,,,,0.23204671335010993,,0.23204671335010993,,-0.2100621310198052,,-0.2100621310198052,,0.6740990285377139,,0.6740990285377139,,,,,,-0.12960765985286335,,-0.12960765985286335,,-0.18054435380731723,,-0.18054435380731723,,-0.07865507832227243,,-0.07865507832227243,,,,,
CCDC6_S(240),0.07313470463021537,,0.07313470463021537,,0.08691960673732627,,0.08691960673732627,,,,,,-0.3566979115152344,,-0.3566979115152344,,0.22712493444992585,,0.22712493444992585,,0.32100447447112396,,0.32100447447112396,,,,,,-0.6311757877108475,,-0.6311757877108475,,0.11742908358689448,,0.11742908358689448,,0.16800012451782012,,0.16800012451782012,,,,,,-0.24202096457946104,,-0.24202096457946104,
ZNF800_S(457),-0.4013489521153921,,-0.4013489521153921,,-0.34159198129151264,,-0.34159198129151264,,,,,,-0.461124171025595,,-0.461124171025595,,-0.042263660415323256,,-0.042263660415323256,,-0.2893335041766516,,-0.2893335041766516,,,,,,0.2047667506546134,,0.2047667506546134,,0.37806764878003407,,0.37806764878003407,,0.1376346718833728,,0.1376346718833728,,,,,,0.6184266166459308,,0.6184266166459308,
MAP7D1_S(286),3.120368530599189,,3.120368530599189,,,,,,,,,,3.120368530599189,,3.120368530599189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H13_S(265),0.07423139418579203,,0.07423139418579203,,0.07423139418579203,,0.07423139418579203,,,,,,,,,,0.09004041547277068,,0.09004041547277068,,0.09004041547277068,,0.09004041547277068,,,,,,,,,,0.05935527761642124,,0.05935527761642124,,0.05935527761642124,,0.05935527761642124,,,,,,,,,
ZNF318_S(79),-0.24512959654574928,,-0.24512959654574928,,,,,,,,,,-0.24512959654574928,,-0.24512959654574928,,0.10554399219892611,,0.10554399219892611,,,,,,,,,,0.10554399219892611,,0.10554399219892611,,0.33445386232368096,,0.33445386232368096,,,,,,,,,,0.33445386232368096,,0.33445386232368096,
ZNF318_S(81),-0.24512959654574928,,-0.24512959654574928,,,,,,,,,,-0.24512959654574928,,-0.24512959654574928,,0.10554399219892611,,0.10554399219892611,,,,,,,,,,0.10554399219892611,,0.10554399219892611,,0.33445386232368096,,0.33445386232368096,,,,,,,,,,0.33445386232368096,,0.33445386232368096,
LIN54_S(310),0.18421680809224125,,0.18421680809224125,,0.18421680809224125,,0.18421680809224125,,,,,,,,,,-0.3982844695416598,,-0.3982844695416598,,-0.3982844695416598,,-0.3982844695416598,,,,,,,,,,-0.3387794245572841,,-0.3387794245572841,,-0.3387794245572841,,-0.3387794245572841,,,,,,,,,
LIN54_S(314),0.18421680809224125,,0.18421680809224125,,0.18421680809224125,,0.18421680809224125,,,,,,,,,,-0.3982844695416598,,-0.3982844695416598,,-0.3982844695416598,,-0.3982844695416598,,,,,,,,,,-0.3387794245572841,,-0.3387794245572841,,-0.3387794245572841,,-0.3387794245572841,,,,,,,,,
NUFIP2_S(216),0.6032168433458986,0.6032168433458986,-0.35413236496238265,,0.6032168433458986,0.6032168433458986,,,,,,,-0.35413236496238265,,-0.35413236496238265,,-0.055711250155988,-0.055711250155988,0.16195215892674233,,-0.055711250155988,-0.055711250155988,,,,,,,0.16195215892674233,,0.16195215892674233,,-0.8114724732255983,-0.8114724732255983,0.5283712779607188,,-0.8114724732255983,-0.8114724732255983,,,,,,,0.5283712779607188,,0.5283712779607188,
WAPL_S(226),-0.15984699150498705,,-0.15984699150498705,,-0.10945213737843747,,-0.10945213737843747,,0.05283319976294459,,0.05283319976294459,,-0.20368466640474295,,-0.20368466640474295,,-0.2774990015276009,,-0.2774990015276009,,-0.2928639851889237,,-0.2928639851889237,,0.2727398781174608,,0.2727398781174608,,0.04166353172936154,,0.04166353172936154,,-0.15966971169411498,,-0.15966971169411498,,-0.1804299067530562,,-0.1804299067530562,,0.12406339602707797,,0.12406339602707797,,0.26207228839841024,,0.26207228839841024,
PATL1_S(184),-0.009204842987506142,,-0.009204842987506142,,-0.009204842987506142,,-0.009204842987506142,,,,,,,,,,-0.20737782931587354,,-0.20737782931587354,,-0.20737782931587354,,-0.20737782931587354,,,,,,,,,,-0.2240645116982126,,-0.2240645116982126,,-0.2240645116982126,,-0.2240645116982126,,,,,,,,,
PHLDB1_S(518),-0.12029423371771177,,-0.12029423371771177,,-0.12029423371771177,,-0.12029423371771177,,,,,,,,,,-0.06942160415397848,,-0.06942160415397848,,-0.06942160415397848,,-0.06942160415397848,,,,,,,,,,0.03506079690511427,,0.03506079690511427,,0.03506079690511427,,0.03506079690511427,,,,,,,,,
PHLDB1_S(520),-0.12029423371771177,,-0.12029423371771177,,-0.12029423371771177,,-0.12029423371771177,,,,,,,,,,-0.06942160415397848,,-0.06942160415397848,,-0.06942160415397848,,-0.06942160415397848,,,,,,,,,,0.03506079690511427,,0.03506079690511427,,0.03506079690511427,,0.03506079690511427,,,,,,,,,
PHF6_S(145),-0.3216395847292388,,-0.3216395847292388,,-0.3216395847292388,,-0.3216395847292388,,,,,,,,,,-0.7578182462082648,,-0.7578182462082648,,-0.7578182462082648,,-0.7578182462082648,,,,,,,,,,-0.4059865889072149,,-0.4059865889072149,,-0.4059865889072149,,-0.4059865889072149,,,,,,,,,
AMOTL1_S(906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICD2_S(568),-0.00043287344653065887,,-0.00043287344653065887,,,,,,0.22909566135537973,,0.22909566135537973,,-0.2299575164131063,,-0.2299575164131063,,0.07382023329167137,,0.07382023329167137,,,,,,0.35377494493222345,,0.35377494493222345,,-0.20627887408177992,,-0.20627887408177992,,0.006908369342177493,,0.006908369342177493,,,,,,0.00676478187842236,,0.00676478187842236,,0.006908369342177493,,0.006908369342177493,
PRCC_S(157),0.2560444738264448,,0.2560444738264448,,-0.09682286752882696,,-0.09682286752882696,,0.31243283680921863,,0.31243283680921863,,0.3208889803317765,,0.3208889803317765,,-0.02489812830564933,,-0.02489812830564933,,0.030689204071140407,,0.030689204071140407,,-0.07664541415816024,,-0.07664541415816024,,0.000432743603971136,,0.000432743603971136,,-0.11180422685762073,,-0.11180422685762073,,0.16735792773851413,,0.16735792773851413,,-0.2738139993289003,,-0.2738139993289003,,-0.28389584009732244,,-0.28389584009732244,
PRCC_S(159),0.09058247636244234,,0.09058247636244234,,-0.09682286752882696,,-0.09682286752882696,,-0.07573285506501395,,-0.07573285506501395,,0.27798474729976524,,0.27798474729976524,,-0.02489812830564933,,-0.02489812830564933,,0.030689204071140407,,0.030689204071140407,,-0.04452351687268973,,-0.04452351687268973,,-0.0804539691859207,,-0.0804539691859207,,-0.26210560926786547,,-0.26210560926786547,,0.16735792773851413,,0.16735792773851413,,-0.0670468716608478,,-0.0670468716608478,,-0.6915925231139066,,-0.6915925231139066,
USP9X_S(319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABIR1_S(143),-0.3910772382465407,,-0.3910772382465407,,-0.3910772382465407,,-0.3910772382465407,,,,,,,,,,0.1997508567158369,,0.1997508567158369,,0.1997508567158369,,0.1997508567158369,,,,,,,,,,0.5836153565845577,,0.5836153565845577,,0.5836153565845577,,0.5836153565845577,,,,,,,,,
PABIR1_S(147),-0.3910772382465407,,-0.3910772382465407,,-0.3910772382465407,,-0.3910772382465407,,,,,,,,,,0.1997508567158369,,0.1997508567158369,,0.1997508567158369,,0.1997508567158369,,,,,,,,,,0.5836153565845577,,0.5836153565845577,,0.5836153565845577,,0.5836153565845577,,,,,,,,,
IWS1_S(415),0.13224779829843977,,0.13224779829843977,,,,,,,,,,0.13224779829843977,,0.13224779829843977,,-0.353450217842388,,-0.353450217842388,,,,,,,,,,-0.353450217842388,,-0.353450217842388,,-0.4391089985672459,,-0.4391089985672459,,,,,,,,,,-0.4391089985672459,,-0.4391089985672459,
SPEN_S(2120),-0.512595975113861,,-0.512595975113861,,-0.512595975113861,,-0.512595975113861,,,,,,,,,,0.38614875473435667,,0.38614875473435667,,0.38614875473435667,,0.38614875473435667,,,,,,,,,,0.7386381505183938,,0.7386381505183938,,0.7386381505183938,,0.7386381505183938,,,,,,,,,
NIBAN2_S(681),-0.4759363242227893,,-0.4759363242227893,,-0.4965698451876874,,-0.4965698451876874,,,,,,0.30661222437539787,,0.30661222437539787,,-0.16625980562913134,,-0.16625980562913134,,-0.22933161466835614,,-0.22933161466835614,,,,,,0.11889125217842651,,0.11889125217842651,,0.049491370165103715,,0.049491370165103715,,0.1315894843281353,,0.1315894843281353,,,,,,-0.03265429499496751,,-0.03265429499496751,
DIDO1_S(805),-0.04189231225010038,,-0.04189231225010038,,-0.04189231225010038,,-0.04189231225010038,,,,,,,,,,0.09504672450704019,,0.09504672450704019,,0.09504672450704019,,0.09504672450704019,,,,,,,,,,0.028710585954140094,,0.028710585954140094,,0.028710585954140094,,0.028710585954140094,,,,,,,,,
