TargetFeature,colsample_bytree,gamma,max_depth,min_child_weight,n_estimators,subsample,mean_mse,mean_r2
ZBED4_S(1053) ZBED4_S(255) ZBED4_S(297) ZBED4_S(437) ZBED4_S(523) ZBED4_S(609) ZBED4_S(613) ZBED4_S(617) ZBED4_S(623) ZBED4_S(624) ZBED4_S(640),1.0,0.5,4,1,8,1.0,0.0367728005823451,0.2210455897384451
WAC_S(142) WAC_S(15) WAC_S(22) WAC_S(359) WAC_S(373) WAC_S(408) WAC_S(446) WAC_S(466) WAC_S(478) WAC_S(480) WAC_S(511) WAC_S(523) WAC_S(525) WAC_S(53) WAC_S(538) WAC_S(64) WAC_S(70) WAC_S(9) WAC_T(20) WAC_T(244) WAC_T(259) WAC_T(293) WAC_T(412) WAC_T(454) WAC_T(466) WAC_T(471) WAC_T(482) WAC_Y(25),0.8,0.5,4,1,8,1.0,0.0404784598940398,0.6297977155844092
GRK5_S(227) GRK5_S(484) GRK5_T(208) GRK5_T(485) GRK5_Y(109),0.6,0.5,4,1,8,1.0,0.0408341721712065,0.0918128767871926
SOD1_S(26) SOD1_S(6) SOD1_T(22) SOD1_T(9),1.0,0.5,2,1,8,1.0,0.0197839625951358,0.1125351768985592
DCK_C(73) DCK_C(74) DCK_S(16) DCK_S(8),0.6,0.5,2,1,8,0.8,0.0080620485978677,0.207676756377584
FMNL1_S(1020) FMNL1_S(1031) FMNL1_S(1044) FMNL1_S(177) FMNL1_S(184) FMNL1_S(279) FMNL1_S(3) FMNL1_S(624) FMNL1_S(675) FMNL1_S(693) FMNL1_T(1020) FMNL1_T(1031) FMNL1_T(952),0.6,0.5,4,1,8,1.0,0.0408002400426356,0.5805079190417513
ZCCHC24_S(65),0.6,0.5,1,1,8,0.6,0.0114605617689241,-0.0182900568587925
TRAPPC8_S(1090) TRAPPC8_S(259) TRAPPC8_S(273) TRAPPC8_S(279) TRAPPC8_S(311) TRAPPC8_S(657),0.8,0.5,3,1,8,0.8,0.023082478012014,0.1387196513919341
CAMK2B_S(1) CAMK2B_S(3) CAMK2B_S(367) CAMK2B_S(397) CAMK2B_S(418) CAMK2B_S(5) CAMK2B_S(6) CAMK2B_S(7) CAMK2B_T(12) CAMK2B_T(13) CAMK2B_T(3) CAMK2B_T(366) CAMK2B_T(401) CAMK2B_T(5) CAMK2B_T(9),1.0,0.5,4,1,8,1.0,0.039068767366341,0.3312746897304665
GOLGA4_S(10) GOLGA4_S(100) GOLGA4_S(101) GOLGA4_S(1031) GOLGA4_S(109) GOLGA4_S(110) GOLGA4_S(111) GOLGA4_S(113) GOLGA4_S(114) GOLGA4_S(118) GOLGA4_S(120) GOLGA4_S(122) GOLGA4_S(123) GOLGA4_S(140) GOLGA4_S(144) GOLGA4_S(151) GOLGA4_S(1514) GOLGA4_S(2) GOLGA4_S(203) GOLGA4_S(2224) GOLGA4_S(235) GOLGA4_S(26) GOLGA4_S(266) GOLGA4_S(27) GOLGA4_S(271) GOLGA4_S(277) GOLGA4_S(288) GOLGA4_S(3) GOLGA4_S(41) GOLGA4_S(68) GOLGA4_S(71) GOLGA4_S(74) GOLGA4_S(78) GOLGA4_S(89) GOLGA4_S(92) GOLGA4_S(93) GOLGA4_S(96) GOLGA4_S(98) GOLGA4_T(1033) GOLGA4_T(107) GOLGA4_T(1180) GOLGA4_T(1181) GOLGA4_T(2147) GOLGA4_T(2154) GOLGA4_T(2169) GOLGA4_T(31) GOLGA4_T(38) GOLGA4_T(39) GOLGA4_T(43) GOLGA4_T(50) GOLGA4_Y(1595) GOLGA4_Y(1808) GOLGA4_Y(1830) GOLGA4_Y(2141) GOLGA4_Y(2145) GOLGA4_Y(2163) GOLGA4_Y(2171),1.0,0.5,4,1,8,1.0,0.0415242998923873,0.6057259181059531
MBLAC1_S(252) MBLAC1_S(61) MBLAC1_S(9),0.6,0.5,1,1,2,0.6,0.0184077910148052,-0.0088000302936543
SHC1_S(139) SHC1_S(426) SHC1_S(453) SHC1_S(80) SHC1_T(276) SHC1_Y(427),1.0,0.5,4,5,8,1.0,0.0318276006824443,0.6023422833479877
PFKM_S(1) PFKM_S(10) PFKM_S(11) PFKM_S(133) PFKM_S(137) PFKM_S(3) PFKM_S(339) PFKM_S(346) PFKM_S(377) PFKM_S(448) PFKM_S(454) PFKM_S(477) PFKM_S(548) PFKM_S(559) PFKM_S(630) PFKM_S(636) PFKM_S(667) PFKM_S(738) PFKM_S(775) PFKM_S(9) PFKM_T(17) PFKM_T(265) PFKM_T(6) PFKM_T(634) PFKM_Y(103) PFKM_Y(3) PFKM_Y(456) PFKM_Y(5),0.6,0.5,4,1,8,1.0,0.0417856434660385,0.286524142303335
RRP12_S(1049) RRP12_S(1072) RRP12_S(1080) RRP12_S(118) RRP12_S(1217) RRP12_S(383) RRP12_S(4) RRP12_S(64) RRP12_S(66) RRP12_S(801) RRP12_S(980) RRP12_T(88),1.0,0.5,4,1,8,1.0,0.0399234513493098,0.3786928014133031
FOSL1_C(101) FOSL1_S(101) FOSL1_S(191) FOSL1_S(196) FOSL1_S(265) FOSL1_S(66) FOSL1_S(74) FOSL1_T(196),1.0,0.5,4,5,8,1.0,0.0382957160067264,0.3103966591265668
TBC1D1_S(1150) TBC1D1_S(2) TBC1D1_S(235) TBC1D1_S(263) TBC1D1_S(507) TBC1D1_S(559) TBC1D1_S(565) TBC1D1_S(566) TBC1D1_S(570) TBC1D1_S(571) TBC1D1_S(575) TBC1D1_S(585) TBC1D1_S(598) TBC1D1_S(614) TBC1D1_S(627) TBC1D1_S(649) TBC1D1_S(652) TBC1D1_S(695) TBC1D1_S(701) TBC1D1_S(90) TBC1D1_T(3) TBC1D1_T(596) TBC1D1_T(649) TBC1D1_T(652),0.6,0.5,4,1,8,1.0,0.0259657194530826,0.6523755200133586
PTPN7_S(359) PTPN7_S(63) PTPN7_T(66),0.6,0.5,1,1,2,0.6,0.0101918474823458,-0.0015315133794263
FLOT1_S(377) FLOT1_S(407) FLOT1_T(50) FLOT1_Y(198),0.6,0.5,1,1,4,0.8,0.0096872427929382,-0.0031299170184111
POLR1G_C(27) POLR1G_M(488) POLR1G_M(490) POLR1G_S(11) POLR1G_S(124) POLR1G_S(126) POLR1G_S(128) POLR1G_S(130) POLR1G_S(136) POLR1G_S(138) POLR1G_S(161) POLR1G_S(172) POLR1G_S(205) POLR1G_S(27) POLR1G_S(285) POLR1G_S(287) POLR1G_S(359) POLR1G_S(488) POLR1G_S(490) POLR1G_S(66) POLR1G_T(171) POLR1G_T(270) POLR1G_T(282) POLR1G_T(287) POLR1G_T(456),0.6,0.5,4,1,8,1.0,0.0462691612558136,0.5111986259872655
DSTN_C(25) DSTN_S(155) DSTN_S(24) DSTN_S(3) DSTN_S(71) DSTN_S(88),1.0,0.5,4,1,8,1.0,0.0441192488064755,0.4341155255377812
TMEM238_S(124) TMEM238_S(154),1.0,0.5,4,1,8,1.0,0.0252409315593809,0.1136534319628118
BRIP1_S(1001) BRIP1_S(1162) BRIP1_S(214) BRIP1_S(956) BRIP1_S(961) BRIP1_T(1142) BRIP1_T(992),0.6,0.5,3,1,8,1.0,0.012706451110637,0.2024510004747535
NDUFV3_S(10) NDUFV3_S(101) NDUFV3_S(105) NDUFV3_S(470) NDUFV3_S(5) NDUFV3_S(95),1.0,0.5,3,1,8,0.6,0.0264137933277037,0.1799481063760656
MYOM1_S(1074) MYOM1_S(1081) MYOM1_S(113) MYOM1_S(12) MYOM1_S(13) MYOM1_S(149) MYOM1_S(1581) MYOM1_S(16) MYOM1_S(17) MYOM1_S(2) MYOM1_S(220) MYOM1_S(236) MYOM1_S(3) MYOM1_S(36) MYOM1_S(4) MYOM1_S(401) MYOM1_S(451) MYOM1_S(5) MYOM1_S(58) MYOM1_S(65) MYOM1_S(68) MYOM1_S(8) MYOM1_S(9) MYOM1_S(903) MYOM1_S(958) MYOM1_T(1) MYOM1_T(152) MYOM1_T(2) MYOM1_T(257) MYOM1_T(3) MYOM1_T(5) MYOM1_T(6) MYOM1_T(8) MYOM1_Y(136),1.0,0.5,3,1,6,1.0,0.0280228928770991,0.3060922468913566
STAG1_S(1049) STAG1_S(1062) STAG1_S(1065) STAG1_S(1093) STAG1_S(1138) STAG1_S(1142) STAG1_S(1251) STAG1_S(24) STAG1_Y(1175),1.0,0.5,4,1,8,1.0,0.0361012975458363,0.0776372652395043
TBC1D15_S(203) TBC1D15_S(3) TBC1D15_S(375) TBC1D15_S(377) TBC1D15_S(658) TBC1D15_S(666) TBC1D15_S(680) TBC1D15_S(686) TBC1D15_T(672),1.0,0.5,4,5,8,1.0,0.0298333810551291,0.5548459114267484
MAPK3_T(198) MAPK3_T(202) MAPK3_Y(204),1.0,0.5,3,1,8,1.0,0.0420148305597704,0.2178199470076227
KRT19_S(10) KRT19_S(13) KRT19_S(14) KRT19_S(149) KRT19_S(22) KRT19_S(32) KRT19_S(35) KRT19_S(381) KRT19_S(395) KRT19_S(43) KRT19_S(46) KRT19_S(48) KRT19_T(12) KRT19_T(302) KRT19_T(317) KRT19_Y(381) KRT19_Y(391),0.6,0.5,1,1,8,0.6,0.0157788056408491,-0.0114253256747033
HOOK1_S(167) HOOK1_S(193) HOOK1_S(235) HOOK1_S(450) HOOK1_S(719) HOOK1_T(657),1.0,0.5,1,10,8,0.8,0.0148055430510942,0.1083542922322751
PAXBP1_S(108) PAXBP1_S(154) PAXBP1_S(155) PAXBP1_S(158) PAXBP1_S(16) PAXBP1_S(1750) PAXBP1_S(191) PAXBP1_S(262) PAXBP1_S(295) PAXBP1_S(557) PAXBP1_S(558) PAXBP1_S(62) PAXBP1_T(150) PAXBP1_T(242) PAXBP1_T(68),0.6,0.5,4,1,8,1.0,0.0420592515862658,0.4170862487072148
TAF7_S(159) TAF7_S(4),1.0,0.5,4,1,8,0.8,0.0255175028021748,0.0643454912077764
NNT_Y(373),0.6,0.5,1,1,2,1.0,0.0129112881550935,-0.0036704341114734
WEE1_C(270) WEE1_S(127) WEE1_S(137) WEE1_S(139) WEE1_S(150) WEE1_S(164) WEE1_S(165) WEE1_S(262) WEE1_S(270) WEE1_S(312) WEE1_S(472) WEE1_S(642) WEE1_S(66) WEE1_S(67) WEE1_S(98) WEE1_T(173) WEE1_T(183) WEE1_T(187) WEE1_T(190) WEE1_T(239),1.0,0.5,4,1,8,1.0,0.0502854458387694,0.3271578556202547
EIF2D_S(199) EIF2D_S(237) EIF2D_S(361) EIF2D_S(404),0.8,0.5,4,5,6,1.0,0.0124188590852873,0.2659279821285857
TBKBP1_S(504),0.8,0.5,4,1,6,0.8,0.0436426291637847,0.2182804706004885
PAICS_S(107),0.6,0.5,2,1,6,1.0,0.0392366889771687,0.1498287695839037
FNBP4_M(508) FNBP4_S(118) FNBP4_S(314) FNBP4_S(431) FNBP4_S(435) FNBP4_S(438) FNBP4_S(442) FNBP4_S(461) FNBP4_S(464) FNBP4_S(469) FNBP4_S(5) FNBP4_S(503) FNBP4_S(661) FNBP4_S(671) FNBP4_S(965) FNBP4_T(516),0.6,0.5,4,1,8,1.0,0.0302383383338599,0.1413142593092341
DOP1A_S(1023) DOP1A_S(1266) DOP1A_S(2001),0.8,0.5,1,1,8,0.6,0.0107004767004435,-0.002234545955166
ARMCX3_C(53) ARMCX3_S(108) ARMCX3_S(110) ARMCX3_S(113) ARMCX3_S(119) ARMCX3_S(43) ARMCX3_S(52) ARMCX3_S(53) ARMCX3_S(61) ARMCX3_S(67) ARMCX3_S(72) ARMCX3_T(116),0.6,0.5,4,1,8,1.0,0.0532947810664693,0.305184600260578
GPATCH4_S(101) GPATCH4_S(212) GPATCH4_S(286) GPATCH4_T(116) GPATCH4_T(4) GPATCH4_Y(106),1.0,0.5,1,1,6,0.8,0.006424097943909,0.2495234766050288
OCC1_T(25) OCC1_T(30) OCC1_Y(42),0.6,0.5,1,1,8,0.8,0.0152651117053341,-0.0064809591394428
BICD2_S(102) BICD2_S(190) BICD2_S(2) BICD2_S(329) BICD2_S(395) BICD2_S(608) BICD2_S(823) BICD2_T(567) BICD2_T(821),0.8,0.5,4,1,6,1.0,0.0288864586801455,0.4585313693371155
SCEL_S(182) SCEL_S(195) SCEL_S(196) SCEL_S(199) SCEL_S(200) SCEL_S(269) SCEL_S(288) SCEL_S(289) SCEL_S(292) SCEL_S(309) SCEL_S(312) SCEL_S(346) SCEL_S(369) SCEL_S(475) SCEL_S(524) SCEL_S(68) SCEL_S(87) SCEL_T(154) SCEL_T(386) SCEL_T(397) SCEL_T(422) SCEL_T(437),0.8,0.5,3,5,2,1.0,0.0253451892982391,0.0906785756682205
NHEJ1_S(15) NHEJ1_S(188) NHEJ1_S(212) NHEJ1_S(287),1.0,0.5,3,1,8,0.6,0.0314814262714727,0.04595126364502
PPM1G_S(173) PPM1G_S(527) PPM1G_T(122) PPM1G_T(528),0.8,0.5,4,1,8,1.0,0.0332005684813783,0.3247238898368716
EVL_S(152) EVL_S(242) EVL_S(244) EVL_S(260) EVL_S(296) EVL_S(3) EVL_S(345) EVL_T(345) EVL_Y(45) EVL_Y(63),1.0,0.5,3,1,8,1.0,0.015488937200246,0.1906230536497586
RB1CC1_S(1) RB1CC1_S(1222) RB1CC1_S(1274) RB1CC1_S(219) RB1CC1_S(222) RB1CC1_S(236) RB1CC1_S(237) RB1CC1_S(246) RB1CC1_S(261) RB1CC1_S(274) RB1CC1_S(3) RB1CC1_S(629) RB1CC1_S(647) RB1CC1_S(667) RB1CC1_S(793) RB1CC1_S(8) RB1CC1_S(943) RB1CC1_T(1465) RB1CC1_T(238) RB1CC1_T(256) RB1CC1_T(631),0.8,0.5,4,1,8,1.0,0.0467958124147327,0.4972421266373478
FIP1L1_S(112) FIP1L1_S(2) FIP1L1_S(262) FIP1L1_S(289) FIP1L1_S(3) FIP1L1_S(483) FIP1L1_S(490) FIP1L1_S(5) FIP1L1_S(541) FIP1L1_S(550) FIP1L1_S(551) FIP1L1_S(554) FIP1L1_S(579) FIP1L1_S(62) FIP1L1_S(87) FIP1L1_S(89) FIP1L1_T(481) FIP1L1_T(488) FIP1L1_T(591),0.8,0.5,4,1,8,1.0,0.0228974941110151,0.4390316538381837
SCAF11_C(352) SCAF11_C(731) SCAF11_S(1104) SCAF11_S(1109) SCAF11_S(1142) SCAF11_S(213) SCAF11_S(221) SCAF11_S(272) SCAF11_S(273) SCAF11_S(338) SCAF11_S(341) SCAF11_S(346) SCAF11_S(400) SCAF11_S(405) SCAF11_S(459) SCAF11_S(495) SCAF11_S(525) SCAF11_S(533) SCAF11_S(569) SCAF11_S(572) SCAF11_S(579) SCAF11_S(582) SCAF11_S(601) SCAF11_S(604) SCAF11_S(608) SCAF11_S(610) SCAF11_S(613) SCAF11_S(624) SCAF11_S(626) SCAF11_S(646) SCAF11_S(648) SCAF11_S(686) SCAF11_S(688) SCAF11_S(690) SCAF11_S(694) SCAF11_S(736) SCAF11_S(766) SCAF11_S(770) SCAF11_S(771) SCAF11_S(774) SCAF11_S(776) SCAF11_S(788) SCAF11_S(789) SCAF11_S(793) SCAF11_S(796) SCAF11_S(802) SCAF11_S(812) SCAF11_S(816) SCAF11_S(830) SCAF11_S(832) SCAF11_S(834) SCAF11_S(842) SCAF11_S(848) SCAF11_S(897) SCAF11_S(902) SCAF11_S(953) SCAF11_S(956) SCAF11_S(963) SCAF11_T(1198) SCAF11_T(218) SCAF11_T(415) SCAF11_T(769) SCAF11_T(780) SCAF11_T(800) SCAF11_T(807),1.0,0.5,4,1,8,1.0,0.0388920900780201,0.6982466398530157
PDS5B_S(1161) PDS5B_S(1166) PDS5B_S(1182) PDS5B_S(1190) PDS5B_S(1246) PDS5B_S(1252) PDS5B_S(1283) PDS5B_S(1358) PDS5B_S(1361) PDS5B_T(1188) PDS5B_T(1217) PDS5B_T(1366) PDS5B_T(1367) PDS5B_T(1370) PDS5B_T(1380) PDS5B_Y(1187),0.8,0.5,4,5,8,1.0,0.0313137130262877,0.8322125215269232
VAPB_S(139) VAPB_S(146) VAPB_S(155) VAPB_S(156) VAPB_S(158) VAPB_S(159) VAPB_S(160) VAPB_S(200) VAPB_S(204) VAPB_S(206) VAPB_T(147) VAPB_T(150) VAPB_T(164),1.0,0.5,4,1,8,1.0,0.0358835181483382,0.525835571682362
RHBDD1_S(290) RHBDD1_S(314),0.8,0.5,2,1,4,1.0,0.0158333509498544,0.2813195707243278
PGM5_S(10) PGM5_S(122) PGM5_S(510) PGM5_S(513) PGM5_Y(2) PGM5_Y(4),0.8,0.5,4,10,6,1.0,0.0372858868989382,0.5481061075057753
TGIF1_C(286) TGIF1_S(283) TGIF1_S(291) TGIF1_S(95),0.8,0.5,2,1,8,1.0,0.0119650698592651,0.4302661321067679
N4BP1_S(226) N4BP1_S(258) N4BP1_S(285) N4BP1_S(288) N4BP1_S(290) N4BP1_S(300) N4BP1_S(335) N4BP1_S(398) N4BP1_T(239) N4BP1_T(242) N4BP1_T(315) N4BP1_Y(415),1.0,0.5,4,1,6,1.0,0.0552989537143083,0.3144408421815013
PNPO_S(141) PNPO_S(142) PNPO_S(146) PNPO_S(2) PNPO_S(218) PNPO_S(241) PNPO_S(40) PNPO_S(7) PNPO_T(246),1.0,0.5,3,1,8,1.0,0.0294122169474695,0.2133762657475886
CRTC3_S(162) CRTC3_S(328) CRTC3_S(329) CRTC3_S(332) CRTC3_S(368) CRTC3_S(370) CRTC3_S(373) CRTC3_S(375) CRTC3_S(391) CRTC3_S(396) CRTC3_S(4) CRTC3_S(410) CRTC3_S(411) CRTC3_S(443) CRTC3_S(530) CRTC3_S(62) CRTC3_S(67) CRTC3_S(8) CRTC3_S(90) CRTC3_T(56) CRTC3_Y(448) CRTC3_Y(58),1.0,0.5,4,1,8,1.0,0.0408913502924183,0.5432553646218866
M6PR_S(138) M6PR_S(158) M6PR_S(241) M6PR_S(267) M6PR_Y(255),0.6,0.5,4,1,6,1.0,0.0402197723751297,0.220877940321638
ZNF687_C(1211) ZNF687_S(102) ZNF687_S(1076) ZNF687_S(1106) ZNF687_S(1149) ZNF687_S(1196) ZNF687_S(301) ZNF687_S(351) ZNF687_S(422) ZNF687_S(519) ZNF687_T(148) ZNF687_T(422),0.8,0.5,4,1,8,0.8,0.0200949006968619,0.2201209279098055
OTUB1_S(16) OTUB1_S(31) OTUB1_S(55) OTUB1_S(78),0.8,0.5,4,1,8,1.0,0.0359515981348181,0.2285529202016195
CKAP5_S(1469) CKAP5_S(1801) CKAP5_S(1861) CKAP5_S(1983) CKAP5_S(26) CKAP5_S(816) CKAP5_S(845) CKAP5_T(832),0.8,0.5,4,1,8,1.0,0.0260653774040551,0.2881484296688216
NEDD4_S(265) NEDD4_S(670) NEDD4_S(790),0.6,0.5,2,1,8,1.0,0.0137070054667557,0.1354650123609745
ANTXR1_S(362) ANTXR1_S(441) ANTXR1_S(442) ANTXR1_S(551) ANTXR1_S(563) ANTXR1_Y(425),0.6,0.5,4,1,8,1.0,0.0501260530379384,0.172979586268119
WIPF3_S(138) WIPF3_S(149) WIPF3_S(281) WIPF3_S(330) WIPF3_S(383) WIPF3_S(412) WIPF3_T(233) WIPF3_T(386),1.0,0.5,4,1,8,1.0,0.0332456131726295,0.0876059948834513
RAMAC_S(36),1.0,0.5,4,1,8,1.0,0.0516056820116713,0.1736833272858294
MICALL1_S(10) MICALL1_S(13) MICALL1_S(3) MICALL1_S(309) MICALL1_S(362) MICALL1_S(484) MICALL1_S(486) MICALL1_S(5) MICALL1_S(612) MICALL1_S(616) MICALL1_S(62) MICALL1_S(7) MICALL1_S(8) MICALL1_T(313) MICALL1_T(355),0.8,0.5,4,5,8,1.0,0.0307233993759897,0.5292802040949998
KIF2A_S(113) KIF2A_S(140) KIF2A_S(585) KIF2A_S(586) KIF2A_S(604) KIF2A_S(75) KIF2A_T(1239),1.0,0.5,4,1,8,1.0,0.0299011291267955,0.2752119384148893
NASP_S(210) NASP_S(243) NASP_S(269) NASP_S(321) NASP_S(384) NASP_S(387) NASP_S(397) NASP_S(432) NASP_S(472) NASP_S(696) NASP_S(71) NASP_S(745) NASP_T(10) NASP_T(248) NASP_T(448) NASP_T(477) NASP_T(490) NASP_T(683) NASP_T(685) NASP_T(700),0.8,0.5,4,1,6,1.0,0.030189598911047,0.3015212821964951
BRAP_C(308) BRAP_S(108) BRAP_S(119) BRAP_S(22) BRAP_S(256) BRAP_S(32) BRAP_S(5) BRAP_S(52) BRAP_S(63) BRAP_S(67) BRAP_S(93) BRAP_S(94) BRAP_S(97),0.6,0.5,4,1,8,1.0,0.0414511363250559,0.3537753969503231
TUBA4A_S(48),0.6,0.5,1,1,8,0.8,0.0116614494105839,-0.0129849765124787
PTGES3_C(44) PTGES3_M(148) PTGES3_S(107) PTGES3_S(118) PTGES3_S(122) PTGES3_S(128) PTGES3_S(152) PTGES3_S(155) PTGES3_S(34) PTGES3_S(39) PTGES3_S(44) PTGES3_S(64) PTGES3_S(77) PTGES3_S(82) PTGES3_S(85),0.6,0.5,3,1,8,1.0,0.0297177387520409,0.2637875070752588
PI4KA_S(1419) PI4KA_S(1479) PI4KA_S(262) PI4KA_Y(633),0.6,0.5,1,1,2,0.6,0.0080387808470599,-0.0037915762639235
RETREG2_S(138) RETREG2_S(281) RETREG2_S(283) RETREG2_S(308) RETREG2_S(311) RETREG2_S(344) RETREG2_S(347) RETREG2_S(379) RETREG2_S(385) RETREG2_S(403) RETREG2_S(417) RETREG2_S(87) RETREG2_T(279) RETREG2_T(306) RETREG2_T(330) RETREG2_T(334),0.8,0.5,4,1,8,1.0,0.0582694672564844,0.427478963257787
POLR3E_S(161),1.0,0.5,3,1,8,1.0,0.0305517475043117,0.277878895113605
RESF1_C(1215) RESF1_S(1356) RESF1_S(1358) RESF1_S(1602) RESF1_S(1706) RESF1_S(1708) RESF1_S(1740) RESF1_S(1743) RESF1_S(1744) RESF1_S(221) RESF1_S(265) RESF1_S(352) RESF1_S(648) RESF1_S(864) RESF1_S(868) RESF1_T(1240) RESF1_T(469),0.8,0.5,4,1,8,1.0,0.0362744109068055,0.3199922679522129
DENND4A_S(1015) DENND4A_S(1099) DENND4A_S(1117) DENND4A_S(1128) DENND4A_S(1143) DENND4A_S(1151) DENND4A_S(1222) DENND4A_S(1225) DENND4A_S(1240) DENND4A_S(1251) DENND4A_S(1256) DENND4A_S(1269) DENND4A_S(1299) DENND4A_S(1410) DENND4A_S(1433) DENND4A_S(1509) DENND4A_S(1511) DENND4A_S(1515) DENND4A_S(1586) DENND4A_S(1587) DENND4A_S(1589) DENND4A_S(1591) DENND4A_S(1633) DENND4A_S(3) DENND4A_S(4) DENND4A_S(728) DENND4A_S(731) DENND4A_S(754) DENND4A_S(755) DENND4A_S(900) DENND4A_S(922) DENND4A_S(935) DENND4A_S(938) DENND4A_S(939) DENND4A_S(941) DENND4A_S(949) DENND4A_T(1019) DENND4A_T(1197) DENND4A_T(1222) DENND4A_T(1223) DENND4A_T(1512) DENND4A_T(1515) DENND4A_T(1590),1.0,0.5,4,1,8,1.0,0.0351730293004817,0.5849387872430383
AKT2_S(126) AKT2_S(34) AKT2_S(431) AKT2_S(474) AKT2_S(478) AKT2_S(57) AKT2_S(7),1.0,0.5,3,1,8,1.0,0.0259159143049372,0.3708828886063239
BZW2_S(182) BZW2_S(202) BZW2_S(412) BZW2_S(414) BZW2_T(10) BZW2_T(33),1.0,0.5,3,10,8,0.8,0.0260631234566569,0.0138259126984837
ZBTB46_S(176) ZBTB46_S(234) ZBTB46_S(236) ZBTB46_S(290) ZBTB46_S(576),0.8,0.5,2,1,8,0.8,0.0071742956325692,0.3836441276816506
LMTK2_C(1395) LMTK2_C(1397) LMTK2_S(1101) LMTK2_S(1107) LMTK2_S(1111) LMTK2_S(1291) LMTK2_S(1294) LMTK2_S(1307) LMTK2_S(1308) LMTK2_S(1310) LMTK2_S(1397) LMTK2_S(1447) LMTK2_S(1450) LMTK2_S(438) LMTK2_S(546) LMTK2_S(549) LMTK2_S(600) LMTK2_S(617) LMTK2_S(630) LMTK2_S(671) LMTK2_S(672) LMTK2_S(735) LMTK2_S(886) LMTK2_T(602),1.0,0.5,4,5,6,1.0,0.0471875168079095,0.2132376579195614
STK35_S(147) STK35_S(154),0.8,0.5,4,1,8,1.0,0.0119716057836183,0.4359754494629099
YWHAE_S(11) YWHAE_S(117) YWHAE_S(188) YWHAE_S(207) YWHAE_S(210) YWHAE_S(213) YWHAE_S(217) YWHAE_S(233) YWHAE_S(4) YWHAE_S(45) YWHAE_S(47) YWHAE_S(65) YWHAE_T(114) YWHAE_T(208) YWHAE_T(232) YWHAE_T(7) YWHAE_T(91) YWHAE_Y(1),1.0,0.5,4,1,8,1.0,0.0429643477121105,0.3853355145318639
PARVB_S(20) PARVB_S(39) PARVB_S(7) PARVB_T(28),1.0,0.5,4,1,6,0.8,0.0467083199348751,0.1690135890445801
PPP1R13B_S(332) PPP1R13B_S(335) PPP1R13B_S(475) PPP1R13B_S(477) PPP1R13B_S(478) PPP1R13B_S(486) PPP1R13B_S(527) PPP1R13B_S(566) PPP1R13B_S(671) PPP1R13B_S(681) PPP1R13B_S(708) PPP1R13B_S(709) PPP1R13B_S(710) PPP1R13B_S(737) PPP1R13B_S(90) PPP1R13B_T(712),0.8,0.5,4,1,8,1.0,0.0418542522937037,0.2555008443904564
CD276_S(525),1.0,0.5,4,1,8,1.0,0.0525687608615538,0.2196904550520546
FARSA_S(184) FARSA_S(193) FARSA_S(301) FARSA_S(490) FARSA_T(299),0.6,0.5,3,1,8,0.8,0.0228033105038394,0.1425357784855497
PPP1R9B_S(100) PPP1R9B_S(17) PPP1R9B_S(190) PPP1R9B_S(192) PPP1R9B_S(203) PPP1R9B_S(205) PPP1R9B_S(3) PPP1R9B_S(338) PPP1R9B_S(94) PPP1R9B_S(97) PPP1R9B_T(205),1.0,0.5,4,1,8,1.0,0.0523974940573015,0.405315779844411
TFRC_S(106) TFRC_S(19) TFRC_S(24) TFRC_S(34),1.0,0.5,4,5,8,1.0,0.0395166775227819,0.1529227023864582
PGLS_S(178) PGLS_S(46) PGLS_S(49) PGLS_T(257),1.0,0.5,4,10,8,1.0,0.0240643667887151,0.0404808385101211
CSDE1_S(115) CSDE1_S(123) CSDE1_S(584) CSDE1_T(3) CSDE1_T(761),0.6,0.5,1,1,8,0.6,0.0117300612272479,-0.0073813512325874
SMG5_S(2) SMG5_S(457) SMG5_S(535) SMG5_S(536) SMG5_T(441),1.0,0.5,4,1,8,1.0,0.0284462168928516,0.3843611741060346
RRP9_S(475) RRP9_S(50) RRP9_S(51) RRP9_S(53) RRP9_S(57) RRP9_T(74),1.0,0.5,2,1,8,0.8,0.0270424411106415,0.0481184042214198
PI4KB_S(425) PI4KB_T(280) PI4KB_T(426) PI4KB_T(517) PI4KB_Y(805),0.6,0.5,1,1,8,1.0,0.0030785963950338,0.0631352595247039
SELENBP1_S(179) SELENBP1_S(243) SELENBP1_S(307) SELENBP1_S(8) SELENBP1_T(6),0.8,0.5,2,1,2,1.0,0.0224639952735502,0.083978919165855
R3HDM1_C(309) R3HDM1_S(142) R3HDM1_S(143) R3HDM1_S(187) R3HDM1_S(3) R3HDM1_S(302) R3HDM1_S(304) R3HDM1_S(318) R3HDM1_S(337) R3HDM1_S(346) R3HDM1_S(380) R3HDM1_S(381) R3HDM1_S(393) R3HDM1_S(67) R3HDM1_S(844) R3HDM1_S(845) R3HDM1_S(973) R3HDM1_T(363) R3HDM1_T(974) R3HDM1_T(981),1.0,0.5,4,1,8,1.0,0.0399955815256233,0.4891057522770429
FTSJ1_S(269) FTSJ1_S(278) FTSJ1_S(326) FTSJ1_T(261) FTSJ1_Y(258),1.0,0.5,4,1,8,1.0,0.0170286241669965,0.4302081892607751
