TargetFeature,colsample_bytree,gamma,max_depth,min_child_weight,n_estimators,subsample,mean_mse,mean_r2
NECTIN3_S(469) NECTIN3_S(535) NECTIN3_Y(510) NECTIN3_Y(511),1.0,0.5,4,1,4,1.0,0.0250531630894271,0.1981414927653172
MIF_S(75) MIF_S(77),0.6,0.5,4,1,6,1.0,0.0233627783367528,0.3944458895707489
PARP10_S(1011) PARP10_S(1034) PARP10_S(443) PARP10_S(457) PARP10_S(728) PARP10_S(925) PARP10_S(937),1.0,0.5,4,1,4,1.0,0.0234888264523602,0.2355916091408667
ELK1_S(324) ELK1_S(405) ELK1_T(222),0.6,0.5,4,1,4,1.0,0.0204184698100144,0.1873527337127738
MIB2_S(254) MIB2_S(295) MIB2_S(309) MIB2_S(312),0.8,0.5,4,1,8,1.0,0.0303149332766156,0.5109465224245351
GIT1_S(361) GIT1_S(362) GIT1_S(370) GIT1_S(371) GIT1_S(373) GIT1_S(375) GIT1_S(379) GIT1_S(385) GIT1_S(388) GIT1_S(410) GIT1_S(413) GIT1_S(417) GIT1_S(508) GIT1_S(514) GIT1_S(55) GIT1_S(561) GIT1_S(563) GIT1_S(571) GIT1_S(576) GIT1_S(577) GIT1_S(59) GIT1_S(592) GIT1_S(596) GIT1_S(601) GIT1_S(605) GIT1_S(630) GIT1_S(670) GIT1_T(364) GIT1_T(480) GIT1_T(491) GIT1_T(568) GIT1_T(601) GIT1_Y(510) GIT1_Y(545) GIT1_Y(598) GIT1_Y(607),0.8,0.5,4,1,8,1.0,0.0401187755397989,0.6498499089848038
UCHL3_S(10) UCHL3_S(128) UCHL3_S(130) UCHL3_S(151) UCHL3_S(16) UCHL3_S(161) UCHL3_S(9) UCHL3_S(94),1.0,0.5,4,5,8,1.0,0.0450091245379466,0.5815751949267014
BCL2L12_S(111) BCL2L12_S(113) BCL2L12_S(120) BCL2L12_S(121) BCL2L12_S(151) BCL2L12_S(153) BCL2L12_S(192) BCL2L12_S(195) BCL2L12_S(245) BCL2L12_S(272) BCL2L12_S(273) BCL2L12_T(117) BCL2L12_T(171),0.8,0.5,4,1,8,1.0,0.0288329785437921,0.6102371657798296
SURF6_S(138) SURF6_S(202) SURF6_S(206) SURF6_S(74) SURF6_T(184) SURF6_T(229),0.6,0.5,4,5,8,1.0,0.0411694889003564,0.56792414601925
DICER1_S(1154) DICER1_S(1160) DICER1_S(1280) DICER1_S(1470),0.8,0.5,4,1,8,1.0,0.020581388949649,0.5644221725914573
ZNF629_S(18) ZNF629_S(24) ZNF629_S(28) ZNF629_S(36) ZNF629_S(52) ZNF629_S(58) ZNF629_S(616) ZNF629_S(62) ZNF629_S(625) ZNF629_S(706) ZNF629_S(745) ZNF629_S(761) ZNF629_S(868) ZNF629_T(173) ZNF629_T(285) ZNF629_T(561),1.0,0.5,4,10,8,1.0,0.0324360070354536,0.3327186808884314
MYOZ3_S(179) MYOZ3_S(183) MYOZ3_S(187) MYOZ3_S(233) MYOZ3_S(31) MYOZ3_S(32) MYOZ3_S(49) MYOZ3_S(69) MYOZ3_S(9) MYOZ3_T(197) MYOZ3_T(215) MYOZ3_T(3) MYOZ3_T(83),1.0,0.5,4,1,4,1.0,0.0276860050399182,0.4139778571610789
MISP_S(155) MISP_S(156) MISP_S(177) MISP_S(178) MISP_S(208) MISP_S(214) MISP_S(269) MISP_S(284) MISP_S(333) MISP_S(335) MISP_S(344) MISP_S(348) MISP_S(376) MISP_S(391) MISP_S(394) MISP_S(395) MISP_S(397) MISP_S(400) MISP_S(430) MISP_S(449) MISP_S(460) MISP_S(466) MISP_S(468) MISP_S(471) MISP_S(473) MISP_S(479) MISP_S(540) MISP_S(541) MISP_S(543) MISP_S(575) MISP_S(582) MISP_S(586) MISP_S(675) MISP_S(78) MISP_S(84) MISP_T(153) MISP_T(154) MISP_T(157) MISP_T(164) MISP_T(172) MISP_T(179) MISP_T(217) MISP_T(219) MISP_T(224) MISP_T(287) MISP_T(291) MISP_T(333) MISP_T(338) MISP_T(374) MISP_T(377) MISP_T(433) MISP_T(459) MISP_T(464) MISP_T(577) MISP_Y(344) MISP_Y(350) MISP_Y(638) MISP_Y(7),1.0,0.5,4,5,8,0.8,0.0473946075611468,0.5435868757048795
ZNF296_S(370) ZNF296_S(52) ZNF296_S(69) ZNF296_T(254),1.0,0.5,2,1,8,0.8,0.0260142097637343,0.0098110376698461
WASF2_S(103) WASF2_S(115) WASF2_S(2) WASF2_S(215) WASF2_S(284) WASF2_S(292) WASF2_S(293) WASF2_S(296) WASF2_S(308) WASF2_S(429) WASF2_S(442) WASF2_S(474) WASF2_T(129),1.0,0.5,4,1,8,1.0,0.0373705115932384,0.5843308487773033
RELB_S(573),0.8,0.5,4,5,8,1.0,0.0138313069721842,0.4767562183940041
WASHC2A_S(1053) WASHC2A_S(1087) WASHC2A_S(1091) WASHC2A_S(1114) WASHC2A_S(1123) WASHC2A_S(277) WASHC2A_S(296) WASHC2A_S(362) WASHC2A_S(375) WASHC2A_S(390) WASHC2A_S(441) WASHC2A_S(451) WASHC2A_S(478) WASHC2A_S(483) WASHC2A_S(520) WASHC2A_S(535) WASHC2A_S(550) WASHC2A_S(552) WASHC2A_S(680) WASHC2A_S(787) WASHC2A_S(909) WASHC2A_S(965) WASHC2A_S(966) WASHC2A_S(970) WASHC2A_S(972) WASHC2A_T(243) WASHC2A_T(533) WASHC2A_T(935),1.0,0.5,4,1,8,1.0,0.0243656735103216,0.5877112262963092
DDX39A_C(171) DDX39A_S(183) DDX39A_S(25) DDX39A_S(37) DDX39A_S(40) DDX39A_S(426) DDX39A_T(171),1.0,0.5,4,10,8,1.0,0.0277049781950038,0.6525591196069316
LCP1_S(257) LCP1_S(290) LCP1_S(3) LCP1_S(323) LCP1_S(406) LCP1_T(114) LCP1_T(291) LCP1_Y(28),1.0,0.5,3,1,8,0.8,0.0393166161603201,0.1457345630317634
SAMD4A_C(292) SAMD4A_M(450) SAMD4A_S(11) SAMD4A_S(168) SAMD4A_S(272) SAMD4A_S(292) SAMD4A_S(319) SAMD4A_S(447) SAMD4A_S(450) SAMD4A_S(591) SAMD4A_S(67) SAMD4A_T(630),0.6,0.5,4,1,8,1.0,0.0212726524764697,0.5540442517004002
HNRNPA3_S(3) HNRNPA3_S(336) HNRNPA3_S(358) HNRNPA3_S(7) HNRNPA3_S(8) HNRNPA3_Y(360),1.0,0.5,4,1,8,1.0,0.0496589208738592,0.6963932045144929
DTNB_S(394) DTNB_S(396) DTNB_S(4) DTNB_S(438) DTNB_S(498) DTNB_S(571) DTNB_S(608) DTNB_T(534),1.0,0.5,4,1,8,1.0,0.0244822102209895,0.3814881108041963
SLC35A5_S(189) SLC35A5_S(400) SLC35A5_S(401) SLC35A5_S(402) SLC35A5_T(423),1.0,0.5,3,1,4,1.0,0.0265247356883414,0.158663976753332
F2RL1_S(373) F2RL1_S(376) F2RL1_S(383) F2RL1_S(384) F2RL1_S(387) F2RL1_T(375) F2RL1_Y(386),1.0,0.5,4,1,8,1.0,0.02518812716162,0.1397532789359506
HEATR6_S(1123) HEATR6_S(1124) HEATR6_S(14) HEATR6_S(336) HEATR6_S(337) HEATR6_S(385) HEATR6_S(395) HEATR6_S(396) HEATR6_S(399) HEATR6_S(402) HEATR6_S(489) HEATR6_S(490) HEATR6_S(499) HEATR6_S(635) HEATR6_S(643) HEATR6_S(668) HEATR6_S(670) HEATR6_S(672),1.0,0.5,3,1,8,1.0,0.0347807864605482,0.3314869033039969
TNFRSF21_S(231) TNFRSF21_S(315) TNFRSF21_S(514) TNFRSF21_S(521) TNFRSF21_S(525) TNFRSF21_S(529) TNFRSF21_S(541) TNFRSF21_S(565) TNFRSF21_S(575) TNFRSF21_T(501),0.8,0.5,4,1,2,1.0,0.0328611474755351,0.0652514635608619
GIT1_S(104) GIT1_S(414) GIT1_S(570) GIT1_S(603) GIT1_S(674) GIT1_T(392) GIT1_Y(383),0.6,0.5,2,1,8,1.0,0.008968801951808,0.0928657921064627
WDTC1_S(227) WDTC1_S(3) WDTC1_S(352) WDTC1_S(353) WDTC1_S(510) WDTC1_S(511) WDTC1_S(662),0.6,0.5,4,1,8,1.0,0.022898953200081,0.4860526932300406
MYH7_S(1542) MYH7_S(3) MYH7_S(810) MYH7_T(24) MYH7_T(424) MYH7_T(619) MYH7_Y(15) MYH7_Y(624) MYH7_Y(7),0.8,0.5,4,1,4,1.0,0.0213246314519971,0.3316547532094572
WWC1_S(108) WWC1_S(151) WWC1_S(312) WWC1_S(434) WWC1_S(438) WWC1_S(523) WWC1_S(525) WWC1_S(651) WWC1_S(834) WWC1_S(841) WWC1_S(876) WWC1_S(899) WWC1_S(931) WWC1_S(945) WWC1_S(947) WWC1_S(967) WWC1_T(437) WWC1_T(527) WWC1_T(895) WWC1_T(912) WWC1_T(929),0.8,0.5,4,1,8,1.0,0.0291362816496867,0.5174915193884774
GPN1_S(338),0.6,0.5,3,1,8,1.0,0.0349216102568034,0.3631944833832546
EFHD2_S(61) EFHD2_S(76) EFHD2_T(24) EFHD2_Y(83),1.0,0.5,4,10,8,1.0,0.0372619904274215,0.2162048474993196
U2SURP_C(67) U2SURP_S(175) U2SURP_S(181) U2SURP_S(202) U2SURP_S(236) U2SURP_S(238) U2SURP_S(244) U2SURP_S(44) U2SURP_S(476) U2SURP_S(479) U2SURP_S(484) U2SURP_S(485) U2SURP_S(5) U2SURP_S(63) U2SURP_S(66) U2SURP_S(67) U2SURP_S(7) U2SURP_S(730) U2SURP_S(731) U2SURP_S(747) U2SURP_S(760) U2SURP_S(767) U2SURP_S(788) U2SURP_S(810) U2SURP_S(811) U2SURP_S(818) U2SURP_S(831) U2SURP_S(85) U2SURP_S(9) U2SURP_S(929) U2SURP_S(930) U2SURP_S(931) U2SURP_S(932) U2SURP_S(933) U2SURP_S(934) U2SURP_S(935) U2SURP_S(945) U2SURP_S(946) U2SURP_S(947) U2SURP_S(948) U2SURP_S(950) U2SURP_S(951) U2SURP_S(969) U2SURP_S(97) U2SURP_S(973) U2SURP_S(974) U2SURP_T(487) U2SURP_T(5) U2SURP_T(550) U2SURP_T(912) U2SURP_T(913) U2SURP_T(915) U2SURP_T(918) U2SURP_T(919) U2SURP_T(931) U2SURP_T(948) U2SURP_Y(816) U2SURP_Y(817),0.8,0.5,4,1,8,1.0,0.0297271356015087,0.731647558797084
NCOA6_C(1750) NCOA6_C(1751) NCOA6_S(1091) NCOA6_S(1216) NCOA6_S(1231) NCOA6_S(1240) NCOA6_S(1312) NCOA6_S(1325) NCOA6_S(1327) NCOA6_S(1332) NCOA6_S(1333) NCOA6_S(1343) NCOA6_S(1481) NCOA6_S(1745) NCOA6_S(1748) NCOA6_S(1809) NCOA6_S(1891) NCOA6_S(1892) NCOA6_S(2018) NCOA6_S(2043) NCOA6_S(884) NCOA6_T(1103) NCOA6_T(1211) NCOA6_T(1299) NCOA6_T(1516) NCOA6_T(1748) NCOA6_T(1877) NCOA6_T(1878) NCOA6_T(1880),1.0,0.5,4,1,8,1.0,0.0344414851156744,0.4016319873615764
CD5_S(428) CD5_S(439) CD5_S(459) CD5_S(485) CD5_T(434),1.0,0.5,4,1,2,1.0,0.0315492956341519,0.1640654085322956
SIRT6_C(330) SIRT6_S(10) SIRT6_S(303) SIRT6_S(316) SIRT6_S(326) SIRT6_S(330) SIRT6_S(338) SIRT6_S(7) SIRT6_T(267) SIRT6_T(294) SIRT6_T(305) SIRT6_T(310) SIRT6_T(337) SIRT6_T(4) SIRT6_Y(5),1.0,0.5,4,5,8,1.0,0.0244371341480818,0.601548712725305
PER2_S(623) PER2_S(766) PER2_S(977),0.6,0.5,2,10,4,1.0,0.0222032915168056,0.1124557786309372
USP54_S(1056) USP54_S(1153) USP54_S(1158) USP54_S(1163) USP54_S(1164) USP54_S(1270) USP54_S(481) USP54_S(482) USP54_S(590) USP54_S(60) USP54_S(603) USP54_S(627) USP54_S(632) USP54_S(671) USP54_S(886) USP54_S(906) USP54_T(1571) USP54_Y(1233),1.0,0.5,4,1,8,1.0,0.0255609897957571,0.5353599002666674
MYH3_S(1066) MYH3_S(729) MYH3_S(739) MYH3_S(954) MYH3_T(1696) MYH3_T(3505),1.0,0.5,4,10,8,1.0,0.0611200352548761,0.3359182632979293
PCDH1_M(949) PCDH1_S(11) PCDH1_S(14) PCDH1_S(272) PCDH1_S(3) PCDH1_S(715) PCDH1_S(737) PCDH1_S(739) PCDH1_S(884) PCDH1_S(902) PCDH1_S(915) PCDH1_S(918) PCDH1_S(938) PCDH1_S(939) PCDH1_S(951) PCDH1_Y(897),1.0,0.5,4,1,4,1.0,0.0117468169383249,0.2827152638768485
MRTFA_C(511) MRTFA_C(794) MRTFA_S(124) MRTFA_S(139) MRTFA_S(146) MRTFA_S(154) MRTFA_S(156) MRTFA_S(227) MRTFA_S(262) MRTFA_S(283) MRTFA_S(312) MRTFA_S(385) MRTFA_S(449) MRTFA_S(458) MRTFA_S(461) MRTFA_S(511) MRTFA_S(6) MRTFA_S(695) MRTFA_T(153) MRTFA_T(255) MRTFA_T(305) MRTFA_T(450) MRTFA_T(523) MRTFA_T(573),1.0,0.5,4,5,8,1.0,0.0291549663497751,0.6534706183668872
CLIC6_S(199) CLIC6_S(229) CLIC6_S(293) CLIC6_S(377),0.6,0.5,2,1,2,0.8,0.0142979795111507,0.0318087037894125
CASP8AP2_C(1261) CASP8AP2_C(1370) CASP8AP2_S(1161) CASP8AP2_S(1253) CASP8AP2_S(1264) CASP8AP2_S(1270) CASP8AP2_S(1271) CASP8AP2_S(1278) CASP8AP2_S(1327) CASP8AP2_S(1350) CASP8AP2_S(1368) CASP8AP2_S(1380) CASP8AP2_S(1383) CASP8AP2_S(1424) CASP8AP2_S(1448) CASP8AP2_S(1537) CASP8AP2_S(1601) CASP8AP2_S(1667) CASP8AP2_S(1672) CASP8AP2_S(1674) CASP8AP2_S(168) CASP8AP2_S(18) CASP8AP2_S(1832) CASP8AP2_S(20) CASP8AP2_S(29) CASP8AP2_S(561) CASP8AP2_S(567) CASP8AP2_S(658) CASP8AP2_S(800) CASP8AP2_S(815) CASP8AP2_S(858) CASP8AP2_S(862) CASP8AP2_S(875) CASP8AP2_S(928) CASP8AP2_S(939) CASP8AP2_S(940) CASP8AP2_S(942) CASP8AP2_S(950) CASP8AP2_T(1261) CASP8AP2_T(1333) CASP8AP2_T(1340) CASP8AP2_T(460) CASP8AP2_T(565) CASP8AP2_T(793),0.6,0.5,4,5,8,1.0,0.0348494738607469,0.5516923124379357
PPP1R12B_S(12) PPP1R12B_S(21) PPP1R12B_S(29) PPP1R12B_S(434) PPP1R12B_S(447) PPP1R12B_S(452) PPP1R12B_S(504) PPP1R12B_S(523) PPP1R12B_S(618) PPP1R12B_S(687) PPP1R12B_S(694) PPP1R12B_S(706) PPP1R12B_S(735) PPP1R12B_S(772) PPP1R12B_S(839) PPP1R12B_T(621) PPP1R12B_T(646) PPP1R12B_T(679) PPP1R12B_T(681) PPP1R12B_T(707) PPP1R12B_Y(340) PPP1R12B_Y(886),0.6,0.5,4,1,6,1.0,0.0208843854180143,0.4235670638769419
CBY1_S(20) CBY1_S(63) CBY1_S(9),0.6,0.5,4,1,8,1.0,0.039506669959828,0.3861207017188165
L1RE1_S(16) L1RE1_S(18) L1RE1_S(33) L1RE1_S(53) L1RE1_T(203),1.0,0.5,2,10,8,1.0,0.0263330914747848,0.1211090699903935
CDH11_S(697) CDH11_S(714) CDH11_Y(786),1.0,0.5,4,10,8,0.8,0.0243484228503878,0.3405286718146901
CDR2_S(189) CDR2_S(309) CDR2_S(311) CDR2_S(414) CDR2_T(16) CDR2_T(445) CDR2_Y(14) CDR2_Y(173) CDR2_Y(84),0.8,0.5,4,10,6,1.0,0.0271168786757452,0.4876902156909771
TOP2B_S(1207) TOP2B_S(1212) TOP2B_S(1231) TOP2B_S(1236) TOP2B_S(1308) TOP2B_S(1312) TOP2B_S(1314) TOP2B_S(1316) TOP2B_S(1331) TOP2B_S(1335) TOP2B_S(1337) TOP2B_S(1339) TOP2B_S(1340) TOP2B_S(1342) TOP2B_S(1372) TOP2B_S(1375) TOP2B_S(1385) TOP2B_S(1395) TOP2B_S(1396) TOP2B_S(1400) TOP2B_S(1408) TOP2B_S(1413) TOP2B_S(1418) TOP2B_S(1424) TOP2B_S(1438) TOP2B_S(1452) TOP2B_S(1461) TOP2B_S(1466) TOP2B_S(1471) TOP2B_S(1473) TOP2B_S(1494) TOP2B_S(1496) TOP2B_S(1500) TOP2B_S(1517) TOP2B_S(1519) TOP2B_S(1521) TOP2B_S(1522) TOP2B_S(1524) TOP2B_S(1526) TOP2B_S(1545) TOP2B_S(1547) TOP2B_S(1550) TOP2B_S(1552) TOP2B_S(1576) TOP2B_S(1581) TOP2B_S(1588) TOP2B_S(1613) TOP2B_S(450) TOP2B_T(1287) TOP2B_T(1292) TOP2B_T(1371) TOP2B_T(1398) TOP2B_T(1403) TOP2B_T(1422) TOP2B_T(1427) TOP2B_T(1575) TOP2B_Y(1238),0.8,0.5,4,1,8,1.0,0.024759997221833,0.8420676063497832
GPI_S(107) GPI_S(22) GPI_S(225) GPI_S(37) GPI_T(165) GPI_T(218) GPI_T(250) GPI_T(251),1.0,0.5,4,1,8,1.0,0.0156962247371371,0.6188231729134925
GPALPP1_S(104) GPALPP1_S(140) GPALPP1_S(141) GPALPP1_T(138) GPALPP1_T(1441),0.6,0.5,1,1,8,0.6,0.0230422970658193,-0.0058423572253148
CHAF1B_S(407) CHAF1B_S(409) CHAF1B_S(410) CHAF1B_S(422) CHAF1B_S(423) CHAF1B_S(428) CHAF1B_S(429) CHAF1B_S(451) CHAF1B_S(457) CHAF1B_S(458) CHAF1B_S(464) CHAF1B_S(473) CHAF1B_S(506) CHAF1B_S(538) CHAF1B_S(556) CHAF1B_T(394) CHAF1B_T(397) CHAF1B_T(407) CHAF1B_T(419) CHAF1B_T(424) CHAF1B_T(432) CHAF1B_T(433) CHAF1B_T(453) CHAF1B_T(476) CHAF1B_T(485) CHAF1B_T(503) CHAF1B_T(767),0.8,0.5,4,5,8,1.0,0.0355651015732013,0.6762758459110123
KIF5B_S(154) KIF5B_S(933) KIF5B_S(938),1.0,0.5,3,1,8,1.0,0.0285653957743792,0.2586289437690511
SERPINB1_S(135) SERPINB1_S(149) SERPINB1_S(150),1.0,0.5,4,1,4,1.0,0.0178867465404848,0.337028865801246
APBA1_S(242) APBA1_S(246) APBA1_S(248) APBA1_S(263) APBA1_S(267) APBA1_S(285) APBA1_S(313) APBA1_S(568) APBA1_S(80) APBA1_S(83),0.8,0.5,4,10,4,1.0,0.0281003945645247,0.251896226030543
ZFP36L2_S(122) ZFP36L2_S(123) ZFP36L2_S(125) ZFP36L2_S(226) ZFP36L2_S(230) ZFP36L2_S(317) ZFP36L2_S(424) ZFP36L2_S(426) ZFP36L2_S(438) ZFP36L2_S(440) ZFP36L2_S(448) ZFP36L2_S(474) ZFP36L2_S(488) ZFP36L2_S(490) ZFP36L2_S(492) ZFP36L2_S(57) ZFP36L2_S(70) ZFP36L2_S(74) ZFP36L2_T(38),0.8,0.5,4,1,8,1.0,0.0345451548230515,0.6152975227046532
JUP_S(125) JUP_S(182) JUP_S(255) JUP_S(662) JUP_S(665) JUP_S(94) JUP_T(54) JUP_Y(480) JUP_Y(550),1.0,0.5,4,5,8,1.0,0.0633380649282431,0.3323725027676613
SMCR8_S(410) SMCR8_S(414) SMCR8_S(424) SMCR8_S(487) SMCR8_S(513) SMCR8_S(516) SMCR8_S(614) SMCR8_S(790),0.8,0.5,4,1,8,1.0,0.0174403297067344,0.5648229113039674
PHLPP1_S(131) PHLPP1_S(313) PHLPP1_S(317) PHLPP1_S(412) PHLPP1_S(425) PHLPP1_T(451),0.6,0.5,3,1,6,1.0,0.0212917817838851,0.2189516239863897
SMG7_S(510) SMG7_S(520) SMG7_S(528) SMG7_S(534) SMG7_S(693) SMG7_S(735) SMG7_S(739) SMG7_S(764) SMG7_S(781) SMG7_S(8) SMG7_S(855) SMG7_S(897) SMG7_T(539) SMG7_T(624),1.0,0.5,4,5,8,1.0,0.0250061479367951,0.7009828466222928
TMEM45A_S(256) TMEM45A_S(271) TMEM45A_S(287),0.6,0.5,4,1,8,1.0,0.0281451423291352,0.4914887633343102
MACIR_S(25) MACIR_S(38) MACIR_Y(170),0.8,0.5,4,5,8,1.0,0.0466633019339385,0.2236468631761126
KIAA0930_C(279) KIAA0930_C(281) KIAA0930_S(143) KIAA0930_S(189) KIAA0930_S(209) KIAA0930_S(233) KIAA0930_S(236) KIAA0930_S(245) KIAA0930_S(255) KIAA0930_S(267) KIAA0930_S(269) KIAA0930_S(270) KIAA0930_S(275) KIAA0930_S(276) KIAA0930_S(279) KIAA0930_S(287) KIAA0930_S(289) KIAA0930_S(290) KIAA0930_S(292) KIAA0930_S(304) KIAA0930_S(306) KIAA0930_S(309) KIAA0930_S(311) KIAA0930_S(317) KIAA0930_S(319) KIAA0930_S(322) KIAA0930_S(324) KIAA0930_S(328) KIAA0930_S(349) KIAA0930_S(351) KIAA0930_S(353) KIAA0930_S(357) KIAA0930_S(358) KIAA0930_S(362) KIAA0930_S(8) KIAA0930_T(259) KIAA0930_T(266) KIAA0930_T(271) KIAA0930_T(290) KIAA0930_T(293) KIAA0930_T(295) KIAA0930_T(298),1.0,0.5,4,5,8,1.0,0.025039860668747,0.7856996875841278
SUB1_S(10) SUB1_S(104) SUB1_S(111) SUB1_S(12) SUB1_S(13) SUB1_S(15) SUB1_S(51) SUB1_S(9),0.8,0.5,4,1,8,0.8,0.023111574882434,0.375346617211006
YTHDC2_C(1267) YTHDC2_S(1094) YTHDC2_S(1208) YTHDC2_S(1211) YTHDC2_S(1223) YTHDC2_S(1263) YTHDC2_S(1267) YTHDC2_S(1269) YTHDC2_S(1279) YTHDC2_S(1281) YTHDC2_S(2) YTHDC2_S(23) YTHDC2_S(3) YTHDC2_S(6) YTHDC2_S(8) YTHDC2_T(1205) YTHDC2_T(1313),0.8,0.5,4,1,8,1.0,0.0360584591568398,0.4441890278715569
DPYSL2_C(509) DPYSL2_S(482) DPYSL2_S(486) DPYSL2_S(507) DPYSL2_S(517) DPYSL2_S(518) DPYSL2_S(522) DPYSL2_S(537) DPYSL2_S(540) DPYSL2_S(542) DPYSL2_S(623) DPYSL2_S(627) DPYSL2_S(642) DPYSL2_S(647) DPYSL2_S(8) DPYSL2_S(85) DPYSL2_T(3) DPYSL2_T(473) DPYSL2_T(478) DPYSL2_T(485) DPYSL2_T(509) DPYSL2_T(512) DPYSL2_T(514) DPYSL2_T(521) DPYSL2_T(569) DPYSL2_T(614) DPYSL2_T(619) DPYSL2_T(626),1.0,0.5,4,1,8,1.0,0.0399470898904906,0.7013635750607199
TARDBP_S(183) TARDBP_S(273) TARDBP_S(292) TARDBP_S(92),0.8,0.5,4,1,8,1.0,0.0205766641150733,0.5946814880688623
NFKB1_S(727) NFKB1_S(893) NFKB1_S(899) NFKB1_S(903) NFKB1_S(907) NFKB1_S(923) NFKB1_S(925) NFKB1_S(937) NFKB1_T(943),1.0,0.5,4,1,6,1.0,0.0251887711493104,0.6620912368077306
HTATSF1_C(485) HTATSF1_S(122) HTATSF1_S(15) HTATSF1_S(2) HTATSF1_S(359) HTATSF1_S(383) HTATSF1_S(384) HTATSF1_S(385) HTATSF1_S(389) HTATSF1_S(403) HTATSF1_S(409) HTATSF1_S(445) HTATSF1_S(521) HTATSF1_S(552) HTATSF1_S(597) HTATSF1_S(6) HTATSF1_S(600) HTATSF1_S(607) HTATSF1_T(408) HTATSF1_T(434),1.0,0.5,4,1,6,1.0,0.0355689493225515,0.5151596929328509
ADRA2A_S(324) ADRA2A_S(331) ADRA2A_S(339) ADRA2A_S(346) ADRA2A_T(246) ADRA2A_T(261) ADRA2A_T(344) ADRA2A_T(359),1.0,0.5,3,1,8,1.0,0.0203382921956297,0.0877035576845081
ACTL6A_S(233) ACTL6A_Y(221),1.0,0.5,4,10,8,1.0,0.0427905144678322,0.6984194685736909
TPM1_S(1) TPM1_S(10) TPM1_S(11) TPM1_S(174) TPM1_S(2) TPM1_S(45) TPM1_S(6) TPM1_S(7) TPM1_S(8) TPM1_T(10) TPM1_T(199) TPM1_T(2) TPM1_T(5) TPM1_Y(10) TPM1_Y(2) TPM1_Y(4) TPM1_Y(8),1.0,0.5,3,1,8,1.0,0.0242489570169034,0.3308442857090302
MAPKAP1_T(509),0.6,0.5,4,1,8,1.0,0.0148201983743662,0.4263717691229979
SH3BP5L_C(350) SH3BP5L_S(233) SH3BP5L_S(311) SH3BP5L_S(343) SH3BP5L_S(378),1.0,0.5,4,1,6,1.0,0.0204500916155361,0.4968748433306683
NCK1_S(166) NCK1_S(262) NCK1_S(27) NCK1_S(32) NCK1_S(61) NCK1_S(81) NCK1_S(85) NCK1_S(91) NCK1_S(96) NCK1_Y(105) NCK1_Y(112),1.0,0.5,4,1,8,1.0,0.0278602767106368,0.7405449783044934
CDC5L_S(253) CDC5L_S(273) CDC5L_S(303) CDC5L_S(390) CDC5L_S(393) CDC5L_S(410) CDC5L_S(417) CDC5L_S(426) CDC5L_S(427) CDC5L_S(437) CDC5L_S(460) CDC5L_S(691) CDC5L_T(227) CDC5L_T(352) CDC5L_T(355) CDC5L_T(373) CDC5L_T(377) CDC5L_T(380) CDC5L_T(385) CDC5L_T(396) CDC5L_T(404) CDC5L_T(407) CDC5L_T(411) CDC5L_T(414) CDC5L_T(415) CDC5L_T(424) CDC5L_T(426) CDC5L_T(429) CDC5L_T(430) CDC5L_T(438) CDC5L_T(442) CDC5L_Y(232),1.0,0.5,4,5,8,1.0,0.0375891952804337,0.5578209730144481
FAM111A_S(12) FAM111A_S(26) FAM111A_S(279) FAM111A_S(508) FAM111A_S(62) FAM111A_Y(24),0.6,0.5,4,1,8,1.0,0.0257009911416539,0.4396778892154726
SPARCL1_S(198) SPARCL1_S(231) SPARCL1_S(295) SPARCL1_S(3) SPARCL1_S(59) SPARCL1_S(80) SPARCL1_S(84) SPARCL1_S(89) SPARCL1_S(92),0.6,0.5,3,1,8,1.0,0.0344803067337629,0.1167715997820006
FAM174C_S(117) FAM174C_S(120),1.0,0.5,4,1,8,1.0,0.0507685456132524,0.1807778492497995
BBX_S(40) BBX_S(837) BBX_S(842) BBX_S(844) BBX_T(161) BBX_T(468),1.0,0.5,4,5,8,1.0,0.0446734181500255,0.5968775221931585
TBC1D5_C(776) TBC1D5_S(43) TBC1D5_S(44) TBC1D5_S(460) TBC1D5_S(5) TBC1D5_S(520) TBC1D5_S(522) TBC1D5_S(538) TBC1D5_S(539) TBC1D5_S(541) TBC1D5_S(544) TBC1D5_S(549) TBC1D5_S(554) TBC1D5_S(558) TBC1D5_S(561) TBC1D5_S(564) TBC1D5_S(572) TBC1D5_S(576) TBC1D5_S(730) TBC1D5_S(732) TBC1D5_S(776) TBC1D5_T(42) TBC1D5_T(552) TBC1D5_T(560) TBC1D5_T(703) TBC1D5_Y(2),0.6,0.5,4,5,8,1.0,0.0275916210020805,0.7827226974459874
TKT_S(104) TKT_S(295) TKT_S(3) TKT_S(305) TKT_T(346) TKT_Y(275),1.0,0.5,4,1,8,1.0,0.0309229837897045,0.5835020363899683
LIN9_S(207) LIN9_S(309) LIN9_S(380) LIN9_S(392) LIN9_S(65) LIN9_S(81) LIN9_S(95) LIN9_T(304) LIN9_T(74) LIN9_T(96) LIN9_Y(303),1.0,0.5,4,1,8,0.8,0.016383614430752,0.6995871401129717
MED24_S(374) MED24_S(377) MED24_S(567) MED24_S(772) MED24_S(783) MED24_S(849) MED24_S(860) MED24_S(862) MED24_S(863) MED24_S(872) MED24_S(873) MED24_S(881) MED24_S(892),1.0,0.5,4,1,8,1.0,0.0303917942094268,0.6994754632653868
