phosphosite_ID,AZD/DMSO Exp1,AZD/DMSO Exp2,AZD/DMSO Exp3,PLX/DMSO Exp1,PLX/DMSO Exp2,PLX/DMSO Exp3,PLX/AZD Exp1,PLX/AZD Exp2,PLX/AZD Exp3
DENND6A_S(127),-0.1235282,-0.1083786,-0.1173648,0.0116388,-0.05466199,-0.06125504,0.1301402,-0.2198345,-0.000259717
DFFA_S(315),0.06571014,0.2063932,-0.04294721,0.1059462,0.3087104,0.09044699,0.02970023,0.09813492,0.06970215
DHX29_S(200),0.1369788,-0.1779144,0.05325044,-0.217256,0.1003049,-0.245369,-0.3257382,0.2115314,-0.270121
DHX29_S(27),-0.4744122,,,-0.6571723,,,0.1697967,,
DHX34_S(20),-0.295854,0.07751644,-0.2673921,0.008917032,-0.05547139,-0.1938492,-0.08408909,0.05319425,0.2490205
DHX38_S(199),,-0.2909388,-0.09506509,,-0.9130533,-0.1085964,,-0.5423076,-0.0809422
DHX9_S(125),,0.2832106,0.367371,,-0.02422312,0.2415961,,-0.1889072,-0.2322605
DHX9_S(321),0.6171104,0.5245653,0.372172,0.7140477,0.5172253,0.2595437,0.04222413,-0.05630609,-0.134192
DHX9_S(449),-0.1928594,,,0.2721426,,,0.3828332,,
DIDO1_S(1456),-0.91418535,-0.71741475,-0.8267681499999999,-0.6565597000000001,-0.8401419999999999,-0.6904362500000001,0.130179315,-0.13244193,0.09601752999999999
DIDO1_S(1471),0.3946239,-0.5910708,,0.1875144,-0.6804283,,-0.1997027,-0.09585686,
DIDO1_S(1714),-0.1216591,0.000432815,-0.2043494,-0.1509936,-0.05790221,-0.1579947,0.04767794,-0.01991544,0.02062666
DIDO1_T(1469),-0.16491175,0.1676149,-0.29414392,0.05944479999999999,0.2409859,-0.18772175000000002,0.1759375,-0.03984027,0.006253929999999998
DIP2B_S(100),0.05977056,-0.1117107,0.1732553,-0.1108536,-0.1644963,0.177599,-0.06796903,-0.07997541,-0.08068282
DIP2B_S(201),-0.2247724,-0.001039149,-0.2721754,-0.6339716,-0.1787306,-0.3225053,-0.2577695,-0.1721035,-0.04345262
DIP2B_S(203),,-0.2909388,-0.1391882,,-0.352971,-0.1799232,,-0.02517067,-0.1509455
DIP2B_S(80),-0.4711486,0.1795111,-0.05377817,-0.6562397,-0.2019412,0.05269407,-0.1856218,-0.2033891,-0.11785
DIP2B_S(9),-0.4820894,-0.5976926,-0.3993306,-0.421013,-0.4542688,-0.4879451,-0.1009172,0.1768213,-0.07234626
DIP2B_T(1430),0.09356022,,,0.07025199,,,-0.05463199,,
DIP2B_T(71),-0.2351953,0.2319238,0.7921889,0.4330663,0.1932041,0.3138263,0.6215244,-0.2149951,-0.1999181
DISP1_S(1380),0.09693644,-0.04109051,,0.02630426,-0.05808241,,-0.162525,0.09896905,
DKC1_S(451),0.5360628166666667,-0.03813793000000001,-0.16249142333333333,1.07432394,-0.10246226333333334,-0.07539983666666665,0.5331323333333333,-0.13638674,0.08358127
DKC1_S(453),0.018037206666666666,0.12233294,0.011043396666666665,0.027230003333333336,0.06663590666666665,0.032229716666666665,0.02816268666666667,-0.09449829333333333,0.17037577666666667
DKC1_S(455),-0.031012076666666666,0.013071736666666667,-0.01617366,-0.004142820000000001,-0.28995402,-0.027134199999999997,0.02508034666666667,-0.36617800666666667,0.12148244999999999
DKC1_S(485),,-0.1376959,-0.0263226,,0.22750615000000002,0.3967075,,0.38314078999999995,0.217727
DKC1_S(494),-0.07862465,0.18003260499999998,0.06087747,0.06225996,0.07952875000000001,0.2002533,0.08759864,-0.059511760000000004,0.187261
DKC1_S(513),0.755144,0.07751644,0.3867006,0.217479,0.5756995,-0.3229564,-0.189631,0.3823442,-0.2803172
DKC1_T(458),0.05464008,0.2087669,0.0,0.1688987,-0.01867339,0.1296127,0.1563967,-0.2075181,-0.05703142
DLX1_S(209),0.0275787,0.2032638,-0.2300252,-0.03583058,0.3540007,-0.07290757,-0.05761687,0.08883756,0.1997508
DMAP1_S(418),-0.0210576,-0.3792635,-0.1975338,-0.5828362,-0.42492,-0.4431635,-0.5641581,-0.05297231,-0.4259275
DMAP1_T(409),-0.0712393,0.08705537,0.03280615,-0.3756276,-0.2607222,-0.2707474,-0.4016158,-0.1859933,-0.4724292
DMAP1_T(445),-0.001414563,0.0889556,-0.04288777,-0.02476601,0.1431322,-0.05151878,-0.04122411,0.01955052,-0.02698394
DNAAF2_T(650),,,-0.443909,,,-0.3446848,,,0.1797658
DNAJC15_S(104),0.2673561,,,0.3019388,,,-0.1103551,,
DNAJC1_S(430),0.1840899,-0.02841049,-0.1816893,-0.04983019,0.1918153,0.08501676,-0.2467036,0.07445624,0.2657969
DNAJC1_S(479),,0.6480052,0.199374,,0.4081684,0.945383,,0.01294109,0.8287128
DNAJC1_S(480),,0.6480052,0.199374,,0.4081684,0.945383,,0.01294109,0.8287128
DNAJC9_S(109),,0.05575094,,,0.1795111,,,0.1011338,
DND1_T(349),,-0.3221806,,,-0.1464833,,,0.3724304,
DNTTIP2_T(610),0.131326,0.1491292,,-0.3038993,-0.1544417,,-0.2328537,-0.2607483,
DOCK1_S(1664),,0.3486856,0.4522791,,0.3377682,0.2666366,,0.1061409,-0.05932957
DOCK1_S(1681),-0.2428061,0.1591125,0.2949,0.3122005,0.3487989,0.235482,0.1297446,0.01858563,0.07806332
DOCK1_S(1743),0.4816089,0.3193867,-0.2732036,0.2402533,-0.09595915,-0.5244585,-0.2543066,-0.4678012,-0.3580101
DOCK1_T(1772),-3.645426,,,-2.608056,,,1.035202,,
DOCK5_S(1756),-2.681122,-2.439246,-2.54886,-2.150081,-2.364311,-2.106187,0.540424,0.036955,0.1724875
DOCK5_S(1766),0.500904,0.3718376,0.42191,0.2401311,0.1978653,-0.003134088,-0.2638194,-0.1645289,-0.3920993
DOCK5_S(1775),1.314349,-1.277744,1.162532,1.609991,-2.567639,0.7964316,-0.1544739,-1.291132,-0.4198159
DOCK5_S(1789),-1.9458,-1.942716,-1.887789,-2.5286695,-2.170294,-1.8988144999999998,-0.5737228000000001,-0.49275205,-0.09208854999999999
DOCK5_S(1834),0.1744064,0.3634514,0.284751,-0.0111081,0.1522483,0.03646811,-0.08842341,-0.2716648,-0.1863933
DOCK5_T(1794),-2.505369,-1.321892,-2.837429,-2.706888,-3.249616,-1.507624,-0.2306683,-1.937646,1.297485
DOCK6_S(159),0.07505342,-0.4101214,-0.2639234,0.1482182,-0.04690613,-0.2784961,0.09734114,0.365797,-0.03448537
DOCK6_S(176),,0.95672445,-0.1004685,,-0.6721575,0.1019189,,-1.7096299,0.01264022
DOCK6_S(178),-0.08758006,1.11051155,-0.1116639,-0.1467069,-0.5024867,-0.03454446,-0.09975727,-1.6907473499999999,0.05838585
DOCK6_S(186),,-0.4236617,-0.348574,,1.599127,0.001730139,,1.964827,0.1650436
DOCK6_T(182),0.3609822,-0.05316439,,-0.1712547,-0.2278779,,-0.4228685,-0.2602667,
DPYSL3_S(5),,,0.1736392,,,0.1641426,,,-0.042858
DSG2_S(680),0.1321162,0.3589589,0.3524196,0.1514692,0.2502339,0.3618806,0.002162436,-0.1017845,0.01464098
DSG2_S(782),-0.4667955,0.1172961,0.1230039,-0.08375268,-0.4465215,0.05838585,0.1135672,-0.579663,-0.008769336
DTD1_S(196),-0.2207319,,,-0.07885314,,,0.1934563,,
DTD1_S(197),0.185486,0.05658348,0.3395936,0.3101074,-0.1304918,0.08841301,-0.1140352,-0.1887807,0.02105333
DTD1_S(205),,0.4068631,0.1508197,,0.1733833,0.2414741,,-0.4856329,0.07066408
DTX3L_S(202),-0.5856696,-1.098444,-0.7764292,-1.106498,-0.6558533,-1.099247,-0.3438057,0.2854951,-0.26734
DTX3L_S(221),-0.2283848,,,-0.3745799,,,-0.1664217,,
DTX3L_S(532),,0.1728715,0.4368015,,0.3097583,0.8573441,,0.08063702,-0.05677631
DYNC1H1_S(3917),0.11703,0.1055439,0.07203723,0.08215749,-0.06878593,-0.4098532,-0.03591935,-0.1942131,-0.4482134
DYNC1H1_S(4368),-0.05844288,-0.2815792,-0.2372174,-0.1531577,-0.2706082,-0.150465,-0.007275034,0.003828238,0.07093885
DYNC1H1_T(4366),-0.002165682,-0.1016446,-0.04514857,0.5890923,-0.1048835,-0.01598676,0.1487389,0.03553478,0.05227683
DYRK2_S(48),,1.005184,,,0.4350952,,,-0.5456718,
E2F1_S(307),-0.3155403,,,-0.09605161,,,0.1393385,,
E2F1_S(375),,,0.002450562,,,0.3349114,,,0.1842168
E2F8_S(413),0.3570452,0.3550163,0.5213523,0.5290713,0.2046416,0.479748,0.1915626,-0.2810751,0.2757223
E2F8_T(812),,-0.09602082,,,-1.071088,,,-0.9576917,
EDC4_S(33),0.4532278,0.5679348,0.7595819,0.7243883,0.9581375,0.7141355,0.3171883,0.3205762,-0.01160256
EEF1D_S(2),0.004033884,,,0.6981296,,,0.6694804,,
EEF2K_S(470),,-0.4992732,,,-0.9866955500000001,,,-0.301263615,
EEF2_T(435),0.08024827,,-0.3311366,0.06750099,,-0.5962306,-0.0380211,,0.09125975
EFHD2_S(11),-0.6532189,0.03829577,0.4963089,-0.6725655,0.0116388,0.5461659,0.07915612,-0.1418251,0.06653696
EFHD2_S(204),-0.1115549,,0.1531568,-0.1642861,,0.7007948,-0.01949203,,-0.09463365
EFHD2_S(74),0.07217448,0.3126652,0.5110631,0.2306949,0.4192153,0.6516832,0.1269729,0.05826264,0.1025909
EFHD2_S(76),0.182438,0.3739544,0.5421094,0.2984237,0.3988976,0.6232114,0.1637564,0.1070572,0.003170453
EFNB1_T(294),,,0.06295063,,,-0.3017638,,,-0.2885755
EFNB2_S(260),,-0.07261933,-0.05077137,,-0.3460411,0.1241958,,-0.1415635,0.04110281
EHBP1L1_S(1257),-1.033658,-0.300857,0.04558271,-1.395625,0.1300083,-0.5139344,-0.4047828,0.4076507,-0.6165694
EHBP1L1_S(964),0.458172,0.01692422,0.4781953,-0.1364421,0.3580586,-0.01135527,-0.6704286,0.371665,-0.1121629
EHD1_S(456),0.07203723,0.2210727,0.1646576,-0.006695232,0.1214134,0.1774714,-0.03204934,0.212133,0.0647449
EI24_S(326),-0.22757705,-0.13127171,-0.2674545,-0.17167438000000002,-0.21702515,-0.21882792499999998,-0.005139765000000001,-0.070435032,0.02421966
EI24_S(330),-0.1575279,-0.03861372,-0.1975338,-0.07599136,-0.2136378,-0.08415025,0.0415233,-0.1484786,0.08691968
EIF2S1_T(279),-0.4186006,-0.004175412,0.4514354,0.7195778,1.104672,-0.1148786,1.143524,1.148641,0.1265764
EIF2S2_S(105),,,0.2030132,,,1.349478,,,1.317304
EIF2S2_S(2),-0.03920658,0.08093054,0.185095215,0.07148806,-0.006043124,0.3309643,0.1150332,-0.09261344,0.09165780500000001
EIF2S2_S(67),0.06543438,0.1180938,0.2991274,0.5194413,0.445409,0.4092551,0.4576468,0.2366224,0.4441369
EIF2S2_T(111),-0.2709737,0.2336426,-0.08828545,0.3991163,0.9097347,0.681854,0.4309275,0.6707041,0.7470866
EIF4A3_T(163),0.2278643,0.5021269,,0.1558787,0.5418122,,-0.08581819,-0.03857663,
EIF4EBP1_S(2),,,0.2092662,,,0.1726155,,,0.03913844
EIF4EBP1_S(6),,1.126444,0.1886542,,-0.6991851,0.2638758,,-0.6504889,-0.1108692
EIF4EBP1_S(65),,-0.1000046,0.1636276,,-0.1894664,-0.05938969,,-0.1992483,-0.1106199
EIF4EBP1_S(94),,-0.05153375,,,0.0265876,,,0.1344454,
EIF4EBP1_T(10),0.3843814,0.6492935,0.09423606,0.5093412,0.4525954,0.3059121,0.06446896,-0.2509617,0.2553195
EIF4EBP1_T(37),-0.09830473,0.08324736,0.02941749,-0.01198073,-0.1166764,0.1722314,0.08569661,-0.2422062,0.1663298
EIF4EBP1_T(46),-0.1106044,0.06195284,-0.331949245,-0.01435381,0.07919670000000001,-0.24018039999999996,0.09788039,0.030396199999999998,0.11452404999999999
EIF4EBP1_T(70),-0.2467036,-0.18224684000000002,0.09834654999999998,-0.2755767,-0.2679799,-0.17889983999999998,-0.1756965,-0.16327550999999998,-0.019787545000000004
EIF4EBP1_T(77),-0.09554288,-0.2198915,-0.05950994,-0.2777963,-0.2797566,-0.2334472,-0.02337243,-0.0754641,-0.09515759
EIF4EBP2_S(65),-0.1362201,-0.4582582,-0.4548371,-0.4394024,-0.9938912,-0.5765442,-0.2351783,-0.59144425,-0.2209711
EIF4EBP2_T(70),-0.527325,-0.4740733,0.1388163,-0.56126,-0.9775828,0.11936335000000001,-0.02124791,-0.53693245,-0.102493615
EIF5B_S(107),-0.0753224,-0.316582,-0.1788123,-0.2349236,-0.3214593,-0.2323622,-0.02454593,-0.02687092,0.1873877
EIF5B_S(113),0.04492495,-0.15297265499999999,-0.07547525000000001,-0.07993509000000001,-0.0983671,-0.16083014,-0.002955870000000001,-0.02948589,0.006488949999999993
EIF5B_S(1168),0.04502354,-0.06136038,0.06419311,0.05644473,-0.2602037,0.1390765,-0.03717705,0.007869748,0.0311129
EIF5B_S(121),,0.4129441,0.4551234,,0.4192153,0.07806332,,0.01391674,-0.2019743
EIF5B_S(135),0.08447251,0.09504669,0.06983963,0.09666675,0.04837578,0.05755419,0.0500489,-0.0878702,0.08011194
EIF5B_S(137),0.078018645,0.10847545,0.058423840000000005,-0.010951775000000004,0.100086015,0.010851136,-0.1364086,0.05184355000000001,0.09216465
EIF5B_S(164),-0.0407937,0.01863419,0.03703076,0.0633648,0.06942715,0.1576905,0.09545191,0.08158323,0.3338817
EIF5B_S(182),2.157367,0.61106275,-0.08543549,1.679514,0.55194575,-0.08658398,0.00805652,0.038932444999999996,0.1248574
EIF5B_S(183),,,-0.03793228,,,-0.02334306,,,0.3128975
EIF5B_S(186),1.913531,0.60602825,0.49007915,2.080078,0.45247424999999997,0.4848229,-0.0352539,0.042200345,0.089170576
EIF5B_S(190),-0.07652371,-0.1649486,-0.433320995,-0.159283,-0.18124471,-0.054670385,-0.07067864,0.057248494999999996,0.40367375
EIF5B_S(214),0.1443075,0.03308822,0.1737671,0.08038475,0.02290045,0.1032627,-0.04745771,0.0555613,-0.118586
EIF5B_S(222),0.2162376,,,-0.2179437,,,-0.4285659,,
EIF5B_S(435),0.2142491,,,-0.1733193,,,-0.3707879,,
EIF5B_S(66),,0.3934163,-0.1893019,,0.1255188,-0.2264762,,0.3157557,-0.1853429
EIF5B_S(767),,-0.2878709,,,-0.3689795,,,-0.2721427,
EIF5B_T(301),0.7229905,0.9688649,,0.6742799,1.000937,,-0.1867216,0.169761,
EIF5B_Y(134),0.2163618,-0.08793271,-0.2402987,-0.08560383,-0.01396052,-0.04529746,-0.2030535,-0.07272325,0.1399933
EIF5_S(229),0.07491644,0.2288495,0.1076879,0.1804026,0.1106305,0.2486562,0.05921687,-0.05116334,0.01621099
EIF5_S(389),0.01120934,-0.1092187,-0.09435647,0.001730139,-0.01366915,-0.1145506,-0.07593054,0.1159101,-0.1928925
EIF5_S(390),0.01120934,-0.1092187,-0.09435647,0.001730139,-0.01366915,-0.1145506,-0.07593054,0.1159101,-0.1928925
ELF4_S(188),,0.01421241,-0.04114987,,0.1013812,-0.0237537,,0.0601266,-0.06645755
ELF4_S(641),,-0.07611301,0.1845977,,0.1300083,0.1035311,,0.3405138,-0.08620108
ELK3_S(245),1.592254,,1.312897,1.396927,,1.520196,-0.009045174,,0.08215749
ELK3_S(247),1.592254,1.422502,1.222248,1.396927,1.127633,1.309234,-0.009045174,-0.4342412,0.1208827
ELL_S(309),0.09464151,0.07491644,0.02531228,-0.08758006,0.08854871,-0.07806102,-0.1005923,0.02151156,-0.08528239
ELL_S(442),0.2106382,0.1938348,0.07176267,0.2241638,0.02005774,0.01335505,0.001586012,-0.2522945,-0.01838116
ELL_S(444),,0.04376442,-0.03373193,,0.02261638,0.2202061,,-0.1231364,0.1001703
ELOA_S(222),0.1638852,0.1293489,0.368489,0.51924,0.1950955,0.1398623,0.4105582,0.05006917,-0.03605248
EMG1_S(5),-0.1479852,0.1500396,-2.479633,0.1186256,-0.1725387,-2.654081,0.1375035,-0.2632748,-0.1054266
EML6_T(1914),0.1875144,0.0724488,-0.01007623,0.263395,-0.4816663,0.1918153,-0.02192151,-0.5303705,0.08732703
EP300_S(1038),0.06887715,-0.06812029,-0.05731664,-0.08991206,-0.176267,-0.2457111,-0.2031531,-0.1700533,-0.1282825
EP300_S(1726),-0.1770497,-0.2279793,-0.008435511,-0.0509358,-0.3129573,-0.1000046,0.13711,-0.2137517,-0.1036894
EP300_S(499),0.2637556,,,0.2684343,,,-0.08010312,,
EPC2_S(538),-0.06960329,0.1055439,-0.02889609,-0.2111807,0.04684024,-0.08897574,-0.119244,0.002873889,-0.1351581
EPC2_T(353),,0.5069066,0.1943392,,0.3670355,-0.1429427,,-0.08719123,-0.3953404
EPHA2_S(897),-0.08951289,-1.5566192,-2.711039,-0.8896101,-1.5068786,-1.978066,-0.3648307,0.02696984999999999,0.6997293
EPHA2_S(901),-0.04220423,-1.5785617,-2.711039,-0.3860912,-1.954563,-1.978066,-0.3358996,-0.38844475,0.6997293
EPRS1_S(1000),-0.2156133,,0.2595437,0.1749178,,-0.08211762,-0.09134077,,-0.2868674
EPRS1_S(434),0.06584801,0.1043367,-0.1911455,0.2423281,0.151729,0.004896797,0.1142337,-0.07423144,0.127105
EPRS1_S(880),0.191093535,,0.07189995,0.14033085,,0.06170706,-0.0749853,,0.02955887
EPRS1_S(882),0.0500489,0.152048085,0.2378085,0.09693644,0.2050631,0.1495195,0.08243007,0.061003789999999995,0.04656085
EPRS1_S(885),0.3019388,-0.2087944,0.02842765,0.1634987,-0.09645268,-0.1634457,-0.06898265,0.1803645,-0.1994707
EPRS1_S(886),0.05325044,0.13644238,0.03952855000000001,0.02147971,0.128916515,0.18306475,-0.06199282,0.010129424999999997,0.19977262499999998
EPRS1_S(891),,,-0.5758733,,,-0.622843,,,-0.2956592
EPRS1_S(954),,,-1.214542,,,-1.00075,,,0.1901724
EPRS1_S(998),,,-0.211047,,,-0.4705688,,,-0.3923832
ERCC6L2_S(77),-0.006912609,0.03492,,-0.2023727,-0.1165669,,-0.5677033,-0.1430015,
ERCC6L2_S(80),-0.006912609,0.03492,,-0.2023727,-0.1165669,,-0.5677033,-0.1430015,
ERCC6_S(486),-0.09683831,0.2100148,-0.1160821,0.3617683,-0.2152615,0.3878037,0.5861161,-0.2047668,0.6321752
ERCC6_S(489),-0.09683831,0.2100148,-0.1160821,0.3617683,-0.2152615,0.3878037,0.5861161,-0.2047668,0.6321752
ERF_T(3),-3.076797,-5.20567,-4.308144,-4.312466,-4.420496,-4.938586,-1.161685,0.7646406,-0.5994839
ERICH1_T(62),0.2621926,0.7219413,-0.32829,0.4791271,0.9377963,-0.4150375,-0.2401795,-0.1840899,-0.1770822
ERRFI1_S(126),,,-0.2258012,,,1.806283,,,2.048341
ERRFI1_S(273),,-0.07711712,-0.2420209,,-0.2718793,-0.1249435,,-0.09707136,-0.04525274
ESF1_S(153),0.2283569,0.1523782,0.229834,0.1791288,0.1769609,0.1326427,0.07970238,-0.006477628,-0.1284875
ESF1_S(180),,,-0.1842934,,,-0.4682517,,,-0.358602
ESF1_S(198),0.1269729,0.04320455,0.01906128,0.1579492,0.1642714,0.0160683,-0.01591381,0.04856138,-0.04893446
ESF1_S(222),,-0.0875034,0.1297446,,-0.07158798,-0.04462767,,-0.1050075,-0.1483529
ESF1_S(228),0.1802752,-0.1249819,0.09260892999999999,-0.0748057,0.045246510000000004,-0.113403985,-0.3380498,0.0342861,-0.2721503
ESF1_S(657),,-0.01138439,0.1396005,,0.1414329,-0.07020903,,0.1107289,-0.2800193
ESF1_S(663),0.2140004,-0.01138439,0.18582359999999998,0.0353423,0.1414329,0.057194335,-0.1360457,0.1107289,-0.221983
ESF1_S(694),0.7324862,0.006477609,-0.04990488,-0.04354186,0.1825652,0.0,-0.8514693,0.1328469,-0.007057603
ESF1_S(823),0.3546778,0.4612142,0.3036931,-0.01011987,0.7052259,0.1887806,-0.2595991,-0.1040683,-0.01102093
ESF1_T(229),0.1802752,-0.1249819,0.09260892999999999,-0.0748057,0.045246510000000004,-0.113403985,-0.3380498,0.0342861,-0.2721503
ESS2_S(292),-0.8780032,-0.2942609,0.03167748,-0.5616646,-0.5897892,0.2485348,0.177599,-0.3891262,0.2417182
ESS2_T(333),,,-0.3711424,,,0.1531568,,,0.4881037
ESS2_T(386),-0.5893116,-0.2541345,0.1275012,-0.4854181,-0.6337925,0.354565,0.2148708,-0.4352018,0.4324249
ESS2_T(450),-0.678095,0.003746074,0.07710631,-0.5184944,0.006046604,0.2618317,0.1168971,-0.1465248,0.3055621
ETV3_S(139),-4.203329,-5.483904,,-4.394866,-5.255446,,-0.4254625,0.2336339,
ETV3_S(159),-1.871495,-1.744874,-1.783092,-1.753945,-1.989192,-1.655262,0.09949727,-0.3311319,0.1625968
ETV3_S(170),0.2917214,0.5735684,0.1465249,1.011353,0.5622791,0.1301402,0.6107945,0.1528369,0.07272322
ETV3_S(245),-2.2958790000000002,-3.354612,-3.226476,-2.3876530000000002,-3.445503,-2.706888,-0.087889,0.3497317,0.02800333
ETV3_S(250),-2.462277,-2.698921,-3.3470765,-2.975283,-2.6689745,-2.9315005000000003,-0.5055332,0.133787105,0.18919371499999998
ETV6_S(203),-0.1935522,-0.1603467,-0.09384825,-0.258546,-0.1385845,-0.1441059,-0.03107609,0.06461565,-0.01917036
ETV6_S(22),0.378876965,-0.11605717499999998,-0.02379767,-0.04489597,0.300912005,-0.1248019,-0.43517024000000004,0.40063873,-0.07679757
ETV6_S(271),-0.162525,-0.1988579,-0.2160321,-0.3161688,-0.24732,-0.4876012,-0.2124672,-0.06915224,-0.2462757
ETV6_T(4),-0.1391564,0.1202192,,0.007626157,0.132511,,0.07038926,-0.06391709,
EVA1B_S(152),-0.3941454,-0.2653445,-0.4521751,-0.5139756,-0.6331211,-0.5048984,-0.194559,-0.415326,-0.1726687
EVA1B_T(158),0.1078218,0.3414165,0.3329657,0.209391,0.1793837,0.1937087,0.09707135,-0.06529662,-0.2225656
EXOC8_S(19),,0.2046416,0.02842765,,-0.172685,0.1479579,,-0.4254594,0.1331689
F2R_S(418),-0.1025117,0.06777637,0.1360601,0.02162186,-0.3790571,0.2481705,0.153027,-0.3674829,0.004033884
FAM110B_S(301),0.1120997,0.02842765,0.1460035,0.1296127,-0.04747256,0.05547326,0.01249718,-0.02517067,-0.1047129
FAM114A1_S(196),-1.616068,-2.579318,-1.896899,-1.966521,-2.312581,-1.453202,-0.365034485,0.2471315,0.4345616
FAM117B_S(307),,0.03927886,0.1348781,,0.03660879,0.4395699,,0.005927228,0.3813941
FAM117B_S(391),,-0.7719139,-0.1417325,,-1.335044,0.8679755,,-0.5446832,0.9875392
FAM117B_S(449),,0.05949366,-0.1015053,,-0.1689173,0.1187585,,-0.03393397,0.05116329
FAM117B_T(396),,-0.001920088,-0.3285979,,-0.3020839,-0.07263444,,-0.3400495,0.3974743
FAM171A2_S(410),-0.34828,-0.09569706,-0.5130694,0.3672592,0.1768333,-0.3205041,0.5660844,0.2913978,-0.05313441
FAM171A2_S(411),,0.04963072,-0.2608259,,0.6380275,-0.1295603,,0.5737245,0.444985
FAM171A2_S(446),-0.6116672,0.03492,,-0.3994258,-0.1234025,,0.2429378,-0.1409094,
FAM171A2_S(789),0.3931965,0.6421009,-0.316133,1.263635,0.205017,0.3156822,0.8513593,-0.5727926,0.724301
FAM171B_S(504),0.1656869,0.261591,,0.8813514,0.2747686,,0.3754009,0.1633971,
FAM171B_S(779),-0.1171926,-0.1919692,-0.5432569,0.0551957,0.08773442,-0.3737946,-0.1122252,0.2111807,0.1480882
FAM171B_S(794),-0.1467708,-0.07154253,-0.03500262,0.1281614,-0.3015326,0.02630426,0.2376861,-0.1541943,0.01763692
FAM171B_T(585),0.2027625,,,0.3612069,,,0.1480882,,
FAM199X_S(316),,,0.08324736,,,-0.2942786,,,-0.2382552
FAM222B_S(296),-0.285038,0.116764,0.2588203,-0.3188656,-0.1709461,-0.1206235,-0.05310452,-0.2930174,-0.4384833
FAM234B_S(62),,-0.2959071,,,-0.4133457,,,0.03707351,
FAM53C_S(232),,-0.104108,0.2845142,,0.110096,-0.001992332,,-0.2625535,-0.1037825
FAM53C_S(234),,-0.104108,0.2845142,,0.110096,-0.001992332,,-0.2625535,-0.1037825
FAM53C_S(273),0.6580058,0.3528714,0.5258685,0.744075,0.03097168,0.2781037,0.01278325,-0.2815499,-0.2584079
FAM53C_S(299),-0.1538477,-0.03821367,-0.1517627,-0.1654505,-0.00813082,0.3215818,0.000144286,0.008682164,0.4635179
FAM83H_S(5),,-0.08935946,,,0.221444,,,0.311399,
FAM83H_S(7),,-0.08935946,,,0.221444,,,0.311399,
FAM83H_S(8),,-0.08935946,,,0.221444,,,0.311399,
FAM8A1_S(81),-1.858724,-1.481969,-1.700404,-2.107803,-1.886406,-1.902767,-0.1049611,-0.3605329,-0.03110562
FANCE_S(180),-0.01240263,0.009060428,0.111165,0.1146336,0.102994,-0.06318308,-0.0272632,0.0636505,-0.2880823
FANCE_S(210),0.6334777,0.4431822,,0.6199294,0.5606171,,0.0647449,-0.02431958,
FANCE_S(249),0.1483484,-0.04468719,0.1222089,-0.05719648,0.0278618,-0.1256516,-0.1814602,0.03756204,-0.1296234
FASN_S(1411),-0.1403644,0.005902907,-0.1224756,-0.07582404,-0.0669864,-0.02738089,0.03054793,-0.09464155,0.09301919
FASN_S(1421),-0.02082342,-0.02344575,-0.09816574,-0.02467801,0.05977056,0.038998,-0.06343934,-0.05755422,0.1991226
FASN_S(1584),-0.2157138,0.0533895,-0.1107757,-0.1411596,-0.1236383,0.07135073,-0.01221348,-0.2496274,0.1810389
FASN_S(207),-0.1877071,0.008917032,-0.1563377,-0.04462767,-0.1879207,0.0610158,0.08311115,-0.1747899,0.1355349
FASN_S(2198),-0.33907455,0.1735112,-0.01129711,-0.275123,0.1457427,0.2319238,-0.09865835,-0.1037997,0.281906
FASN_S(2236),-0.0929555,,0.09328973,0.2786984,,0.08256635,0.3061456,,-0.005724434
FASN_S(265),,-0.01829346,0.0,,0.140517,0.1403861,,0.2119492,0.06018582
FASN_S(725),0.1610493,0.151729,0.2741722,0.1356662,0.1921942,0.2368294,-0.08355393,-0.002594454,-0.007434585
FASN_T(1407),,-0.2626766,-0.3199098,,-0.5286565,-0.1249119,,-0.1450905,0.225275
FASN_T(2204),-1.0862914,-1.132958,-1.140857,-1.09331185,-1.232972,-1.302547,-0.11284881499999999,-0.2440345,0.06143053
FASN_T(262),0.06708801,,-0.01535964,-0.3848662,,-0.07579368,-0.5273666,,-0.08842341
FASN_T(976),-0.07888366,-0.1363628,-0.02613161,-0.04364591,-0.1648844,-0.08828545,0.09990108,0.01740245,-0.03624479
FBXO28_S(344),0.1531568,0.05783146,0.1263122,0.02729555,-0.05038289,0.01221106,-0.01857112,-0.1268407,-0.02988261
FBXO42_S(365),-0.3058954,,0.03337007,-0.4433008,,0.04376442,-0.1730916,,-0.1728151
FBXO42_S(552),0.0247452,0.1263122,,0.1918153,0.1541943,,0.2803624,-0.2927818,
FGD1_S(135),-0.54905,,-0.7399985,-0.6916158,,-0.8953682,0.001874253,,-0.1078966
FGD1_S(235),-0.2304652,,,-0.1429745,,,0.04432424,,
FGD1_S(48),0.1326427,0.4522791,-0.211782,0.3283769,0.4019581,-0.04748748,-0.08330939,-0.06308876,0.008486926
FGD1_S(745),,-0.3846402,-0.3423783,,0.007913023,-0.5176266,,-0.3043942,0.143524
FGD1_S(954),,-0.5874243,-0.4329413,,-0.4610645,-0.3642921,,0.166357,0.03492
FGD1_T(711),-0.4994834,-0.5029753,-0.6493443,-0.5237738,-0.6582647,-0.58208,0.1079557,-0.1376347,0.03421579
